176195  , -23451.2    , array([ 4.07271    ,  0.578333   ,  9.68089e-36,  2.06325e-64,  0.391164   ])
176196  , -23451.9    , array([ 4.07678    ,  0.578333   ,  9.68089e-36,  2.06325e-64,  0.391164   ])
176197  , -23435.3    , array([ 4.07271    ,  0.578912   ,  9.68089e-36,  2.06325e-64,  0.391164   ])
176198  , -23451.2    , array([ 4.07271    ,  0.578333   ,  9.69058e-36,  2.06325e-64,  0.391164   ])
176199  , -23451.2    , array([ 4.07271    ,  0.578333   ,  9.68089e-36,  2.06532e-64,  0.391164   ])
176200  , -23483.8    , array([ 4.07271    ,  0.578333   ,  9.68089e-36,  2.06325e-64,  0.391555   ])
176201  , -23451.2    , array([ 4.07271    ,  0.578333   ,  9.68089e-36,  2.06325e-64,  0.391164   ])
176202  , -14895.1    , array([ 3.98485    ,  0.898726   ,  9.68089e-36,  2.06325e-64,  0.157696   ])
176203  , -14895.1    , array([ 3.98485    ,  0.898726   ,  9.68089e-36,  2.06325e-64,  0.157696   ])
176204  , -14897.9    , array([ 3.98883    ,  0.898726   ,  9.68089e-36,  2.06325e-64,  0.157696   ])
176205  , -14911.7    , array([ 3.98485    ,  0.899625   ,  9.68089e-36,  2.06325e-64,  0.157696   ])
176206  , -14895.1    , array([ 3.98485    ,  0.898726   ,  9.69058e-36,  2.06325e-64,  0.157696   ])
176207  , -14895.1    , array([ 3.98485    ,  0.898726   ,  9.68089e-36,  2.06532e-64,  0.157696   ])
176208  , -14886.6    , array([ 3.98485    ,  0.898726   ,  9.68089e-36,  2.06325e-64,  0.157854   ])
176209  , -4303.07    , array([ 2.24037    ,  0.178098   ,  9.68089e-36,  2.06325e-64,  0.0429041  ])
176210  , -4303.07    , array([ 2.24037    ,  0.178098   ,  9.68089e-36,  2.06325e-64,  0.0429041  ])
176211  , -4303.59    , array([ 2.24262    ,  0.178098   ,  9.68089e-36,  2.06325e-64,  0.0429041  ])
176212  , -4314.14    , array([ 2.24037    ,  0.178276   ,  9.68089e-36,  2.06325e-64,  0.0429041  ])
176213  , -4303.07    , array([ 2.24037    ,  0.178098   ,  9.69058e-36,  2.06325e-64,  0.0429041  ])
176214  , -4303.07    , array([ 2.24037    ,  0.178098   ,  9.68089e-36,  2.06532e-64,  0.0429041  ])
176215  , -4293.2     , array([ 2.24037    ,  0.178098   ,  9.68089e-36,  2.06325e-64,  0.042947   ])
176223  , -4302.31    , array([ 2.24185    ,  0.178055   ,  9.68089e-36,  2.06325e-64,  0.0428975  ])
