16365   , -2316.61    , array([ 0.333184   ,  0.614973   ,  0.000533553,  5.77615e-38])
16366   , -2316.64    , array([ 0.333517   ,  0.614973   ,  0.000533553,  5.77615e-38])
16367   , -2316.61    , array([ 0.333184   ,  0.615588   ,  0.000533553,  5.77615e-38])
16368   , -2316.59    , array([ 0.333184   ,  0.614973   ,  0.000534086,  5.77615e-38])
16369   , -2316.61    , array([ 0.333184   ,  0.614973   ,  0.000533553,  5.78193e-38])
16370   , -2316.61    , array([ 0.333184   ,  0.614973   ,  0.000533553,  5.77615e-38])
16371   , -2238.29    , array([ 0.14385    ,  0.614973   ,  0.000934938,  5.77615e-38])
16372   , -2238.29    , array([ 0.14385    ,  0.614973   ,  0.000934938,  5.77615e-38])
16373   , -2238.39    , array([ 0.143994   ,  0.614973   ,  0.000934938,  5.77615e-38])
16374   , -2238.29    , array([ 0.14385    ,  0.615588   ,  0.000934938,  5.77615e-38])
16375   , -2238.2     , array([ 0.14385    ,  0.614973   ,  0.000935873,  5.77615e-38])
16376   , -2238.29    , array([ 0.14385    ,  0.614973   ,  0.000934938,  5.78193e-38])
16377   , -7611.26    , array([ 0.00499828 ,  0.614973   ,  0.00881465 ,  5.77615e-38])
16378   , -7611.26    , array([ 0.00499828 ,  0.614973   ,  0.00881465 ,  5.77615e-38])
16379   , -7610.59    , array([ 0.00500328 ,  0.614973   ,  0.00881465 ,  5.77615e-38])
16380   , -7611.26    , array([ 0.00499828 ,  0.615588   ,  0.00881465 ,  5.77615e-38])
16381   , -7610.77    , array([ 0.00499828 ,  0.614973   ,  0.00882347 ,  5.77615e-38])
16382   , -7611.26    , array([ 0.00499828 ,  0.614973   ,  0.00881465 ,  5.78193e-38])
16383   , -2227.99    , array([ 0.135563   ,  0.614973   ,  0.000972731,  5.77615e-38])
16384   , -2227.99    , array([ 0.135563   ,  0.614973   ,  0.000972731,  5.77615e-38])
16385   , -2228.1     , array([ 0.135699   ,  0.614973   ,  0.000972731,  5.77615e-38])
16386   , -2227.99    , array([ 0.135563   ,  0.615588   ,  0.000972731,  5.77615e-38])
16387   , -2227.89    , array([ 0.135563   ,  0.614973   ,  0.000973704,  5.77615e-38])
16388   , -2227.99    , array([ 0.135563   ,  0.614973   ,  0.000972731,  5.78193e-38])
16389   , -2216.3     , array([ 0.127433   ,  0.614973   ,  0.00101375 ,  5.77615e-38])
16390   , -2216.3     , array([ 0.127433   ,  0.614973   ,  0.00101375 ,  5.77615e-38])
16391   , -2216.42    , array([ 0.127561   ,  0.614973   ,  0.00101375 ,  5.77615e-38])
16392   , -2216.3     , array([ 0.127433   ,  0.615588   ,  0.00101375 ,  5.77615e-38])
16393   , -2216.19    , array([ 0.127433   ,  0.614973   ,  0.00101476 ,  5.77615e-38])
16394   , -2216.3     , array([ 0.127433   ,  0.614973   ,  0.00101375 ,  5.78193e-38])
16395   , -1803.58    , array([ 0.0252378  ,  0.614973   ,  0.00298929 ,  5.77615e-38])
16396   , -1803.58    , array([ 0.0252378  ,  0.614973   ,  0.00298929 ,  5.77615e-38])
16397   , -1803.3     , array([ 0.025263   ,  0.614973   ,  0.00298929 ,  5.77615e-38])
16398   , -1803.58    , array([ 0.0252378  ,  0.615588   ,  0.00298929 ,  5.77615e-38])
16399   , -1803.81    , array([ 0.0252378  ,  0.614973   ,  0.00299228 ,  5.77615e-38])
16400   , -1803.58    , array([ 0.0252378  ,  0.614973   ,  0.00298929 ,  5.78193e-38])
16401   , -2076.87    , array([ 0.0764472  ,  0.614973   ,  0.00142605 ,  5.77615e-38])
16402   , -2076.87    , array([ 0.0764472  ,  0.614973   ,  0.00142605 ,  5.77615e-38])
16403   , -2077.09    , array([ 0.0765237  ,  0.614973   ,  0.00142605 ,  5.77615e-38])
16404   , -2076.87    , array([ 0.0764472  ,  0.615588   ,  0.00142605 ,  5.77615e-38])
16405   , -2076.67    , array([ 0.0764472  ,  0.614973   ,  0.00142748 ,  5.77615e-38])
16406   , -2076.87    , array([ 0.0764472  ,  0.614973   ,  0.00142605 ,  5.78193e-38])
16407   , -1769.21    , array([ 0.0314716  ,  0.614973   ,  0.00257955 ,  5.77615e-38])
16408   , -1769.21    , array([ 0.0314716  ,  0.614973   ,  0.00257955 ,  5.77615e-38])
16409   , -1769.24    , array([ 0.0315031  ,  0.614973   ,  0.00257955 ,  5.77615e-38])
16410   , -1769.21    , array([ 0.0314716  ,  0.615588   ,  0.00257955 ,  5.77615e-38])
16411   , -1769.15    , array([ 0.0314716  ,  0.614973   ,  0.00258213 ,  5.77615e-38])
16412   , -1769.21    , array([ 0.0314716  ,  0.614973   ,  0.00257955 ,  5.78193e-38])
16413   , -1767.83    , array([ 0.0302393  ,  0.614973   ,  0.00264929 ,  5.77615e-38])
16414   , -1767.83    , array([ 0.0302393  ,  0.614973   ,  0.00264929 ,  5.77615e-38])
16415   , -1767.81    , array([ 0.0302696  ,  0.614973   ,  0.00264929 ,  5.77615e-38])
16416   , -1767.83    , array([ 0.0302393  ,  0.615588   ,  0.00264929 ,  5.77615e-38])
16417   , -1767.81    , array([ 0.0302393  ,  0.614973   ,  0.00265194 ,  5.77615e-38])
16418   , -1767.83    , array([ 0.0302393  ,  0.614973   ,  0.00264929 ,  5.78193e-38])
16425   , -1767.83    , array([ 0.0302394  ,  0.614973   ,  0.00264934 ,  5.77615e-38])
16426   , -1767.83    , array([ 0.0302394  ,  0.614973   ,  0.00264934 ,  5.77615e-38])
16427   , -1767.81    , array([ 0.0302696  ,  0.614973   ,  0.00264934 ,  5.77615e-38])
16428   , -1767.83    , array([ 0.0302394  ,  0.615588   ,  0.00264934 ,  5.77615e-38])
16429   , -1767.81    , array([ 0.0302394  ,  0.614973   ,  0.00265199 ,  5.77615e-38])
16430   , -1767.83    , array([ 0.0302394  ,  0.614973   ,  0.00264934 ,  5.78193e-38])
16431   , -1767.82    , array([ 0.0302394  ,  0.614973   ,  0.00264951 ,  5.77615e-38])
16432   , -1767.82    , array([ 0.0302394  ,  0.614973   ,  0.00264951 ,  5.77615e-38])
16433   , -1767.81    , array([ 0.0302697  ,  0.614973   ,  0.00264951 ,  5.77615e-38])
16434   , -1767.82    , array([ 0.0302394  ,  0.615588   ,  0.00264951 ,  5.77615e-38])
16435   , -1767.81    , array([ 0.0302394  ,  0.614973   ,  0.00265216 ,  5.77615e-38])
16436   , -1767.82    , array([ 0.0302394  ,  0.614973   ,  0.00264951 ,  5.78193e-38])
16443   , -1767.82    , array([ 0.0302394  ,  0.614973   ,  0.00264952 ,  5.77615e-38])
16444   , -1767.82    , array([ 0.0302394  ,  0.614973   ,  0.00264952 ,  5.77615e-38])
16445   , -1767.81    , array([ 0.0302697  ,  0.614973   ,  0.00264952 ,  5.77615e-38])
16446   , -1767.82    , array([ 0.0302394  ,  0.615588   ,  0.00264952 ,  5.77615e-38])
16447   , -1767.81    , array([ 0.0302394  ,  0.614973   ,  0.00265217 ,  5.77615e-38])
16448   , -1767.82    , array([ 0.0302394  ,  0.614973   ,  0.00264952 ,  5.78193e-38])
16449   , -1767.82    , array([ 0.0302394  ,  0.614973   ,  0.00264956 ,  5.77615e-38])
16450   , -1767.82    , array([ 0.0302394  ,  0.614973   ,  0.00264956 ,  5.77615e-38])
16451   , -1767.81    , array([ 0.0302697  ,  0.614973   ,  0.00264956 ,  5.77615e-38])
16452   , -1767.82    , array([ 0.0302394  ,  0.615588   ,  0.00264956 ,  5.77615e-38])
16453   , -1767.81    , array([ 0.0302394  ,  0.614973   ,  0.00265221 ,  5.77615e-38])
16454   , -1767.82    , array([ 0.0302394  ,  0.614973   ,  0.00264956 ,  5.78193e-38])
16455   , -2336.8     , array([ 0.0376064  ,  0.614973   ,  1.85749    ,  5.77615e-38])
16456   , -2336.8     , array([ 0.0376064  ,  0.614973   ,  1.85749    ,  5.77615e-38])
16457   , -2336.8     , array([ 0.037644   ,  0.614973   ,  1.85749    ,  5.77615e-38])
16458   , -2336.8     , array([ 0.0376064  ,  0.615588   ,  1.85749    ,  5.77615e-38])
