195805  , -64202.9    , array([ 2.10489    ,  0.00174864 ,  0.0458884  ,  5.24234e-34,  2.5399e-05 ])
195806  , -64202.9    , array([ 2.107      ,  0.00174864 ,  0.0458884  ,  5.24234e-34,  2.5399e-05 ])
195807  , -64215.8    , array([ 2.10489    ,  0.00175039 ,  0.0458884  ,  5.24234e-34,  2.5399e-05 ])
195808  , -64202.9    , array([ 2.10489    ,  0.00174864 ,  0.0459343  ,  5.24234e-34,  2.5399e-05 ])
195809  , -64202.9    , array([ 2.10489    ,  0.00174864 ,  0.0458884  ,  5.24759e-34,  2.5399e-05 ])
195810  , -64189.9    , array([ 2.10489    ,  0.00174864 ,  0.0458884  ,  5.24234e-34,  2.54244e-05])
195811  , -64202.9    , array([ 2.10489    ,  0.00174864 ,  0.0458884  ,  5.24234e-34,  2.5399e-05 ])
195819  , -64202.3    , array([ 2.10489    ,  0.0017486  ,  0.0458884  ,  5.24234e-34,  2.53995e-05])
195820  , -64202.3    , array([ 2.10489    ,  0.0017486  ,  0.0458884  ,  5.24234e-34,  2.53995e-05])
195821  , -64202.3    , array([ 2.107      ,  0.0017486  ,  0.0458884  ,  5.24234e-34,  2.53995e-05])
195822  , -64215.2    , array([ 2.10489    ,  0.00175035 ,  0.0458884  ,  5.24234e-34,  2.53995e-05])
195823  , -64202.3    , array([ 2.10489    ,  0.0017486  ,  0.0459343  ,  5.24234e-34,  2.53995e-05])
195824  , -64202.3    , array([ 2.10489    ,  0.0017486  ,  0.0458884  ,  5.24759e-34,  2.53995e-05])
195825  , -64189.3    , array([ 2.10489    ,  0.0017486  ,  0.0458884  ,  5.24234e-34,  2.54249e-05])
195826  , -64201.7    , array([ 2.10489    ,  0.00174857 ,  0.0458884  ,  5.24234e-34,  2.54001e-05])
195827  , -64201.7    , array([ 2.10489    ,  0.00174857 ,  0.0458884  ,  5.24234e-34,  2.54001e-05])
195828  , -64201.7    , array([ 2.107      ,  0.00174857 ,  0.0458884  ,  5.24234e-34,  2.54001e-05])
195829  , -64214.7    , array([ 2.10489    ,  0.00175032 ,  0.0458884  ,  5.24234e-34,  2.54001e-05])
195830  , -64201.7    , array([ 2.10489    ,  0.00174857 ,  0.0459343  ,  5.24234e-34,  2.54001e-05])
195831  , -64201.7    , array([ 2.10489    ,  0.00174857 ,  0.0458884  ,  5.24759e-34,  2.54001e-05])
195832  , -64188.7    , array([ 2.10489    ,  0.00174857 ,  0.0458884  ,  5.24234e-34,  2.54255e-05])
195833  , -52305.1    , array([ 2.10448    ,  0.0012238  ,  0.0458884  ,  5.24234e-34,  3.63085e-05])
195834  , -52305.1    , array([ 2.10448    ,  0.0012238  ,  0.0458884  ,  5.24234e-34,  3.63085e-05])
195835  , -52305.1    , array([ 2.10659    ,  0.0012238  ,  0.0458884  ,  5.24234e-34,  3.63085e-05])
195836  , -52325.6    , array([ 2.10448    ,  0.00122503 ,  0.0458884  ,  5.24234e-34,  3.63085e-05])
195837  , -52305.1    , array([ 2.10448    ,  0.0012238  ,  0.0459343  ,  5.24234e-34,  3.63085e-05])
195838  , -52305.1    , array([ 2.10448    ,  0.0012238  ,  0.0458884  ,  5.24759e-34,  3.63085e-05])
195839  , -52284.6    , array([ 2.10448    ,  0.0012238  ,  0.0458884  ,  5.24234e-34,  3.63449e-05])
195840  , -52304.8    , array([ 2.10448    ,  0.00122379 ,  0.0458884  ,  5.24234e-34,  3.63089e-05])
195841  , -52304.8    , array([ 2.10448    ,  0.00122379 ,  0.0458884  ,  5.24234e-34,  3.63089e-05])
195842  , -52304.8    , array([ 2.10659    ,  0.00122379 ,  0.0458884  ,  5.24234e-34,  3.63089e-05])
195843  , -52325.3    , array([ 2.10448    ,  0.00122502 ,  0.0458884  ,  5.24234e-34,  3.63089e-05])
195844  , -52304.8    , array([ 2.10448    ,  0.00122379 ,  0.0459343  ,  5.24234e-34,  3.63089e-05])
195845  , -52304.8    , array([ 2.10448    ,  0.00122379 ,  0.0458884  ,  5.24759e-34,  3.63089e-05])
195846  , -52284.3    , array([ 2.10448    ,  0.00122379 ,  0.0458884  ,  5.24234e-34,  3.63452e-05])
195847  , -52304.4    , array([ 2.10448    ,  0.00122378 ,  0.0458884  ,  5.24234e-34,  3.63092e-05])
195848  , -52304.4    , array([ 2.10448    ,  0.00122378 ,  0.0458884  ,  5.24234e-34,  3.63092e-05])
195849  , -52304.4    , array([ 2.10659    ,  0.00122378 ,  0.0458884  ,  5.24234e-34,  3.63092e-05])
195850  , -52324.9    , array([ 2.10448    ,  0.00122501 ,  0.0458884  ,  5.24234e-34,  3.63092e-05])
195851  , -52304.4    , array([ 2.10448    ,  0.00122378 ,  0.0459343  ,  5.24234e-34,  3.63092e-05])
195852  , -52304.4    , array([ 2.10448    ,  0.00122378 ,  0.0458884  ,  5.24759e-34,  3.63092e-05])
195853  , -52283.9    , array([ 2.10448    ,  0.00122378 ,  0.0458884  ,  5.24234e-34,  3.63455e-05])
195854  , -44340.1    , array([ 2.10427    ,  0.00102382 ,  0.0458883  ,  5.24234e-34,  4.3411e-05 ])
195855  , -44340.1    , array([ 2.10427    ,  0.00102382 ,  0.0458883  ,  5.24234e-34,  4.3411e-05 ])
195856  , -44340.1    , array([ 2.10638    ,  0.00102382 ,  0.0458883  ,  5.24234e-34,  4.3411e-05 ])
195857  , -44364.1    , array([ 2.10427    ,  0.00102484 ,  0.0458883  ,  5.24234e-34,  4.3411e-05 ])
195858  , -44340.1    , array([ 2.10427    ,  0.00102382 ,  0.0459343  ,  5.24234e-34,  4.3411e-05 ])
195859  , -44340.1    , array([ 2.10427    ,  0.00102382 ,  0.0458883  ,  5.24759e-34,  4.3411e-05 ])
195860  , -44316.1    , array([ 2.10427    ,  0.00102382 ,  0.0458883  ,  5.24234e-34,  4.34544e-05])
195861  , -44340      , array([ 2.10427    ,  0.00102382 ,  0.0458883  ,  5.24234e-34,  4.34111e-05])
195862  , -44340      , array([ 2.10427    ,  0.00102382 ,  0.0458883  ,  5.24234e-34,  4.34111e-05])
195863  , -44340      , array([ 2.10638    ,  0.00102382 ,  0.0458883  ,  5.24234e-34,  4.34111e-05])
195864  , -44364      , array([ 2.10427    ,  0.00102484 ,  0.0458883  ,  5.24234e-34,  4.34111e-05])
195865  , -44340      , array([ 2.10427    ,  0.00102382 ,  0.0459343  ,  5.24234e-34,  4.34111e-05])
195866  , -44340      , array([ 2.10427    ,  0.00102382 ,  0.0458883  ,  5.24759e-34,  4.34111e-05])
195867  , -44316      , array([ 2.10427    ,  0.00102382 ,  0.0458883  ,  5.24234e-34,  4.34545e-05])
195868  , -44339.9    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34112e-05])
195869  , -44339.9    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34112e-05])
195870  , -44339.9    , array([ 2.10638    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34112e-05])
195871  , -44363.9    , array([ 2.10427    ,  0.00102484 ,  0.0458883  ,  5.24234e-34,  4.34112e-05])
195872  , -44339.9    , array([ 2.10427    ,  0.00102381 ,  0.0459343  ,  5.24234e-34,  4.34112e-05])
195873  , -44339.9    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24759e-34,  4.34112e-05])
195874  , -44315.9    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34546e-05])
195882  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34112e-05])
195883  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34112e-05])
195884  , -44339.8    , array([ 2.10638    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34112e-05])
195885  , -44363.8    , array([ 2.10427    ,  0.00102484 ,  0.0458883  ,  5.24234e-34,  4.34112e-05])
195886  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0459343  ,  5.24234e-34,  4.34112e-05])
195887  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24759e-34,  4.34112e-05])
195888  , -44315.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34547e-05])
195889  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34113e-05])
195890  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34113e-05])
195891  , -44339.8    , array([ 2.10638    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34113e-05])
195892  , -44363.8    , array([ 2.10427    ,  0.00102484 ,  0.0458883  ,  5.24234e-34,  4.34113e-05])
195893  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0459343  ,  5.24234e-34,  4.34113e-05])
195894  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24759e-34,  4.34113e-05])
195895  , -44315.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34547e-05])
195903  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34113e-05])
195904  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34113e-05])
195905  , -44339.8    , array([ 2.10638    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34113e-05])
195906  , -44363.8    , array([ 2.10427    ,  0.00102484 ,  0.0458883  ,  5.24234e-34,  4.34113e-05])
195907  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0459343  ,  5.24234e-34,  4.34113e-05])
195908  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24759e-34,  4.34113e-05])
195909  , -44315.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34547e-05])
195910  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34113e-05])
195911  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34113e-05])
195912  , -44339.8    , array([ 2.10638    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34113e-05])
195913  , -44363.8    , array([ 2.10427    ,  0.00102484 ,  0.0458883  ,  5.24234e-34,  4.34113e-05])
195914  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0459343  ,  5.24234e-34,  4.34113e-05])
195915  , -44339.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24759e-34,  4.34113e-05])
195916  , -44315.8    , array([ 2.10427    ,  0.00102381 ,  0.0458883  ,  5.24234e-34,  4.34547e-05])
195917  , -43260.2    , array([ 2.10425    ,  0.00100123 ,  0.0458883  ,  5.24234e-34,  4.43915e-05])
195918  , -43260.2    , array([ 2.10425    ,  0.00100123 ,  0.0458883  ,  5.24234e-34,  4.43915e-05])
195919  , -43260.2    , array([ 2.10635    ,  0.00100123 ,  0.0458883  ,  5.24234e-34,  4.43915e-05])
195920  , -43284.6    , array([ 2.10425    ,  0.00100223 ,  0.0458883  ,  5.24234e-34,  4.43915e-05])
195921  , -43260.2    , array([ 2.10425    ,  0.00100123 ,  0.0459343  ,  5.24234e-34,  4.43915e-05])
195922  , -43260.2    , array([ 2.10425    ,  0.00100123 ,  0.0458883  ,  5.24759e-34,  4.43915e-05])
195923  , -43235.8    , array([ 2.10425    ,  0.00100123 ,  0.0458883  ,  5.24234e-34,  4.44359e-05])
195924  , -43260.2    , array([ 2.10425    ,  0.00100123 ,  0.0458883  ,  5.24234e-34,  4.43915e-05])
195925  , -43260.2    , array([ 2.10425    ,  0.00100123 ,  0.0458883  ,  5.24234e-34,  4.43915e-05])
195926  , -43260.2    , array([ 2.10635    ,  0.00100123 ,  0.0458883  ,  5.24234e-34,  4.43915e-05])
