78628   , -79089.2    , array([ 0.245629   ,  0.219686   ,  9.94496e-17,  0.182879   ,  2.82373e-08])
78629   , -79089.2    , array([ 0.245875   ,  0.219686   ,  9.94496e-17,  0.182879   ,  2.82373e-08])
78630   , -79089.2    , array([ 0.245629   ,  0.219906   ,  9.94496e-17,  0.182879   ,  2.82373e-08])
78631   , -79089.2    , array([ 0.245629   ,  0.219686   ,  9.95491e-17,  0.182879   ,  2.82373e-08])
78632   , -79089.2    , array([ 0.245629   ,  0.219686   ,  9.94496e-17,  0.183062   ,  2.82373e-08])
78633   , -79089.2    , array([ 0.245629   ,  0.219686   ,  9.94496e-17,  0.182879   ,  2.82655e-08])
78634   , -79089.2    , array([ 0.245629   ,  0.219686   ,  9.94496e-17,  0.182879   ,  2.82373e-08])
78635   , -79089.1    , array([ 0.224093   ,  0.188906   ,  9.94496e-17,  0.182877   ,  3.60194e-08])
78636   , -79089.1    , array([ 0.224093   ,  0.188906   ,  9.94496e-17,  0.182877   ,  3.60194e-08])
78637   , -79089.1    , array([ 0.224317   ,  0.188906   ,  9.94496e-17,  0.182877   ,  3.60194e-08])
78638   , -79089.1    , array([ 0.224093   ,  0.189095   ,  9.94496e-17,  0.182877   ,  3.60194e-08])
78639   , -79089.1    , array([ 0.224093   ,  0.188906   ,  9.95491e-17,  0.182877   ,  3.60194e-08])
78640   , -79089.1    , array([ 0.224093   ,  0.188906   ,  9.94496e-17,  0.18306    ,  3.60194e-08])
78641   , -79089.1    , array([ 0.224093   ,  0.188906   ,  9.94496e-17,  0.182877   ,  3.60554e-08])
78642   , -79087.9    , array([ 0.155246   ,  0.103282   ,  9.94496e-17,  0.182871   ,  9.5365e-08 ])
78643   , -79087.9    , array([ 0.155246   ,  0.103282   ,  9.94496e-17,  0.182871   ,  9.5365e-08 ])
78644   , -79087.9    , array([ 0.155401   ,  0.103282   ,  9.94496e-17,  0.182871   ,  9.5365e-08 ])
78645   , -79087.9    , array([ 0.155246   ,  0.103385   ,  9.94496e-17,  0.182871   ,  9.5365e-08 ])
78646   , -79087.9    , array([ 0.155246   ,  0.103282   ,  9.95491e-17,  0.182871   ,  9.5365e-08 ])
78647   , -79087.9    , array([ 0.155246   ,  0.103282   ,  9.94496e-17,  0.183054   ,  9.5365e-08 ])
78648   , -79087.9    , array([ 0.155246   ,  0.103282   ,  9.94496e-17,  0.182871   ,  9.54604e-08])
78649   , -78392.5    , array([ 0.0357595  ,  0.00922845 ,  9.94496e-17,  0.182847   ,  4.68599e-06])
78650   , -78392.5    , array([ 0.0357595  ,  0.00922845 ,  9.94496e-17,  0.182847   ,  4.68599e-06])
78651   , -78392.6    , array([ 0.0357952  ,  0.00922845 ,  9.94496e-17,  0.182847   ,  4.68599e-06])
78652   , -78393.1    , array([ 0.0357595  ,  0.00923768 ,  9.94496e-17,  0.182847   ,  4.68599e-06])
78653   , -78392.5    , array([ 0.0357595  ,  0.00922845 ,  9.95491e-17,  0.182847   ,  4.68599e-06])
78654   , -78392.5    , array([ 0.0357595  ,  0.00922845 ,  9.94496e-17,  0.18303    ,  4.68599e-06])
78655   , -78391.8    , array([ 0.0357595  ,  0.00922845 ,  9.94496e-17,  0.182847   ,  4.69067e-06])
78663   , -78392      , array([ 0.0357535  ,  0.00922591 ,  9.94496e-17,  0.182847   ,  4.68807e-06])
78664   , -78392      , array([ 0.0357535  ,  0.00922591 ,  9.94496e-17,  0.182847   ,  4.68807e-06])
