199541  , -79086.5    , array([ 0.0880625  ,  1.65591    ,  0.0236594  ,  1.81827e-36,  3.01354e-07])
199542  , -79086.5    , array([ 0.0881506  ,  1.65591    ,  0.0236594  ,  1.81827e-36,  3.01354e-07])
199543  , -79086.5    , array([ 0.0880625  ,  1.65756    ,  0.0236594  ,  1.81827e-36,  3.01354e-07])
199544  , -79086.5    , array([ 0.0880625  ,  1.65591    ,  0.023683   ,  1.81827e-36,  3.01354e-07])
199545  , -79086.5    , array([ 0.0880625  ,  1.65591    ,  0.0236594  ,  1.82009e-36,  3.01354e-07])
199546  , -79086.5    , array([ 0.0880625  ,  1.65591    ,  0.0236594  ,  1.81827e-36,  3.01655e-07])
199547  , -79086.5    , array([ 0.0880625  ,  1.65591    ,  0.0236594  ,  1.81827e-36,  3.01354e-07])
199548  , -79077.6    , array([ 0.0443986  ,  1.56951    ,  0.0236595  ,  1.81827e-36,  6.31885e-07])
199549  , -79077.6    , array([ 0.0443986  ,  1.56951    ,  0.0236595  ,  1.81827e-36,  6.31885e-07])
199550  , -79077.6    , array([ 0.0444431  ,  1.56951    ,  0.0236595  ,  1.81827e-36,  6.31885e-07])
199551  , -79077.6    , array([ 0.0443986  ,  1.57108    ,  0.0236595  ,  1.81827e-36,  6.31885e-07])
199552  , -79077.6    , array([ 0.0443986  ,  1.56951    ,  0.0236832  ,  1.81827e-36,  6.31885e-07])
199553  , -79077.6    , array([ 0.0443986  ,  1.56951    ,  0.0236595  ,  1.82009e-36,  6.31885e-07])
199554  , -79077.6    , array([ 0.0443986  ,  1.56951    ,  0.0236595  ,  1.81827e-36,  6.32517e-07])
199555  , -75886.4    , array([ 0.0028687  ,  1.2667     ,  0.02366    ,  1.81827e-36,  1.22147e-05])
199556  , -75886.4    , array([ 0.0028687  ,  1.2667     ,  0.02366    ,  1.81827e-36,  1.22147e-05])
199557  , -75889.4    , array([ 0.00287157 ,  1.2667     ,  0.02366    ,  1.81827e-36,  1.22147e-05])
199558  , -75886.4    , array([ 0.0028687  ,  1.26797    ,  0.02366    ,  1.81827e-36,  1.22147e-05])
199559  , -75886.4    , array([ 0.0028687  ,  1.2667     ,  0.0236837  ,  1.81827e-36,  1.22147e-05])
199560  , -75886.4    , array([ 0.0028687  ,  1.2667     ,  0.02366    ,  1.82009e-36,  1.22147e-05])
199561  , -75883.4    , array([ 0.0028687  ,  1.2667     ,  0.02366    ,  1.81827e-36,  1.2227e-05 ])
199569  , -75878.6    , array([ 0.00286512 ,  1.26658    ,  0.02366    ,  1.81827e-36,  1.22313e-05])
199570  , -75878.6    , array([ 0.00286512 ,  1.26658    ,  0.02366    ,  1.81827e-36,  1.22313e-05])
199571  , -75881.6    , array([ 0.00286798 ,  1.26658    ,  0.02366    ,  1.81827e-36,  1.22313e-05])
199572  , -75878.6    , array([ 0.00286512 ,  1.26785    ,  0.02366    ,  1.81827e-36,  1.22313e-05])
199573  , -75878.6    , array([ 0.00286512 ,  1.26658    ,  0.0236837  ,  1.81827e-36,  1.22313e-05])
199574  , -75878.6    , array([ 0.00286512 ,  1.26658    ,  0.02366    ,  1.82009e-36,  1.22313e-05])
199575  , -75875.6    , array([ 0.00286512 ,  1.26658    ,  0.02366    ,  1.81827e-36,  1.22435e-05])
199576  , -75870.8    , array([ 0.00286153 ,  1.26646    ,  0.02366    ,  1.81827e-36,  1.22478e-05])
199577  , -75870.8    , array([ 0.00286153 ,  1.26646    ,  0.02366    ,  1.81827e-36,  1.22478e-05])
199578  , -75873.8    , array([ 0.00286439 ,  1.26646    ,  0.02366    ,  1.81827e-36,  1.22478e-05])
199579  , -75870.8    , array([ 0.00286153 ,  1.26772    ,  0.02366    ,  1.81827e-36,  1.22478e-05])
199580  , -75870.8    , array([ 0.00286153 ,  1.26646    ,  0.0236837  ,  1.81827e-36,  1.22478e-05])
199581  , -75870.8    , array([ 0.00286153 ,  1.26646    ,  0.02366    ,  1.82009e-36,  1.22478e-05])
199582  , -75867.7    , array([ 0.00286153 ,  1.26646    ,  0.02366    ,  1.81827e-36,  1.22601e-05])
199590  , -75868.8    , array([ 0.00286063 ,  1.26643    ,  0.02366    ,  1.81827e-36,  1.2252e-05 ])
199591  , -75868.8    , array([ 0.00286063 ,  1.26643    ,  0.02366    ,  1.81827e-36,  1.2252e-05 ])
199592  , -75871.8    , array([ 0.0028635  ,  1.26643    ,  0.02366    ,  1.81827e-36,  1.2252e-05 ])
199593  , -75868.8    , array([ 0.00286063 ,  1.26769    ,  0.02366    ,  1.81827e-36,  1.2252e-05 ])
199594  , -75868.8    , array([ 0.00286063 ,  1.26643    ,  0.0236837  ,  1.81827e-36,  1.2252e-05 ])
199595  , -75868.8    , array([ 0.00286063 ,  1.26643    ,  0.02366    ,  1.82009e-36,  1.2252e-05 ])
199596  , -75865.8    , array([ 0.00286063 ,  1.26643    ,  0.02366    ,  1.81827e-36,  1.22642e-05])
199597  , -75866.8    , array([ 0.00285974 ,  1.26639    ,  0.02366    ,  1.81827e-36,  1.22561e-05])
199598  , -75866.8    , array([ 0.00285974 ,  1.26639    ,  0.02366    ,  1.81827e-36,  1.22561e-05])
199599  , -75869.8    , array([ 0.0028626  ,  1.26639    ,  0.02366    ,  1.81827e-36,  1.22561e-05])
199600  , -75866.8    , array([ 0.00285974 ,  1.26766    ,  0.02366    ,  1.81827e-36,  1.22561e-05])
199601  , -75866.8    , array([ 0.00285974 ,  1.26639    ,  0.0236837  ,  1.81827e-36,  1.22561e-05])
199602  , -75866.8    , array([ 0.00285974 ,  1.26639    ,  0.02366    ,  1.82009e-36,  1.22561e-05])
199603  , -75863.8    , array([ 0.00285974 ,  1.26639    ,  0.02366    ,  1.81827e-36,  1.22684e-05])
199611  , -75866.3    , array([ 0.00285951 ,  1.26639    ,  0.02366    ,  1.81827e-36,  1.22572e-05])
199612  , -75866.3    , array([ 0.00285951 ,  1.26639    ,  0.02366    ,  1.81827e-36,  1.22572e-05])
199613  , -75869.3    , array([ 0.00286237 ,  1.26639    ,  0.02366    ,  1.81827e-36,  1.22572e-05])
199614  , -75866.3    , array([ 0.00285951 ,  1.26765    ,  0.02366    ,  1.81827e-36,  1.22572e-05])
199615  , -75866.3    , array([ 0.00285951 ,  1.26639    ,  0.0236837  ,  1.81827e-36,  1.22572e-05])
199616  , -75866.3    , array([ 0.00285951 ,  1.26639    ,  0.02366    ,  1.82009e-36,  1.22572e-05])
199617  , -75863.3    , array([ 0.00285951 ,  1.26639    ,  0.02366    ,  1.81827e-36,  1.22694e-05])
199618  , -75865.8    , array([ 0.00285929 ,  1.26638    ,  0.02366    ,  1.81827e-36,  1.22582e-05])
199619  , -75865.8    , array([ 0.00285929 ,  1.26638    ,  0.02366    ,  1.81827e-36,  1.22582e-05])
199620  , -75868.9    , array([ 0.00286215 ,  1.26638    ,  0.02366    ,  1.81827e-36,  1.22582e-05])
199621  , -75865.9    , array([ 0.00285929 ,  1.26765    ,  0.02366    ,  1.81827e-36,  1.22582e-05])
199622  , -75865.8    , array([ 0.00285929 ,  1.26638    ,  0.0236837  ,  1.81827e-36,  1.22582e-05])
199623  , -75865.8    , array([ 0.00285929 ,  1.26638    ,  0.02366    ,  1.82009e-36,  1.22582e-05])
199624  , -75862.8    , array([ 0.00285929 ,  1.26638    ,  0.02366    ,  1.81827e-36,  1.22705e-05])
199632  , -75865.7    , array([ 0.00285923 ,  1.26638    ,  0.02366    ,  1.81827e-36,  1.22585e-05])
199633  , -75865.7    , array([ 0.00285923 ,  1.26638    ,  0.02366    ,  1.81827e-36,  1.22585e-05])
199634  , -75868.7    , array([ 0.00286209 ,  1.26638    ,  0.02366    ,  1.81827e-36,  1.22585e-05])
199635  , -75865.7    , array([ 0.00285923 ,  1.26764    ,  0.02366    ,  1.81827e-36,  1.22585e-05])
199636  , -75865.7    , array([ 0.00285923 ,  1.26638    ,  0.0236837  ,  1.81827e-36,  1.22585e-05])
199637  , -75865.7    , array([ 0.00285923 ,  1.26638    ,  0.02366    ,  1.82009e-36,  1.22585e-05])
199638  , -75862.7    , array([ 0.00285923 ,  1.26638    ,  0.02366    ,  1.81827e-36,  1.22707e-05])
199639  , -75865.6    , array([ 0.00285918 ,  1.26638    ,  0.02366    ,  1.81827e-36,  1.22587e-05])
199640  , -75865.6    , array([ 0.00285918 ,  1.26638    ,  0.02366    ,  1.81827e-36,  1.22587e-05])
199641  , -75868.6    , array([ 0.00286204 ,  1.26638    ,  0.02366    ,  1.81827e-36,  1.22587e-05])
