Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-2589.35	5188.7	2407.42	3960.58	4.4293,0.8019,0.5922,0.977,30.0
our_model	Round_1_Replicate_2	-1405.87	2821.74	193.11	19870.65	0.9713,0.13,5.5093,0.6386,0.0572
our_model	Round_1_Replicate_3	-1393.76	2797.52	166.98	20129.09	0.8639,0.1212,5.4221,0.7493,0.0541
our_model	Round_1_Replicate_4	-2414.24	4838.48	2099.66	3186.38	5.6559,0.8916,0.472,0.895,30.0
our_model	Round_1_Replicate_5	-2707.06	5424.12	2616.03	2981.32	5.8374,1.1264,0.4466,0.6897,30.0
our_model	Round_1_Replicate_6	-1414.59	2839.18	209.4	19793.77	0.9844,0.1363,5.4254,0.6799,0.0611
our_model	Round_1_Replicate_7	-1991.73	3993.46	1302.35	11591.77	1.7059,0.1366,1.7702,6.247,30.0
our_model	Round_1_Replicate_8	-2538.78	5087.56	2317.82	6901.47	2.5533,0.4476,1.0297,1.7586,30.0
our_model	Round_1_Replicate_9	-2078.68	4167.36	1478.46	6978.52	2.734,0.2901,1.0406,2.8685,30.0
our_model	Round_1_Replicate_10	-1320.19	2650.38	18.71	20053.16	0.9731,0.1047,5.3368,1.7114,0.0499
our_model	Round_2_Replicate_1	-1321.23	2652.46	20.77	19927.67	1.0111,0.1083,5.0827,1.7167,0.0513
our_model	Round_2_Replicate_2	-1657.09	3324.18	729.45	20136.39	1.2592,0.0366,0.2751,7.1274,0.0152
our_model	Round_2_Replicate_3	-1315.89	2641.78	9.88	20082.0	0.9815,0.0926,4.9929,3.1128,0.0473
our_model	Round_2_Replicate_4	-1322.13	2654.26	22.32	19970.26	0.9707,0.1125,5.1425,1.8153,0.055
our_model	Round_2_Replicate_5	-2386.43	4782.86	2082.2	35694.71	0.477,0.078,5.8971,9.3155,1.0316
our_model	Round_2_Replicate_6	-1642.72	3295.44	701.0	20256.73	1.0622,0.0369,1.076,7.262,0.0157
our_model	Round_2_Replicate_7	-1414.69	2839.38	213.25	20259.16	0.9542,0.0635,4.1575,4.0269,0.0289
our_model	Round_2_Replicate_8	-1466.56	2943.12	324.08	20252.7	0.9982,0.0547,3.718,5.0795,0.0248
our_model	Round_2_Replicate_9	-1427.57	2865.14	229.82	19357.41	1.6179,0.0882,3.4419,3.2491,0.043
our_model	Round_2_Replicate_10	-1473.04	2956.08	337.69	20074.5	1.2085,0.0536,3.5096,6.4482,0.0264
our_model	Round_3_Replicate_1	-1344.58	2699.16	66.15	19826.28	0.9991,0.1246,5.1425,1.7707,0.0634
our_model	Round_3_Replicate_2	-1311.75	2633.5	1.64	20030.79	0.9836,0.1005,5.0846,2.6541,0.0512
our_model	Round_3_Replicate_3	-1319.61	2649.22	17.49	20077.72	0.9966,0.0884,4.8495,2.9557,0.0435
our_model	Round_3_Replicate_4	-1322.13	2654.26	22.58	20051.2	1.0112,0.0877,4.7603,2.8492,0.0422
our_model	Round_3_Replicate_5	-1311.55	2633.1	1.24	20011.79	1.0045,0.097,4.9597,2.5571,0.0481
our_model	Round_3_Replicate_6	-1317.06	2644.12	12.33	20031.13	1.016,0.0902,4.8028,2.9386,0.0447
our_model	Round_3_Replicate_7	-1335.94	2681.88	50.81	19931.41	1.1266,0.0851,4.6858,2.8116,0.0404
our_model	Round_3_Replicate_8	-1311.11	2632.22	0.37	20010.46	1.0011,0.0983,4.9937,2.5948,0.0493
our_model	Round_3_Replicate_9	-1331.12	2672.24	40.12	19707.62	1.1009,0.1099,4.6799,2.6984,0.0573
our_model	Round_3_Replicate_10	-1326.32	2662.64	30.59	19757.35	1.0796,0.1084,4.7161,2.7418,0.0565
our_model	Round_3_Replicate_11	-1311.31	2632.62	0.76	19987.23	1.0105,0.0987,4.9246,2.4618,0.0489
our_model	Round_3_Replicate_12	-1419.76	2849.52	227.44	20091.01	1.1213,0.064,4.0582,3.4745,0.0283
our_model	Round_3_Replicate_13	-1345.12	2700.24	69.65	20133.99	1.0053,0.0773,4.6474,3.6104,0.0377
our_model	Round_3_Replicate_14	-1314.54	2639.08	7.17	19926.54	1.0087,0.1078,5.0123,2.2207,0.0541
our_model	Round_3_Replicate_15	-1341.07	2692.14	61.45	20017.53	1.0684,0.0847,4.7847,2.2476,0.0386
our_model	Round_3_Replicate_16	-1316.15	2642.3	10.45	19880.52	1.0398,0.1066,5.0021,2.2861,0.0529
our_model	Round_3_Replicate_17	-1312.09	2634.18	2.32	19948.51	1.011,0.1027,4.9042,2.2728,0.0505
our_model	Round_3_Replicate_18	-1313.56	2637.12	5.25	19913.51	1.0301,0.1046,5.0006,2.4387,0.0527
our_model	Round_3_Replicate_19	-1324.88	2659.76	28.13	20081.82	1.0017,0.0855,4.7747,3.1512,0.0419
our_model	Round_3_Replicate_20	-1317.96	2645.92	14.18	20079.5	0.9923,0.0899,4.92,2.795,0.0439
