5507    , -5921.03    , array([ 1.17442    ,  2.61128    ,  2.60141    ,  1.92645    ])
5508    , -5916.89    , array([ 1.17559    ,  2.61128    ,  2.60141    ,  1.92645    ])
5509    , -5928.51    , array([ 1.17442    ,  2.61389    ,  2.60141    ,  1.92645    ])
5510    , -5920.8     , array([ 1.17442    ,  2.61128    ,  2.60401    ,  1.92645    ])
5511    , -5918.48    , array([ 1.17442    ,  2.61128    ,  2.60141    ,  1.92838    ])
5512    , -5921.03    , array([ 1.17442    ,  2.61128    ,  2.60141    ,  1.92645    ])
5513    , -1930.24    , array([ 1.87517    ,  1.11942    ,  2.66762    ,  2.56988    ])
5514    , -1930.24    , array([ 1.87517    ,  1.11942    ,  2.66762    ,  2.56988    ])
5515    , -1929.49    , array([ 1.87705    ,  1.11942    ,  2.66762    ,  2.56988    ])
5516    , -1930.55    , array([ 1.87517    ,  1.12054    ,  2.66762    ,  2.56988    ])
5517    , -1930.04    , array([ 1.87517    ,  1.11942    ,  2.67029    ,  2.56988    ])
5518    , -1931.06    , array([ 1.87517    ,  1.11942    ,  2.66762    ,  2.57245    ])
5525    , -1930.14    , array([ 1.87527    ,  1.11941    ,  2.66766    ,  2.56969    ])
5526    , -1930.14    , array([ 1.87527    ,  1.11941    ,  2.66766    ,  2.56969    ])
5527    , -1929.39    , array([ 1.87715    ,  1.11941    ,  2.66766    ,  2.56969    ])
5528    , -1930.44    , array([ 1.87527    ,  1.12053    ,  2.66766    ,  2.56969    ])
5529    , -1929.93    , array([ 1.87527    ,  1.11941    ,  2.67033    ,  2.56969    ])
5530    , -1930.95    , array([ 1.87527    ,  1.11941    ,  2.66766    ,  2.57226    ])
5531    , -1930.03    , array([ 1.87538    ,  1.1194     ,  2.66771    ,  2.5695     ])
5532    , -1930.03    , array([ 1.87538    ,  1.1194     ,  2.66771    ,  2.5695     ])
5533    , -1929.28    , array([ 1.87725    ,  1.1194     ,  2.66771    ,  2.5695     ])
5534    , -1930.33    , array([ 1.87538    ,  1.12052    ,  2.66771    ,  2.5695     ])
5535    , -1929.82    , array([ 1.87538    ,  1.1194     ,  2.67038    ,  2.5695     ])
5536    , -1930.84    , array([ 1.87538    ,  1.1194     ,  2.66771    ,  2.57207    ])
5537    , -8855.99    , array([ 14.3751    ,  0.792434   ,  4.99183    ,  0.15732    ])
5538    , -8855.99    , array([ 14.3751    ,  0.792434   ,  4.99183    ,  0.15732    ])
5539    , -8862.8     , array([ 14.3895    ,  0.792434   ,  4.99183    ,  0.15732    ])
5540    , -8864.72    , array([ 14.3751    ,  0.793227   ,  4.99183    ,  0.15732    ])
5541    , -8852.57    , array([ 14.3751    ,  0.792434   ,  4.99683    ,  0.15732    ])
5542    , -8847.67    , array([ 14.3751    ,  0.792434   ,  4.99183    ,  0.157477   ])
5543    , -644.231    , array([ 3.36931    ,  1.01351    ,  3.19462    ,  1.15049    ])
5544    , -644.231    , array([ 3.36931    ,  1.01351    ,  3.19462    ,  1.15049    ])
5545    , -643.813    , array([ 3.37268    ,  1.01351    ,  3.19462    ,  1.15049    ])
5546    , -645.009    , array([ 3.36931    ,  1.01452    ,  3.19462    ,  1.15049    ])
5547    , -643.798    , array([ 3.36931    ,  1.01351    ,  3.19782    ,  1.15049    ])
5548    , -644.511    , array([ 3.36931    ,  1.01351    ,  3.19462    ,  1.15164    ])
5555    , -644.22     , array([ 3.3693     ,  1.0135     ,  3.19466    ,  1.15048    ])
5556    , -644.22     , array([ 3.3693     ,  1.0135     ,  3.19466    ,  1.15048    ])
5557    , -643.802    , array([ 3.37267    ,  1.0135     ,  3.19466    ,  1.15048    ])
5558    , -644.998    , array([ 3.3693     ,  1.01452    ,  3.19466    ,  1.15048    ])
5559    , -643.787    , array([ 3.3693     ,  1.0135     ,  3.19786    ,  1.15048    ])
5560    , -644.5      , array([ 3.3693     ,  1.0135     ,  3.19466    ,  1.15163    ])
5561    , -468.106    , array([ 3.28659    ,  0.863245   ,  4.64713    ,  0.835606   ])
5562    , -468.106    , array([ 3.28659    ,  0.863245   ,  4.64713    ,  0.835606   ])
5563    , -468.139    , array([ 3.28988    ,  0.863245   ,  4.64713    ,  0.835606   ])
5564    , -468.389    , array([ 3.28659    ,  0.864108   ,  4.64713    ,  0.835606   ])
5565    , -468.05     , array([ 3.28659    ,  0.863245   ,  4.65178    ,  0.835606   ])
5566    , -467.869    , array([ 3.28659    ,  0.863245   ,  4.64713    ,  0.836442   ])
5567    , -424.397    , array([ 0.830839   ,  0.270761   ,  1.25225    ,  0.298646   ])
5568    , -424.397    , array([ 0.830839   ,  0.270761   ,  1.25225    ,  0.298646   ])
5569    , -424.336    , array([ 0.83167    ,  0.270761   ,  1.25225    ,  0.298646   ])
5570    , -424.534    , array([ 0.830839   ,  0.271032   ,  1.25225    ,  0.298646   ])
