7397    , -79088.3    , array([ 2.49021    ,  2.08684    ,  1.09568e-32,  4.66966e-37,  1.2622e-06 ])
7398    , -79088.3    , array([ 2.4927     ,  2.08684    ,  1.09568e-32,  4.66966e-37,  1.2622e-06 ])
7399    , -79088.3    , array([ 2.49021    ,  2.08893    ,  1.09568e-32,  4.66966e-37,  1.2622e-06 ])
7400    , -79088.3    , array([ 2.49021    ,  2.08684    ,  1.09678e-32,  4.66966e-37,  1.2622e-06 ])
7401    , -79088.3    , array([ 2.49021    ,  2.08684    ,  1.09568e-32,  4.67433e-37,  1.2622e-06 ])
7402    , -79088.3    , array([ 2.49021    ,  2.08684    ,  1.09568e-32,  4.66966e-37,  1.26347e-06])
7403    , -79088.3    , array([ 2.49021    ,  2.08684    ,  1.09568e-32,  4.66966e-37,  1.2622e-06 ])
7404    , -79085.5    , array([ 1.85995    ,  1.25024    ,  1.09568e-32,  4.66966e-37,  2.86596e-06])
7405    , -79085.5    , array([ 1.85995    ,  1.25024    ,  1.09568e-32,  4.66966e-37,  2.86596e-06])
7406    , -79085.5    , array([ 1.86181    ,  1.25024    ,  1.09568e-32,  4.66966e-37,  2.86596e-06])
7407    , -79085.5    , array([ 1.85995    ,  1.25149    ,  1.09568e-32,  4.66966e-37,  2.86596e-06])
7408    , -79085.5    , array([ 1.85995    ,  1.25024    ,  1.09678e-32,  4.66966e-37,  2.86596e-06])
7409    , -79085.5    , array([ 1.85995    ,  1.25024    ,  1.09568e-32,  4.67433e-37,  2.86596e-06])
7410    , -79085.5    , array([ 1.85995    ,  1.25024    ,  1.09568e-32,  4.66966e-37,  2.86883e-06])
7411    , -78431.3    , array([ 0.578852   ,  0.161067   ,  1.09568e-32,  4.66966e-37,  7.61792e-05])
7412    , -78431.3    , array([ 0.578852   ,  0.161067   ,  1.09568e-32,  4.66966e-37,  7.61792e-05])
7413    , -78431.4    , array([ 0.579431   ,  0.161067   ,  1.09568e-32,  4.66966e-37,  7.61792e-05])
7414    , -78431.8    , array([ 0.578852   ,  0.161228   ,  1.09568e-32,  4.66966e-37,  7.61792e-05])
7415    , -78431.3    , array([ 0.578852   ,  0.161067   ,  1.09678e-32,  4.66966e-37,  7.61792e-05])
