244201  , -79089.4    , array([ 0.213971   ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244202  , -79089.4    , array([ 0.213971   ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244203  , -79089.4    , array([ 1.21397    ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244205  , -79089.4    , array([ 0.213971   ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244207  , -79089.4    , array([ 0.595937   ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244208  , -79089.4    , array([ 0.404954   ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244210  , -79089.4    , array([ 0.123801   ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244211  , -79089.4    , array([ 0.0680734  ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244212  , -79089.4    , array([ 0.0336315  ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244213  , -79089.4    , array([ 0.0123453  ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244215  , -79089.4    , array([ 0.0204759  ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244217  , -79089.4    , array([ 0.0154509  ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244218  , -79089.4    , array([ 0.010329   ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244219  , -79089.4    , array([ 0.010329   ,  2.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244220  , -79089.4    , array([ 0.010329   ,  3.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244221  , -79089.4    , array([ 0.010329   ,  0.770491   ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244223  , -79089.4    , array([ 0.010329   ,  0.770491   ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244225  , -79089.4    , array([ 0.010329   ,  1.38853    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244226  , -79089.4    , array([ 0.010329   ,  1.07951    ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244227  , -79089.4    , array([ 0.010329   ,  0.388525   ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244228  , -79089.4    , array([ 0.010329   ,  0.152457   ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244230  , -79089.4    , array([ 0.010329   ,  0.242627   ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244231  , -79089.4    , array([ 0.010329   ,  0.0967293  ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
244232  , -79089.4    , array([ 0.010329   ,  0.0622874  ,  7.51403e-47,  8.09803e-07,  9.339e-15  ])
