72114   , -79089.3    , array([ 0.049959   ,  0.982123   ,  0.0198605  ,  4.61732e-51,  7.73594e-09])
72115   , -79089.3    , array([ 0.050009   ,  0.982123   ,  0.0198605  ,  4.61732e-51,  7.73594e-09])
72116   , -79089.3    , array([ 0.049959   ,  0.983106   ,  0.0198605  ,  4.61732e-51,  7.73594e-09])
72117   , -79089.3    , array([ 0.049959   ,  0.982123   ,  0.0198803  ,  4.61732e-51,  7.73594e-09])
72118   , -79089.3    , array([ 0.049959   ,  0.982123   ,  0.0198605  ,  4.62194e-51,  7.73594e-09])
72119   , -79089.3    , array([ 0.049959   ,  0.982123   ,  0.0198605  ,  4.61732e-51,  7.74368e-09])
72120   , -79089.3    , array([ 0.049959   ,  0.982123   ,  0.0198605  ,  4.61732e-51,  7.73594e-09])
72121   , -79089.3    , array([ 0.0441504  ,  0.97308    ,  0.0198605  ,  4.61732e-51,  8.83737e-09])
72122   , -79089.3    , array([ 0.0441504  ,  0.97308    ,  0.0198605  ,  4.61732e-51,  8.83737e-09])
72123   , -79089.3    , array([ 0.0441946  ,  0.97308    ,  0.0198605  ,  4.61732e-51,  8.83737e-09])
72124   , -79089.3    , array([ 0.0441504  ,  0.974054   ,  0.0198605  ,  4.61732e-51,  8.83737e-09])
72125   , -79089.3    , array([ 0.0441504  ,  0.97308    ,  0.0198803  ,  4.61732e-51,  8.83737e-09])
72126   , -79089.3    , array([ 0.0441504  ,  0.97308    ,  0.0198605  ,  4.62194e-51,  8.83737e-09])
72127   , -79089.3    , array([ 0.0441504  ,  0.97308    ,  0.0198605  ,  4.61732e-51,  8.84621e-09])
72128   , -79089      , array([ 0.0269289  ,  0.937734   ,  0.0198605  ,  4.61732e-51,  1.50509e-08])
72129   , -79089      , array([ 0.0269289  ,  0.937734   ,  0.0198605  ,  4.61732e-51,  1.50509e-08])
72130   , -79089      , array([ 0.0269558  ,  0.937734   ,  0.0198605  ,  4.61732e-51,  1.50509e-08])
72131   , -79089      , array([ 0.0269289  ,  0.938672   ,  0.0198605  ,  4.61732e-51,  1.50509e-08])
72132   , -79089      , array([ 0.0269289  ,  0.937734   ,  0.0198804  ,  4.61732e-51,  1.50509e-08])
72133   , -79089      , array([ 0.0269289  ,  0.937734   ,  0.0198605  ,  4.62194e-51,  1.50509e-08])
72134   , -79089      , array([ 0.0269289  ,  0.937734   ,  0.0198605  ,  4.61732e-51,  1.5066e-08 ])
72135   , -79062.1    , array([ 0.00372695 ,  0.808729   ,  0.0198606  ,  4.61732e-51,  1.26626e-07])
72136   , -79062.1    , array([ 0.00372695 ,  0.808729   ,  0.0198606  ,  4.61732e-51,  1.26626e-07])
72137   , -79062.2    , array([ 0.00373068 ,  0.808729   ,  0.0198606  ,  4.61732e-51,  1.26626e-07])
72138   , -79062.1    , array([ 0.00372695 ,  0.809538   ,  0.0198606  ,  4.61732e-51,  1.26626e-07])
72139   , -79062.1    , array([ 0.00372695 ,  0.808729   ,  0.0198805  ,  4.61732e-51,  1.26626e-07])
72140   , -79062.1    , array([ 0.00372695 ,  0.808729   ,  0.0198606  ,  4.62194e-51,  1.26626e-07])
72141   , -79062.1    , array([ 0.00372695 ,  0.808729   ,  0.0198606  ,  4.61732e-51,  1.26753e-07])
72149   , -79062.1    , array([ 0.00372693 ,  0.808729   ,  0.0198606  ,  4.61732e-51,  1.26627e-07])
72150   , -79062.1    , array([ 0.00372693 ,  0.808729   ,  0.0198606  ,  4.61732e-51,  1.26627e-07])
72151   , -79062.2    , array([ 0.00373065 ,  0.808729   ,  0.0198606  ,  4.61732e-51,  1.26627e-07])
72152   , -79062.1    , array([ 0.00372693 ,  0.809538   ,  0.0198606  ,  4.61732e-51,  1.26627e-07])
72153   , -79062.1    , array([ 0.00372693 ,  0.808729   ,  0.0198805  ,  4.61732e-51,  1.26627e-07])
72154   , -79062.1    , array([ 0.00372693 ,  0.808729   ,  0.0198606  ,  4.62194e-51,  1.26627e-07])
72155   , -79062.1    , array([ 0.00372693 ,  0.808729   ,  0.0198606  ,  4.61732e-51,  1.26754e-07])
72156   , -79062.1    , array([ 0.0037269  ,  0.808728   ,  0.0198606  ,  4.61732e-51,  1.26628e-07])
72157   , -79062.1    , array([ 0.0037269  ,  0.808728   ,  0.0198606  ,  4.61732e-51,  1.26628e-07])
72158   , -79062.2    , array([ 0.00373063 ,  0.808728   ,  0.0198606  ,  4.61732e-51,  1.26628e-07])
72159   , -79062.1    , array([ 0.0037269  ,  0.809537   ,  0.0198606  ,  4.61732e-51,  1.26628e-07])
72160   , -79062.1    , array([ 0.0037269  ,  0.808728   ,  0.0198805  ,  4.61732e-51,  1.26628e-07])
72161   , -79062.1    , array([ 0.0037269  ,  0.808728   ,  0.0198606  ,  4.62194e-51,  1.26628e-07])
72162   , -79062.1    , array([ 0.0037269  ,  0.808728   ,  0.0198606  ,  4.61732e-51,  1.26755e-07])
72170   , -79062.1    , array([ 0.0037269  ,  0.808728   ,  0.0198606  ,  4.61732e-51,  1.26628e-07])
72171   , -79062.1    , array([ 0.0037269  ,  0.808728   ,  0.0198606  ,  4.61732e-51,  1.26628e-07])
72172   , -79062.2    , array([ 0.00373063 ,  0.808728   ,  0.0198606  ,  4.61732e-51,  1.26628e-07])
72173   , -79062.1    , array([ 0.0037269  ,  0.809537   ,  0.0198606  ,  4.61732e-51,  1.26628e-07])
72174   , -79062.1    , array([ 0.0037269  ,  0.808728   ,  0.0198805  ,  4.61732e-51,  1.26628e-07])
72175   , -79062.1    , array([ 0.0037269  ,  0.808728   ,  0.0198606  ,  4.62194e-51,  1.26628e-07])
72176   , -79062.1    , array([ 0.0037269  ,  0.808728   ,  0.0198606  ,  4.61732e-51,  1.26755e-07])
72177   , -79062.1    , array([ 0.00372689 ,  0.808728   ,  0.0198606  ,  4.61732e-51,  1.26628e-07])
72178   , -79062.1    , array([ 0.00372689 ,  0.808728   ,  0.0198606  ,  4.61732e-51,  1.26628e-07])
72179   , -79062.2    , array([ 0.00373062 ,  0.808728   ,  0.0198606  ,  4.61732e-51,  1.26628e-07])
