8177    , -8827.69    , array([ 0.431158   ,  7.13188    ,  3.48849e-52,  0.256744   ])
8178    , -8827.69    , array([ 0.43159    ,  7.13188    ,  3.48849e-52,  0.256744   ])
8179    , -8830.17    , array([ 0.431158   ,  7.13902    ,  3.48849e-52,  0.256744   ])
8180    , -8827.69    , array([ 0.431158   ,  7.13188    ,  3.49198e-52,  0.256744   ])
8181    , -8833.09    , array([ 0.431158   ,  7.13188    ,  3.48849e-52,  0.257001   ])
8182    , -8827.69    , array([ 0.431158   ,  7.13188    ,  3.48849e-52,  0.256744   ])
8183    , -4622.92    , array([ 0.431158   ,  4.67619    ,  3.48849e-52,  0.102566   ])
8184    , -4622.92    , array([ 0.431158   ,  4.67619    ,  3.48849e-52,  0.102566   ])
8185    , -4622.92    , array([ 0.43159    ,  4.67619    ,  3.48849e-52,  0.102566   ])
8186    , -4623.96    , array([ 0.431158   ,  4.68086    ,  3.48849e-52,  0.102566   ])
8187    , -4622.92    , array([ 0.431158   ,  4.67619    ,  3.49198e-52,  0.102566   ])
8188    , -4625.31    , array([ 0.431158   ,  4.67619    ,  3.48849e-52,  0.102669   ])
8195    , -4622.8     , array([ 0.431158   ,  4.68024    ,  3.48849e-52,  0.102522   ])
8196    , -4622.8     , array([ 0.431158   ,  4.68024    ,  3.48849e-52,  0.102522   ])
8197    , -4622.8     , array([ 0.43159    ,  4.68024    ,  3.48849e-52,  0.102522   ])
8198    , -4623.84    , array([ 0.431158   ,  4.68493    ,  3.48849e-52,  0.102522   ])
8199    , -4622.8     , array([ 0.431158   ,  4.68024    ,  3.49198e-52,  0.102522   ])
8200    , -4625.19    , array([ 0.431158   ,  4.68024    ,  3.48849e-52,  0.102625   ])
8201    , -4622.68    , array([ 0.431158   ,  4.68434    ,  3.48849e-52,  0.102478   ])
8202    , -4622.68    , array([ 0.431158   ,  4.68434    ,  3.48849e-52,  0.102478   ])
8203    , -4622.68    , array([ 0.43159    ,  4.68434    ,  3.48849e-52,  0.102478   ])
8204    , -4623.71    , array([ 0.431158   ,  4.68903    ,  3.48849e-52,  0.102478   ])
8205    , -4622.68    , array([ 0.431158   ,  4.68434    ,  3.49198e-52,  0.102478   ])
8206    , -4625.07    , array([ 0.431158   ,  4.68434    ,  3.48849e-52,  0.102581   ])
8213    , -4622.65    , array([ 0.431158   ,  4.68538    ,  3.48849e-52,  0.102467   ])
8214    , -4622.65    , array([ 0.431158   ,  4.68538    ,  3.48849e-52,  0.102467   ])
8215    , -4622.65    , array([ 0.43159    ,  4.68538    ,  3.48849e-52,  0.102467   ])
8216    , -4623.68    , array([ 0.431158   ,  4.69007    ,  3.48849e-52,  0.102467   ])
8217    , -4622.65    , array([ 0.431158   ,  4.68538    ,  3.49198e-52,  0.102467   ])
8218    , -4625.04    , array([ 0.431158   ,  4.68538    ,  3.48849e-52,  0.10257    ])
8219    , -4622.62    , array([ 0.431158   ,  4.68642    ,  3.48849e-52,  0.102456   ])
8220    , -4622.62    , array([ 0.431158   ,  4.68642    ,  3.48849e-52,  0.102456   ])
8221    , -4622.62    , array([ 0.43159    ,  4.68642    ,  3.48849e-52,  0.102456   ])
8222    , -4623.65    , array([ 0.431158   ,  4.69111    ,  3.48849e-52,  0.102456   ])
8223    , -4622.62    , array([ 0.431158   ,  4.68642    ,  3.49198e-52,  0.102456   ])
8224    , -4625.01    , array([ 0.431158   ,  4.68642    ,  3.48849e-52,  0.102559   ])
8231    , -4622.61    , array([ 0.431158   ,  4.68668    ,  3.48849e-52,  0.102453   ])
8232    , -4622.61    , array([ 0.431158   ,  4.68668    ,  3.48849e-52,  0.102453   ])
8233    , -4622.61    , array([ 0.43159    ,  4.68668    ,  3.48849e-52,  0.102453   ])
8234    , -4623.64    , array([ 0.431158   ,  4.69137    ,  3.48849e-52,  0.102453   ])
8235    , -4622.61    , array([ 0.431158   ,  4.68668    ,  3.49198e-52,  0.102453   ])
8236    , -4625       , array([ 0.431158   ,  4.68668    ,  3.48849e-52,  0.102556   ])
8237    , -4622.6     , array([ 0.431158   ,  4.68694    ,  3.48849e-52,  0.10245    ])
8238    , -4622.6     , array([ 0.431158   ,  4.68694    ,  3.48849e-52,  0.10245    ])
8239    , -4622.6     , array([ 0.43159    ,  4.68694    ,  3.48849e-52,  0.10245    ])
8240    , -4623.63    , array([ 0.431158   ,  4.69163    ,  3.48849e-52,  0.10245    ])
8241    , -4622.6     , array([ 0.431158   ,  4.68694    ,  3.49198e-52,  0.10245    ])
8242    , -4624.99    , array([ 0.431158   ,  4.68694    ,  3.48849e-52,  0.102553   ])
8249    , -4622.6     , array([ 0.431158   ,  4.687      ,  3.48849e-52,  0.10245    ])
8250    , -4622.6     , array([ 0.431158   ,  4.687      ,  3.48849e-52,  0.10245    ])
8251    , -4622.6     , array([ 0.43159    ,  4.687      ,  3.48849e-52,  0.10245    ])
8252    , -4623.63    , array([ 0.431158   ,  4.69169    ,  3.48849e-52,  0.10245    ])
8253    , -4622.6     , array([ 0.431158   ,  4.687      ,  3.49198e-52,  0.10245    ])
8254    , -4624.99    , array([ 0.431158   ,  4.687      ,  3.48849e-52,  0.102552   ])
8255    , -4622.6     , array([ 0.431158   ,  4.68707    ,  3.48849e-52,  0.102449   ])
8256    , -4622.6     , array([ 0.431158   ,  4.68707    ,  3.48849e-52,  0.102449   ])
8257    , -4622.6     , array([ 0.43159    ,  4.68707    ,  3.48849e-52,  0.102449   ])
8258    , -4623.63    , array([ 0.431158   ,  4.69176    ,  3.48849e-52,  0.102449   ])
8259    , -4622.6     , array([ 0.431158   ,  4.68707    ,  3.49198e-52,  0.102449   ])
