110688  , -79089.4    , array([ 0.0312157  ,  2.41278    ,  1.1999e-17 ,  0.00062723 ,  9.9177e-13 ])
110689  , -79089.4    , array([ 0.031247   ,  2.41278    ,  1.1999e-17 ,  0.00062723 ,  9.9177e-13 ])
110690  , -79089.4    , array([ 0.0312157  ,  2.41519    ,  1.1999e-17 ,  0.00062723 ,  9.9177e-13 ])
110691  , -79089.4    , array([ 0.0312157  ,  2.41278    ,  1.2011e-17 ,  0.00062723 ,  9.9177e-13 ])
110692  , -79089.4    , array([ 0.0312157  ,  2.41278    ,  1.1999e-17 ,  0.000627858,  9.9177e-13 ])
110693  , -79089.4    , array([ 0.0312157  ,  2.41278    ,  1.1999e-17 ,  0.00062723 ,  9.92763e-13])
110694  , -79089.4    , array([ 0.0312157  ,  2.41278    ,  1.1999e-17 ,  0.00062723 ,  9.9177e-13 ])
110695  , -79089.4    , array([ 0.0312149  ,  2.41278    ,  1.1999e-17 ,  0.00062723 ,  9.91796e-13])
110696  , -79089.4    , array([ 0.0312149  ,  2.41278    ,  1.1999e-17 ,  0.00062723 ,  9.91796e-13])
110697  , -79089.4    , array([ 0.0312462  ,  2.41278    ,  1.1999e-17 ,  0.00062723 ,  9.91796e-13])
110698  , -79089.4    , array([ 0.0312149  ,  2.41519    ,  1.1999e-17 ,  0.00062723 ,  9.91796e-13])
110699  , -79089.4    , array([ 0.0312149  ,  2.41278    ,  1.2011e-17 ,  0.00062723 ,  9.91796e-13])
110700  , -79089.4    , array([ 0.0312149  ,  2.41278    ,  1.1999e-17 ,  0.000627858,  9.91796e-13])
110701  , -79089.4    , array([ 0.0312149  ,  2.41278    ,  1.1999e-17 ,  0.00062723 ,  9.92788e-13])
110702  , -79089.4    , array([ 0.0312118  ,  2.41277    ,  1.1999e-17 ,  0.00062723 ,  9.91899e-13])
110703  , -79089.4    , array([ 0.0312118  ,  2.41277    ,  1.1999e-17 ,  0.00062723 ,  9.91899e-13])
110704  , -79089.4    , array([ 0.031243   ,  2.41277    ,  1.1999e-17 ,  0.00062723 ,  9.91899e-13])
110705  , -79089.4    , array([ 0.0312118  ,  2.41518    ,  1.1999e-17 ,  0.00062723 ,  9.91899e-13])
110706  , -79089.4    , array([ 0.0312118  ,  2.41277    ,  1.2011e-17 ,  0.00062723 ,  9.91899e-13])
110707  , -79089.4    , array([ 0.0312118  ,  2.41277    ,  1.1999e-17 ,  0.000627858,  9.91899e-13])
110708  , -79089.4    , array([ 0.0312118  ,  2.41277    ,  1.1999e-17 ,  0.00062723 ,  9.92891e-13])
110709  , -79089.4    , array([ 0.0311991  ,  2.41275    ,  1.1999e-17 ,  0.00062723 ,  9.9231e-13 ])
110710  , -79089.4    , array([ 0.0311991  ,  2.41275    ,  1.1999e-17 ,  0.00062723 ,  9.9231e-13 ])
110711  , -79089.4    , array([ 0.0312303  ,  2.41275    ,  1.1999e-17 ,  0.00062723 ,  9.9231e-13 ])
110712  , -79089.4    , array([ 0.0311991  ,  2.41516    ,  1.1999e-17 ,  0.00062723 ,  9.9231e-13 ])
110713  , -79089.4    , array([ 0.0311991  ,  2.41275    ,  1.2011e-17 ,  0.00062723 ,  9.9231e-13 ])
110714  , -79089.4    , array([ 0.0311991  ,  2.41275    ,  1.1999e-17 ,  0.000627858,  9.9231e-13 ])
110715  , -79089.4    , array([ 0.0311991  ,  2.41275    ,  1.1999e-17 ,  0.00062723 ,  9.93303e-13])
110716  , -79089.4    , array([ 0.0311485  ,  2.41266    ,  1.1999e-17 ,  0.00062723 ,  9.93958e-13])
110717  , -79089.4    , array([ 0.0311485  ,  2.41266    ,  1.1999e-17 ,  0.00062723 ,  9.93958e-13])
110718  , -79089.4    , array([ 0.0311796  ,  2.41266    ,  1.1999e-17 ,  0.00062723 ,  9.93958e-13])
110719  , -79089.4    , array([ 0.0311485  ,  2.41508    ,  1.1999e-17 ,  0.00062723 ,  9.93958e-13])
110720  , -79089.4    , array([ 0.0311485  ,  2.41266    ,  1.2011e-17 ,  0.00062723 ,  9.93958e-13])
110721  , -79089.4    , array([ 0.0311485  ,  2.41266    ,  1.1999e-17 ,  0.000627858,  9.93958e-13])
110722  , -79089.4    , array([ 0.0311485  ,  2.41266    ,  1.1999e-17 ,  0.00062723 ,  9.94952e-13])
110723  , -79089.4    , array([ 0.0309468  ,  2.41232    ,  1.1999e-17 ,  0.00062723 ,  1.00057e-12])
110724  , -79089.4    , array([ 0.0309468  ,  2.41232    ,  1.1999e-17 ,  0.00062723 ,  1.00057e-12])
110725  , -79089.4    , array([ 0.0309777  ,  2.41232    ,  1.1999e-17 ,  0.00062723 ,  1.00057e-12])
110726  , -79089.4    , array([ 0.0309468  ,  2.41474    ,  1.1999e-17 ,  0.00062723 ,  1.00057e-12])
110727  , -79089.4    , array([ 0.0309468  ,  2.41232    ,  1.2011e-17 ,  0.00062723 ,  1.00057e-12])
110728  , -79089.4    , array([ 0.0309468  ,  2.41232    ,  1.1999e-17 ,  0.000627858,  1.00057e-12])
110729  , -79089.4    , array([ 0.0309468  ,  2.41232    ,  1.1999e-17 ,  0.00062723 ,  1.00158e-12])
110730  , -79089.4    , array([ 0.0301529  ,  2.41096    ,  1.1999e-17 ,  0.00062723 ,  1.02748e-12])
110731  , -79089.4    , array([ 0.0301529  ,  2.41096    ,  1.1999e-17 ,  0.00062723 ,  1.02748e-12])
110732  , -79089.4    , array([ 0.030183   ,  2.41096    ,  1.1999e-17 ,  0.00062723 ,  1.02748e-12])
110733  , -79089.4    , array([ 0.0301529  ,  2.41337    ,  1.1999e-17 ,  0.00062723 ,  1.02748e-12])
110734  , -79089.4    , array([ 0.0301529  ,  2.41096    ,  1.2011e-17 ,  0.00062723 ,  1.02748e-12])
110735  , -79089.4    , array([ 0.0301529  ,  2.41096    ,  1.1999e-17 ,  0.000627858,  1.02748e-12])
110736  , -79089.4    , array([ 0.0301529  ,  2.41096    ,  1.1999e-17 ,  0.00062723 ,  1.02851e-12])
110737  , -79089.4    , array([ 0.0271759  ,  2.4055     ,  1.1999e-17 ,  0.00062723 ,  1.14256e-12])
110738  , -79089.4    , array([ 0.0271759  ,  2.4055     ,  1.1999e-17 ,  0.00062723 ,  1.14256e-12])
110739  , -79089.4    , array([ 0.0272031  ,  2.4055     ,  1.1999e-17 ,  0.00062723 ,  1.14256e-12])
110740  , -79089.4    , array([ 0.0271759  ,  2.40791    ,  1.1999e-17 ,  0.00062723 ,  1.14256e-12])
110741  , -79089.4    , array([ 0.0271759  ,  2.4055     ,  1.2011e-17 ,  0.00062723 ,  1.14256e-12])
110742  , -79089.4    , array([ 0.0271759  ,  2.4055     ,  1.1999e-17 ,  0.000627858,  1.14256e-12])
