236708  , -890393     , array([ 0.00152745 ,  0.0788582  ,  3.52674e-57,  0.45264    ,  0.356355   ])
236709  , -890122     , array([ 0.00152898 ,  0.0788582  ,  3.52674e-57,  0.45264    ,  0.356355   ])
236710  , -890561     , array([ 0.00152745 ,  0.0789371  ,  3.52674e-57,  0.45264    ,  0.356355   ])
236711  , -890393     , array([ 0.00152745 ,  0.0788582  ,  3.53027e-57,  0.45264    ,  0.356355   ])
236712  , -890346     , array([ 0.00152745 ,  0.0788582  ,  3.52674e-57,  0.453093   ,  0.356355   ])
236713  , -890400     , array([ 0.00152745 ,  0.0788582  ,  3.52674e-57,  0.45264    ,  0.356712   ])
236714  , -890393     , array([ 0.00152745 ,  0.0788582  ,  3.52674e-57,  0.45264    ,  0.356355   ])
236715  , -624885     , array([ 0.0035669  ,  0.0464938  ,  3.52674e-57,  0.52345    ,  0.347932   ])
236716  , -624885     , array([ 0.0035669  ,  0.0464938  ,  3.52674e-57,  0.52345    ,  0.347932   ])
236717  , -624696     , array([ 0.00357047 ,  0.0464938  ,  3.52674e-57,  0.52345    ,  0.347932   ])
236718  , -624967     , array([ 0.0035669  ,  0.0465403  ,  3.52674e-57,  0.52345    ,  0.347932   ])
236719  , -624885     , array([ 0.0035669  ,  0.0464938  ,  3.53027e-57,  0.52345    ,  0.347932   ])
236720  , -624837     , array([ 0.0035669  ,  0.0464938  ,  3.52674e-57,  0.523973   ,  0.347932   ])
236721  , -624893     , array([ 0.0035669  ,  0.0464938  ,  3.52674e-57,  0.52345    ,  0.34828    ])
236729  , -624403     , array([ 0.00357814 ,  0.0466312  ,  3.52674e-57,  0.524848   ,  0.347758   ])
236730  , -624403     , array([ 0.00357814 ,  0.0466312  ,  3.52674e-57,  0.524848   ,  0.347758   ])
236731  , -624215     , array([ 0.00358172 ,  0.0466312  ,  3.52674e-57,  0.524848   ,  0.347758   ])
236732  , -624486     , array([ 0.00357814 ,  0.0466779  ,  3.52674e-57,  0.524848   ,  0.347758   ])
236733  , -624403     , array([ 0.00357814 ,  0.0466312  ,  3.53027e-57,  0.524848   ,  0.347758   ])
236734  , -624356     , array([ 0.00357814 ,  0.0466312  ,  3.52674e-57,  0.525373   ,  0.347758   ])
236735  , -624412     , array([ 0.00357814 ,  0.0466312  ,  3.52674e-57,  0.524848   ,  0.348106   ])
236736  , -613711     , array([ 0.00383776 ,  0.0497989  ,  3.52674e-57,  0.556984   ,  0.343912   ])
236737  , -613711     , array([ 0.00383776 ,  0.0497989  ,  3.52674e-57,  0.556984   ,  0.343912   ])
