56029   , -2609.01    , array([ 0.87656    ,  0.127719   ,  0.000223603,  7.74209e-08,  0.0378456  ])
56082   , -1675.12    , array([ 1.12805    ,  0.0771457  ,  0.000225257,  7.7421e-08 ,  0.0275633  ])
56083   , -1675.12    , array([ 1.12805    ,  0.0771457  ,  0.000225031,  7.74985e-08,  0.0275633  ])
56084   , -1675.38    , array([ 1.12805    ,  0.0771457  ,  0.000225031,  7.7421e-08 ,  0.0275909  ])
56085   , -1636.91    , array([ 1.28771    ,  0.069664   ,  0.000231359,  7.74215e-08,  0.0249298  ])
56086   , -1636.91    , array([ 1.28771    ,  0.069664   ,  0.000231359,  7.74215e-08,  0.0249298  ])
56087   , -1636.82    , array([ 1.289      ,  0.069664   ,  0.000231359,  7.74215e-08,  0.0249298  ])
56088   , -1636.91    , array([ 1.28771    ,  0.0697337  ,  0.000231359,  7.74215e-08,  0.0249298  ])
56089   , -1636.91    , array([ 1.28771    ,  0.069664   ,  0.000231591,  7.74215e-08,  0.0249298  ])
56090   , -1636.91    , array([ 1.28771    ,  0.069664   ,  0.000231359,  7.7499e-08 ,  0.0249298  ])
56091   , -1636.98    , array([ 1.28771    ,  0.069664   ,  0.000231359,  7.74215e-08,  0.0249547  ])
56092   , -1633.05    , array([ 1.37376    ,  0.0679601  ,  0.000236837,  7.7422e-08 ,  0.0243286  ])
56093   , -1633.05    , array([ 1.37376    ,  0.0679601  ,  0.000236837,  7.7422e-08 ,  0.0243286  ])
56094   , -1633.02    , array([ 1.37513    ,  0.0679601  ,  0.000236837,  7.7422e-08 ,  0.0243286  ])
56095   , -1633.04    , array([ 1.37376    ,  0.0680281  ,  0.000236837,  7.7422e-08 ,  0.0243286  ])
56096   , -1633.05    , array([ 1.37376    ,  0.0679601  ,  0.000237074,  7.7422e-08 ,  0.0243286  ])
56097   , -1633.05    , array([ 1.37376    ,  0.0679601  ,  0.000236837,  7.74994e-08,  0.0243286  ])
56098   , -1633.07    , array([ 1.37376    ,  0.0679601  ,  0.000236837,  7.7422e-08 ,  0.024353   ])
56099   , -1632.58    , array([ 1.42337    ,  0.0675774  ,  0.000242515,  7.74224e-08,  0.0241978  ])
56100   , -1632.58    , array([ 1.42337    ,  0.0675774  ,  0.000242515,  7.74224e-08,  0.0241978  ])
56101   , -1632.58    , array([ 1.42479    ,  0.0675774  ,  0.000242515,  7.74224e-08,  0.0241978  ])
56102   , -1632.58    , array([ 1.42337    ,  0.067645   ,  0.000242515,  7.74224e-08,  0.0241978  ])
56103   , -1632.58    , array([ 1.42337    ,  0.0675774  ,  0.000242757,  7.74224e-08,  0.0241978  ])
56104   , -1632.58    , array([ 1.42337    ,  0.0675774  ,  0.000242515,  7.74999e-08,  0.0241978  ])
56105   , -1632.58    , array([ 1.42337    ,  0.0675774  ,  0.000242515,  7.74224e-08,  0.024222   ])
56106   , -1632.54    , array([ 1.43514    ,  0.0676131  ,  0.00024684 ,  7.74228e-08,  0.0242125  ])
56107   , -1632.54    , array([ 1.43514    ,  0.0676131  ,  0.00024684 ,  7.74228e-08,  0.0242125  ])
56108   , -1632.54    , array([ 1.43658    ,  0.0676131  ,  0.00024684 ,  7.74228e-08,  0.0242125  ])
56109   , -1632.54    , array([ 1.43514    ,  0.0676807  ,  0.00024684 ,  7.74228e-08,  0.0242125  ])
56110   , -1632.54    , array([ 1.43514    ,  0.0676131  ,  0.000247087,  7.74228e-08,  0.0242125  ])
56111   , -1632.54    , array([ 1.43514    ,  0.0676131  ,  0.00024684 ,  7.75002e-08,  0.0242125  ])
56112   , -1632.54    , array([ 1.43514    ,  0.0676131  ,  0.00024684 ,  7.74228e-08,  0.0242368  ])
56113   , -1632.53    , array([ 1.4365     ,  0.0676432  ,  0.000250581,  7.74231e-08,  0.0242237  ])
56114   , -1632.53    , array([ 1.4365     ,  0.0676432  ,  0.000250581,  7.74231e-08,  0.0242237  ])
56115   , -1632.53    , array([ 1.43794    ,  0.0676432  ,  0.000250581,  7.74231e-08,  0.0242237  ])
56116   , -1632.53    , array([ 1.4365     ,  0.0677108  ,  0.000250581,  7.74231e-08,  0.0242237  ])
56117   , -1632.53    , array([ 1.4365     ,  0.0676432  ,  0.000250832,  7.74231e-08,  0.0242237  ])
56118   , -1632.53    , array([ 1.4365     ,  0.0676432  ,  0.000250581,  7.75005e-08,  0.0242237  ])
56119   , -1632.53    , array([ 1.4365     ,  0.0676432  ,  0.000250581,  7.74231e-08,  0.0242479  ])
56120   , -1632.52    , array([ 1.43701    ,  0.0676629  ,  0.000256721,  7.74235e-08,  0.0242309  ])
56121   , -1632.52    , array([ 1.43701    ,  0.0676629  ,  0.000256721,  7.74235e-08,  0.0242309  ])
56122   , -1632.52    , array([ 1.43844    ,  0.0676629  ,  0.000256721,  7.74235e-08,  0.0242309  ])
56123   , -1632.52    , array([ 1.43701    ,  0.0677306  ,  0.000256721,  7.74235e-08,  0.0242309  ])
56124   , -1632.52    , array([ 1.43701    ,  0.0676629  ,  0.000256978,  7.74235e-08,  0.0242309  ])
56125   , -1632.52    , array([ 1.43701    ,  0.0676629  ,  0.000256721,  7.7501e-08 ,  0.0242309  ])
56126   , -1632.52    , array([ 1.43701    ,  0.0676629  ,  0.000256721,  7.74235e-08,  0.0242552  ])
56127   , -1632.5     , array([ 1.43797    ,  0.0677059  ,  0.000283815,  7.74254e-08,  0.0242468  ])
56128   , -1632.5     , array([ 1.43797    ,  0.0677059  ,  0.000283815,  7.74254e-08,  0.0242468  ])
56129   , -1632.5     , array([ 1.43941    ,  0.0677059  ,  0.000283815,  7.74254e-08,  0.0242468  ])
56130   , -1632.5     , array([ 1.43797    ,  0.0677736  ,  0.000283815,  7.74254e-08,  0.0242468  ])
56131   , -1632.5     , array([ 1.43797    ,  0.0677059  ,  0.000284099,  7.74254e-08,  0.0242468  ])
56132   , -1632.5     , array([ 1.43797    ,  0.0677059  ,  0.000283815,  7.75028e-08,  0.0242468  ])
56133   , -1632.5     , array([ 1.43797    ,  0.0677059  ,  0.000283815,  7.74254e-08,  0.024271   ])
56134   , -1632.45    , array([ 1.4401     ,  0.0678022  ,  0.000406434,  7.74319e-08,  0.0242822  ])
56135   , -1632.45    , array([ 1.4401     ,  0.0678022  ,  0.000406434,  7.74319e-08,  0.0242822  ])
56136   , -1632.45    , array([ 1.44154    ,  0.0678022  ,  0.000406434,  7.74319e-08,  0.0242822  ])
56137   , -1632.45    , array([ 1.4401     ,  0.0678701  ,  0.000406434,  7.74319e-08,  0.0242822  ])
56138   , -1632.45    , array([ 1.4401     ,  0.0678022  ,  0.000406841,  7.74319e-08,  0.0242822  ])
56139   , -1632.45    , array([ 1.4401     ,  0.0678022  ,  0.000406434,  7.75094e-08,  0.0242822  ])
56140   , -1632.45    , array([ 1.4401     ,  0.0678022  ,  0.000406434,  7.74319e-08,  0.0243065  ])
56141   , -1599.76    , array([ 1.48011    ,  0.069595   ,  0.723709   ,  7.75682e-08,  0.0249415  ])
56142   , -1599.76    , array([ 1.48011    ,  0.069595   ,  0.723709   ,  7.75682e-08,  0.0249415  ])
56143   , -1599.82    , array([ 1.4816     ,  0.069595   ,  0.723709   ,  7.75682e-08,  0.0249415  ])
56144   , -1600.11    , array([ 1.48011    ,  0.0696646  ,  0.723709   ,  7.75682e-08,  0.0249415  ])
56145   , -1599.73    , array([ 1.48011    ,  0.069595   ,  0.724433   ,  7.75682e-08,  0.0249415  ])
56146   , -1599.76    , array([ 1.48011    ,  0.069595   ,  0.723709   ,  7.76458e-08,  0.0249415  ])
56147   , -1599.33    , array([ 1.48011    ,  0.069595   ,  0.723709   ,  7.75682e-08,  0.0249664  ])
56155   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723735   ,  7.75682e-08,  0.0249415  ])
56156   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723735   ,  7.75682e-08,  0.0249415  ])
56157   , -1599.81    , array([ 1.4816     ,  0.069595   ,  0.723735   ,  7.75682e-08,  0.0249415  ])
56158   , -1600.11    , array([ 1.48012    ,  0.0696647  ,  0.723735   ,  7.75682e-08,  0.0249415  ])
56159   , -1599.73    , array([ 1.48012    ,  0.069595   ,  0.724459   ,  7.75682e-08,  0.0249415  ])
56160   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723735   ,  7.76458e-08,  0.0249415  ])
56161   , -1599.33    , array([ 1.48012    ,  0.069595   ,  0.723735   ,  7.75682e-08,  0.0249665  ])
56162   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723762   ,  7.75682e-08,  0.0249415  ])
56163   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723762   ,  7.75682e-08,  0.0249415  ])
56164   , -1599.81    , array([ 1.4816     ,  0.069595   ,  0.723762   ,  7.75682e-08,  0.0249415  ])
56165   , -1600.11    , array([ 1.48012    ,  0.0696647  ,  0.723762   ,  7.75682e-08,  0.0249415  ])
56166   , -1599.73    , array([ 1.48012    ,  0.069595   ,  0.724486   ,  7.75682e-08,  0.0249415  ])
56167   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723762   ,  7.76458e-08,  0.0249415  ])
56168   , -1599.32    , array([ 1.48012    ,  0.069595   ,  0.723762   ,  7.75682e-08,  0.0249665  ])
56176   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723768   ,  7.75682e-08,  0.0249415  ])
56177   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723768   ,  7.75682e-08,  0.0249415  ])
56178   , -1599.81    , array([ 1.4816     ,  0.069595   ,  0.723768   ,  7.75682e-08,  0.0249415  ])
56179   , -1600.11    , array([ 1.48012    ,  0.0696647  ,  0.723768   ,  7.75682e-08,  0.0249415  ])
56180   , -1599.73    , array([ 1.48012    ,  0.069595   ,  0.724492   ,  7.75682e-08,  0.0249415  ])
56181   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723768   ,  7.76458e-08,  0.0249415  ])
56182   , -1599.32    , array([ 1.48012    ,  0.069595   ,  0.723768   ,  7.75682e-08,  0.0249665  ])
56183   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723775   ,  7.75682e-08,  0.0249415  ])
56184   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723775   ,  7.75682e-08,  0.0249415  ])
56185   , -1599.81    , array([ 1.4816     ,  0.069595   ,  0.723775   ,  7.75682e-08,  0.0249415  ])
56186   , -1600.11    , array([ 1.48012    ,  0.0696647  ,  0.723775   ,  7.75682e-08,  0.0249415  ])
56187   , -1599.73    , array([ 1.48012    ,  0.069595   ,  0.724499   ,  7.75682e-08,  0.0249415  ])
56188   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723775   ,  7.76458e-08,  0.0249415  ])
56189   , -1599.32    , array([ 1.48012    ,  0.069595   ,  0.723775   ,  7.75682e-08,  0.0249665  ])
56197   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723776   ,  7.75682e-08,  0.0249415  ])
56198   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723776   ,  7.75682e-08,  0.0249415  ])
56199   , -1599.81    , array([ 1.4816     ,  0.069595   ,  0.723776   ,  7.75682e-08,  0.0249415  ])
56200   , -1600.11    , array([ 1.48012    ,  0.0696647  ,  0.723776   ,  7.75682e-08,  0.0249415  ])
56201   , -1599.73    , array([ 1.48012    ,  0.069595   ,  0.7245     ,  7.75682e-08,  0.0249415  ])
56202   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723776   ,  7.76458e-08,  0.0249415  ])
56203   , -1599.32    , array([ 1.48012    ,  0.069595   ,  0.723776   ,  7.75682e-08,  0.0249665  ])
56204   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723778   ,  7.75682e-08,  0.0249415  ])
56205   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723778   ,  7.75682e-08,  0.0249415  ])
56206   , -1599.81    , array([ 1.4816     ,  0.069595   ,  0.723778   ,  7.75682e-08,  0.0249415  ])
56207   , -1600.11    , array([ 1.48012    ,  0.0696647  ,  0.723778   ,  7.75682e-08,  0.0249415  ])
56208   , -1599.73    , array([ 1.48012    ,  0.069595   ,  0.724502   ,  7.75682e-08,  0.0249415  ])
56209   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723778   ,  7.76458e-08,  0.0249415  ])
56210   , -1599.32    , array([ 1.48012    ,  0.069595   ,  0.723778   ,  7.75682e-08,  0.0249665  ])
56218   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723778   ,  7.75682e-08,  0.0249415  ])
56219   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723778   ,  7.75682e-08,  0.0249415  ])
56220   , -1599.81    , array([ 1.4816     ,  0.069595   ,  0.723778   ,  7.75682e-08,  0.0249415  ])
56221   , -1600.11    , array([ 1.48012    ,  0.0696647  ,  0.723778   ,  7.75682e-08,  0.0249415  ])
56222   , -1599.73    , array([ 1.48012    ,  0.069595   ,  0.724502   ,  7.75682e-08,  0.0249415  ])
56223   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723778   ,  7.76458e-08,  0.0249415  ])
56224   , -1599.32    , array([ 1.48012    ,  0.069595   ,  0.723778   ,  7.75682e-08,  0.0249665  ])
56225   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723779   ,  7.75682e-08,  0.0249415  ])
56226   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723779   ,  7.75682e-08,  0.0249415  ])
56227   , -1599.81    , array([ 1.4816     ,  0.069595   ,  0.723779   ,  7.75682e-08,  0.0249415  ])
56228   , -1600.11    , array([ 1.48012    ,  0.0696647  ,  0.723779   ,  7.75682e-08,  0.0249415  ])
56229   , -1599.73    , array([ 1.48012    ,  0.069595   ,  0.724503   ,  7.75682e-08,  0.0249415  ])
56230   , -1599.76    , array([ 1.48012    ,  0.069595   ,  0.723779   ,  7.76458e-08,  0.0249415  ])
56231   , -1599.32    , array([ 1.48012    ,  0.069595   ,  0.723779   ,  7.75682e-08,  0.0249665  ])
56232   , -1674.61    , array([ 1.49029    ,  0.0700506  ,  4.7016     ,  7.76024e-08,  0.0251091  ])
56233   , -1674.61    , array([ 1.49029    ,  0.0700506  ,  4.7016     ,  7.76024e-08,  0.0251091  ])
56234   , -1674.89    , array([ 1.49178    ,  0.0700506  ,  4.7016     ,  7.76024e-08,  0.0251091  ])
56235   , -1676.7     , array([ 1.49029    ,  0.0701207  ,  4.7016     ,  7.76024e-08,  0.0251091  ])
56236   , -1674.91    , array([ 1.49029    ,  0.0700506  ,  4.7063     ,  7.76024e-08,  0.0251091  ])
56237   , -1674.61    , array([ 1.49029    ,  0.0700506  ,  4.7016     ,  7.768e-08  ,  0.0251091  ])
56238   , -1672.36    , array([ 1.49029    ,  0.0700506  ,  4.7016     ,  7.76024e-08,  0.0251342  ])
56239   , -1583.59    , array([ 1.48376    ,  0.069758   ,  1.41555    ,  7.75805e-08,  0.0250015  ])
56240   , -1583.59    , array([ 1.48376    ,  0.069758   ,  1.41555    ,  7.75805e-08,  0.0250015  ])
56241   , -1583.69    , array([ 1.48524    ,  0.069758   ,  1.41555    ,  7.75805e-08,  0.0250015  ])
56242   , -1584.27    , array([ 1.48376    ,  0.0698278  ,  1.41555    ,  7.75805e-08,  0.0250015  ])
56243   , -1583.57    , array([ 1.48376    ,  0.069758   ,  1.41697    ,  7.75805e-08,  0.0250015  ])
56244   , -1583.59    , array([ 1.48376    ,  0.069758   ,  1.41555    ,  7.76581e-08,  0.0250015  ])
56245   , -1582.77    , array([ 1.48376    ,  0.069758   ,  1.41555    ,  7.75805e-08,  0.0250265  ])
56246   , -1581.1     , array([ 1.48601    ,  0.0698589  ,  2.14277    ,  7.7588e-08 ,  0.0250386  ])
56247   , -1581.1     , array([ 1.48601    ,  0.0698589  ,  2.14277    ,  7.7588e-08 ,  0.0250386  ])
56248   , -1581.24    , array([ 1.4875     ,  0.0698589  ,  2.14277    ,  7.7588e-08 ,  0.0250386  ])
56249   , -1582.1     , array([ 1.48601    ,  0.0699288  ,  2.14277    ,  7.7588e-08 ,  0.0250386  ])
56250   , -1581.11    , array([ 1.48601    ,  0.0698589  ,  2.14492    ,  7.7588e-08 ,  0.0250386  ])
56251   , -1581.1     , array([ 1.48601    ,  0.0698589  ,  2.14277    ,  7.76657e-08,  0.0250386  ])
56252   , -1579.9     , array([ 1.48601    ,  0.0698589  ,  2.14277    ,  7.7588e-08 ,  0.0250636  ])
56253   , -1580.49    , array([ 1.48507    ,  0.0698167  ,  1.8015     ,  7.75849e-08,  0.025023   ])
56254   , -1580.49    , array([ 1.48507    ,  0.0698167  ,  1.8015     ,  7.75849e-08,  0.025023   ])
56255   , -1580.62    , array([ 1.48655    ,  0.0698167  ,  1.8015     ,  7.75849e-08,  0.025023   ])
56256   , -1581.34    , array([ 1.48507    ,  0.0698865  ,  1.8015     ,  7.75849e-08,  0.025023   ])
56257   , -1580.49    , array([ 1.48507    ,  0.0698167  ,  1.8033     ,  7.75849e-08,  0.025023   ])
56258   , -1580.49    , array([ 1.48507    ,  0.0698167  ,  1.8015     ,  7.76625e-08,  0.025023   ])
56259   , -1579.47    , array([ 1.48507    ,  0.0698167  ,  1.8015     ,  7.75849e-08,  0.0250481  ])
56260   , -1580.35    , array([ 1.48537    ,  0.0698304  ,  1.9063     ,  7.75859e-08,  0.0250281  ])
56261   , -1580.35    , array([ 1.48537    ,  0.0698304  ,  1.9063     ,  7.75859e-08,  0.0250281  ])
56262   , -1580.48    , array([ 1.48686    ,  0.0698304  ,  1.9063     ,  7.75859e-08,  0.0250281  ])
56263   , -1581.25    , array([ 1.48537    ,  0.0699003  ,  1.9063     ,  7.75859e-08,  0.0250281  ])
56264   , -1580.35    , array([ 1.48537    ,  0.0698304  ,  1.90821    ,  7.75859e-08,  0.0250281  ])
56265   , -1580.35    , array([ 1.48537    ,  0.0698304  ,  1.9063     ,  7.76635e-08,  0.0250281  ])
56266   , -1579.27    , array([ 1.48537    ,  0.0698304  ,  1.9063     ,  7.75859e-08,  0.0250532  ])
56267   , -1580.35    , array([ 1.48536    ,  0.0698298  ,  1.9015     ,  7.75858e-08,  0.0250279  ])
56268   , -1580.35    , array([ 1.48536    ,  0.0698298  ,  1.9015     ,  7.75858e-08,  0.0250279  ])
56269   , -1580.48    , array([ 1.48685    ,  0.0698298  ,  1.9015     ,  7.75858e-08,  0.0250279  ])
56270   , -1581.25    , array([ 1.48536    ,  0.0698997  ,  1.9015     ,  7.75858e-08,  0.0250279  ])
56271   , -1580.35    , array([ 1.48536    ,  0.0698298  ,  1.9034     ,  7.75858e-08,  0.0250279  ])
56272   , -1580.35    , array([ 1.48536    ,  0.0698298  ,  1.9015     ,  7.76635e-08,  0.0250279  ])
56273   , -1579.27    , array([ 1.48536    ,  0.0698298  ,  1.9015     ,  7.75858e-08,  0.0250529  ])
56274   , -1580.35    , array([ 1.48537    ,  0.0698303  ,  1.90514    ,  7.75859e-08,  0.0250281  ])
56275   , -1580.35    , array([ 1.48537    ,  0.0698303  ,  1.90514    ,  7.75859e-08,  0.0250281  ])
56276   , -1580.48    , array([ 1.48686    ,  0.0698303  ,  1.90514    ,  7.75859e-08,  0.0250281  ])
56277   , -1581.25    , array([ 1.48537    ,  0.0699002  ,  1.90514    ,  7.75859e-08,  0.0250281  ])
56278   , -1580.35    , array([ 1.48537    ,  0.0698303  ,  1.90704    ,  7.75859e-08,  0.0250281  ])
56279   , -1580.35    , array([ 1.48537    ,  0.0698303  ,  1.90514    ,  7.76635e-08,  0.0250281  ])
56280   , -1579.27    , array([ 1.48537    ,  0.0698303  ,  1.90514    ,  7.75859e-08,  0.0250531  ])
56281   , -1580.35    , array([ 1.48536    ,  0.06983    ,  1.90274    ,  7.75859e-08,  0.0250279  ])
56282   , -1580.35    , array([ 1.48536    ,  0.06983    ,  1.90274    ,  7.75859e-08,  0.0250279  ])
56283   , -1580.48    , array([ 1.48685    ,  0.06983    ,  1.90274    ,  7.75859e-08,  0.0250279  ])
56284   , -1581.25    , array([ 1.48536    ,  0.0698998  ,  1.90274    ,  7.75859e-08,  0.0250279  ])
56285   , -1580.35    , array([ 1.48536    ,  0.06983    ,  1.90464    ,  7.75859e-08,  0.0250279  ])
56286   , -1580.35    , array([ 1.48536    ,  0.06983    ,  1.90274    ,  7.76635e-08,  0.0250279  ])
56287   , -1579.27    , array([ 1.48536    ,  0.06983    ,  1.90274    ,  7.75859e-08,  0.025053   ])
56288   , -1580.35    , array([ 1.48537    ,  0.0698302  ,  1.90467    ,  7.75859e-08,  0.025028   ])
56289   , -1580.35    , array([ 1.48537    ,  0.0698302  ,  1.90467    ,  7.75859e-08,  0.025028   ])
56290   , -1580.48    , array([ 1.48686    ,  0.0698302  ,  1.90467    ,  7.75859e-08,  0.025028   ])
56291   , -1581.25    , array([ 1.48537    ,  0.0699001  ,  1.90467    ,  7.75859e-08,  0.025028   ])
56292   , -1580.35    , array([ 1.48537    ,  0.0698302  ,  1.90657    ,  7.75859e-08,  0.025028   ])
56293   , -1580.35    , array([ 1.48537    ,  0.0698302  ,  1.90467    ,  7.76635e-08,  0.025028   ])
56294   , -1579.27    , array([ 1.48537    ,  0.0698302  ,  1.90467    ,  7.75859e-08,  0.0250531  ])
56295   , -1580.35    , array([ 1.48537    ,  0.0698301  ,  1.90339    ,  7.75859e-08,  0.025028   ])
56296   , -1580.35    , array([ 1.48537    ,  0.0698301  ,  1.90339    ,  7.75859e-08,  0.025028   ])
56297   , -1580.48    , array([ 1.48685    ,  0.0698301  ,  1.90339    ,  7.75859e-08,  0.025028   ])
56298   , -1581.25    , array([ 1.48537    ,  0.0698999  ,  1.90339    ,  7.75859e-08,  0.025028   ])
56299   , -1580.35    , array([ 1.48537    ,  0.0698301  ,  1.9053     ,  7.75859e-08,  0.025028   ])
