12572   , -2342.29    , array([ 9.31165    ,  0.178138   ,  0.000318132,  6.09e-16   ])
12573   , -2342.29    , array([ 9.32096    ,  0.178138   ,  0.000318132,  6.09e-16   ])
12574   , -2342.29    , array([ 9.31165    ,  0.178316   ,  0.000318132,  6.09e-16   ])
12575   , -2342.29    , array([ 9.31165    ,  0.178138   ,  0.00031845 ,  6.09e-16   ])
12576   , -2342.29    , array([ 9.31165    ,  0.178138   ,  0.000318132,  6.09609e-16])
12577   , -2342.29    , array([ 9.31165    ,  0.178138   ,  0.000318132,  6.09e-16   ])
12578   , -2338.78    , array([ 8.25454    ,  0.178138   ,  0.000116709,  6.09e-16   ])
12579   , -2338.78    , array([ 8.25454    ,  0.178138   ,  0.000116709,  6.09e-16   ])
12580   , -2338.78    , array([ 8.2628     ,  0.178138   ,  0.000116709,  6.09e-16   ])
12581   , -2338.78    , array([ 8.25454    ,  0.178316   ,  0.000116709,  6.09e-16   ])
12582   , -2338.78    , array([ 8.25454    ,  0.178138   ,  0.000116825,  6.09e-16   ])
12583   , -2338.78    , array([ 8.25454    ,  0.178138   ,  0.000116709,  6.09609e-16])
12584   , -2337.91    , array([ 7.31239    ,  0.178138   ,  6.68125e-05,  6.09e-16   ])
12585   , -2337.91    , array([ 7.31239    ,  0.178138   ,  6.68125e-05,  6.09e-16   ])
12586   , -2337.91    , array([ 7.3197     ,  0.178138   ,  6.68125e-05,  6.09e-16   ])
12587   , -2337.91    , array([ 7.31239    ,  0.178316   ,  6.68125e-05,  6.09e-16   ])
12588   , -2337.91    , array([ 7.31239    ,  0.178138   ,  6.68794e-05,  6.09e-16   ])
12589   , -2337.91    , array([ 7.31239    ,  0.178138   ,  6.68125e-05,  6.09609e-16])
12590   , -2337.33    , array([ 5.93749    ,  0.178138   ,  3.26654e-05,  6.09e-16   ])
12591   , -2337.33    , array([ 5.93749    ,  0.178138   ,  3.26654e-05,  6.09e-16   ])
12592   , -2337.33    , array([ 5.94343    ,  0.178138   ,  3.26654e-05,  6.09e-16   ])
12593   , -2337.33    , array([ 5.93749    ,  0.178316   ,  3.26654e-05,  6.09e-16   ])
12594   , -2337.33    , array([ 5.93749    ,  0.178138   ,  3.26981e-05,  6.09e-16   ])
12595   , -2337.33    , array([ 5.93749    ,  0.178138   ,  3.26654e-05,  6.09609e-16])
12596   , -2337.06    , array([ 4.70604    ,  0.178138   ,  1.71276e-05,  6.09e-16   ])
12597   , -2337.06    , array([ 4.70604    ,  0.178138   ,  1.71276e-05,  6.09e-16   ])
12598   , -2337.06    , array([ 4.71075    ,  0.178138   ,  1.71276e-05,  6.09e-16   ])
12599   , -2337.06    , array([ 4.70604    ,  0.178316   ,  1.71276e-05,  6.09e-16   ])
12600   , -2337.06    , array([ 4.70604    ,  0.178138   ,  1.71447e-05,  6.09e-16   ])
12601   , -2337.06    , array([ 4.70604    ,  0.178138   ,  1.71276e-05,  6.09609e-16])
12602   , -2336.93    , array([ 3.57972    ,  0.178138   ,  8.84604e-06,  6.09e-16   ])
12603   , -2336.93    , array([ 3.57972    ,  0.178138   ,  8.84604e-06,  6.09e-16   ])
12604   , -2336.93    , array([ 3.5833     ,  0.178138   ,  8.84604e-06,  6.09e-16   ])
12605   , -2336.93    , array([ 3.57972    ,  0.178316   ,  8.84604e-06,  6.09e-16   ])
12606   , -2336.93    , array([ 3.57972    ,  0.178138   ,  8.85489e-06,  6.09e-16   ])
12607   , -2336.93    , array([ 3.57972    ,  0.178138   ,  8.84604e-06,  6.09609e-16])
12608   , -2336.86    , array([ 2.67131    ,  0.178138   ,  4.67034e-06,  6.09e-16   ])
12609   , -2336.86    , array([ 2.67131    ,  0.178138   ,  4.67034e-06,  6.09e-16   ])
12610   , -2336.86    , array([ 2.67398    ,  0.178138   ,  4.67034e-06,  6.09e-16   ])
12611   , -2336.86    , array([ 2.67131    ,  0.178316   ,  4.67034e-06,  6.09e-16   ])
12612   , -2336.86    , array([ 2.67131    ,  0.178138   ,  4.67502e-06,  6.09e-16   ])
12613   , -2336.86    , array([ 2.67131    ,  0.178138   ,  4.67034e-06,  6.09609e-16])
12614   , -2336.83    , array([ 1.96242    ,  0.178138   ,  2.50248e-06,  6.09e-16   ])
12615   , -2336.83    , array([ 1.96242    ,  0.178138   ,  2.50248e-06,  6.09e-16   ])
12616   , -2336.83    , array([ 1.96438    ,  0.178138   ,  2.50248e-06,  6.09e-16   ])
12617   , -2336.83    , array([ 1.96242    ,  0.178316   ,  2.50248e-06,  6.09e-16   ])
12618   , -2336.83    , array([ 1.96242    ,  0.178138   ,  2.50498e-06,  6.09e-16   ])
12619   , -2336.83    , array([ 1.96242    ,  0.178138   ,  2.50248e-06,  6.09609e-16])
12620   , -2336.81    , array([ 1.43516    ,  0.178138   ,  1.37845e-06,  6.09e-16   ])
12621   , -2336.81    , array([ 1.43516    ,  0.178138   ,  1.37845e-06,  6.09e-16   ])
12622   , -2336.81    , array([ 1.4366     ,  0.178138   ,  1.37845e-06,  6.09e-16   ])
12623   , -2336.81    , array([ 1.43516    ,  0.178316   ,  1.37845e-06,  6.09e-16   ])
12624   , -2336.81    , array([ 1.43516    ,  0.178138   ,  1.37983e-06,  6.09e-16   ])
12625   , -2336.81    , array([ 1.43516    ,  0.178138   ,  1.37845e-06,  6.09609e-16])
12626   , -2336.81    , array([ 1.05423    ,  0.178138   ,  7.88112e-07,  6.09e-16   ])
12627   , -2336.81    , array([ 1.05423    ,  0.178138   ,  7.88112e-07,  6.09e-16   ])
12628   , -2336.81    , array([ 1.05529    ,  0.178138   ,  7.88112e-07,  6.09e-16   ])
12629   , -2336.81    , array([ 1.05423    ,  0.178316   ,  7.88112e-07,  6.09e-16   ])
12630   , -2336.81    , array([ 1.05423    ,  0.178138   ,  7.889e-07  ,  6.09e-16   ])
12631   , -2336.81    , array([ 1.05423    ,  0.178138   ,  7.88112e-07,  6.09609e-16])
12632   , -2336.8     , array([ 0.787169   ,  0.178138   ,  4.75261e-07,  6.09e-16   ])
12633   , -2336.8     , array([ 0.787169   ,  0.178138   ,  4.75261e-07,  6.09e-16   ])
12634   , -2336.8     , array([ 0.787957   ,  0.178138   ,  4.75261e-07,  6.09e-16   ])
12635   , -2336.8     , array([ 0.787169   ,  0.178316   ,  4.75261e-07,  6.09e-16   ])
12636   , -2336.8     , array([ 0.787169   ,  0.178138   ,  4.75737e-07,  6.09e-16   ])
12637   , -2336.8     , array([ 0.787169   ,  0.178138   ,  4.75261e-07,  6.09609e-16])
12638   , -2336.8     , array([ 0.605221   ,  0.178138   ,  3.07789e-07,  6.09e-16   ])
12639   , -2336.8     , array([ 0.605221   ,  0.178138   ,  3.07789e-07,  6.09e-16   ])
12640   , -2336.8     , array([ 0.605826   ,  0.178138   ,  3.07789e-07,  6.09e-16   ])
12641   , -2336.8     , array([ 0.605221   ,  0.178316   ,  3.07789e-07,  6.09e-16   ])
12642   , -2336.8     , array([ 0.605221   ,  0.178138   ,  3.08097e-07,  6.09e-16   ])
