1313    , -54590.8    , array([ 1.83368    ,  0.430673   ,  7.68737e-51,  5.64721e-71,  0.590384   ])
1314    , -54579.9    , array([ 1.83551    ,  0.430673   ,  7.68737e-51,  5.64721e-71,  0.590384   ])
1315    , -54550.8    , array([ 1.83368    ,  0.431103   ,  7.68737e-51,  5.64721e-71,  0.590384   ])
1316    , -54590.8    , array([ 1.83368    ,  0.430673   ,  7.69506e-51,  5.64721e-71,  0.590384   ])
1317    , -54590.8    , array([ 1.83368    ,  0.430673   ,  7.68737e-51,  5.65286e-71,  0.590384   ])
1318    , -54658.9    , array([ 1.83368    ,  0.430673   ,  7.68737e-51,  5.64721e-71,  0.590975   ])
1319    , -54590.8    , array([ 1.83368    ,  0.430673   ,  7.68737e-51,  5.64721e-71,  0.590384   ])
1320    , -13048.6    , array([ 2.10521    ,  0.714709   ,  7.68737e-51,  5.64721e-71,  0.249124   ])
1321    , -13048.6    , array([ 2.10521    ,  0.714709   ,  7.68737e-51,  5.64721e-71,  0.249124   ])
1322    , -13045.2    , array([ 2.10731    ,  0.714709   ,  7.68737e-51,  5.64721e-71,  0.249124   ])
1323    , -13050.9    , array([ 2.10521    ,  0.715424   ,  7.68737e-51,  5.64721e-71,  0.249124   ])
1324    , -13048.6    , array([ 2.10521    ,  0.714709   ,  7.69506e-51,  5.64721e-71,  0.249124   ])
1325    , -13048.6    , array([ 2.10521    ,  0.714709   ,  7.68737e-51,  5.65286e-71,  0.249124   ])
1326    , -13061.4    , array([ 2.10521    ,  0.714709   ,  7.68737e-51,  5.64721e-71,  0.249374   ])
1334    , -13036.9    , array([ 2.1058     ,  0.714048   ,  7.68737e-51,  5.64721e-71,  0.248957   ])
1335    , -13036.9    , array([ 2.1058     ,  0.714048   ,  7.68737e-51,  5.64721e-71,  0.248957   ])
1336    , -13033.5    , array([ 2.1079     ,  0.714048   ,  7.68737e-51,  5.64721e-71,  0.248957   ])
1337    , -13039.2    , array([ 2.1058     ,  0.714762   ,  7.68737e-51,  5.64721e-71,  0.248957   ])
1338    , -13036.9    , array([ 2.1058     ,  0.714048   ,  7.69506e-51,  5.64721e-71,  0.248957   ])
1339    , -13036.9    , array([ 2.1058     ,  0.714048   ,  7.68737e-51,  5.65286e-71,  0.248957   ])
1340    , -13049.7    , array([ 2.1058     ,  0.714048   ,  7.68737e-51,  5.64721e-71,  0.249206   ])
1341    , -6338.53    , array([ 2.74547    ,  0.296786   ,  7.68737e-51,  5.64721e-71,  0.131764   ])
1342    , -6338.53    , array([ 2.74547    ,  0.296786   ,  7.68737e-51,  5.64721e-71,  0.131764   ])
1343    , -6338.84    , array([ 2.74822    ,  0.296786   ,  7.68737e-51,  5.64721e-71,  0.131764   ])
1344    , -6333.91    , array([ 2.74547    ,  0.297083   ,  7.68737e-51,  5.64721e-71,  0.131764   ])
1345    , -6338.53    , array([ 2.74547    ,  0.296786   ,  7.69506e-51,  5.64721e-71,  0.131764   ])
1346    , -6338.53    , array([ 2.74547    ,  0.296786   ,  7.68737e-51,  5.65286e-71,  0.131764   ])
1347    , -6350.06    , array([ 2.74547    ,  0.296786   ,  7.68737e-51,  5.64721e-71,  0.131896   ])
1348    , -26914.2    , array([ 0.0720432  ,  0.0607101  ,  7.68737e-51,  5.64721e-71,  0.0237493  ])
1349    , -26914.2    , array([ 0.0720432  ,  0.0607101  ,  7.68737e-51,  5.64721e-71,  0.0237493  ])
1350    , -26882.5    , array([ 0.0721153  ,  0.0607101  ,  7.68737e-51,  5.64721e-71,  0.0237493  ])
1351    , -26917.3    , array([ 0.0720432  ,  0.0607709  ,  7.68737e-51,  5.64721e-71,  0.0237493  ])
1352    , -26914.2    , array([ 0.0720432  ,  0.0607101  ,  7.69506e-51,  5.64721e-71,  0.0237493  ])
1353    , -26914.2    , array([ 0.0720432  ,  0.0607101  ,  7.68737e-51,  5.65286e-71,  0.0237493  ])
1354    , -26939.4    , array([ 0.0720432  ,  0.0607101  ,  7.68737e-51,  5.64721e-71,  0.0237731  ])
1355    , -4711.81    , array([ 1.20024    ,  0.206919   ,  7.68737e-51,  5.64721e-71,  0.0892608  ])
1356    , -4711.81    , array([ 1.20024    ,  0.206919   ,  7.68737e-51,  5.64721e-71,  0.0892608  ])
1357    , -4709.23    , array([ 1.20144    ,  0.206919   ,  7.68737e-51,  5.64721e-71,  0.0892608  ])
1358    , -4707.52    , array([ 1.20024    ,  0.207126   ,  7.68737e-51,  5.64721e-71,  0.0892608  ])
1359    , -4711.81    , array([ 1.20024    ,  0.206919   ,  7.69506e-51,  5.64721e-71,  0.0892608  ])
1360    , -4711.81    , array([ 1.20024    ,  0.206919   ,  7.68737e-51,  5.65286e-71,  0.0892608  ])
1361    , -4721.67    , array([ 1.20024    ,  0.206919   ,  7.68737e-51,  5.64721e-71,  0.0893501  ])
1362    , -2517.44    , array([ 1.39922    ,  0.153392   ,  7.68737e-51,  5.64721e-71,  0.0586015  ])
1363    , -2517.44    , array([ 1.39922    ,  0.153392   ,  7.68737e-51,  5.64721e-71,  0.0586015  ])
1364    , -2516.72    , array([ 1.40062    ,  0.153392   ,  7.68737e-51,  5.64721e-71,  0.0586015  ])
1365    , -2516.14    , array([ 1.39922    ,  0.153546   ,  7.68737e-51,  5.64721e-71,  0.0586015  ])
1366    , -2517.44    , array([ 1.39922    ,  0.153392   ,  7.69506e-51,  5.64721e-71,  0.0586015  ])
1367    , -2517.44    , array([ 1.39922    ,  0.153392   ,  7.68737e-51,  5.65286e-71,  0.0586015  ])
1368    , -2521.22    , array([ 1.39922    ,  0.153392   ,  7.68737e-51,  5.64721e-71,  0.0586601  ])
1369    , -1852.69    , array([ 1.32877    ,  0.111023   ,  7.68737e-51,  5.64721e-71,  0.0396492  ])
1370    , -1852.69    , array([ 1.32877    ,  0.111023   ,  7.68737e-51,  5.64721e-71,  0.0396492  ])
1371    , -1852.35    , array([ 1.3301     ,  0.111023   ,  7.68737e-51,  5.64721e-71,  0.0396492  ])
1372    , -1853.04    , array([ 1.32877    ,  0.111134   ,  7.68737e-51,  5.64721e-71,  0.0396492  ])
1373    , -1852.69    , array([ 1.32877    ,  0.111023   ,  7.69506e-51,  5.64721e-71,  0.0396492  ])
1374    , -1852.69    , array([ 1.32877    ,  0.111023   ,  7.68737e-51,  5.65286e-71,  0.0396492  ])
1375    , -1853.4     , array([ 1.32877    ,  0.111023   ,  7.68737e-51,  5.64721e-71,  0.0396888  ])
1376    , -1675.73    , array([ 1.30965    ,  0.0853406  ,  7.68737e-51,  5.64721e-71,  0.030438   ])
1377    , -1675.73    , array([ 1.30965    ,  0.0853406  ,  7.68737e-51,  5.64721e-71,  0.030438   ])
1378    , -1675.57    , array([ 1.31096    ,  0.0853406  ,  7.68737e-51,  5.64721e-71,  0.030438   ])
1379    , -1675.96    , array([ 1.30965    ,  0.085426   ,  7.68737e-51,  5.64721e-71,  0.030438   ])
1380    , -1675.73    , array([ 1.30965    ,  0.0853406  ,  7.69506e-51,  5.64721e-71,  0.030438   ])
1381    , -1675.73    , array([ 1.30965    ,  0.0853406  ,  7.68737e-51,  5.65286e-71,  0.030438   ])
1382    , -1675.91    , array([ 1.30965    ,  0.0853406  ,  7.68737e-51,  5.64721e-71,  0.0304684  ])
1383    , -1637.78    , array([ 1.31522    ,  0.0723276  ,  7.68737e-51,  5.64721e-71,  0.0259034  ])
1384    , -1637.78    , array([ 1.31522    ,  0.0723276  ,  7.68737e-51,  5.64721e-71,  0.0259034  ])
1385    , -1637.7     , array([ 1.31654    ,  0.0723276  ,  7.68737e-51,  5.64721e-71,  0.0259034  ])
1386    , -1637.79    , array([ 1.31522    ,  0.0724     ,  7.68737e-51,  5.64721e-71,  0.0259034  ])
1387    , -1637.78    , array([ 1.31522    ,  0.0723276  ,  7.69506e-51,  5.64721e-71,  0.0259034  ])
1388    , -1637.78    , array([ 1.31522    ,  0.0723276  ,  7.68737e-51,  5.65286e-71,  0.0259034  ])
1389    , -1637.9     , array([ 1.31522    ,  0.0723276  ,  7.68737e-51,  5.64721e-71,  0.0259293  ])
1390    , -1634.27    , array([ 1.33148    ,  0.0677376  ,  7.68737e-51,  5.64721e-71,  0.0242494  ])
1391    , -1634.27    , array([ 1.33148    ,  0.0677376  ,  7.68737e-51,  5.64721e-71,  0.0242494  ])
1392    , -1634.23    , array([ 1.33282    ,  0.0677376  ,  7.68737e-51,  5.64721e-71,  0.0242494  ])
1393    , -1634.26    , array([ 1.33148    ,  0.0678054  ,  7.68737e-51,  5.64721e-71,  0.0242494  ])
1394    , -1634.27    , array([ 1.33148    ,  0.0677376  ,  7.69506e-51,  5.64721e-71,  0.0242494  ])
1395    , -1634.27    , array([ 1.33148    ,  0.0677376  ,  7.68737e-51,  5.65286e-71,  0.0242494  ])
1396    , -1634.31    , array([ 1.33148    ,  0.0677376  ,  7.68737e-51,  5.64721e-71,  0.0242736  ])
1397    , -1634.07    , array([ 1.34934    ,  0.0666309  ,  7.68737e-51,  5.64721e-71,  0.0238425  ])
1398    , -1634.07    , array([ 1.34934    ,  0.0666309  ,  7.68737e-51,  5.64721e-71,  0.0238425  ])
1399    , -1634.03    , array([ 1.35069    ,  0.0666309  ,  7.68737e-51,  5.64721e-71,  0.0238425  ])
1400    , -1634.06    , array([ 1.34934    ,  0.0666976  ,  7.68737e-51,  5.64721e-71,  0.0238425  ])
1401    , -1634.07    , array([ 1.34934    ,  0.0666309  ,  7.69506e-51,  5.64721e-71,  0.0238425  ])
1402    , -1634.07    , array([ 1.34934    ,  0.0666309  ,  7.68737e-51,  5.65286e-71,  0.0238425  ])
1403    , -1634.07    , array([ 1.34934    ,  0.0666309  ,  7.68737e-51,  5.64721e-71,  0.0238664  ])
1404    , -1633.81    , array([ 1.36701    ,  0.0664253  ,  7.68737e-51,  5.64721e-71,  0.0237675  ])
1405    , -1633.81    , array([ 1.36701    ,  0.0664253  ,  7.68737e-51,  5.64721e-71,  0.0237675  ])
1406    , -1633.78    , array([ 1.36838    ,  0.0664253  ,  7.68737e-51,  5.64721e-71,  0.0237675  ])
1407    , -1633.8     , array([ 1.36701    ,  0.0664918  ,  7.68737e-51,  5.64721e-71,  0.0237675  ])
1408    , -1633.81    , array([ 1.36701    ,  0.0664253  ,  7.69506e-51,  5.64721e-71,  0.0237675  ])
1409    , -1633.81    , array([ 1.36701    ,  0.0664253  ,  7.68737e-51,  5.65286e-71,  0.0237675  ])
1410    , -1633.8     , array([ 1.36701    ,  0.0664253  ,  7.68737e-51,  5.64721e-71,  0.0237913  ])
1411    , -1633.32    , array([ 1.39549    ,  0.0665894  ,  7.68737e-51,  5.64721e-71,  0.0238301  ])
1412    , -1633.32    , array([ 1.39549    ,  0.0665894  ,  7.68737e-51,  5.64721e-71,  0.0238301  ])
1413    , -1633.31    , array([ 1.39688    ,  0.0665894  ,  7.68737e-51,  5.64721e-71,  0.0238301  ])
1414    , -1633.32    , array([ 1.39549    ,  0.066656   ,  7.68737e-51,  5.64721e-71,  0.0238301  ])
1415    , -1633.32    , array([ 1.39549    ,  0.0665894  ,  7.69506e-51,  5.64721e-71,  0.0238301  ])
1416    , -1633.32    , array([ 1.39549    ,  0.0665894  ,  7.68737e-51,  5.65286e-71,  0.0238301  ])
1417    , -1633.31    , array([ 1.39549    ,  0.0665894  ,  7.68737e-51,  5.64721e-71,  0.023854   ])
1418    , -1632.74    , array([ 1.43407    ,  0.0672576  ,  7.68737e-51,  5.64721e-71,  0.0240803  ])
1419    , -1632.74    , array([ 1.43407    ,  0.0672576  ,  7.68737e-51,  5.64721e-71,  0.0240803  ])
1420    , -1632.74    , array([ 1.43551    ,  0.0672576  ,  7.68737e-51,  5.64721e-71,  0.0240803  ])
1421    , -1632.74    , array([ 1.43407    ,  0.0673249  ,  7.68737e-51,  5.64721e-71,  0.0240803  ])
1422    , -1632.74    , array([ 1.43407    ,  0.0672576  ,  7.69506e-51,  5.64721e-71,  0.0240803  ])
1423    , -1632.74    , array([ 1.43407    ,  0.0672576  ,  7.68737e-51,  5.65286e-71,  0.0240803  ])
