68146   , -79089.4    , array([ 1.0976     ,  3.57483    ,  0.803051   ,  3.6163e-18 ,  8.52979e-10])
68147   , -79089.4    , array([ 1.0987     ,  3.57483    ,  0.803051   ,  3.6163e-18 ,  8.52979e-10])
68148   , -79089.4    , array([ 1.0976     ,  3.57841    ,  0.803051   ,  3.6163e-18 ,  8.52979e-10])
68149   , -79089.4    , array([ 1.0976     ,  3.57483    ,  0.803854   ,  3.6163e-18 ,  8.52979e-10])
68150   , -79089.4    , array([ 1.0976     ,  3.57483    ,  0.803051   ,  3.61992e-18,  8.52979e-10])
68151   , -79089.4    , array([ 1.0976     ,  3.57483    ,  0.803051   ,  3.6163e-18 ,  8.53833e-10])
68152   , -79089.4    , array([ 1.0976     ,  3.57483    ,  0.803051   ,  3.6163e-18 ,  8.52979e-10])
68153   , -79089.4    , array([ 1.09692    ,  3.57383    ,  0.803053   ,  3.6163e-18 ,  8.53763e-10])
68154   , -79089.4    , array([ 1.09692    ,  3.57383    ,  0.803053   ,  3.6163e-18 ,  8.53763e-10])
68155   , -79089.4    , array([ 1.09801    ,  3.57383    ,  0.803053   ,  3.6163e-18 ,  8.53763e-10])
68156   , -79089.4    , array([ 1.09692    ,  3.57741    ,  0.803053   ,  3.6163e-18 ,  8.53763e-10])
68157   , -79089.4    , array([ 1.09692    ,  3.57383    ,  0.803856   ,  3.6163e-18 ,  8.53763e-10])
68158   , -79089.4    , array([ 1.09692    ,  3.57383    ,  0.803053   ,  3.61992e-18,  8.53763e-10])
68159   , -79089.4    , array([ 1.09692    ,  3.57383    ,  0.803053   ,  3.6163e-18 ,  8.54617e-10])
68160   , -79089.4    , array([ 1.0942     ,  3.56983    ,  0.803061   ,  3.6163e-18 ,  8.56902e-10])
68161   , -79089.4    , array([ 1.0942     ,  3.56983    ,  0.803061   ,  3.6163e-18 ,  8.56902e-10])
68162   , -79089.4    , array([ 1.09529    ,  3.56983    ,  0.803061   ,  3.6163e-18 ,  8.56902e-10])
68163   , -79089.4    , array([ 1.0942     ,  3.5734     ,  0.803061   ,  3.6163e-18 ,  8.56902e-10])
68164   , -79089.4    , array([ 1.0942     ,  3.56983    ,  0.803864   ,  3.6163e-18 ,  8.56902e-10])
68165   , -79089.4    , array([ 1.0942     ,  3.56983    ,  0.803061   ,  3.61992e-18,  8.56902e-10])
68166   , -79089.4    , array([ 1.0942     ,  3.56983    ,  0.803061   ,  3.6163e-18 ,  8.57759e-10])
68167   , -79089.4    , array([ 1.08339    ,  3.55386    ,  0.803092   ,  3.6163e-18 ,  8.69576e-10])
68168   , -79089.4    , array([ 1.08339    ,  3.55386    ,  0.803092   ,  3.6163e-18 ,  8.69576e-10])
68169   , -79089.4    , array([ 1.08447    ,  3.55386    ,  0.803092   ,  3.6163e-18 ,  8.69576e-10])
68170   , -79089.4    , array([ 1.08339    ,  3.55742    ,  0.803092   ,  3.6163e-18 ,  8.69576e-10])
68171   , -79089.4    , array([ 1.08339    ,  3.55386    ,  0.803896   ,  3.6163e-18 ,  8.69576e-10])
68172   , -79089.4    , array([ 1.08339    ,  3.55386    ,  0.803092   ,  3.61992e-18,  8.69576e-10])
68173   , -79089.4    , array([ 1.08339    ,  3.55386    ,  0.803092   ,  3.6163e-18 ,  8.70446e-10])
68174   , -79089.4    , array([ 1.0412     ,  3.4907     ,  0.803219   ,  3.6163e-18 ,  9.22175e-10])
68175   , -79089.4    , array([ 1.0412     ,  3.4907     ,  0.803219   ,  3.6163e-18 ,  9.22175e-10])
68176   , -79089.4    , array([ 1.04225    ,  3.4907     ,  0.803219   ,  3.6163e-18 ,  9.22175e-10])
68177   , -79089.4    , array([ 1.0412     ,  3.4942     ,  0.803219   ,  3.6163e-18 ,  9.22175e-10])
