255942  , -62719.8    , array([ 0.659389   ,  0.467576   ,  0.547799   ,  3.30536e-18,  0.00522443 ])
256006  , -4205.17    , array([ 0.450723   ,  0.0948487  ,  0.550182   ,  3.30536e-18,  0.0395028  ])
256007  , -4200.03    , array([ 0.451174   ,  0.0948487  ,  0.550182   ,  3.30536e-18,  0.0395028  ])
256008  , -4201.69    , array([ 0.450723   ,  0.0949436  ,  0.550182   ,  3.30536e-18,  0.0395028  ])
256009  , -4204.82    , array([ 0.450723   ,  0.0948487  ,  0.550732   ,  3.30536e-18,  0.0395028  ])
256010  , -4205.17    , array([ 0.450723   ,  0.0948487  ,  0.550182   ,  3.30867e-18,  0.0395028  ])
256011  , -4212.76    , array([ 0.450723   ,  0.0948487  ,  0.550182   ,  3.30536e-18,  0.0395424  ])
256012  , -4205.16    , array([ 0.450727   ,  0.0948496  ,  0.550187   ,  3.30536e-18,  0.0395032  ])
256013  , -4205.16    , array([ 0.450727   ,  0.0948496  ,  0.550187   ,  3.30536e-18,  0.0395032  ])
256014  , -4200.03    , array([ 0.451178   ,  0.0948496  ,  0.550187   ,  3.30536e-18,  0.0395032  ])
256015  , -4201.68    , array([ 0.450727   ,  0.0949445  ,  0.550187   ,  3.30536e-18,  0.0395032  ])
256016  , -4204.82    , array([ 0.450727   ,  0.0948496  ,  0.550738   ,  3.30536e-18,  0.0395032  ])
256017  , -4205.16    , array([ 0.450727   ,  0.0948496  ,  0.550187   ,  3.30867e-18,  0.0395032  ])
256018  , -4212.75    , array([ 0.450727   ,  0.0948496  ,  0.550187   ,  3.30536e-18,  0.0395427  ])
256019  , -3716.27    , array([ 1.51585    ,  0.353448   ,  2.38643    ,  3.30536e-18,  0.152191   ])
256020  , -3716.27    , array([ 1.51585    ,  0.353448   ,  2.38643    ,  3.30536e-18,  0.152191   ])
256021  , -3716.3     , array([ 1.51737    ,  0.353448   ,  2.38643    ,  3.30536e-18,  0.152191   ])
256022  , -3719.16    , array([ 1.51585    ,  0.353802   ,  2.38643    ,  3.30536e-18,  0.152191   ])
256023  , -3714.96    , array([ 1.51585    ,  0.353448   ,  2.38882    ,  3.30536e-18,  0.152191   ])
256024  , -3716.27    , array([ 1.51585    ,  0.353448   ,  2.38643    ,  3.30867e-18,  0.152191   ])
256025  , -3717.26    , array([ 1.51585    ,  0.353448   ,  2.38643    ,  3.30536e-18,  0.152343   ])
256026  , -3932.28    , array([ 0.607066   ,  0.131007   ,  0.788789   ,  3.30536e-18,  0.0550102  ])
256027  , -3932.28    , array([ 0.607066   ,  0.131007   ,  0.788789   ,  3.30536e-18,  0.0550102  ])
256028  , -3927.69    , array([ 0.607673   ,  0.131007   ,  0.788789   ,  3.30536e-18,  0.0550102  ])
256029  , -3929.27    , array([ 0.607066   ,  0.131138   ,  0.788789   ,  3.30536e-18,  0.0550102  ])
256030  , -3931.62    , array([ 0.607066   ,  0.131007   ,  0.789579   ,  3.30536e-18,  0.0550102  ])
256031  , -3932.28    , array([ 0.607066   ,  0.131007   ,  0.788789   ,  3.30867e-18,  0.0550102  ])
256032  , -3939.25    , array([ 0.607066   ,  0.131007   ,  0.788789   ,  3.30536e-18,  0.0550653  ])
256033  , -3460.14    , array([ 1.12101    ,  0.254799   ,  1.65659    ,  3.30536e-18,  0.108808   ])
256034  , -3460.14    , array([ 1.12101    ,  0.254799   ,  1.65659    ,  3.30536e-18,  0.108808   ])
256035  , -3458.01    , array([ 1.12213    ,  0.254799   ,  1.65659    ,  3.30536e-18,  0.108808   ])
256036  , -3459.9     , array([ 1.12101    ,  0.255054   ,  1.65659    ,  3.30536e-18,  0.108808   ])
256037  , -3458.47    , array([ 1.12101    ,  0.254799   ,  1.65824    ,  3.30536e-18,  0.108808   ])
256038  , -3460.14    , array([ 1.12101    ,  0.254799   ,  1.65659    ,  3.30867e-18,  0.108808   ])
256039  , -3463.9     , array([ 1.12101    ,  0.254799   ,  1.65659    ,  3.30536e-18,  0.108917   ])
256047  , -3460.14    , array([ 1.12102    ,  0.2548     ,  1.6566     ,  3.30536e-18,  0.108809   ])
256048  , -3460.14    , array([ 1.12102    ,  0.2548     ,  1.6566     ,  3.30536e-18,  0.108809   ])
256049  , -3458       , array([ 1.12214    ,  0.2548     ,  1.6566     ,  3.30536e-18,  0.108809   ])
256050  , -3459.89    , array([ 1.12102    ,  0.255055   ,  1.6566     ,  3.30536e-18,  0.108809   ])
256051  , -3458.46    , array([ 1.12102    ,  0.2548     ,  1.65825    ,  3.30536e-18,  0.108809   ])
256052  , -3460.14    , array([ 1.12102    ,  0.2548     ,  1.6566     ,  3.30867e-18,  0.108809   ])
256053  , -3463.9     , array([ 1.12102    ,  0.2548     ,  1.6566     ,  3.30536e-18,  0.108918   ])
256054  , -3460.13    , array([ 1.12103    ,  0.254802   ,  1.65662    ,  3.30536e-18,  0.10881    ])
256055  , -3460.13    , array([ 1.12103    ,  0.254802   ,  1.65662    ,  3.30536e-18,  0.10881    ])
256056  , -3458       , array([ 1.12215    ,  0.254802   ,  1.65662    ,  3.30536e-18,  0.10881    ])
256057  , -3459.88    , array([ 1.12103    ,  0.255057   ,  1.65662    ,  3.30536e-18,  0.10881    ])
256058  , -3458.46    , array([ 1.12103    ,  0.254802   ,  1.65827    ,  3.30536e-18,  0.10881    ])
256059  , -3460.13    , array([ 1.12103    ,  0.254802   ,  1.65662    ,  3.30867e-18,  0.10881    ])
256060  , -3463.89    , array([ 1.12103    ,  0.254802   ,  1.65662    ,  3.30536e-18,  0.108919   ])
256061  , -12045.9    , array([ 2.42864    ,  0.589516   ,  5.99861    ,  3.30536e-18,  0.258557   ])
256062  , -12045.9    , array([ 2.42864    ,  0.589516   ,  5.99861    ,  3.30536e-18,  0.258557   ])
256063  , -12051.5    , array([ 2.43107    ,  0.589516   ,  5.99861    ,  3.30536e-18,  0.258557   ])
256064  , -12061.4    , array([ 2.42864    ,  0.590105   ,  5.99861    ,  3.30536e-18,  0.258557   ])
256065  , -12057.9    , array([ 2.42864    ,  0.589516   ,  6.00461    ,  3.30536e-18,  0.258557   ])
256066  , -12045.9    , array([ 2.42864    ,  0.589516   ,  5.99861    ,  3.30867e-18,  0.258557   ])
256067  , -12044.8    , array([ 2.42864    ,  0.589516   ,  5.99861    ,  3.30536e-18,  0.258816   ])
256068  , -3372.41    , array([ 1.2722     ,  0.292291   ,  2.04488    ,  3.30536e-18,  0.125365   ])
256069  , -3372.41    , array([ 1.2722     ,  0.292291   ,  2.04488    ,  3.30536e-18,  0.125365   ])
256070  , -3371.21    , array([ 1.27348    ,  0.292291   ,  2.04488    ,  3.30536e-18,  0.125365   ])
256071  , -3373.47    , array([ 1.2722     ,  0.292583   ,  2.04488    ,  3.30536e-18,  0.125365   ])
256072  , -3370.74    , array([ 1.2722     ,  0.292291   ,  2.04693    ,  3.30536e-18,  0.125365   ])
256073  , -3372.41    , array([ 1.2722     ,  0.292291   ,  2.04488    ,  3.30867e-18,  0.125365   ])
256074  , -3374.77    , array([ 1.2722     ,  0.292291   ,  2.04488    ,  3.30536e-18,  0.125491   ])
256075  , -3201.74    , array([ 1.25217    ,  0.279761   ,  2.07959    ,  3.30536e-18,  0.119058   ])
256076  , -3201.74    , array([ 1.25217    ,  0.279761   ,  2.07959    ,  3.30536e-18,  0.119058   ])
256077  , -3200.55    , array([ 1.25342    ,  0.279761   ,  2.07959    ,  3.30536e-18,  0.119058   ])
256078  , -3202.77    , array([ 1.25217    ,  0.280041   ,  2.07959    ,  3.30536e-18,  0.119058   ])
256079  , -3200.16    , array([ 1.25217    ,  0.279761   ,  2.08167    ,  3.30536e-18,  0.119058   ])
256080  , -3201.74    , array([ 1.25217    ,  0.279761   ,  2.07959    ,  3.30867e-18,  0.119058   ])
256081  , -3203.93    , array([ 1.25217    ,  0.279761   ,  2.07959    ,  3.30536e-18,  0.119177   ])
256082  , -2622.78    , array([ 1.17512    ,  0.234788   ,  2.22442    ,  3.30536e-18,  0.0968453  ])
256083  , -2622.78    , array([ 1.17512    ,  0.234788   ,  2.22442    ,  3.30536e-18,  0.0968453  ])
256084  , -2621.67    , array([ 1.17629    ,  0.234788   ,  2.22442    ,  3.30536e-18,  0.0968453  ])
256085  , -2623.79    , array([ 1.17512    ,  0.235023   ,  2.22442    ,  3.30536e-18,  0.0968453  ])
256086  , -2621.57    , array([ 1.17512    ,  0.234788   ,  2.22664    ,  3.30536e-18,  0.0968453  ])
256087  , -2622.78    , array([ 1.17512    ,  0.234788   ,  2.22442    ,  3.30867e-18,  0.0968453  ])
256088  , -2624.3     , array([ 1.17512    ,  0.234788   ,  2.22442    ,  3.30536e-18,  0.0969422  ])
256089  , -1651.86    , array([ 1.15465    ,  0.155886   ,  3.22368    ,  3.30536e-18,  0.062406   ])
256090  , -1651.86    , array([ 1.15465    ,  0.155886   ,  3.22368    ,  3.30536e-18,  0.062406   ])
256091  , -1651.62    , array([ 1.1558     ,  0.155886   ,  3.22368    ,  3.30536e-18,  0.062406   ])
256092  , -1652.84    , array([ 1.15465    ,  0.156042   ,  3.22368    ,  3.30536e-18,  0.062406   ])
256093  , -1651.44    , array([ 1.15465    ,  0.155886   ,  3.22691    ,  3.30536e-18,  0.062406   ])
256094  , -1651.86    , array([ 1.15465    ,  0.155886   ,  3.22368    ,  3.30867e-18,  0.062406   ])
256095  , -1651.82    , array([ 1.15465    ,  0.155886   ,  3.22368    ,  3.30536e-18,  0.0624685  ])
256096  , -1458.58    , array([ 1.12828    ,  0.118947   ,  3.73467    ,  3.30536e-18,  0.0476759  ])
256097  , -1458.58    , array([ 1.12828    ,  0.118947   ,  3.73467    ,  3.30536e-18,  0.0476759  ])
256098  , -1458.51    , array([ 1.12941    ,  0.118947   ,  3.73467    ,  3.30536e-18,  0.0476759  ])
256099  , -1458.81    , array([ 1.12828    ,  0.119066   ,  3.73467    ,  3.30536e-18,  0.0476759  ])
256100  , -1458.36    , array([ 1.12828    ,  0.118947   ,  3.73841    ,  3.30536e-18,  0.0476759  ])
256101  , -1458.58    , array([ 1.12828    ,  0.118947   ,  3.73467    ,  3.30867e-18,  0.0476759  ])
256102  , -1458.62    , array([ 1.12828    ,  0.118947   ,  3.73467    ,  3.30536e-18,  0.0477236  ])
256103  , -1424.49    , array([ 1.15488    ,  0.107624   ,  4.43003    ,  3.30536e-18,  0.0432348  ])
256104  , -1424.49    , array([ 1.15488    ,  0.107624   ,  4.43003    ,  3.30536e-18,  0.0432348  ])
256105  , -1424.61    , array([ 1.15604    ,  0.107624   ,  4.43003    ,  3.30536e-18,  0.0432348  ])
256106  , -1424.75    , array([ 1.15488    ,  0.107732   ,  4.43003    ,  3.30536e-18,  0.0432348  ])
256107  , -1424.47    , array([ 1.15488    ,  0.107624   ,  4.43446    ,  3.30536e-18,  0.0432348  ])
256108  , -1424.49    , array([ 1.15488    ,  0.107624   ,  4.43003    ,  3.30867e-18,  0.0432348  ])
256109  , -1424.3     , array([ 1.15488    ,  0.107624   ,  4.43003    ,  3.30536e-18,  0.0432781  ])
256110  , -1423.12    , array([ 1.12195    ,  0.0997874  ,  4.389      ,  3.30536e-18,  0.0399929  ])
256111  , -1423.12    , array([ 1.12195    ,  0.0997874  ,  4.389      ,  3.30536e-18,  0.0399929  ])
256112  , -1423.19    , array([ 1.12308    ,  0.0997874  ,  4.389      ,  3.30536e-18,  0.0399929  ])
256113  , -1423.11    , array([ 1.12195    ,  0.0998873  ,  4.389      ,  3.30536e-18,  0.0399929  ])
256114  , -1423.07    , array([ 1.12195    ,  0.0997874  ,  4.39339    ,  3.30536e-18,  0.0399929  ])
256115  , -1423.12    , array([ 1.12195    ,  0.0997874  ,  4.389      ,  3.30867e-18,  0.0399929  ])
256116  , -1423.09    , array([ 1.12195    ,  0.0997874  ,  4.389      ,  3.30536e-18,  0.0400329  ])
256117  , -1422.38    , array([ 1.12469    ,  0.100349   ,  4.46627    ,  3.30536e-18,  0.0401943  ])
256118  , -1422.38    , array([ 1.12469    ,  0.100349   ,  4.46627    ,  3.30536e-18,  0.0401943  ])
256119  , -1422.47    , array([ 1.12581    ,  0.100349   ,  4.46627    ,  3.30536e-18,  0.0401943  ])
256120  , -1422.46    , array([ 1.12469    ,  0.100449   ,  4.46627    ,  3.30536e-18,  0.0401943  ])
256121  , -1422.36    , array([ 1.12469    ,  0.100349   ,  4.47074    ,  3.30536e-18,  0.0401943  ])
256122  , -1422.38    , array([ 1.12469    ,  0.100349   ,  4.46627    ,  3.30867e-18,  0.0401943  ])
256123  , -1422.28    , array([ 1.12469    ,  0.100349   ,  4.46627    ,  3.30536e-18,  0.0402345  ])
256124  , -1421.68    , array([ 1.12299    ,  0.100876   ,  4.53542    ,  3.30536e-18,  0.0404097  ])
256125  , -1421.68    , array([ 1.12299    ,  0.100876   ,  4.53542    ,  3.30536e-18,  0.0404097  ])
256126  , -1421.77    , array([ 1.12412    ,  0.100876   ,  4.53542    ,  3.30536e-18,  0.0404097  ])
256127  , -1421.81    , array([ 1.12299    ,  0.100977   ,  4.53542    ,  3.30536e-18,  0.0404097  ])
256128  , -1421.67    , array([ 1.12299    ,  0.100876   ,  4.53996    ,  3.30536e-18,  0.0404097  ])
256129  , -1421.68    , array([ 1.12299    ,  0.100876   ,  4.53542    ,  3.30867e-18,  0.0404097  ])
256130  , -1421.52    , array([ 1.12299    ,  0.100876   ,  4.53542    ,  3.30536e-18,  0.0404502  ])
256131  , -1420.24    , array([ 1.11379    ,  0.101728   ,  4.65475    ,  3.30536e-18,  0.0408043  ])
256132  , -1420.24    , array([ 1.11379    ,  0.101728   ,  4.65475    ,  3.30536e-18,  0.0408043  ])
256133  , -1420.34    , array([ 1.11491    ,  0.101728   ,  4.65475    ,  3.30536e-18,  0.0408043  ])
256134  , -1420.44    , array([ 1.11379    ,  0.10183    ,  4.65475    ,  3.30536e-18,  0.0408043  ])
256135  , -1420.25    , array([ 1.11379    ,  0.101728   ,  4.65941    ,  3.30536e-18,  0.0408043  ])
256136  , -1420.24    , array([ 1.11379    ,  0.101728   ,  4.65475    ,  3.30867e-18,  0.0408043  ])
256137  , -1420.03    , array([ 1.11379    ,  0.101728   ,  4.65475    ,  3.30536e-18,  0.0408451  ])
256138  , -1417.55    , array([ 1.0883     ,  0.103157   ,  4.86655    ,  3.30536e-18,  0.0415473  ])
256139  , -1417.55    , array([ 1.0883     ,  0.103157   ,  4.86655    ,  3.30536e-18,  0.0415473  ])
256140  , -1417.64    , array([ 1.08939    ,  0.103157   ,  4.86655    ,  3.30536e-18,  0.0415473  ])
256141  , -1417.83    , array([ 1.0883     ,  0.10326    ,  4.86655    ,  3.30536e-18,  0.0415473  ])
256142  , -1417.58    , array([ 1.0883     ,  0.103157   ,  4.87142    ,  3.30536e-18,  0.0415473  ])
256143  , -1417.55    , array([ 1.0883     ,  0.103157   ,  4.86655    ,  3.30867e-18,  0.0415473  ])
256144  , -1417.27    , array([ 1.0883     ,  0.103157   ,  4.86655    ,  3.30536e-18,  0.0415888  ])
256145  , -1413.95    , array([ 1.039      ,  0.104975   ,  5.15632    ,  3.30536e-18,  0.0426522  ])
256146  , -1413.95    , array([ 1.039      ,  0.104975   ,  5.15632    ,  3.30536e-18,  0.0426522  ])
256147  , -1414       , array([ 1.04004    ,  0.104975   ,  5.15632    ,  3.30536e-18,  0.0426522  ])
256148  , -1414.24    , array([ 1.039      ,  0.10508    ,  5.15632    ,  3.30536e-18,  0.0426522  ])
256149  , -1414       , array([ 1.039      ,  0.104975   ,  5.16147    ,  3.30536e-18,  0.0426522  ])
256150  , -1413.95    , array([ 1.039      ,  0.104975   ,  5.15632    ,  3.30867e-18,  0.0426522  ])
256151  , -1413.68    , array([ 1.039      ,  0.104975   ,  5.15632    ,  3.30536e-18,  0.0426949  ])
256152  , -1411.9     , array([ 1.00852    ,  0.105384   ,  5.23693    ,  3.30536e-18,  0.0431335  ])
256153  , -1411.9     , array([ 1.00852    ,  0.105384   ,  5.23693    ,  3.30536e-18,  0.0431335  ])
256154  , -1411.92    , array([ 1.00953    ,  0.105384   ,  5.23693    ,  3.30536e-18,  0.0431335  ])
256155  , -1412.07    , array([ 1.00852    ,  0.10549    ,  5.23693    ,  3.30536e-18,  0.0431335  ])
256156  , -1411.93    , array([ 1.00852    ,  0.105384   ,  5.24217    ,  3.30536e-18,  0.0431335  ])
256157  , -1411.9     , array([ 1.00852    ,  0.105384   ,  5.23693    ,  3.30867e-18,  0.0431335  ])
256158  , -1411.75    , array([ 1.00852    ,  0.105384   ,  5.23693    ,  3.30536e-18,  0.0431766  ])
256159  , -1411.35    , array([ 1.00334    ,  0.105232   ,  5.2127     ,  3.30536e-18,  0.0432906  ])
256160  , -1411.35    , array([ 1.00334    ,  0.105232   ,  5.2127     ,  3.30536e-18,  0.0432906  ])
256161  , -1411.35    , array([ 1.00434    ,  0.105232   ,  5.2127     ,  3.30536e-18,  0.0432906  ])
256162  , -1411.37    , array([ 1.00334    ,  0.105337   ,  5.2127     ,  3.30536e-18,  0.0432906  ])
256163  , -1411.35    , array([ 1.00334    ,  0.105232   ,  5.21792    ,  3.30536e-18,  0.0432906  ])
256164  , -1411.35    , array([ 1.00334    ,  0.105232   ,  5.2127     ,  3.30867e-18,  0.0432906  ])
256165  , -1411.33    , array([ 1.00334    ,  0.105232   ,  5.2127     ,  3.30536e-18,  0.0433339  ])
256166  , -1411.32    , array([ 1.00574    ,  0.105293   ,  5.20308    ,  3.30536e-18,  0.0433398  ])
256167  , -1411.32    , array([ 1.00574    ,  0.105293   ,  5.20308    ,  3.30536e-18,  0.0433398  ])
256168  , -1411.32    , array([ 1.00675    ,  0.105293   ,  5.20308    ,  3.30536e-18,  0.0433398  ])
256169  , -1411.32    , array([ 1.00574    ,  0.105398   ,  5.20308    ,  3.30536e-18,  0.0433398  ])
256170  , -1411.32    , array([ 1.00574    ,  0.105293   ,  5.20829    ,  3.30536e-18,  0.0433398  ])
256171  , -1411.32    , array([ 1.00574    ,  0.105293   ,  5.20308    ,  3.30867e-18,  0.0433398  ])
256172  , -1411.32    , array([ 1.00574    ,  0.105293   ,  5.20308    ,  3.30536e-18,  0.0433832  ])
256173  , -1411.31    , array([ 1.00604    ,  0.105319   ,  5.20195    ,  3.30536e-18,  0.0433517  ])
256174  , -1411.31    , array([ 1.00604    ,  0.105319   ,  5.20195    ,  3.30536e-18,  0.0433517  ])
256175  , -1411.31    , array([ 1.00705    ,  0.105319   ,  5.20195    ,  3.30536e-18,  0.0433517  ])
256176  , -1411.31    , array([ 1.00604    ,  0.105425   ,  5.20195    ,  3.30536e-18,  0.0433517  ])
256177  , -1411.31    , array([ 1.00604    ,  0.105319   ,  5.20716    ,  3.30536e-18,  0.0433517  ])
256178  , -1411.31    , array([ 1.00604    ,  0.105319   ,  5.20195    ,  3.30867e-18,  0.0433517  ])
256179  , -1411.31    , array([ 1.00604    ,  0.105319   ,  5.20195    ,  3.30536e-18,  0.0433951  ])
256180  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20203    ,  3.30536e-18,  0.0433523  ])
256181  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20203    ,  3.30536e-18,  0.0433523  ])
256182  , -1411.31    , array([ 1.00705    ,  0.10532    ,  5.20203    ,  3.30536e-18,  0.0433523  ])
256183  , -1411.31    , array([ 1.00605    ,  0.105426   ,  5.20203    ,  3.30536e-18,  0.0433523  ])
256184  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20723    ,  3.30536e-18,  0.0433523  ])
256185  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20203    ,  3.30867e-18,  0.0433523  ])
256186  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20203    ,  3.30536e-18,  0.0433957  ])
256187  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20203    ,  3.30536e-18,  0.0433524  ])
256188  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20203    ,  3.30536e-18,  0.0433524  ])
256189  , -1411.31    , array([ 1.00705    ,  0.10532    ,  5.20203    ,  3.30536e-18,  0.0433524  ])
256190  , -1411.31    , array([ 1.00605    ,  0.105426   ,  5.20203    ,  3.30536e-18,  0.0433524  ])
256191  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20724    ,  3.30536e-18,  0.0433524  ])
256192  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20203    ,  3.30867e-18,  0.0433524  ])
256193  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20203    ,  3.30536e-18,  0.0433957  ])
256194  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20204    ,  3.30536e-18,  0.0433523  ])
256195  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20204    ,  3.30536e-18,  0.0433523  ])
256196  , -1411.31    , array([ 1.00705    ,  0.10532    ,  5.20204    ,  3.30536e-18,  0.0433523  ])
256197  , -1411.31    , array([ 1.00605    ,  0.105426   ,  5.20204    ,  3.30536e-18,  0.0433523  ])
256198  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20724    ,  3.30536e-18,  0.0433523  ])
256199  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20204    ,  3.30867e-18,  0.0433523  ])
256200  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20204    ,  3.30536e-18,  0.0433957  ])
256201  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20203    ,  3.30536e-18,  0.0433524  ])
256202  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20203    ,  3.30536e-18,  0.0433524  ])
256203  , -1411.31    , array([ 1.00705    ,  0.10532    ,  5.20203    ,  3.30536e-18,  0.0433524  ])
256204  , -1411.31    , array([ 1.00605    ,  0.105426   ,  5.20203    ,  3.30536e-18,  0.0433524  ])
256205  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20724    ,  3.30536e-18,  0.0433524  ])
256206  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20203    ,  3.30867e-18,  0.0433524  ])
256207  , -1411.31    , array([ 1.00605    ,  0.10532    ,  5.20203    ,  3.30536e-18,  0.0433957  ])
