188104  , -42116.2    , array([ 0.0360786  ,  0.138543   ,  0.000416561,  7.57923e-57,  0.00339472 ])
188167  , -12522.3    , array([ 0.205562   ,  0.0832704  ,  0.00041663 ,  7.57923e-57,  0.038239   ])
188168  , -12522.3    , array([ 0.205562   ,  0.0832704  ,  0.00041663 ,  7.57923e-57,  0.038239   ])
188169  , -12506.7    , array([ 0.205768   ,  0.0832704  ,  0.00041663 ,  7.57923e-57,  0.038239   ])
188170  , -12517.8    , array([ 0.205562   ,  0.0833537  ,  0.00041663 ,  7.57923e-57,  0.038239   ])
188171  , -12522.3    , array([ 0.205562   ,  0.0832704  ,  0.000417047,  7.57923e-57,  0.038239   ])
188172  , -12522.3    , array([ 0.205562   ,  0.0832704  ,  0.00041663 ,  7.58681e-57,  0.038239   ])
188173  , -12540.5    , array([ 0.205562   ,  0.0832704  ,  0.00041663 ,  7.57923e-57,  0.0382773  ])
188174  , -18036.3    , array([ 1.40756    ,  0.602013   ,  0.000416747,  7.57923e-57,  0.281495   ])
188175  , -18036.3    , array([ 1.40756    ,  0.602013   ,  0.000416747,  7.57923e-57,  0.281495   ])
188176  , -18026.3    , array([ 1.40897    ,  0.602013   ,  0.000416747,  7.57923e-57,  0.281495   ])
188177  , -18032.5    , array([ 1.40756    ,  0.602615   ,  0.000416747,  7.57923e-57,  0.281495   ])
188178  , -18036.3    , array([ 1.40756    ,  0.602013   ,  0.000417164,  7.57923e-57,  0.281495   ])
188179  , -18036.3    , array([ 1.40756    ,  0.602013   ,  0.000416747,  7.58681e-57,  0.281495   ])
188180  , -18060.9    , array([ 1.40756    ,  0.602013   ,  0.000416747,  7.57923e-57,  0.281776   ])
188181  , -11927.6    , array([ 0.337305   ,  0.138562   ,  0.00041666 ,  7.57923e-57,  0.0639263  ])
188182  , -11927.6    , array([ 0.337305   ,  0.138562   ,  0.00041666 ,  7.57923e-57,  0.0639263  ])
188183  , -11913      , array([ 0.337643   ,  0.138562   ,  0.00041666 ,  7.57923e-57,  0.0639263  ])
188184  , -11923.1    , array([ 0.337305   ,  0.1387     ,  0.00041666 ,  7.57923e-57,  0.0639263  ])
188185  , -11927.6    , array([ 0.337305   ,  0.138562   ,  0.000417077,  7.57923e-57,  0.0639263  ])
188186  , -11927.6    , array([ 0.337305   ,  0.138562   ,  0.00041666 ,  7.58681e-57,  0.0639263  ])
188187  , -11945.7    , array([ 0.337305   ,  0.138562   ,  0.00041666 ,  7.57923e-57,  0.0639903  ])
188188  , -8698.67    , array([ 0.177931   ,  0.0613912  ,  0.0010789  ,  7.57923e-57,  0.0242911  ])
188189  , -8698.67    , array([ 0.177931   ,  0.0613912  ,  0.0010789  ,  7.57923e-57,  0.0242911  ])
188190  , -8687.04    , array([ 0.178109   ,  0.0613912  ,  0.0010789  ,  7.57923e-57,  0.0242911  ])
188191  , -8696.9     , array([ 0.177931   ,  0.0614526  ,  0.0010789  ,  7.57923e-57,  0.0242911  ])
188192  , -8698.67    , array([ 0.177931   ,  0.0613912  ,  0.00107997 ,  7.57923e-57,  0.0242911  ])
188193  , -8698.67    , array([ 0.177931   ,  0.0613912  ,  0.0010789  ,  7.58681e-57,  0.0242911  ])
188194  , -8710.46    , array([ 0.177931   ,  0.0613912  ,  0.0010789  ,  7.57923e-57,  0.0243154  ])
188195  , -7865.51    , array([ 1.43771    ,  0.441419   ,  0.0165765  ,  7.57923e-57,  0.147821   ])
188196  , -7865.51    , array([ 1.43771    ,  0.441419   ,  0.0165765  ,  7.57923e-57,  0.147821   ])
188197  , -7861.73    , array([ 1.43915    ,  0.441419   ,  0.0165765  ,  7.57923e-57,  0.147821   ])
188198  , -7868.34    , array([ 1.43771    ,  0.44186    ,  0.0165765  ,  7.57923e-57,  0.147821   ])
188199  , -7865.46    , array([ 1.43771    ,  0.441419   ,  0.016593   ,  7.57923e-57,  0.147821   ])
188200  , -7865.51    , array([ 1.43771    ,  0.441419   ,  0.0165765  ,  7.58681e-57,  0.147821   ])
188201  , -7872.92    , array([ 1.43771    ,  0.441419   ,  0.0165765  ,  7.57923e-57,  0.147969   ])
188202  , -6600.22    , array([ 0.388293   ,  0.128259   ,  0.00299312 ,  7.57923e-57,  0.0476835  ])
188203  , -6600.22    , array([ 0.388293   ,  0.128259   ,  0.00299312 ,  7.57923e-57,  0.0476835  ])
188204  , -6591.18    , array([ 0.388681   ,  0.128259   ,  0.00299312 ,  7.57923e-57,  0.0476835  ])
188205  , -6599.95    , array([ 0.388293   ,  0.128387   ,  0.00299312 ,  7.57923e-57,  0.0476835  ])
188206  , -6600.22    , array([ 0.388293   ,  0.128259   ,  0.00299612 ,  7.57923e-57,  0.0476835  ])
188207  , -6600.22    , array([ 0.388293   ,  0.128259   ,  0.00299312 ,  7.58681e-57,  0.0476835  ])
188208  , -6608.74    , array([ 0.388293   ,  0.128259   ,  0.00299312 ,  7.57923e-57,  0.0477312  ])
188209  , -2388.3     , array([ 0.507569   ,  0.111524   ,  5.41372    ,  7.57923e-57,  0.0384628  ])
188210  , -2388.3     , array([ 0.507569   ,  0.111524   ,  5.41372    ,  7.57923e-57,  0.0384628  ])
188211  , -2386       , array([ 0.508077   ,  0.111524   ,  5.41372    ,  7.57923e-57,  0.0384628  ])
188212  , -2392.67    , array([ 0.507569   ,  0.111636   ,  5.41372    ,  7.57923e-57,  0.0384628  ])
188213  , -2388.04    , array([ 0.507569   ,  0.111524   ,  5.41914    ,  7.57923e-57,  0.0384628  ])
188214  , -2388.3     , array([ 0.507569   ,  0.111524   ,  5.41372    ,  7.58681e-57,  0.0384628  ])
188215  , -2385.35    , array([ 0.507569   ,  0.111524   ,  5.41372    ,  7.57923e-57,  0.0385013  ])
188223  , -2388.18    , array([ 0.507574   ,  0.111524   ,  5.4159     ,  7.57923e-57,  0.0384626  ])
188224  , -2388.18    , array([ 0.507574   ,  0.111524   ,  5.4159     ,  7.57923e-57,  0.0384626  ])
188225  , -2385.88    , array([ 0.508081   ,  0.111524   ,  5.4159     ,  7.57923e-57,  0.0384626  ])
188226  , -2392.55    , array([ 0.507574   ,  0.111635   ,  5.4159     ,  7.57923e-57,  0.0384626  ])
188227  , -2387.92    , array([ 0.507574   ,  0.111524   ,  5.42132    ,  7.57923e-57,  0.0384626  ])
188228  , -2388.18    , array([ 0.507574   ,  0.111524   ,  5.4159     ,  7.58681e-57,  0.0384626  ])
188229  , -2385.23    , array([ 0.507574   ,  0.111524   ,  5.4159     ,  7.57923e-57,  0.0385011  ])
188230  , -2386.99    , array([ 0.507617   ,  0.11152    ,  5.43751    ,  7.57923e-57,  0.0384607  ])
188231  , -2386.99    , array([ 0.507617   ,  0.11152    ,  5.43751    ,  7.57923e-57,  0.0384607  ])
188232  , -2384.7     , array([ 0.508125   ,  0.11152    ,  5.43751    ,  7.57923e-57,  0.0384607  ])
188233  , -2391.37    , array([ 0.507617   ,  0.111632   ,  5.43751    ,  7.57923e-57,  0.0384607  ])
188234  , -2386.74    , array([ 0.507617   ,  0.11152    ,  5.44295    ,  7.57923e-57,  0.0384607  ])
188235  , -2386.99    , array([ 0.507617   ,  0.11152    ,  5.43751    ,  7.58681e-57,  0.0384607  ])
188236  , -2384.03    , array([ 0.507617   ,  0.11152    ,  5.43751    ,  7.57923e-57,  0.0384992  ])
188244  , -2386.96    , array([ 0.507619   ,  0.11152    ,  5.43804    ,  7.57923e-57,  0.0384607  ])
188245  , -2386.96    , array([ 0.507619   ,  0.11152    ,  5.43804    ,  7.57923e-57,  0.0384607  ])
188246  , -2384.67    , array([ 0.508126   ,  0.11152    ,  5.43804    ,  7.57923e-57,  0.0384607  ])
188247  , -2391.35    , array([ 0.507619   ,  0.111632   ,  5.43804    ,  7.57923e-57,  0.0384607  ])
188248  , -2386.71    , array([ 0.507619   ,  0.11152    ,  5.44348    ,  7.57923e-57,  0.0384607  ])
188249  , -2386.96    , array([ 0.507619   ,  0.11152    ,  5.43804    ,  7.58681e-57,  0.0384607  ])
188250  , -2384       , array([ 0.507619   ,  0.11152    ,  5.43804    ,  7.57923e-57,  0.0384991  ])
188251  , -2386.68    , array([ 0.507629   ,  0.11152    ,  5.44329    ,  7.57923e-57,  0.0384602  ])
188252  , -2386.68    , array([ 0.507629   ,  0.11152    ,  5.44329    ,  7.57923e-57,  0.0384602  ])
188253  , -2384.39    , array([ 0.508137   ,  0.11152    ,  5.44329    ,  7.57923e-57,  0.0384602  ])
188254  , -2391.06    , array([ 0.507629   ,  0.111631   ,  5.44329    ,  7.57923e-57,  0.0384602  ])
188255  , -2386.43    , array([ 0.507629   ,  0.11152    ,  5.44874    ,  7.57923e-57,  0.0384602  ])
188256  , -2386.68    , array([ 0.507629   ,  0.11152    ,  5.44329    ,  7.58681e-57,  0.0384602  ])
188257  , -2383.71    , array([ 0.507629   ,  0.11152    ,  5.44329    ,  7.57923e-57,  0.0384987  ])
188265  , -2386.67    , array([ 0.50763    ,  0.11152    ,  5.44343    ,  7.57923e-57,  0.0384602  ])
188266  , -2386.67    , array([ 0.50763    ,  0.11152    ,  5.44343    ,  7.57923e-57,  0.0384602  ])
188267  , -2384.38    , array([ 0.508137   ,  0.11152    ,  5.44343    ,  7.57923e-57,  0.0384602  ])
188268  , -2391.06    , array([ 0.50763    ,  0.111631   ,  5.44343    ,  7.57923e-57,  0.0384602  ])
188269  , -2386.42    , array([ 0.50763    ,  0.11152    ,  5.44887    ,  7.57923e-57,  0.0384602  ])
188270  , -2386.67    , array([ 0.50763    ,  0.11152    ,  5.44343    ,  7.58681e-57,  0.0384602  ])
188271  , -2383.71    , array([ 0.50763    ,  0.11152    ,  5.44343    ,  7.57923e-57,  0.0384987  ])
188272  , -2386.6     , array([ 0.507632   ,  0.111519   ,  5.44473    ,  7.57923e-57,  0.0384601  ])
188273  , -2386.6     , array([ 0.507632   ,  0.111519   ,  5.44473    ,  7.57923e-57,  0.0384601  ])
188274  , -2384.31    , array([ 0.50814    ,  0.111519   ,  5.44473    ,  7.57923e-57,  0.0384601  ])
188275  , -2390.99    , array([ 0.507632   ,  0.111631   ,  5.44473    ,  7.57923e-57,  0.0384601  ])
188276  , -2386.35    , array([ 0.507632   ,  0.111519   ,  5.45018    ,  7.57923e-57,  0.0384601  ])
188277  , -2386.6     , array([ 0.507632   ,  0.111519   ,  5.44473    ,  7.58681e-57,  0.0384601  ])
188278  , -2383.64    , array([ 0.507632   ,  0.111519   ,  5.44473    ,  7.57923e-57,  0.0384986  ])
188286  , -2386.6     , array([ 0.507632   ,  0.111519   ,  5.44477    ,  7.57923e-57,  0.0384601  ])
188287  , -2386.6     , array([ 0.507632   ,  0.111519   ,  5.44477    ,  7.57923e-57,  0.0384601  ])
188288  , -2384.31    , array([ 0.50814    ,  0.111519   ,  5.44477    ,  7.57923e-57,  0.0384601  ])
188289  , -2390.99    , array([ 0.507632   ,  0.111631   ,  5.44477    ,  7.57923e-57,  0.0384601  ])
188290  , -2386.35    , array([ 0.507632   ,  0.111519   ,  5.45021    ,  7.57923e-57,  0.0384601  ])
188291  , -2386.6     , array([ 0.507632   ,  0.111519   ,  5.44477    ,  7.58681e-57,  0.0384601  ])
188292  , -2383.63    , array([ 0.507632   ,  0.111519   ,  5.44477    ,  7.57923e-57,  0.0384986  ])
188293  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.44509    ,  7.57923e-57,  0.0384601  ])
188294  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.44509    ,  7.57923e-57,  0.0384601  ])
188295  , -2384.29    , array([ 0.508141   ,  0.111519   ,  5.44509    ,  7.57923e-57,  0.0384601  ])
188296  , -2390.97    , array([ 0.507633   ,  0.111631   ,  5.44509    ,  7.57923e-57,  0.0384601  ])
188297  , -2386.34    , array([ 0.507633   ,  0.111519   ,  5.45054    ,  7.57923e-57,  0.0384601  ])
188298  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.44509    ,  7.58681e-57,  0.0384601  ])
188299  , -2383.62    , array([ 0.507633   ,  0.111519   ,  5.44509    ,  7.57923e-57,  0.0384985  ])
188307  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.4451     ,  7.57923e-57,  0.0384601  ])
188308  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.4451     ,  7.57923e-57,  0.0384601  ])
188309  , -2384.29    , array([ 0.508141   ,  0.111519   ,  5.4451     ,  7.57923e-57,  0.0384601  ])
188310  , -2390.97    , array([ 0.507633   ,  0.111631   ,  5.4451     ,  7.57923e-57,  0.0384601  ])
188311  , -2386.33    , array([ 0.507633   ,  0.111519   ,  5.45055    ,  7.57923e-57,  0.0384601  ])
188312  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.4451     ,  7.58681e-57,  0.0384601  ])
188313  , -2383.62    , array([ 0.507633   ,  0.111519   ,  5.4451     ,  7.57923e-57,  0.0384985  ])
188314  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.44518    ,  7.57923e-57,  0.03846    ])
188315  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.44518    ,  7.57923e-57,  0.03846    ])
188316  , -2384.29    , array([ 0.508141   ,  0.111519   ,  5.44518    ,  7.57923e-57,  0.03846    ])
188317  , -2390.96    , array([ 0.507633   ,  0.111631   ,  5.44518    ,  7.57923e-57,  0.03846    ])
188318  , -2386.33    , array([ 0.507633   ,  0.111519   ,  5.45063    ,  7.57923e-57,  0.03846    ])
188319  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.44518    ,  7.58681e-57,  0.03846    ])
188320  , -2383.61    , array([ 0.507633   ,  0.111519   ,  5.44518    ,  7.57923e-57,  0.0384985  ])
188328  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.44518    ,  7.57923e-57,  0.03846    ])
188329  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.44518    ,  7.57923e-57,  0.03846    ])
188330  , -2384.29    , array([ 0.508141   ,  0.111519   ,  5.44518    ,  7.57923e-57,  0.03846    ])
188331  , -2390.96    , array([ 0.507633   ,  0.111631   ,  5.44518    ,  7.57923e-57,  0.03846    ])
188332  , -2386.33    , array([ 0.507633   ,  0.111519   ,  5.45063    ,  7.57923e-57,  0.03846    ])
188333  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.44518    ,  7.58681e-57,  0.03846    ])
188334  , -2383.61    , array([ 0.507633   ,  0.111519   ,  5.44518    ,  7.57923e-57,  0.0384985  ])
188335  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.4452     ,  7.57923e-57,  0.03846    ])
188336  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.4452     ,  7.57923e-57,  0.03846    ])
188337  , -2384.29    , array([ 0.508141   ,  0.111519   ,  5.4452     ,  7.57923e-57,  0.03846    ])
188338  , -2390.96    , array([ 0.507633   ,  0.111631   ,  5.4452     ,  7.57923e-57,  0.03846    ])
188339  , -2386.33    , array([ 0.507633   ,  0.111519   ,  5.45065    ,  7.57923e-57,  0.03846    ])
188340  , -2386.58    , array([ 0.507633   ,  0.111519   ,  5.4452     ,  7.58681e-57,  0.03846    ])
188341  , -2383.61    , array([ 0.507633   ,  0.111519   ,  5.4452     ,  7.57923e-57,  0.0384985  ])
188342  , -2445.65    , array([ 0.512541   ,  0.111165   ,  8.47429    ,  7.57923e-57,  0.038252   ])
188343  , -2445.65    , array([ 0.512541   ,  0.111165   ,  8.47429    ,  7.57923e-57,  0.038252   ])
188344  , -2444.29    , array([ 0.513054   ,  0.111165   ,  8.47429    ,  7.57923e-57,  0.038252   ])
188345  , -2451.58    , array([ 0.512541   ,  0.111276   ,  8.47429    ,  7.57923e-57,  0.038252   ])
188346  , -2446.38    , array([ 0.512541   ,  0.111165   ,  8.48277    ,  7.57923e-57,  0.038252   ])
188347  , -2445.65    , array([ 0.512541   ,  0.111165   ,  8.47429    ,  7.58681e-57,  0.038252   ])
188348  , -2441.1     , array([ 0.512541   ,  0.111165   ,  8.47429    ,  7.57923e-57,  0.0382903  ])
188349  , -2359.25    , array([ 0.509453   ,  0.111387   ,  6.41878    ,  7.57923e-57,  0.0383826  ])
188350  , -2359.25    , array([ 0.509453   ,  0.111387   ,  6.41878    ,  7.57923e-57,  0.0383826  ])
188351  , -2357.29    , array([ 0.509963   ,  0.111387   ,  6.41878    ,  7.57923e-57,  0.0383826  ])
188352  , -2364.15    , array([ 0.509453   ,  0.111499   ,  6.41878    ,  7.57923e-57,  0.0383826  ])
188353  , -2359.27    , array([ 0.509453   ,  0.111387   ,  6.42521    ,  7.57923e-57,  0.0383826  ])
188354  , -2359.25    , array([ 0.509453   ,  0.111387   ,  6.41878    ,  7.58681e-57,  0.0383826  ])
188355  , -2355.68    , array([ 0.509453   ,  0.111387   ,  6.41878    ,  7.57923e-57,  0.038421   ])
188356  , -2301.11    , array([ 0.526061   ,  0.113705   ,  6.31161    ,  7.57923e-57,  0.03943    ])
188357  , -2301.11    , array([ 0.526061   ,  0.113705   ,  6.31161    ,  7.57923e-57,  0.03943    ])
188358  , -2299.22    , array([ 0.526588   ,  0.113705   ,  6.31161    ,  7.57923e-57,  0.03943    ])
188359  , -2305.91    , array([ 0.526061   ,  0.113819   ,  6.31161    ,  7.57923e-57,  0.03943    ])
188360  , -2301.12    , array([ 0.526061   ,  0.113705   ,  6.31792    ,  7.57923e-57,  0.03943    ])
188361  , -2301.11    , array([ 0.526061   ,  0.113705   ,  6.31161    ,  7.58681e-57,  0.03943    ])
188362  , -2297.6     , array([ 0.526061   ,  0.113705   ,  6.31161    ,  7.57923e-57,  0.0394694  ])
188363  , -2092.18    , array([ 0.598089   ,  0.123467   ,  5.90049    ,  7.57923e-57,  0.0439133  ])
188364  , -2092.18    , array([ 0.598089   ,  0.123467   ,  5.90049    ,  7.57923e-57,  0.0439133  ])
188365  , -2090.61    , array([ 0.598687   ,  0.123467   ,  5.90049    ,  7.57923e-57,  0.0439133  ])
188366  , -2096.59    , array([ 0.598089   ,  0.12359    ,  5.90049    ,  7.57923e-57,  0.0439133  ])
188367  , -2092.19    , array([ 0.598089   ,  0.123467   ,  5.90639    ,  7.57923e-57,  0.0439133  ])
188368  , -2092.18    , array([ 0.598089   ,  0.123467   ,  5.90049    ,  7.58681e-57,  0.0439133  ])
188369  , -2088.94    , array([ 0.598089   ,  0.123467   ,  5.90049    ,  7.57923e-57,  0.0439572  ])
188370  , -1669.87    , array([ 0.664938   ,  0.115831   ,  6.26168    ,  7.57923e-57,  0.0451829  ])
188371  , -1669.87    , array([ 0.664938   ,  0.115831   ,  6.26168    ,  7.57923e-57,  0.0451829  ])
188372  , -1668.84    , array([ 0.665603   ,  0.115831   ,  6.26168    ,  7.57923e-57,  0.0451829  ])
188373  , -1672.19    , array([ 0.664938   ,  0.115947   ,  6.26168    ,  7.57923e-57,  0.0451829  ])
188374  , -1669.87    , array([ 0.664938   ,  0.115831   ,  6.26794    ,  7.57923e-57,  0.0451829  ])
188375  , -1669.87    , array([ 0.664938   ,  0.115831   ,  6.26168    ,  7.58681e-57,  0.0451829  ])
188376  , -1668.21    , array([ 0.664938   ,  0.115831   ,  6.26168    ,  7.57923e-57,  0.0452281  ])
188377  , -1454.17    , array([ 0.958411   ,  0.134378   ,  5.59588    ,  7.57923e-57,  0.0589869  ])
188378  , -1454.17    , array([ 0.958411   ,  0.134378   ,  5.59588    ,  7.57923e-57,  0.0589869  ])
188379  , -1454.09    , array([ 0.95937    ,  0.134378   ,  5.59588    ,  7.57923e-57,  0.0589869  ])
188380  , -1454.16    , array([ 0.958411   ,  0.134513   ,  5.59588    ,  7.57923e-57,  0.0589869  ])
188381  , -1454.12    , array([ 0.958411   ,  0.134378   ,  5.60148    ,  7.57923e-57,  0.0589869  ])
188382  , -1454.17    , array([ 0.958411   ,  0.134378   ,  5.59588    ,  7.58681e-57,  0.0589869  ])
188383  , -1454.52    , array([ 0.958411   ,  0.134378   ,  5.59588    ,  7.57923e-57,  0.0590459  ])
188384  , -1452.91    , array([ 0.837805   ,  0.114241   ,  6.60929    ,  7.57923e-57,  0.0506247  ])
188385  , -1452.91    , array([ 0.837805   ,  0.114241   ,  6.60929    ,  7.57923e-57,  0.0506247  ])
188386  , -1452.71    , array([ 0.838643   ,  0.114241   ,  6.60929    ,  7.57923e-57,  0.0506247  ])
188387  , -1452.39    , array([ 0.837805   ,  0.114355   ,  6.60929    ,  7.57923e-57,  0.0506247  ])
188388  , -1452.97    , array([ 0.837805   ,  0.114241   ,  6.61591    ,  7.57923e-57,  0.0506247  ])
188389  , -1452.91    , array([ 0.837805   ,  0.114241   ,  6.60929    ,  7.58681e-57,  0.0506247  ])
