15244   , -2336.8     , array([ 2.74291    ,  0.0412928  ,  1.66216e-38,  5.59804e-10])
15245   , -2336.8     , array([ 2.74565    ,  0.0412928  ,  1.66216e-38,  5.59804e-10])
15246   , -2336.8     , array([ 2.74291    ,  0.0413341  ,  1.66216e-38,  5.59804e-10])
15247   , -2336.8     , array([ 2.74291    ,  0.0412928  ,  1.66382e-38,  5.59804e-10])
15248   , -2336.8     , array([ 2.74291    ,  0.0412928  ,  1.66216e-38,  5.60364e-10])
15249   , -2336.8     , array([ 2.74291    ,  0.0412928  ,  1.66216e-38,  5.59804e-10])
15250   , -2336.8     , array([ 2.74291    ,  0.0412821  ,  1.66216e-38,  5.59944e-10])
15251   , -2336.8     , array([ 2.74291    ,  0.0412821  ,  1.66216e-38,  5.59944e-10])
15252   , -2336.8     , array([ 2.74565    ,  0.0412821  ,  1.66216e-38,  5.59944e-10])
15253   , -2336.8     , array([ 2.74291    ,  0.0413234  ,  1.66216e-38,  5.59944e-10])
15254   , -2336.8     , array([ 2.74291    ,  0.0412821  ,  1.66382e-38,  5.59944e-10])
15255   , -2336.8     , array([ 2.74291    ,  0.0412821  ,  1.66216e-38,  5.60504e-10])
15256   , -2336.8     , array([ 2.74291    ,  0.0412391  ,  1.66216e-38,  5.60504e-10])
15257   , -2336.8     , array([ 2.74291    ,  0.0412391  ,  1.66216e-38,  5.60504e-10])
15258   , -2336.8     , array([ 2.74565    ,  0.0412391  ,  1.66216e-38,  5.60504e-10])
15259   , -2336.8     , array([ 2.74291    ,  0.0412804  ,  1.66216e-38,  5.60504e-10])
15260   , -2336.8     , array([ 2.74291    ,  0.0412391  ,  1.66382e-38,  5.60504e-10])
15261   , -2336.8     , array([ 2.74291    ,  0.0412391  ,  1.66216e-38,  5.61064e-10])
15262   , -2336.8     , array([ 2.74291    ,  0.0410677  ,  1.66216e-38,  5.62749e-10])
15263   , -2336.8     , array([ 2.74291    ,  0.0410677  ,  1.66216e-38,  5.62749e-10])
15264   , -2336.8     , array([ 2.74565    ,  0.0410677  ,  1.66216e-38,  5.62749e-10])
15265   , -2336.8     , array([ 2.74291    ,  0.0411088  ,  1.66216e-38,  5.62749e-10])
15266   , -2336.8     , array([ 2.74291    ,  0.0410677  ,  1.66382e-38,  5.62749e-10])
15267   , -2336.8     , array([ 2.74291    ,  0.0410677  ,  1.66216e-38,  5.63312e-10])
15268   , -2336.8     , array([ 2.74291    ,  0.0403891  ,  1.66216e-38,  5.71821e-10])
15269   , -2336.8     , array([ 2.74291    ,  0.0403891  ,  1.66216e-38,  5.71821e-10])
15270   , -2336.8     , array([ 2.74565    ,  0.0403891  ,  1.66216e-38,  5.71821e-10])
15271   , -2336.8     , array([ 2.74291    ,  0.0404295  ,  1.66216e-38,  5.71821e-10])
15272   , -2336.8     , array([ 2.74291    ,  0.0403891  ,  1.66382e-38,  5.71821e-10])
