8       , -77983.2    , array([ 2.13194    ,  5.19315    ,  0.0898052  ,  0.0243938  ,  0.001821   ])
9       , -77983.9    , array([ 2.13407    ,  5.19315    ,  0.0898052  ,  0.0243938  ,  0.001821   ])
10      , -77983.6    , array([ 2.13194    ,  5.19834    ,  0.0898052  ,  0.0243938  ,  0.001821   ])
11      , -77983.2    , array([ 2.13194    ,  5.19315    ,  0.0898951  ,  0.0243938  ,  0.001821   ])
12      , -77983.2    , array([ 2.13194    ,  5.19315    ,  0.0898052  ,  0.0244182  ,  0.001821   ])
13      , -77982.1    , array([ 2.13194    ,  5.19315    ,  0.0898052  ,  0.0243938  ,  0.00182282 ])
14      , -77983.2    , array([ 2.13194    ,  5.19315    ,  0.0898052  ,  0.0243938  ,  0.001821   ])
15      , -75371.5    , array([ 1.28971    ,  3.83028    ,  0.0898257  ,  0.0243915  ,  0.00414067 ])
16      , -75371.5    , array([ 1.28971    ,  3.83028    ,  0.0898257  ,  0.0243915  ,  0.00414067 ])
17      , -75373.9    , array([ 1.291      ,  3.83028    ,  0.0898257  ,  0.0243915  ,  0.00414067 ])
18      , -75372.7    , array([ 1.28971    ,  3.83411    ,  0.0898257  ,  0.0243915  ,  0.00414067 ])
19      , -75371.5    , array([ 1.28971    ,  3.83028    ,  0.0899155  ,  0.0243915  ,  0.00414067 ])
20      , -75371.5    , array([ 1.28971    ,  3.83028    ,  0.0898257  ,  0.0244159  ,  0.00414067 ])
21      , -75368      , array([ 1.28971    ,  3.83028    ,  0.0898257  ,  0.0243915  ,  0.00414481 ])
22      , -61979.4    , array([ 0.172726   ,  1.13352    ,  0.0899076  ,  0.0243825  ,  0.110691   ])
23      , -61979.4    , array([ 0.172726   ,  1.13352    ,  0.0899076  ,  0.0243825  ,  0.110691   ])
24      , -61928.6    , array([ 0.172899   ,  1.13352    ,  0.0899076  ,  0.0243825  ,  0.110691   ])
25      , -61992.3    , array([ 0.172726   ,  1.13465    ,  0.0899076  ,  0.0243825  ,  0.110691   ])
26      , -61978.7    , array([ 0.172726   ,  1.13352    ,  0.0899975  ,  0.0243825  ,  0.110691   ])
27      , -61979.4    , array([ 0.172726   ,  1.13352    ,  0.0899076  ,  0.0244069  ,  0.110691   ])
28      , -62011.2    , array([ 0.172726   ,  1.13352    ,  0.0899076  ,  0.0243825  ,  0.110802   ])
29      , -73531.1    , array([ 1.08691    ,  3.45329    ,  0.0898326  ,  0.0243908  ,  0.00547649 ])
30      , -73531.1    , array([ 1.08691    ,  3.45329    ,  0.0898326  ,  0.0243908  ,  0.00547649 ])
31      , -73534.6    , array([ 1.088      ,  3.45329    ,  0.0898326  ,  0.0243908  ,  0.00547649 ])
32      , -73532.8    , array([ 1.08691    ,  3.45674    ,  0.0898326  ,  0.0243908  ,  0.00547649 ])
33      , -73531.1    , array([ 1.08691    ,  3.45329    ,  0.0899225  ,  0.0243908  ,  0.00547649 ])
34      , -73531.1    , array([ 1.08691    ,  3.45329    ,  0.0898326  ,  0.0244152  ,  0.00547649 ])
35      , -73525.9    , array([ 1.08691    ,  3.45329    ,  0.0898326  ,  0.0243908  ,  0.00548197 ])
36      , -37959.1    , array([ 0.307611   ,  1.60779    ,  0.0898841  ,  0.0243851  ,  0.0430984  ])
37      , -37959.1    , array([ 0.307611   ,  1.60779    ,  0.0898841  ,  0.0243851  ,  0.0430984  ])
38      , -37952.9    , array([ 0.307919   ,  1.60779    ,  0.0898841  ,  0.0243851  ,  0.0430984  ])
39      , -37967.7    , array([ 0.307611   ,  1.6094     ,  0.0898841  ,  0.0243851  ,  0.0430984  ])
40      , -37959      , array([ 0.307611   ,  1.60779    ,  0.089974   ,  0.0243851  ,  0.0430984  ])
41      , -37959.1    , array([ 0.307611   ,  1.60779    ,  0.0898841  ,  0.0244095  ,  0.0430984  ])
42      , -37953.8    , array([ 0.307611   ,  1.60779    ,  0.0898841  ,  0.0243851  ,  0.0431415  ])
43      , -37757.2    , array([ 0.293047   ,  1.56125    ,  0.089886   ,  0.0243848  ,  0.046654   ])
44      , -37757.2    , array([ 0.293047   ,  1.56125    ,  0.089886   ,  0.0243848  ,  0.046654   ])
45      , -37747.9    , array([ 0.29334    ,  1.56125    ,  0.089886   ,  0.0243848  ,  0.046654   ])
46      , -37766.1    , array([ 0.293047   ,  1.56281    ,  0.089886   ,  0.0243848  ,  0.046654   ])
47      , -37757.2    , array([ 0.293047   ,  1.56125    ,  0.089976   ,  0.0243848  ,  0.046654   ])
48      , -37757.3    , array([ 0.293047   ,  1.56125    ,  0.089886   ,  0.0244092  ,  0.046654   ])
49      , -37754.5    , array([ 0.293047   ,  1.56125    ,  0.089886   ,  0.0243848  ,  0.0467006  ])
57      , -37747.4    , array([ 0.291992   ,  1.55668    ,  0.0898863  ,  0.0243848  ,  0.0469731  ])
58      , -37747.4    , array([ 0.291992   ,  1.55668    ,  0.0898863  ,  0.0243848  ,  0.0469731  ])
59      , -37737.8    , array([ 0.292284   ,  1.55668    ,  0.0898863  ,  0.0243848  ,  0.0469731  ])
60      , -37756.3    , array([ 0.291992   ,  1.55824    ,  0.0898863  ,  0.0243848  ,  0.0469731  ])
61      , -37747.3    , array([ 0.291992   ,  1.55668    ,  0.0899763  ,  0.0243848  ,  0.0469731  ])
62      , -37747.4    , array([ 0.291992   ,  1.55668    ,  0.0898863  ,  0.0244092  ,  0.0469731  ])
63      , -37744.9    , array([ 0.291992   ,  1.55668    ,  0.0898863  ,  0.0243848  ,  0.04702    ])
64      , -37729.7    , array([ 0.277409   ,  1.44785    ,  0.0916816  ,  0.024484   ,  0.0444948  ])
65      , -37729.7    , array([ 0.277409   ,  1.44785    ,  0.0916816  ,  0.024484   ,  0.0444948  ])
66      , -37719.9    , array([ 0.277687   ,  1.44785    ,  0.0916816  ,  0.024484   ,  0.0444948  ])
67      , -37738.8    , array([ 0.277409   ,  1.4493     ,  0.0916816  ,  0.024484   ,  0.0444948  ])
68      , -37729.7    , array([ 0.277409   ,  1.44785    ,  0.0917734  ,  0.024484   ,  0.0444948  ])
69      , -37729.7    , array([ 0.277409   ,  1.44785    ,  0.0916816  ,  0.0245085  ,  0.0444948  ])
70      , -37727.1    , array([ 0.277409   ,  1.44785    ,  0.0916816  ,  0.024484   ,  0.0445393  ])
71      , -37694.1    , array([ 0.273994   ,  1.41815    ,  0.094743   ,  0.0250628  ,  0.0439525  ])
72      , -37694.1    , array([ 0.273994   ,  1.41815    ,  0.094743   ,  0.0250628  ,  0.0439525  ])
73      , -37684.2    , array([ 0.274268   ,  1.41815    ,  0.094743   ,  0.0250628  ,  0.0439525  ])
74      , -37703.2    , array([ 0.273994   ,  1.41956    ,  0.094743   ,  0.0250628  ,  0.0439525  ])
75      , -37694      , array([ 0.273994   ,  1.41815    ,  0.0948378  ,  0.0250628  ,  0.0439525  ])
76      , -37694.1    , array([ 0.273994   ,  1.41815    ,  0.094743   ,  0.0250879  ,  0.0439525  ])
77      , -37691.5    , array([ 0.273994   ,  1.41815    ,  0.094743   ,  0.0250628  ,  0.0439965  ])
78      , -37549      , array([ 0.260749   ,  1.30528    ,  0.108045   ,  0.0275184  ,  0.0418488  ])
79      , -37549      , array([ 0.260749   ,  1.30528    ,  0.108045   ,  0.0275184  ,  0.0418488  ])
80      , -37538.8    , array([ 0.26101    ,  1.30528    ,  0.108045   ,  0.0275184  ,  0.0418488  ])
