66051   , -2068.85    , array([ 0.455614   ,  0.026042   ,  1.78189e-38,  2.6553e-12 ,  0.00960616 ])
66052   , -2068.45    , array([ 0.45607    ,  0.026042   ,  1.78189e-38,  2.6553e-12 ,  0.00960616 ])
66053   , -2067.17    , array([ 0.455614   ,  0.0260681  ,  1.78189e-38,  2.6553e-12 ,  0.00960616 ])
66054   , -2068.85    , array([ 0.455614   ,  0.026042   ,  1.78367e-38,  2.6553e-12 ,  0.00960616 ])
66055   , -2068.85    , array([ 0.455614   ,  0.026042   ,  1.78189e-38,  2.65795e-12,  0.00960616 ])
66056   , -2070.43    , array([ 0.455614   ,  0.026042   ,  1.78189e-38,  2.6553e-12 ,  0.00961577 ])
66057   , -2068.85    , array([ 0.455614   ,  0.026042   ,  1.78189e-38,  2.6553e-12 ,  0.00960616 ])
66058   , -23237      , array([ 0.540211   ,  0.0537858  ,  1.78189e-38,  2.6553e-12 ,  0.00485723 ])
66059   , -23237      , array([ 0.540211   ,  0.0537858  ,  1.78189e-38,  2.6553e-12 ,  0.00485723 ])
66060   , -23238.2    , array([ 0.540751   ,  0.0537858  ,  1.78189e-38,  2.6553e-12 ,  0.00485723 ])
66061   , -23261.7    , array([ 0.540211   ,  0.0538396  ,  1.78189e-38,  2.6553e-12 ,  0.00485723 ])
66062   , -23237      , array([ 0.540211   ,  0.0537858  ,  1.78367e-38,  2.6553e-12 ,  0.00485723 ])
66063   , -23237      , array([ 0.540211   ,  0.0537858  ,  1.78189e-38,  2.65795e-12,  0.00485723 ])
66064   , -23211      , array([ 0.540211   ,  0.0537858  ,  1.78189e-38,  2.6553e-12 ,  0.00486209 ])
66065   , -2022.53    , array([ 0.458501   ,  0.0267521  ,  1.78189e-38,  2.6553e-12 ,  0.00936623 ])
66066   , -2022.53    , array([ 0.458501   ,  0.0267521  ,  1.78189e-38,  2.6553e-12 ,  0.00936623 ])
66067   , -2022.18    , array([ 0.45896    ,  0.0267521  ,  1.78189e-38,  2.6553e-12 ,  0.00936623 ])
66068   , -2022.43    , array([ 0.458501   ,  0.0267789  ,  1.78189e-38,  2.6553e-12 ,  0.00936623 ])
66069   , -2022.53    , array([ 0.458501   ,  0.0267521  ,  1.78367e-38,  2.6553e-12 ,  0.00936623 ])
66070   , -2022.53    , array([ 0.458501   ,  0.0267521  ,  1.78189e-38,  2.65795e-12,  0.00936623 ])
66071   , -2022.53    , array([ 0.458501   ,  0.0267521  ,  1.78189e-38,  2.6553e-12 ,  0.0093756  ])
66072   , -1949.89    , array([ 0.591068   ,  0.0276961  ,  1.78189e-38,  2.6553e-12 ,  0.00976002 ])
66073   , -1949.89    , array([ 0.591068   ,  0.0276961  ,  1.78189e-38,  2.6553e-12 ,  0.00976002 ])
66074   , -1949.72    , array([ 0.591659   ,  0.0276961  ,  1.78189e-38,  2.6553e-12 ,  0.00976002 ])
66075   , -1949.66    , array([ 0.591068   ,  0.0277238  ,  1.78189e-38,  2.6553e-12 ,  0.00976002 ])
66076   , -1949.89    , array([ 0.591068   ,  0.0276961  ,  1.78367e-38,  2.6553e-12 ,  0.00976002 ])
66077   , -1949.89    , array([ 0.591068   ,  0.0276961  ,  1.78189e-38,  2.65795e-12,  0.00976002 ])
66078   , -1949.84    , array([ 0.591068   ,  0.0276961  ,  1.78189e-38,  2.6553e-12 ,  0.00976978 ])
66079   , -1793.61    , array([ 0.807603   ,  0.0391119  ,  1.78189e-38,  2.6553e-12 ,  0.0138815  ])
66080   , -1793.61    , array([ 0.807603   ,  0.0391119  ,  1.78189e-38,  2.6553e-12 ,  0.0138815  ])
66081   , -1793.46    , array([ 0.808411   ,  0.0391119  ,  1.78189e-38,  2.6553e-12 ,  0.0138815  ])
66082   , -1793.39    , array([ 0.807603   ,  0.0391511  ,  1.78189e-38,  2.6553e-12 ,  0.0138815  ])
66083   , -1793.61    , array([ 0.807603   ,  0.0391119  ,  1.78367e-38,  2.6553e-12 ,  0.0138815  ])
66084   , -1793.61    , array([ 0.807603   ,  0.0391119  ,  1.78189e-38,  2.65795e-12,  0.0138815  ])
