149925  , -79084.3    , array([ 0.0181342  ,  22.8835    ,  4.10983e-33,  7.30657e-34,  1.1691e-07 ])
149926  , -79084.3    , array([ 0.0181523  ,  22.8835    ,  4.10983e-33,  7.30657e-34,  1.1691e-07 ])
149927  , -79084.3    , array([ 0.0181342  ,  22.9064    ,  4.10983e-33,  7.30657e-34,  1.1691e-07 ])
149928  , -79084.3    , array([ 0.0181342  ,  22.8835    ,  4.11394e-33,  7.30657e-34,  1.1691e-07 ])
149929  , -79084.3    , array([ 0.0181342  ,  22.8835    ,  4.10983e-33,  7.31388e-34,  1.1691e-07 ])
149930  , -79084.3    , array([ 0.0181342  ,  22.8835    ,  4.10983e-33,  7.30657e-34,  1.17027e-07])
149931  , -79084.3    , array([ 0.0181342  ,  22.8835    ,  4.10983e-33,  7.30657e-34,  1.1691e-07 ])
149932  , -79068      , array([ 0.00888647 ,  22.8645    ,  4.10983e-33,  7.30657e-34,  2.39006e-07])
149933  , -79068      , array([ 0.00888647 ,  22.8645    ,  4.10983e-33,  7.30657e-34,  2.39006e-07])
149934  , -79068      , array([ 0.00889536 ,  22.8645    ,  4.10983e-33,  7.30657e-34,  2.39006e-07])
149935  , -79068      , array([ 0.00888647 ,  22.8873    ,  4.10983e-33,  7.30657e-34,  2.39006e-07])
149936  , -79068      , array([ 0.00888647 ,  22.8645    ,  4.11394e-33,  7.30657e-34,  2.39006e-07])
149937  , -79068      , array([ 0.00888647 ,  22.8645    ,  4.10983e-33,  7.31388e-34,  2.39006e-07])
149938  , -79067.9    , array([ 0.00888647 ,  22.8645    ,  4.10983e-33,  7.30657e-34,  2.39245e-07])
149946  , -79068      , array([ 0.00888647 ,  22.8645    ,  4.10983e-33,  7.30657e-34,  2.39006e-07])
149947  , -79068      , array([ 0.00888647 ,  22.8645    ,  4.10983e-33,  7.30657e-34,  2.39006e-07])
149948  , -79068      , array([ 0.00889536 ,  22.8645    ,  4.10983e-33,  7.30657e-34,  2.39006e-07])
149949  , -79068      , array([ 0.00888647 ,  22.8873    ,  4.10983e-33,  7.30657e-34,  2.39006e-07])
149950  , -79068      , array([ 0.00888647 ,  22.8645    ,  4.11394e-33,  7.30657e-34,  2.39006e-07])
149951  , -79068      , array([ 0.00888647 ,  22.8645    ,  4.10983e-33,  7.31388e-34,  2.39006e-07])
149952  , -79067.9    , array([ 0.00888647 ,  22.8645    ,  4.10983e-33,  7.30657e-34,  2.39246e-07])
149953  , -79068      , array([ 0.00888646 ,  22.8645    ,  4.10983e-33,  7.30657e-34,  2.39007e-07])
149954  , -79068      , array([ 0.00888646 ,  22.8645    ,  4.10983e-33,  7.30657e-34,  2.39007e-07])
149955  , -79068      , array([ 0.00889535 ,  22.8645    ,  4.10983e-33,  7.30657e-34,  2.39007e-07])
149956  , -79068      , array([ 0.00888646 ,  22.8873    ,  4.10983e-33,  7.30657e-34,  2.39007e-07])
149957  , -79068      , array([ 0.00888646 ,  22.8645    ,  4.11394e-33,  7.30657e-34,  2.39007e-07])
149958  , -79068      , array([ 0.00888646 ,  22.8645    ,  4.10983e-33,  7.31388e-34,  2.39007e-07])
149959  , -79067.9    , array([ 0.00888646 ,  22.8645    ,  4.10983e-33,  7.30657e-34,  2.39246e-07])
149960  , -78718.2    , array([ 0.00213398 ,  22.8265    ,  4.10983e-33,  7.30657e-34,  9.98905e-07])
149961  , -78718.2    , array([ 0.00213398 ,  22.8265    ,  4.10983e-33,  7.30657e-34,  9.98905e-07])
149962  , -78718.5    , array([ 0.00213612 ,  22.8265    ,  4.10983e-33,  7.30657e-34,  9.98905e-07])
149963  , -78718.2    , array([ 0.00213398 ,  22.8493    ,  4.10983e-33,  7.30657e-34,  9.98905e-07])
149964  , -78718.2    , array([ 0.00213398 ,  22.8265    ,  4.11394e-33,  7.30657e-34,  9.98905e-07])
149965  , -78718.2    , array([ 0.00213398 ,  22.8265    ,  4.10983e-33,  7.31388e-34,  9.98905e-07])
149966  , -78717.8    , array([ 0.00213398 ,  22.8265    ,  4.10983e-33,  7.30657e-34,  9.99905e-07])
149967  , -78718.2    , array([ 0.00213398 ,  22.8265    ,  4.10983e-33,  7.30657e-34,  9.98908e-07])
149968  , -78718.2    , array([ 0.00213398 ,  22.8265    ,  4.10983e-33,  7.30657e-34,  9.98908e-07])
149969  , -78718.5    , array([ 0.00213611 ,  22.8265    ,  4.10983e-33,  7.30657e-34,  9.98908e-07])
