40890   , -79089.4    , array([ 0.0278713  ,  1.46418    ,  3.16036e-84,  6.93443e-12,  4.005e-12  ])
40891   , -79089.4    , array([ 0.0278992  ,  1.46418    ,  3.16036e-84,  6.93443e-12,  4.005e-12  ])
40892   , -79089.4    , array([ 0.0278713  ,  1.46564    ,  3.16036e-84,  6.93443e-12,  4.005e-12  ])
40893   , -79089.4    , array([ 0.0278713  ,  1.46418    ,  3.16352e-84,  6.93443e-12,  4.005e-12  ])
40894   , -79089.4    , array([ 0.0278713  ,  1.46418    ,  3.16036e-84,  6.94137e-12,  4.005e-12  ])
40895   , -79089.4    , array([ 0.0278713  ,  1.46418    ,  3.16036e-84,  6.93443e-12,  4.00901e-12])
40896   , -79089.4    , array([ 0.0278713  ,  1.46418    ,  3.16036e-84,  6.93443e-12,  4.005e-12  ])
40897   , -79089.4    , array([ 0.0278681  ,  1.46417    ,  3.16036e-84,  6.93443e-12,  4.00548e-12])
40898   , -79089.4    , array([ 0.0278681  ,  1.46417    ,  3.16036e-84,  6.93443e-12,  4.00548e-12])
40899   , -79089.4    , array([ 0.027896   ,  1.46417    ,  3.16036e-84,  6.93443e-12,  4.00548e-12])
40900   , -79089.4    , array([ 0.0278681  ,  1.46564    ,  3.16036e-84,  6.93443e-12,  4.00548e-12])
40901   , -79089.4    , array([ 0.0278681  ,  1.46417    ,  3.16352e-84,  6.93443e-12,  4.00548e-12])
40902   , -79089.4    , array([ 0.0278681  ,  1.46417    ,  3.16036e-84,  6.94137e-12,  4.00548e-12])
40903   , -79089.4    , array([ 0.0278681  ,  1.46417    ,  3.16036e-84,  6.93443e-12,  4.00948e-12])
40904   , -79089.4    , array([ 0.0278553  ,  1.46415    ,  3.16036e-84,  6.93443e-12,  4.00737e-12])
40905   , -79089.4    , array([ 0.0278553  ,  1.46415    ,  3.16036e-84,  6.93443e-12,  4.00737e-12])
40906   , -79089.4    , array([ 0.0278832  ,  1.46415    ,  3.16036e-84,  6.93443e-12,  4.00737e-12])
40907   , -79089.4    , array([ 0.0278553  ,  1.46562    ,  3.16036e-84,  6.93443e-12,  4.00737e-12])
40908   , -79089.4    , array([ 0.0278553  ,  1.46415    ,  3.16352e-84,  6.93443e-12,  4.00737e-12])
40909   , -79089.4    , array([ 0.0278553  ,  1.46415    ,  3.16036e-84,  6.94137e-12,  4.00737e-12])
40910   , -79089.4    , array([ 0.0278553  ,  1.46415    ,  3.16036e-84,  6.93443e-12,  4.01138e-12])
40911   , -79089.4    , array([ 0.0278042  ,  1.46407    ,  3.16036e-84,  6.93443e-12,  4.01493e-12])
40912   , -79089.4    , array([ 0.0278042  ,  1.46407    ,  3.16036e-84,  6.93443e-12,  4.01493e-12])
40913   , -79089.4    , array([ 0.027832   ,  1.46407    ,  3.16036e-84,  6.93443e-12,  4.01493e-12])
40914   , -79089.4    , array([ 0.0278042  ,  1.46554    ,  3.16036e-84,  6.93443e-12,  4.01493e-12])
40915   , -79089.4    , array([ 0.0278042  ,  1.46407    ,  3.16352e-84,  6.93443e-12,  4.01493e-12])
40916   , -79089.4    , array([ 0.0278042  ,  1.46407    ,  3.16036e-84,  6.94137e-12,  4.01493e-12])
40917   , -79089.4    , array([ 0.0278042  ,  1.46407    ,  3.16036e-84,  6.93443e-12,  4.01895e-12])
40918   , -79089.4    , array([ 0.0276008  ,  1.46375    ,  3.16036e-84,  6.93443e-12,  4.04535e-12])
