147247  , -78392      , array([ 4.63739    ,  3.15185    ,  4.3442e-07 ,  4.53397e-10,  0.00125606 ])
147248  , -78392.2    , array([ 4.64203    ,  3.15185    ,  4.3442e-07 ,  4.53397e-10,  0.00125606 ])
147249  , -78392.5    , array([ 4.63739    ,  3.155      ,  4.3442e-07 ,  4.53397e-10,  0.00125606 ])
147250  , -78392      , array([ 4.63739    ,  3.15185    ,  4.34854e-07,  4.53397e-10,  0.00125606 ])
147251  , -78392      , array([ 4.63739    ,  3.15185    ,  4.3442e-07 ,  4.53851e-10,  0.00125606 ])
147252  , -78391.3    , array([ 4.63739    ,  3.15185    ,  4.3442e-07 ,  4.53397e-10,  0.00125732 ])
147253  , -78392      , array([ 4.63739    ,  3.15185    ,  4.3442e-07 ,  4.53397e-10,  0.00125606 ])
147254  , -76667.5    , array([ 3.60396    ,  1.82886    ,  4.3442e-07 ,  4.53397e-10,  0.00283079 ])
147255  , -76667.5    , array([ 3.60396    ,  1.82886    ,  4.3442e-07 ,  4.53397e-10,  0.00283079 ])
147256  , -76668.1    , array([ 3.60756    ,  1.82886    ,  4.3442e-07 ,  4.53397e-10,  0.00283079 ])
147257  , -76669.2    , array([ 3.60396    ,  1.83069    ,  4.3442e-07 ,  4.53397e-10,  0.00283079 ])
147258  , -76667.5    , array([ 3.60396    ,  1.82886    ,  4.34854e-07,  4.53397e-10,  0.00283079 ])
147259  , -76667.5    , array([ 3.60396    ,  1.82886    ,  4.3442e-07 ,  4.53851e-10,  0.00283079 ])
147260  , -76665.1    , array([ 3.60396    ,  1.82886    ,  4.3442e-07 ,  4.53397e-10,  0.00283363 ])
147261  , -3264.17    , array([ 1.31463    ,  0.207322   ,  4.3442e-07 ,  4.53397e-10,  0.0730291  ])
147262  , -3264.17    , array([ 1.31463    ,  0.207322   ,  4.3442e-07 ,  4.53397e-10,  0.0730291  ])
147263  , -3262.79    , array([ 1.31594    ,  0.207322   ,  4.3442e-07 ,  4.53397e-10,  0.0730291  ])
147264  , -3265.23    , array([ 1.31463    ,  0.207529   ,  4.3442e-07 ,  4.53397e-10,  0.0730291  ])
147265  , -3264.17    , array([ 1.31463    ,  0.207322   ,  4.34854e-07,  4.53397e-10,  0.0730291  ])
147266  , -3264.17    , array([ 1.31463    ,  0.207322   ,  4.3442e-07 ,  4.53851e-10,  0.0730291  ])
147267  , -3267.04    , array([ 1.31463    ,  0.207322   ,  4.3442e-07 ,  4.53397e-10,  0.0731022  ])
147268  , -43801.7    , array([ 1.98942    ,  0.507082   ,  4.3442e-07 ,  4.53397e-10,  0.0192134  ])
147269  , -43801.7    , array([ 1.98942    ,  0.507082   ,  4.3442e-07 ,  4.53397e-10,  0.0192134  ])
147270  , -43805      , array([ 1.99141    ,  0.507082   ,  4.3442e-07 ,  4.53397e-10,  0.0192134  ])
147271  , -43822.5    , array([ 1.98942    ,  0.50759    ,  4.3442e-07 ,  4.53397e-10,  0.0192134  ])
147272  , -43801.7    , array([ 1.98942    ,  0.507082   ,  4.34854e-07,  4.53397e-10,  0.0192134  ])
147273  , -43801.7    , array([ 1.98942    ,  0.507082   ,  4.3442e-07 ,  4.53851e-10,  0.0192134  ])
147274  , -43778.3    , array([ 1.98942    ,  0.507082   ,  4.3442e-07 ,  4.53397e-10,  0.0192326  ])
147275  , -3223.03    , array([ 1.32701    ,  0.211562   ,  4.3442e-07 ,  4.53397e-10,  0.0708545  ])
147276  , -3223.03    , array([ 1.32701    ,  0.211562   ,  4.3442e-07 ,  4.53397e-10,  0.0708545  ])
147277  , -3221.8     , array([ 1.32834    ,  0.211562   ,  4.3442e-07 ,  4.53397e-10,  0.0708545  ])
147278  , -3225.4     , array([ 1.32701    ,  0.211774   ,  4.3442e-07 ,  4.53397e-10,  0.0708545  ])
147279  , -3223.03    , array([ 1.32701    ,  0.211562   ,  4.34854e-07,  4.53397e-10,  0.0708545  ])
147280  , -3223.03    , array([ 1.32701    ,  0.211562   ,  4.3442e-07 ,  4.53851e-10,  0.0708545  ])
147281  , -3224.39    , array([ 1.32701    ,  0.211562   ,  4.3442e-07 ,  4.53397e-10,  0.0709254  ])
147289  , -3243.88    , array([ 1.31999    ,  0.20406    ,  4.3442e-07 ,  4.53397e-10,  0.0729989  ])
147290  , -3243.88    , array([ 1.31999    ,  0.20406    ,  4.3442e-07 ,  4.53397e-10,  0.0729989  ])
147291  , -3242.52    , array([ 1.32131    ,  0.20406    ,  4.3442e-07 ,  4.53397e-10,  0.0729989  ])
147292  , -3244.54    , array([ 1.31999    ,  0.204264   ,  4.3442e-07 ,  4.53397e-10,  0.0729989  ])
147293  , -3243.88    , array([ 1.31999    ,  0.20406    ,  4.34854e-07,  4.53397e-10,  0.0729989  ])
147294  , -3243.88    , array([ 1.31999    ,  0.20406    ,  4.3442e-07 ,  4.53851e-10,  0.0729989  ])
147295  , -3247.14    , array([ 1.31999    ,  0.20406    ,  4.3442e-07 ,  4.53397e-10,  0.073072   ])
147296  , -3216.77    , array([ 1.32473    ,  0.209096   ,  4.3442e-07 ,  4.53397e-10,  0.0715439  ])
147297  , -3216.77    , array([ 1.32473    ,  0.209096   ,  4.3442e-07 ,  4.53397e-10,  0.0715439  ])
147298  , -3215.5     , array([ 1.32605    ,  0.209096   ,  4.3442e-07 ,  4.53397e-10,  0.0715439  ])
147299  , -3218.59    , array([ 1.32473    ,  0.209306   ,  4.3442e-07 ,  4.53397e-10,  0.0715439  ])
