35765   , -79077.6    , array([ 29.7856    ,  0.0621527  ,  6.05926e-41,  5.1704e-23 ,  6.22798e-07])
35766   , -79077.6    , array([ 29.8154    ,  0.0621527  ,  6.05926e-41,  5.1704e-23 ,  6.22798e-07])
35767   , -79077.7    , array([ 29.7856    ,  0.0622148  ,  6.05926e-41,  5.1704e-23 ,  6.22798e-07])
35768   , -79077.6    , array([ 29.7856    ,  0.0621527  ,  6.06533e-41,  5.1704e-23 ,  6.22798e-07])
35769   , -79077.6    , array([ 29.7856    ,  0.0621527  ,  6.05926e-41,  5.17557e-23,  6.22798e-07])
35770   , -79077.6    , array([ 29.7856    ,  0.0621527  ,  6.05926e-41,  5.1704e-23 ,  6.23422e-07])
35771   , -79077.6    , array([ 29.7856    ,  0.0621527  ,  6.05926e-41,  5.1704e-23 ,  6.22798e-07])
35772   , -79040.3    , array([ 29.7555    ,  0.0304654  ,  6.05926e-41,  5.1704e-23 ,  1.27356e-06])
35773   , -79040.3    , array([ 29.7555    ,  0.0304654  ,  6.05926e-41,  5.1704e-23 ,  1.27356e-06])
35774   , -79040.3    , array([ 29.7853    ,  0.0304654  ,  6.05926e-41,  5.1704e-23 ,  1.27356e-06])
35775   , -79040.3    , array([ 29.7555    ,  0.0304959  ,  6.05926e-41,  5.1704e-23 ,  1.27356e-06])
35776   , -79040.3    , array([ 29.7555    ,  0.0304654  ,  6.06533e-41,  5.1704e-23 ,  1.27356e-06])
35777   , -79040.3    , array([ 29.7555    ,  0.0304654  ,  6.05926e-41,  5.17557e-23,  1.27356e-06])
35778   , -79040.2    , array([ 29.7555    ,  0.0304654  ,  6.05926e-41,  5.1704e-23 ,  1.27484e-06])
35779   , -65900      , array([ 29.6354    ,  0.00175873 ,  6.05926e-41,  5.1704e-23 ,  2.22698e-05])
35780   , -65900      , array([ 29.6354    ,  0.00175873 ,  6.05926e-41,  5.1704e-23 ,  2.22698e-05])
35781   , -65900      , array([ 29.665     ,  0.00175873 ,  6.05926e-41,  5.1704e-23 ,  2.22698e-05])
35782   , -65911.7    , array([ 29.6354    ,  0.00176049 ,  6.05926e-41,  5.1704e-23 ,  2.22698e-05])
35783   , -65900      , array([ 29.6354    ,  0.00175873 ,  6.06533e-41,  5.1704e-23 ,  2.22698e-05])
35784   , -65900      , array([ 29.6354    ,  0.00175873 ,  6.05926e-41,  5.17557e-23,  2.22698e-05])
35785   , -65888.3    , array([ 29.6354    ,  0.00175873 ,  6.05926e-41,  5.1704e-23 ,  2.2292e-05 ])
35793   , -65780.8    , array([ 29.6352    ,  0.00174982 ,  6.05926e-41,  5.1704e-23 ,  2.23834e-05])
35794   , -65780.8    , array([ 29.6352    ,  0.00174982 ,  6.05926e-41,  5.1704e-23 ,  2.23834e-05])
35795   , -65780.8    , array([ 29.6648    ,  0.00174982 ,  6.05926e-41,  5.1704e-23 ,  2.23834e-05])
35796   , -65792.5    , array([ 29.6352    ,  0.00175158 ,  6.05926e-41,  5.1704e-23 ,  2.23834e-05])
35797   , -65780.8    , array([ 29.6352    ,  0.00174982 ,  6.06533e-41,  5.1704e-23 ,  2.23834e-05])
35798   , -65780.8    , array([ 29.6352    ,  0.00174982 ,  6.05926e-41,  5.17557e-23,  2.23834e-05])
35799   , -65769      , array([ 29.6352    ,  0.00174982 ,  6.05926e-41,  5.1704e-23 ,  2.24058e-05])
35800   , -65659.7    , array([ 29.635     ,  0.00174091 ,  6.05926e-41,  5.1704e-23 ,  2.24985e-05])
35801   , -65659.7    , array([ 29.635     ,  0.00174091 ,  6.05926e-41,  5.1704e-23 ,  2.24985e-05])
35802   , -65659.7    , array([ 29.6646    ,  0.00174091 ,  6.05926e-41,  5.1704e-23 ,  2.24985e-05])
35803   , -65671.6    , array([ 29.635     ,  0.00174265 ,  6.05926e-41,  5.1704e-23 ,  2.24985e-05])
35804   , -65659.7    , array([ 29.635     ,  0.00174091 ,  6.06533e-41,  5.1704e-23 ,  2.24985e-05])
35805   , -65659.7    , array([ 29.635     ,  0.00174091 ,  6.05926e-41,  5.17557e-23,  2.24985e-05])
35806   , -65647.8    , array([ 29.635     ,  0.00174091 ,  6.05926e-41,  5.1704e-23 ,  2.2521e-05 ])
35814   , -65629.1    , array([ 29.6349    ,  0.00173867 ,  6.05926e-41,  5.1704e-23 ,  2.25276e-05])
35815   , -65629.1    , array([ 29.6349    ,  0.00173867 ,  6.05926e-41,  5.1704e-23 ,  2.25276e-05])
35816   , -65629.1    , array([ 29.6645    ,  0.00173867 ,  6.05926e-41,  5.1704e-23 ,  2.25276e-05])
35817   , -65640.9    , array([ 29.6349    ,  0.00174041 ,  6.05926e-41,  5.1704e-23 ,  2.25276e-05])
35818   , -65629.1    , array([ 29.6349    ,  0.00173867 ,  6.06533e-41,  5.1704e-23 ,  2.25276e-05])
35819   , -65629.1    , array([ 29.6349    ,  0.00173867 ,  6.05926e-41,  5.17557e-23,  2.25276e-05])
35820   , -65617.2    , array([ 29.6349    ,  0.00173867 ,  6.05926e-41,  5.1704e-23 ,  2.25501e-05])
35821   , -65598.3    , array([ 29.6348    ,  0.00173643 ,  6.05926e-41,  5.1704e-23 ,  2.25567e-05])
35822   , -65598.3    , array([ 29.6348    ,  0.00173643 ,  6.05926e-41,  5.1704e-23 ,  2.25567e-05])
35823   , -65598.3    , array([ 29.6645    ,  0.00173643 ,  6.05926e-41,  5.1704e-23 ,  2.25567e-05])
35824   , -65610.2    , array([ 29.6348    ,  0.00173816 ,  6.05926e-41,  5.1704e-23 ,  2.25567e-05])
35825   , -65598.3    , array([ 29.6348    ,  0.00173643 ,  6.06533e-41,  5.1704e-23 ,  2.25567e-05])
35826   , -65598.3    , array([ 29.6348    ,  0.00173643 ,  6.05926e-41,  5.17557e-23,  2.25567e-05])
35827   , -65586.4    , array([ 29.6348    ,  0.00173643 ,  6.05926e-41,  5.1704e-23 ,  2.25793e-05])
35835   , -65590.6    , array([ 29.6348    ,  0.00173587 ,  6.05926e-41,  5.1704e-23 ,  2.2564e-05 ])
35836   , -65590.6    , array([ 29.6348    ,  0.00173587 ,  6.05926e-41,  5.1704e-23 ,  2.2564e-05 ])
35837   , -65590.6    , array([ 29.6645    ,  0.00173587 ,  6.05926e-41,  5.1704e-23 ,  2.2564e-05 ])
35838   , -65602.5    , array([ 29.6348    ,  0.0017376  ,  6.05926e-41,  5.1704e-23 ,  2.2564e-05 ])
35839   , -65590.6    , array([ 29.6348    ,  0.00173587 ,  6.06533e-41,  5.1704e-23 ,  2.2564e-05 ])
35840   , -65590.6    , array([ 29.6348    ,  0.00173587 ,  6.05926e-41,  5.17557e-23,  2.2564e-05 ])
35841   , -65578.7    , array([ 29.6348    ,  0.00173587 ,  6.05926e-41,  5.1704e-23 ,  2.25866e-05])
35842   , -65582.9    , array([ 29.6348    ,  0.0017353  ,  6.05926e-41,  5.1704e-23 ,  2.25713e-05])
35843   , -65582.9    , array([ 29.6348    ,  0.0017353  ,  6.05926e-41,  5.1704e-23 ,  2.25713e-05])
35844   , -65582.9    , array([ 29.6645    ,  0.0017353  ,  6.05926e-41,  5.1704e-23 ,  2.25713e-05])
35845   , -65594.8    , array([ 29.6348    ,  0.00173704 ,  6.05926e-41,  5.1704e-23 ,  2.25713e-05])
35846   , -65582.9    , array([ 29.6348    ,  0.0017353  ,  6.06533e-41,  5.1704e-23 ,  2.25713e-05])
35847   , -65582.9    , array([ 29.6348    ,  0.0017353  ,  6.05926e-41,  5.17557e-23,  2.25713e-05])
35848   , -65570.9    , array([ 29.6348    ,  0.0017353  ,  6.05926e-41,  5.1704e-23 ,  2.25939e-05])
35856   , -65580.9    , array([ 29.6348    ,  0.00173516 ,  6.05926e-41,  5.1704e-23 ,  2.25732e-05])
35857   , -65580.9    , array([ 29.6348    ,  0.00173516 ,  6.05926e-41,  5.1704e-23 ,  2.25732e-05])
35858   , -65580.9    , array([ 29.6645    ,  0.00173516 ,  6.05926e-41,  5.1704e-23 ,  2.25732e-05])
35859   , -65592.9    , array([ 29.6348    ,  0.0017369  ,  6.05926e-41,  5.1704e-23 ,  2.25732e-05])
35860   , -65580.9    , array([ 29.6348    ,  0.00173516 ,  6.06533e-41,  5.1704e-23 ,  2.25732e-05])
35861   , -65580.9    , array([ 29.6348    ,  0.00173516 ,  6.05926e-41,  5.17557e-23,  2.25732e-05])
35862   , -65569      , array([ 29.6348    ,  0.00173516 ,  6.05926e-41,  5.1704e-23 ,  2.25958e-05])
35863   , -65579      , array([ 29.6348    ,  0.00173502 ,  6.05926e-41,  5.1704e-23 ,  2.2575e-05 ])
35864   , -65579      , array([ 29.6348    ,  0.00173502 ,  6.05926e-41,  5.1704e-23 ,  2.2575e-05 ])
35865   , -65579      , array([ 29.6645    ,  0.00173502 ,  6.05926e-41,  5.1704e-23 ,  2.2575e-05 ])
35866   , -65590.9    , array([ 29.6348    ,  0.00173676 ,  6.05926e-41,  5.1704e-23 ,  2.2575e-05 ])
35867   , -65579      , array([ 29.6348    ,  0.00173502 ,  6.06533e-41,  5.1704e-23 ,  2.2575e-05 ])
35868   , -65579      , array([ 29.6348    ,  0.00173502 ,  6.05926e-41,  5.17557e-23,  2.2575e-05 ])
35869   , -65567.1    , array([ 29.6348    ,  0.00173502 ,  6.05926e-41,  5.1704e-23 ,  2.25976e-05])
35877   , -65578.5    , array([ 29.6348    ,  0.00173499 ,  6.05926e-41,  5.1704e-23 ,  2.25755e-05])
35878   , -65578.5    , array([ 29.6348    ,  0.00173499 ,  6.05926e-41,  5.1704e-23 ,  2.25755e-05])
35879   , -65578.5    , array([ 29.6645    ,  0.00173499 ,  6.05926e-41,  5.1704e-23 ,  2.25755e-05])
35880   , -65590.5    , array([ 29.6348    ,  0.00173673 ,  6.05926e-41,  5.1704e-23 ,  2.25755e-05])
35881   , -65578.5    , array([ 29.6348    ,  0.00173499 ,  6.06533e-41,  5.1704e-23 ,  2.25755e-05])
