28425   , -2331.24    , array([ 0.27361    ,  25.7409    ,  0.000109523,  3.33437e-24])
28426   , -2331.25    , array([ 0.273884   ,  25.7409    ,  0.000109523,  3.33437e-24])
28427   , -2331.24    , array([ 0.27361    ,  25.7666    ,  0.000109523,  3.33437e-24])
28428   , -2331.24    , array([ 0.27361    ,  25.7409    ,  0.000109632,  3.33437e-24])
28429   , -2331.24    , array([ 0.27361    ,  25.7409    ,  0.000109523,  3.3377e-24 ])
28430   , -2331.24    , array([ 0.27361    ,  25.7409    ,  0.000109523,  3.33437e-24])
28431   , -2309.69    , array([ 0.120885   ,  25.7409    ,  0.00019837 ,  3.33437e-24])
28432   , -2309.69    , array([ 0.120885   ,  25.7409    ,  0.00019837 ,  3.33437e-24])
28433   , -2309.72    , array([ 0.121006   ,  25.7409    ,  0.00019837 ,  3.33437e-24])
28434   , -2309.69    , array([ 0.120885   ,  25.7666    ,  0.00019837 ,  3.33437e-24])
28435   , -2309.66    , array([ 0.120885   ,  25.7409    ,  0.000198569,  3.33437e-24])
28436   , -2309.69    , array([ 0.120885   ,  25.7409    ,  0.00019837 ,  3.3377e-24 ])
28437   , -3982.99    , array([ 0.00460618 ,  25.7409    ,  0.00213483 ,  3.33437e-24])
28438   , -3982.99    , array([ 0.00460618 ,  25.7409    ,  0.00213483 ,  3.33437e-24])
28439   , -3979.69    , array([ 0.00461079 ,  25.7409    ,  0.00213483 ,  3.33437e-24])
28440   , -3982.99    , array([ 0.00460618 ,  25.7666    ,  0.00213483 ,  3.33437e-24])
28441   , -3986.15    , array([ 0.00460618 ,  25.7409    ,  0.00213696 ,  3.33437e-24])
28442   , -3982.99    , array([ 0.00460618 ,  25.7409    ,  0.00213483 ,  3.3377e-24 ])
28443   , -2179.52    , array([ 0.0429005  ,  25.7409    ,  0.000421348,  3.33437e-24])
28444   , -2179.52    , array([ 0.0429005  ,  25.7409    ,  0.000421348,  3.33437e-24])
28445   , -2179.66    , array([ 0.0429434  ,  25.7409    ,  0.000421348,  3.33437e-24])
28446   , -2179.52    , array([ 0.0429005  ,  25.7666    ,  0.000421348,  3.33437e-24])
28447   , -2179.38    , array([ 0.0429005  ,  25.7409    ,  0.00042177 ,  3.33437e-24])
28448   , -2179.52    , array([ 0.0429005  ,  25.7409    ,  0.000421348,  3.3377e-24 ])
28449   , -1790.67    , array([ 0.0134184  ,  25.7409    ,  0.000981052,  3.33437e-24])
28450   , -1790.67    , array([ 0.0134184  ,  25.7409    ,  0.000981052,  3.33437e-24])
