191781  , -59154      , array([ 0.019651   ,  0.692479   ,  5.07248e-44,  3.10881e-60,  0.00406357 ])
191782  , -59130.3    , array([ 0.0196706  ,  0.692479   ,  5.07248e-44,  3.10881e-60,  0.00406357 ])
191783  , -59156.5    , array([ 0.019651   ,  0.693171   ,  5.07248e-44,  3.10881e-60,  0.00406357 ])
191784  , -59154      , array([ 0.019651   ,  0.692479   ,  5.07755e-44,  3.10881e-60,  0.00406357 ])
191785  , -59154      , array([ 0.019651   ,  0.692479   ,  5.07248e-44,  3.11192e-60,  0.00406357 ])
191786  , -59173.2    , array([ 0.019651   ,  0.692479   ,  5.07248e-44,  3.10881e-60,  0.00406764 ])
191787  , -59154      , array([ 0.019651   ,  0.692479   ,  5.07248e-44,  3.10881e-60,  0.00406357 ])
191788  , -55488.7    , array([ 0.0429536  ,  0.636182   ,  5.07248e-44,  3.10881e-60,  0.00215654 ])
191789  , -55488.7    , array([ 0.0429536  ,  0.636182   ,  5.07248e-44,  3.10881e-60,  0.00215654 ])
191790  , -55496.9    , array([ 0.0429965  ,  0.636182   ,  5.07248e-44,  3.10881e-60,  0.00215654 ])
191791  , -55491      , array([ 0.0429536  ,  0.636818   ,  5.07248e-44,  3.10881e-60,  0.00215654 ])
191792  , -55488.7    , array([ 0.0429536  ,  0.636182   ,  5.07755e-44,  3.10881e-60,  0.00215654 ])
191793  , -55488.7    , array([ 0.0429536  ,  0.636182   ,  5.07248e-44,  3.11192e-60,  0.00215654 ])
191794  , -55477.8    , array([ 0.0429536  ,  0.636182   ,  5.07248e-44,  3.10881e-60,  0.00215869 ])
191795  , -30443.4    , array([ 0.124502   ,  0.1243     ,  5.07248e-44,  3.10881e-60,  0.00678959 ])
191796  , -30443.4    , array([ 0.124502   ,  0.1243     ,  5.07248e-44,  3.10881e-60,  0.00678959 ])
191797  , -30444.8    , array([ 0.124627   ,  0.1243     ,  5.07248e-44,  3.10881e-60,  0.00678959 ])
191798  , -30461.2    , array([ 0.124502   ,  0.124424   ,  5.07248e-44,  3.10881e-60,  0.00678959 ])
191799  , -30443.4    , array([ 0.124502   ,  0.1243     ,  5.07755e-44,  3.10881e-60,  0.00678959 ])
191800  , -30443.4    , array([ 0.124502   ,  0.1243     ,  5.07248e-44,  3.11192e-60,  0.00678959 ])
191801  , -30423.6    , array([ 0.124502   ,  0.1243     ,  5.07248e-44,  3.10881e-60,  0.00679638 ])
191809  , -30376.1    , array([ 0.12468    ,  0.124029   ,  5.07248e-44,  3.10881e-60,  0.00680002 ])
191810  , -30376.1    , array([ 0.12468    ,  0.124029   ,  5.07248e-44,  3.10881e-60,  0.00680002 ])
191811  , -30377.5    , array([ 0.124804   ,  0.124029   ,  5.07248e-44,  3.10881e-60,  0.00680002 ])
191812  , -30393.9    , array([ 0.12468    ,  0.124153   ,  5.07248e-44,  3.10881e-60,  0.00680002 ])
191813  , -30376.1    , array([ 0.12468    ,  0.124029   ,  5.07755e-44,  3.10881e-60,  0.00680002 ])
191814  , -30376.1    , array([ 0.12468    ,  0.124029   ,  5.07248e-44,  3.11192e-60,  0.00680002 ])
191815  , -30356.3    , array([ 0.12468    ,  0.124029   ,  5.07248e-44,  3.10881e-60,  0.00680682 ])
191816  , -30308.7    , array([ 0.124857   ,  0.123758   ,  5.07248e-44,  3.10881e-60,  0.00681047 ])
191817  , -30308.7    , array([ 0.124857   ,  0.123758   ,  5.07248e-44,  3.10881e-60,  0.00681047 ])
191818  , -30310.1    , array([ 0.124982   ,  0.123758   ,  5.07248e-44,  3.10881e-60,  0.00681047 ])
191819  , -30326.6    , array([ 0.124857   ,  0.123882   ,  5.07248e-44,  3.10881e-60,  0.00681047 ])
191820  , -30308.7    , array([ 0.124857   ,  0.123758   ,  5.07755e-44,  3.10881e-60,  0.00681047 ])
191821  , -30308.7    , array([ 0.124857   ,  0.123758   ,  5.07248e-44,  3.11192e-60,  0.00681047 ])
191822  , -30289      , array([ 0.124857   ,  0.123758   ,  5.07248e-44,  3.10881e-60,  0.00681728 ])
191823  , -487644     , array([ 1.04749    ,  0.0047348  ,  5.07248e-44,  3.10881e-60,  0.0674038  ])
191824  , -487644     , array([ 1.04749    ,  0.0047348  ,  5.07248e-44,  3.10881e-60,  0.0674038  ])
191825  , -487644     , array([ 1.04854    ,  0.0047348  ,  5.07248e-44,  3.10881e-60,  0.0674038  ])
191826  , -487148     , array([ 1.04749    ,  0.00473953 ,  5.07248e-44,  3.10881e-60,  0.0674038  ])
191827  , -487644     , array([ 1.04749    ,  0.0047348  ,  5.07755e-44,  3.10881e-60,  0.0674038  ])
191828  , -487644     , array([ 1.04749    ,  0.0047348  ,  5.07248e-44,  3.11192e-60,  0.0674038  ])
191829  , -488138     , array([ 1.04749    ,  0.0047348  ,  5.07248e-44,  3.10881e-60,  0.0674712  ])
191830  , -4026.61    , array([ 0.231776   ,  0.0479052  ,  5.07248e-44,  3.10881e-60,  0.0132649  ])
191831  , -4026.61    , array([ 0.231776   ,  0.0479052  ,  5.07248e-44,  3.10881e-60,  0.0132649  ])
