60382   , -8767.88    , array([ 2.05779    ,  0.010958   ,  8.70244e-26,  3.4347e-31 ,  0.00196268 ])
60383   , -8767.94    , array([ 2.05985    ,  0.010958   ,  8.70244e-26,  3.4347e-31 ,  0.00196268 ])
60384   , -8785.66    , array([ 2.05779    ,  0.010969   ,  8.70244e-26,  3.4347e-31 ,  0.00196268 ])
60385   , -8767.88    , array([ 2.05779    ,  0.010958   ,  8.71114e-26,  3.4347e-31 ,  0.00196268 ])
60386   , -8767.88    , array([ 2.05779    ,  0.010958   ,  8.70244e-26,  3.43814e-31,  0.00196268 ])
60387   , -8750       , array([ 2.05779    ,  0.010958   ,  8.70244e-26,  3.4347e-31 ,  0.00196464 ])
60388   , -8767.88    , array([ 2.05779    ,  0.010958   ,  8.70244e-26,  3.4347e-31 ,  0.00196268 ])
60389   , -12421      , array([ 2.05283    ,  0.0053758  ,  8.70244e-26,  3.4347e-31 ,  0.00401683 ])
60390   , -12421      , array([ 2.05283    ,  0.0053758  ,  8.70244e-26,  3.4347e-31 ,  0.00401683 ])
60391   , -12421.1    , array([ 2.05488    ,  0.0053758  ,  8.70244e-26,  3.4347e-31 ,  0.00401683 ])
60392   , -12393.9    , array([ 2.05283    ,  0.00538118 ,  8.70244e-26,  3.4347e-31 ,  0.00401683 ])
60393   , -12421      , array([ 2.05283    ,  0.0053758  ,  8.71114e-26,  3.4347e-31 ,  0.00401683 ])
60394   , -12421      , array([ 2.05283    ,  0.0053758  ,  8.70244e-26,  3.43814e-31,  0.00401683 ])
60395   , -12447.5    , array([ 2.05283    ,  0.0053758  ,  8.70244e-26,  3.4347e-31 ,  0.00402085 ])
60396   , -2449.86    , array([ 2.05555    ,  0.00795006 ,  8.70244e-26,  3.4347e-31 ,  0.00271017 ])
60397   , -2449.86    , array([ 2.05555    ,  0.00795006 ,  8.70244e-26,  3.4347e-31 ,  0.00271017 ])
60398   , -2449.89    , array([ 2.05761    ,  0.00795006 ,  8.70244e-26,  3.4347e-31 ,  0.00271017 ])
60399   , -2450.38    , array([ 2.05555    ,  0.00795801 ,  8.70244e-26,  3.4347e-31 ,  0.00271017 ])
60400   , -2449.86    , array([ 2.05555    ,  0.00795006 ,  8.71114e-26,  3.4347e-31 ,  0.00271017 ])
60401   , -2449.86    , array([ 2.05555    ,  0.00795006 ,  8.70244e-26,  3.43814e-31,  0.00271017 ])
60402   , -2449.13    , array([ 2.05555    ,  0.00795006 ,  8.70244e-26,  3.4347e-31 ,  0.00271288 ])
60410   , -2449.55    , array([ 2.0549     ,  0.00795992 ,  8.70244e-26,  3.4347e-31 ,  0.00271355 ])
60411   , -2449.55    , array([ 2.0549     ,  0.00795992 ,  8.70244e-26,  3.4347e-31 ,  0.00271355 ])
60412   , -2449.58    , array([ 2.05695    ,  0.00795992 ,  8.70244e-26,  3.4347e-31 ,  0.00271355 ])
60413   , -2450.07    , array([ 2.0549     ,  0.00796788 ,  8.70244e-26,  3.4347e-31 ,  0.00271355 ])
60414   , -2449.55    , array([ 2.0549     ,  0.00795992 ,  8.71114e-26,  3.4347e-31 ,  0.00271355 ])
60415   , -2449.55    , array([ 2.0549     ,  0.00795992 ,  8.70244e-26,  3.43814e-31,  0.00271355 ])
60416   , -2448.82    , array([ 2.0549     ,  0.00795992 ,  8.70244e-26,  3.4347e-31 ,  0.00271627 ])
60417   , -2449.24    , array([ 2.05424    ,  0.0079698  ,  8.70244e-26,  3.4347e-31 ,  0.00271694 ])
