7421    , -2339.9     , array([ 1.50702    ,  4.91423    ,  3.96516e-48,  0.000201914])
7422    , -2339.9     , array([ 1.50853    ,  4.91423    ,  3.96516e-48,  0.000201914])
7423    , -2339.9     , array([ 1.50702    ,  4.91914    ,  3.96516e-48,  0.000201914])
7424    , -2339.9     , array([ 1.50702    ,  4.91423    ,  3.96913e-48,  0.000201914])
7425    , -2339.91    , array([ 1.50702    ,  4.91423    ,  3.96516e-48,  0.000202116])
7426    , -2339.9     , array([ 1.50702    ,  4.91423    ,  3.96516e-48,  0.000201914])
7427    , -2337.88    , array([ 1.50702    ,  3.82821    ,  3.96516e-48,  7.58839e-05])
7428    , -2337.88    , array([ 1.50702    ,  3.82821    ,  3.96516e-48,  7.58839e-05])
7429    , -2337.88    , array([ 1.50853    ,  3.82821    ,  3.96516e-48,  7.58839e-05])
7430    , -2337.88    , array([ 1.50702    ,  3.83204    ,  3.96516e-48,  7.58839e-05])
7431    , -2337.88    , array([ 1.50702    ,  3.82821    ,  3.96913e-48,  7.58839e-05])
7432    , -2337.88    , array([ 1.50702    ,  3.82821    ,  3.96516e-48,  7.59598e-05])
7433    , -2337.37    , array([ 1.50702    ,  2.85332    ,  3.96516e-48,  4.56478e-05])
7434    , -2337.37    , array([ 1.50702    ,  2.85332    ,  3.96516e-48,  4.56478e-05])
7435    , -2337.37    , array([ 1.50853    ,  2.85332    ,  3.96516e-48,  4.56478e-05])
7436    , -2337.37    , array([ 1.50702    ,  2.85618    ,  3.96516e-48,  4.56478e-05])
7437    , -2337.37    , array([ 1.50702    ,  2.85332    ,  3.96913e-48,  4.56478e-05])
7438    , -2337.37    , array([ 1.50702    ,  2.85332    ,  3.96516e-48,  4.56934e-05])
7439    , -2336.96    , array([ 1.50702    ,  1.5079     ,  3.96516e-48,  2.37219e-05])
7440    , -2336.96    , array([ 1.50702    ,  1.5079     ,  3.96516e-48,  2.37219e-05])
7441    , -2336.96    , array([ 1.50853    ,  1.5079     ,  3.96516e-48,  2.37219e-05])
7442    , -2336.96    , array([ 1.50702    ,  1.50941    ,  3.96516e-48,  2.37219e-05])
7443    , -2336.96    , array([ 1.50702    ,  1.5079     ,  3.96913e-48,  2.37219e-05])
7444    , -2336.96    , array([ 1.50702    ,  1.5079     ,  3.96516e-48,  2.37457e-05])
7445    , -2336.57    , array([ 1.50702    ,  0.489392   ,  3.96516e-48,  1.19083e-05])
7446    , -2336.57    , array([ 1.50702    ,  0.489392   ,  3.96516e-48,  1.19083e-05])
7447    , -2336.57    , array([ 1.50853    ,  0.489392   ,  3.96516e-48,  1.19083e-05])
7448    , -2336.57    , array([ 1.50702    ,  0.489881   ,  3.96516e-48,  1.19083e-05])
7449    , -2336.57    , array([ 1.50702    ,  0.489392   ,  3.96913e-48,  1.19083e-05])
7450    , -2336.57    , array([ 1.50702    ,  0.489392   ,  3.96516e-48,  1.19203e-05])
7451    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7452    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7453    , -2335.4     , array([ 1.50853    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7454    , -2335.4     , array([ 1.50702    ,  0.0509286  ,  3.96516e-48,  3.92243e-06])
7455    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96913e-48,  3.92243e-06])
7456    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92635e-06])
7463    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7464    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7465    , -2335.4     , array([ 1.50853    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7466    , -2335.4     , array([ 1.50702    ,  0.0509286  ,  3.96516e-48,  3.92243e-06])
7467    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96913e-48,  3.92243e-06])
7468    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92635e-06])
7469    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7470    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7471    , -2335.4     , array([ 1.50853    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7472    , -2335.4     , array([ 1.50702    ,  0.0509286  ,  3.96516e-48,  3.92243e-06])
7473    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96913e-48,  3.92243e-06])
7474    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92635e-06])
7481    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7482    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7483    , -2335.4     , array([ 1.50853    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7484    , -2335.4     , array([ 1.50702    ,  0.0509286  ,  3.96516e-48,  3.92243e-06])
7485    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96913e-48,  3.92243e-06])
7486    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92635e-06])
7487    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7488    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7489    , -2335.4     , array([ 1.50853    ,  0.0508777  ,  3.96516e-48,  3.92243e-06])
7490    , -2335.4     , array([ 1.50702    ,  0.0509286  ,  3.96516e-48,  3.92243e-06])
7491    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96913e-48,  3.92243e-06])
7492    , -2335.4     , array([ 1.50702    ,  0.0508777  ,  3.96516e-48,  3.92635e-06])
7493    , -2332.15    , array([ 1.50702    ,  0.0052893  ,  3.96516e-48,  1.29199e-06])
7494    , -2332.15    , array([ 1.50702    ,  0.0052893  ,  3.96516e-48,  1.29199e-06])
7495    , -2332.15    , array([ 1.50853    ,  0.0052893  ,  3.96516e-48,  1.29199e-06])
7496    , -2332.16    , array([ 1.50702    ,  0.00529459 ,  3.96516e-48,  1.29199e-06])
7497    , -2332.15    , array([ 1.50702    ,  0.0052893  ,  3.96913e-48,  1.29199e-06])
7498    , -2332.15    , array([ 1.50702    ,  0.0052893  ,  3.96516e-48,  1.29328e-06])
7499    , -2332.15    , array([ 1.50702    ,  0.0052893  ,  3.96516e-48,  1.29199e-06])
7500    , -2332.15    , array([ 1.50702    ,  0.0052893  ,  3.96516e-48,  1.29199e-06])
7501    , -2332.15    , array([ 1.50853    ,  0.0052893  ,  3.96516e-48,  1.29199e-06])
7502    , -2332.16    , array([ 1.50702    ,  0.00529459 ,  3.96516e-48,  1.29199e-06])
7503    , -2332.15    , array([ 1.50702    ,  0.0052893  ,  3.96913e-48,  1.29199e-06])
7504    , -2332.15    , array([ 1.50702    ,  0.0052893  ,  3.96516e-48,  1.29328e-06])
7505    , -2332.15    , array([ 1.50702    ,  0.0052893  ,  3.96516e-48,  1.29199e-06])
7506    , -2332.15    , array([ 1.50702    ,  0.0052893  ,  3.96516e-48,  1.29199e-06])
7507    , -2332.15    , array([ 1.50853    ,  0.0052893  ,  3.96516e-48,  1.29199e-06])
7508    , -2332.16    , array([ 1.50702    ,  0.00529459 ,  3.96516e-48,  1.29199e-06])
7509    , -2332.15    , array([ 1.50702    ,  0.0052893  ,  3.96913e-48,  1.29199e-06])
7510    , -2332.15    , array([ 1.50702    ,  0.0052893  ,  3.96516e-48,  1.29328e-06])
7511    , -2328.52    , array([ 1.50702    ,  0.00170543 ,  3.96516e-48,  7.41497e-07])
7512    , -2328.52    , array([ 1.50702    ,  0.00170543 ,  3.96516e-48,  7.41497e-07])
7513    , -2328.52    , array([ 1.50853    ,  0.00170543 ,  3.96516e-48,  7.41497e-07])
7514    , -2328.53    , array([ 1.50702    ,  0.00170713 ,  3.96516e-48,  7.41497e-07])
7515    , -2328.52    , array([ 1.50702    ,  0.00170543 ,  3.96913e-48,  7.41497e-07])
7516    , -2328.51    , array([ 1.50702    ,  0.00170543 ,  3.96516e-48,  7.42239e-07])
7517    , -2328.52    , array([ 1.50702    ,  0.00170543 ,  3.96516e-48,  7.41497e-07])
7518    , -2328.52    , array([ 1.50702    ,  0.00170543 ,  3.96516e-48,  7.41497e-07])
7519    , -2328.52    , array([ 1.50853    ,  0.00170543 ,  3.96516e-48,  7.41497e-07])
7520    , -2328.53    , array([ 1.50702    ,  0.00170713 ,  3.96516e-48,  7.41497e-07])
7521    , -2328.52    , array([ 1.50702    ,  0.00170543 ,  3.96913e-48,  7.41497e-07])
7522    , -2328.51    , array([ 1.50702    ,  0.00170543 ,  3.96516e-48,  7.42239e-07])
7523    , -2328.52    , array([ 1.50702    ,  0.00170543 ,  3.96516e-48,  7.41497e-07])
7524    , -2328.52    , array([ 1.50702    ,  0.00170543 ,  3.96516e-48,  7.41497e-07])
7525    , -2328.52    , array([ 1.50853    ,  0.00170543 ,  3.96516e-48,  7.41497e-07])
7526    , -2328.53    , array([ 1.50702    ,  0.00170713 ,  3.96516e-48,  7.41497e-07])
7527    , -2328.52    , array([ 1.50702    ,  0.00170543 ,  3.96913e-48,  7.41497e-07])
7528    , -2328.51    , array([ 1.50702    ,  0.00170543 ,  3.96516e-48,  7.42239e-07])
7535    , -2328.52    , array([ 1.50702    ,  0.00170543 ,  3.96516e-48,  7.41497e-07])
7536    , -2328.52    , array([ 1.50702    ,  0.00170543 ,  3.96516e-48,  7.41497e-07])
7537    , -2328.52    , array([ 1.50853    ,  0.00170543 ,  3.96516e-48,  7.41497e-07])
7538    , -2328.53    , array([ 1.50702    ,  0.00170713 ,  3.96516e-48,  7.41497e-07])
7539    , -2328.52    , array([ 1.50702    ,  0.00170543 ,  3.96913e-48,  7.41497e-07])
7540    , -2328.51    , array([ 1.50702    ,  0.00170543 ,  3.96516e-48,  7.42239e-07])
