4948    , -4702.75    , array([ 0.34869    ,  0.0263257  ,  4.14653e-10,  2.1887e-32 ,  0.0136278  ])
4949    , -4701.28    , array([ 0.349039   ,  0.0263257  ,  4.14653e-10,  2.1887e-32 ,  0.0136278  ])
4950    , -4690.53    , array([ 0.34869    ,  0.0263521  ,  4.14653e-10,  2.1887e-32 ,  0.0136278  ])
4951    , -4702.75    , array([ 0.34869    ,  0.0263257  ,  4.15068e-10,  2.1887e-32 ,  0.0136278  ])
4952    , -4702.75    , array([ 0.34869    ,  0.0263257  ,  4.14653e-10,  2.19089e-32,  0.0136278  ])
4953    , -4715.55    , array([ 0.34869    ,  0.0263257  ,  4.14653e-10,  2.1887e-32 ,  0.0136415  ])
4954    , -4702.75    , array([ 0.34869    ,  0.0263257  ,  4.14653e-10,  2.1887e-32 ,  0.0136278  ])
4955    , -14955.4    , array([ 0.379007   ,  0.0527489  ,  4.14653e-10,  2.1887e-32 ,  0.00657986 ])
4956    , -14955.4    , array([ 0.379007   ,  0.0527489  ,  4.14653e-10,  2.1887e-32 ,  0.00657986 ])
4957    , -14956.3    , array([ 0.379387   ,  0.0527489  ,  4.14653e-10,  2.1887e-32 ,  0.00657986 ])
4958    , -14976.8    , array([ 0.379007   ,  0.0528017  ,  4.14653e-10,  2.1887e-32 ,  0.00657986 ])
4959    , -14955.4    , array([ 0.379007   ,  0.0527489  ,  4.15068e-10,  2.1887e-32 ,  0.00657986 ])
4960    , -14955.4    , array([ 0.379007   ,  0.0527489  ,  4.14653e-10,  2.19089e-32,  0.00657986 ])
4961    , -14932.9    , array([ 0.379007   ,  0.0527489  ,  4.14653e-10,  2.1887e-32 ,  0.00658644 ])
4962    , -2202.96    , array([ 0.356851   ,  0.0319252  ,  4.14653e-10,  2.1887e-32 ,  0.0111349  ])
4963    , -2202.96    , array([ 0.356851   ,  0.0319252  ,  4.14653e-10,  2.1887e-32 ,  0.0111349  ])
4964    , -2201.94    , array([ 0.357208   ,  0.0319252  ,  4.14653e-10,  2.1887e-32 ,  0.0111349  ])
4965    , -2202.98    , array([ 0.356851   ,  0.0319571  ,  4.14653e-10,  2.1887e-32 ,  0.0111349  ])
4966    , -2202.96    , array([ 0.356851   ,  0.0319252  ,  4.15068e-10,  2.1887e-32 ,  0.0111349  ])
4967    , -2202.96    , array([ 0.356851   ,  0.0319252  ,  4.14653e-10,  2.19089e-32,  0.0111349  ])
4968    , -2203.41    , array([ 0.356851   ,  0.0319252  ,  4.14653e-10,  2.1887e-32 ,  0.011146   ])
4969    , -2875.32    , array([ 32.9219    ,  0.0101699  ,  4.14653e-10,  2.1887e-32 ,  0.00422799 ])
