103108  , -21704.1    , array([ 1.6093     ,  0.828769   ,  4.0838e-37 ,  9.89277e-67,  0.355343   ])
103109  , -21693      , array([ 1.61091    ,  0.828769   ,  4.0838e-37 ,  9.89277e-67,  0.355343   ])
103110  , -21703      , array([ 1.6093     ,  0.829598   ,  4.0838e-37 ,  9.89277e-67,  0.355343   ])
103111  , -21704.1    , array([ 1.6093     ,  0.828769   ,  4.08789e-37,  9.89277e-67,  0.355343   ])
103112  , -21704.1    , array([ 1.6093     ,  0.828769   ,  4.0838e-37 ,  9.90267e-67,  0.355343   ])
103113  , -21729.8    , array([ 1.6093     ,  0.828769   ,  4.0838e-37 ,  9.89277e-67,  0.355698   ])
103114  , -21704.1    , array([ 1.6093     ,  0.828769   ,  4.0838e-37 ,  9.89277e-67,  0.355343   ])
103115  , -14083      , array([ 2.39817    ,  0.86298    ,  4.0838e-37 ,  9.89277e-67,  0.140623   ])
103116  , -14083      , array([ 2.39817    ,  0.86298    ,  4.0838e-37 ,  9.89277e-67,  0.140623   ])
103117  , -14084.6    , array([ 2.40057    ,  0.86298    ,  4.0838e-37 ,  9.89277e-67,  0.140623   ])
103118  , -14098.9    , array([ 2.39817    ,  0.863843   ,  4.0838e-37 ,  9.89277e-67,  0.140623   ])
103119  , -14083      , array([ 2.39817    ,  0.86298    ,  4.08789e-37,  9.89277e-67,  0.140623   ])
103120  , -14083      , array([ 2.39817    ,  0.86298    ,  4.0838e-37 ,  9.90267e-67,  0.140623   ])
103121  , -14073.9    , array([ 2.39817    ,  0.86298    ,  4.0838e-37 ,  9.89277e-67,  0.140763   ])
103122  , -3837.28    , array([ 3.57666    ,  0.23873    ,  4.0838e-37 ,  9.89277e-67,  0.0867386  ])
103123  , -3837.28    , array([ 3.57666    ,  0.23873    ,  4.0838e-37 ,  9.89277e-67,  0.0867386  ])
103124  , -3838       , array([ 3.58024    ,  0.23873    ,  4.0838e-37 ,  9.89277e-67,  0.0867386  ])
103125  , -3838.24    , array([ 3.57666    ,  0.238968   ,  4.0838e-37 ,  9.89277e-67,  0.0867386  ])
103126  , -3837.28    , array([ 3.57666    ,  0.23873    ,  4.08789e-37,  9.89277e-67,  0.0867386  ])
103127  , -3837.28    , array([ 3.57666    ,  0.23873    ,  4.0838e-37 ,  9.90267e-67,  0.0867386  ])
103128  , -3840.61    , array([ 3.57666    ,  0.23873    ,  4.0838e-37 ,  9.89277e-67,  0.0868254  ])
103129  , -67371      , array([ 0.00347677 ,  0.014142   ,  4.0838e-37 ,  9.89277e-67,  0.00173047 ])
103130  , -67371      , array([ 0.00347677 ,  0.014142   ,  4.0838e-37 ,  9.89277e-67,  0.00173047 ])
