153792  , -79089.4    , array([ 4.03791    ,  19.2186    ,  1.31496    ,  1.86938e-18,  6.3778e-10 ])
153793  , -79089.4    , array([ 4.04195    ,  19.2186    ,  1.31496    ,  1.86938e-18,  6.3778e-10 ])
153794  , -79089.4    , array([ 4.03791    ,  19.2378    ,  1.31496    ,  1.86938e-18,  6.3778e-10 ])
153795  , -79089.4    , array([ 4.03791    ,  19.2186    ,  1.31627    ,  1.86938e-18,  6.3778e-10 ])
153796  , -79089.4    , array([ 4.03791    ,  19.2186    ,  1.31496    ,  1.87125e-18,  6.3778e-10 ])
153797  , -79089.4    , array([ 4.03791    ,  19.2186    ,  1.31496    ,  1.86938e-18,  6.38418e-10])
153798  , -79089.4    , array([ 4.03791    ,  19.2186    ,  1.31496    ,  1.86938e-18,  6.3778e-10 ])
153799  , -79089.4    , array([ 4.0374     ,  19.2178    ,  1.31496    ,  1.86938e-18,  6.37893e-10])
153800  , -79089.4    , array([ 4.0374     ,  19.2178    ,  1.31496    ,  1.86938e-18,  6.37893e-10])
153801  , -79089.4    , array([ 4.04144    ,  19.2178    ,  1.31496    ,  1.86938e-18,  6.37893e-10])
153802  , -79089.4    , array([ 4.0374     ,  19.237     ,  1.31496    ,  1.86938e-18,  6.37893e-10])
153803  , -79089.4    , array([ 4.0374     ,  19.2178    ,  1.31628    ,  1.86938e-18,  6.37893e-10])
153804  , -79089.4    , array([ 4.0374     ,  19.2178    ,  1.31496    ,  1.87125e-18,  6.37893e-10])
153805  , -79089.4    , array([ 4.0374     ,  19.2178    ,  1.31496    ,  1.86938e-18,  6.38532e-10])
153806  , -79089.4    , array([ 4.03537    ,  19.2148    ,  1.31498    ,  1.86938e-18,  6.38349e-10])
153807  , -79089.4    , array([ 4.03537    ,  19.2148    ,  1.31498    ,  1.86938e-18,  6.38349e-10])
153808  , -79089.4    , array([ 4.0394     ,  19.2148    ,  1.31498    ,  1.86938e-18,  6.38349e-10])
153809  , -79089.4    , array([ 4.03537    ,  19.2341    ,  1.31498    ,  1.86938e-18,  6.38349e-10])
153810  , -79089.4    , array([ 4.03537    ,  19.2148    ,  1.31629    ,  1.86938e-18,  6.38349e-10])
153811  , -79089.4    , array([ 4.03537    ,  19.2148    ,  1.31498    ,  1.87125e-18,  6.38349e-10])
153812  , -79089.4    , array([ 4.03537    ,  19.2148    ,  1.31498    ,  1.86938e-18,  6.38987e-10])
153813  , -79089.4    , array([ 4.02725    ,  19.2029    ,  1.31503    ,  1.86938e-18,  6.40173e-10])
153814  , -79089.4    , array([ 4.02725    ,  19.2029    ,  1.31503    ,  1.86938e-18,  6.40173e-10])
153815  , -79089.4    , array([ 4.03128    ,  19.2029    ,  1.31503    ,  1.86938e-18,  6.40173e-10])
153816  , -79089.4    , array([ 4.02725    ,  19.2221    ,  1.31503    ,  1.86938e-18,  6.40173e-10])
153817  , -79089.4    , array([ 4.02725    ,  19.2029    ,  1.31635    ,  1.86938e-18,  6.40173e-10])
153818  , -79089.4    , array([ 4.02725    ,  19.2029    ,  1.31503    ,  1.87125e-18,  6.40173e-10])
153819  , -79089.4    , array([ 4.02725    ,  19.2029    ,  1.31503    ,  1.86938e-18,  6.40813e-10])
153820  , -79089.4    , array([ 3.99494    ,  19.1553    ,  1.31526    ,  1.86938e-18,  6.47521e-10])
153821  , -79089.4    , array([ 3.99494    ,  19.1553    ,  1.31526    ,  1.86938e-18,  6.47521e-10])
153822  , -79089.4    , array([ 3.99894    ,  19.1553    ,  1.31526    ,  1.86938e-18,  6.47521e-10])
153823  , -79089.4    , array([ 3.99494    ,  19.1744    ,  1.31526    ,  1.86938e-18,  6.47521e-10])
153824  , -79089.4    , array([ 3.99494    ,  19.1553    ,  1.31658    ,  1.86938e-18,  6.47521e-10])
153825  , -79089.4    , array([ 3.99494    ,  19.1553    ,  1.31526    ,  1.87125e-18,  6.47521e-10])
153826  , -79089.4    , array([ 3.99494    ,  19.1553    ,  1.31526    ,  1.86938e-18,  6.48169e-10])
153827  , -79089.4    , array([ 3.86829    ,  18.966     ,  1.31617    ,  1.86938e-18,  6.77768e-10])
153828  , -79089.4    , array([ 3.86829    ,  18.966     ,  1.31617    ,  1.86938e-18,  6.77768e-10])
153829  , -79089.4    , array([ 3.87216    ,  18.966     ,  1.31617    ,  1.86938e-18,  6.77768e-10])
153830  , -79089.4    , array([ 3.86829    ,  18.985     ,  1.31617    ,  1.86938e-18,  6.77768e-10])
153831  , -79089.4    , array([ 3.86829    ,  18.966     ,  1.31748    ,  1.86938e-18,  6.77768e-10])
