93576   , -252661     , array([ 23.5271    ,  0.313743   ,  2.27362e-52,  2.31443e-61,  1.94937    ])
93577   , -252671     , array([ 23.5507    ,  0.313743   ,  2.27362e-52,  2.31443e-61,  1.94937    ])
93578   , -252444     , array([ 23.5271    ,  0.314057   ,  2.27362e-52,  2.31443e-61,  1.94937    ])
93579   , -252661     , array([ 23.5271    ,  0.313743   ,  2.2759e-52 ,  2.31443e-61,  1.94937    ])
93580   , -252661     , array([ 23.5271    ,  0.313743   ,  2.27362e-52,  2.31675e-61,  1.94937    ])
93581   , -252902     , array([ 23.5271    ,  0.313743   ,  2.27362e-52,  2.31443e-61,  1.95132    ])
93582   , -252661     , array([ 23.5271    ,  0.313743   ,  2.27362e-52,  2.31443e-61,  1.94937    ])
93583   , -72303.1    , array([ 22.7957    ,  0.617485   ,  2.27362e-52,  2.31443e-61,  0.921946   ])
93584   , -72303.1    , array([ 22.7957    ,  0.617485   ,  2.27362e-52,  2.31443e-61,  0.921946   ])
93585   , -72309.7    , array([ 22.8185    ,  0.617485   ,  2.27362e-52,  2.31443e-61,  0.921946   ])
93586   , -72254.2    , array([ 22.7957    ,  0.618102   ,  2.27362e-52,  2.31443e-61,  0.921946   ])
93587   , -72303.1    , array([ 22.7957    ,  0.617485   ,  2.2759e-52 ,  2.31443e-61,  0.921946   ])
93588   , -72303.1    , array([ 22.7957    ,  0.617485   ,  2.27362e-52,  2.31675e-61,  0.921946   ])
93589   , -72375.4    , array([ 22.7957    ,  0.617485   ,  2.27362e-52,  2.31443e-61,  0.922868   ])
93597   , -72082.8    , array([ 22.7091    ,  0.612247   ,  2.27362e-52,  2.31443e-61,  0.914179   ])
93598   , -72082.8    , array([ 22.7091    ,  0.612247   ,  2.27362e-52,  2.31443e-61,  0.914179   ])
93599   , -72089.4    , array([ 22.7318    ,  0.612247   ,  2.27362e-52,  2.31443e-61,  0.914179   ])
93600   , -72033.9    , array([ 22.7091    ,  0.61286    ,  2.27362e-52,  2.31443e-61,  0.914179   ])
93601   , -72082.8    , array([ 22.7091    ,  0.612247   ,  2.2759e-52 ,  2.31443e-61,  0.914179   ])
93602   , -72082.8    , array([ 22.7091    ,  0.612247   ,  2.27362e-52,  2.31675e-61,  0.914179   ])
93603   , -72155.1    , array([ 22.7091    ,  0.612247   ,  2.27362e-52,  2.31443e-61,  0.915093   ])
93604   , -39663.3    , array([ 4.10844    ,  0.0133606  ,  2.27362e-52,  2.31443e-61,  0.0204697  ])
93605   , -39663.3    , array([ 4.10844    ,  0.0133606  ,  2.27362e-52,  2.31443e-61,  0.0204697  ])
93606   , -39663.5    , array([ 4.11255    ,  0.0133606  ,  2.27362e-52,  2.31443e-61,  0.0204697  ])
93607   , -39606.2    , array([ 4.10844    ,  0.013374   ,  2.27362e-52,  2.31443e-61,  0.0204697  ])
93608   , -39663.3    , array([ 4.10844    ,  0.0133606  ,  2.2759e-52 ,  2.31443e-61,  0.0204697  ])
93609   , -39663.3    , array([ 4.10844    ,  0.0133606  ,  2.27362e-52,  2.31675e-61,  0.0204697  ])
93610   , -39718.3    , array([ 4.10844    ,  0.0133606  ,  2.27362e-52,  2.31443e-61,  0.0204902  ])
93618   , -39656.2    , array([ 4.15695    ,  0.0133237  ,  2.27362e-52,  2.31443e-61,  0.0204077  ])
