7448    , -1.06851e+06, array([ 0.00865785 ,  6.84136    ,  2.11904e-66,  6.85925e-11,  0.205454   ])
7449    , -1.06757e+06, array([ 0.00866651 ,  6.84136    ,  2.11904e-66,  6.85925e-11,  0.205454   ])
7450    , -1.06852e+06, array([ 0.00865785 ,  6.8482     ,  2.11904e-66,  6.85925e-11,  0.205454   ])
7451    , -1.06851e+06, array([ 0.00865785 ,  6.84136    ,  2.12116e-66,  6.85925e-11,  0.205454   ])
7452    , -1.06851e+06, array([ 0.00865785 ,  6.84136    ,  2.11904e-66,  6.86611e-11,  0.205454   ])
7453    , -1.06944e+06, array([ 0.00865785 ,  6.84136    ,  2.11904e-66,  6.85925e-11,  0.20566    ])
7454    , -1.06851e+06, array([ 0.00865785 ,  6.84136    ,  2.11904e-66,  6.85925e-11,  0.205454   ])
7455    , -342713     , array([ 0.0177621  ,  6.80488    ,  2.11904e-66,  6.85941e-11,  0.10104    ])
7456    , -342713     , array([ 0.0177621  ,  6.80488    ,  2.11904e-66,  6.85941e-11,  0.10104    ])
7457    , -342463     , array([ 0.0177799  ,  6.80488    ,  2.11904e-66,  6.85941e-11,  0.10104    ])
7458    , -342717     , array([ 0.0177621  ,  6.81169    ,  2.11904e-66,  6.85941e-11,  0.10104    ])
7459    , -342713     , array([ 0.0177621  ,  6.80488    ,  2.12116e-66,  6.85941e-11,  0.10104    ])
7460    , -342713     , array([ 0.0177621  ,  6.80488    ,  2.11904e-66,  6.86627e-11,  0.10104    ])
7461    , -342944     , array([ 0.0177621  ,  6.80488    ,  2.11904e-66,  6.85941e-11,  0.101141   ])
7469    , -339198     , array([ 0.0207194  ,  6.58527    ,  2.11904e-66,  6.85842e-11,  0.117666   ])
7470    , -339198     , array([ 0.0207194  ,  6.58527    ,  2.11904e-66,  6.85842e-11,  0.117666   ])
7471    , -338948     , array([ 0.0207402  ,  6.58527    ,  2.11904e-66,  6.85842e-11,  0.117666   ])
7472    , -339202     , array([ 0.0207194  ,  6.59186    ,  2.11904e-66,  6.85842e-11,  0.117666   ])
7473    , -339198     , array([ 0.0207194  ,  6.58527    ,  2.12116e-66,  6.85842e-11,  0.117666   ])
7474    , -339198     , array([ 0.0207194  ,  6.58527    ,  2.11904e-66,  6.86528e-11,  0.117666   ])
7475    , -339430     , array([ 0.0207194  ,  6.58527    ,  2.11904e-66,  6.85842e-11,  0.117784   ])
7476    , -328984     , array([ 0.0341676  ,  5.9197     ,  2.11904e-66,  6.85522e-11,  0.192988   ])
7477    , -328984     , array([ 0.0341676  ,  5.9197     ,  2.11904e-66,  6.85522e-11,  0.192988   ])
