15025   , -2248.18    , array([ 2.71444    ,  0.140047   ,  7.67581e-06,  0.000809122])
15026   , -2248.18    , array([ 2.71715    ,  0.140047   ,  7.67581e-06,  0.000809122])
15027   , -2248.28    , array([ 2.71444    ,  0.140187   ,  7.67581e-06,  0.000809122])
15028   , -2248.18    , array([ 2.71444    ,  0.140047   ,  7.68349e-06,  0.000809122])
15029   , -2248.1     , array([ 2.71444    ,  0.140047   ,  7.67581e-06,  0.000809932])
15030   , -2248.18    , array([ 2.71444    ,  0.140047   ,  7.67581e-06,  0.000809122])
15031   , -2020.43    , array([ 2.71342    ,  0.0651744  ,  7.67087e-06,  0.00156478 ])
15032   , -2020.43    , array([ 2.71342    ,  0.0651744  ,  7.67087e-06,  0.00156478 ])
15033   , -2020.43    , array([ 2.71613    ,  0.0651744  ,  7.67087e-06,  0.00156478 ])
15034   , -2020.67    , array([ 2.71342    ,  0.0652396  ,  7.67087e-06,  0.00156478 ])
15035   , -2020.43    , array([ 2.71342    ,  0.0651744  ,  7.67854e-06,  0.00156478 ])
15036   , -2020.2     , array([ 2.71342    ,  0.0651744  ,  7.67087e-06,  0.00156634 ])
15037   , -915.75     , array([ 2.70935    ,  0.00305693 ,  7.65114e-06,  0.0218881  ])
15038   , -915.75     , array([ 2.70935    ,  0.00305693 ,  7.65114e-06,  0.0218881  ])
15039   , -915.75     , array([ 2.71206    ,  0.00305693 ,  7.65114e-06,  0.0218881  ])
15040   , -910.9      , array([ 2.70935    ,  0.00305999 ,  7.65114e-06,  0.0218881  ])
15041   , -915.75     , array([ 2.70935    ,  0.00305693 ,  7.6588e-06 ,  0.0218881  ])
15042   , -921.396    , array([ 2.70935    ,  0.00305693 ,  7.65114e-06,  0.02191    ])
15043   , -1961.16    , array([ 2.71324    ,  0.0571531  ,  7.67002e-06,  0.0017524  ])
15044   , -1961.16    , array([ 2.71324    ,  0.0571531  ,  7.67002e-06,  0.0017524  ])
15045   , -1961.16    , array([ 2.71596    ,  0.0571531  ,  7.67002e-06,  0.0017524  ])
15046   , -1961.41    , array([ 2.71324    ,  0.0572103  ,  7.67002e-06,  0.0017524  ])
