247666  , -949153     , array([ 0.0027275  ,  0.728842   ,  3.09936e-11,  2.56207    ,  0.138071   ])
247667  , -948962     , array([ 0.00273023 ,  0.728842   ,  3.09936e-11,  2.56207    ,  0.138071   ])
247668  , -949228     , array([ 0.0027275  ,  0.729571   ,  3.09936e-11,  2.56207    ,  0.138071   ])
247669  , -949141     , array([ 0.0027275  ,  0.728842   ,  3.10246e-11,  2.56207    ,  0.138071   ])
247670  , -949084     , array([ 0.0027275  ,  0.728842   ,  3.09936e-11,  2.56463    ,  0.138071   ])
247671  , -949146     , array([ 0.0027275  ,  0.728842   ,  3.09936e-11,  2.56207    ,  0.13821    ])
247672  , -949153     , array([ 0.0027275  ,  0.728842   ,  3.09936e-11,  2.56207    ,  0.138071   ])
247673  , -655300     , array([ 0.0066372  ,  0.514499   ,  3.27774e-11,  3.53556    ,  0.142725   ])
247674  , -655300     , array([ 0.0066372  ,  0.514499   ,  3.27774e-11,  3.53556    ,  0.142725   ])
247675  , -654946     , array([ 0.00664384 ,  0.514499   ,  3.27774e-11,  3.53556    ,  0.142725   ])
247676  , -655383     , array([ 0.0066372  ,  0.515014   ,  3.27774e-11,  3.53556    ,  0.142725   ])
247677  , -655300     , array([ 0.0066372  ,  0.514499   ,  3.28102e-11,  3.53556    ,  0.142725   ])
247678  , -655235     , array([ 0.0066372  ,  0.514499   ,  3.27774e-11,  3.53909    ,  0.142725   ])
247679  , -655461     , array([ 0.0066372  ,  0.514499   ,  3.27774e-11,  3.53556    ,  0.142868   ])
247687  , -651855     , array([ 0.00669403 ,  0.512784   ,  3.2795e-11 ,  3.54649    ,  0.142771   ])
247688  , -651855     , array([ 0.00669403 ,  0.512784   ,  3.2795e-11 ,  3.54649    ,  0.142771   ])
247689  , -651502     , array([ 0.00670073 ,  0.512784   ,  3.2795e-11 ,  3.54649    ,  0.142771   ])
247690  , -651938     , array([ 0.00669403 ,  0.513297   ,  3.2795e-11 ,  3.54649    ,  0.142771   ])
247691  , -651855     , array([ 0.00669403 ,  0.512784   ,  3.28278e-11,  3.54649    ,  0.142771   ])
247692  , -651790     , array([ 0.00669403 ,  0.512784   ,  3.2795e-11 ,  3.55004    ,  0.142771   ])
247693  , -652016     , array([ 0.00669403 ,  0.512784   ,  3.2795e-11 ,  3.54649    ,  0.142914   ])
247694  , -574322     , array([ 0.00818094 ,  0.474045   ,  3.32115e-11,  3.8137     ,  0.143842   ])
247695  , -574322     , array([ 0.00818094 ,  0.474045   ,  3.32115e-11,  3.8137     ,  0.143842   ])
247696  , -573992     , array([ 0.00818913 ,  0.474045   ,  3.32115e-11,  3.8137     ,  0.143842   ])
247697  , -574390     , array([ 0.00818094 ,  0.474519   ,  3.32115e-11,  3.8137     ,  0.143842   ])
247698  , -574322     , array([ 0.00818094 ,  0.474045   ,  3.32447e-11,  3.8137     ,  0.143842   ])
247699  , -574265     , array([ 0.00818094 ,  0.474045   ,  3.32115e-11,  3.81752    ,  0.143842   ])
247700  , -574482     , array([ 0.00818094 ,  0.474045   ,  3.32115e-11,  3.8137     ,  0.143986   ])
247701  , -158976     , array([ 0.043635   ,  0.246096   ,  3.69008e-11,  6.99255    ,  0.153105   ])
247702  , -158976     , array([ 0.043635   ,  0.246096   ,  3.69008e-11,  6.99255    ,  0.153105   ])
247703  , -158847     , array([ 0.0436786  ,  0.246096   ,  3.69008e-11,  6.99255    ,  0.153105   ])
247704  , -159006     , array([ 0.043635   ,  0.246343   ,  3.69008e-11,  6.99255    ,  0.153105   ])
247705  , -158976     , array([ 0.043635   ,  0.246096   ,  3.69377e-11,  6.99255    ,  0.153105   ])
247706  , -158958     , array([ 0.043635   ,  0.246096   ,  3.69008e-11,  6.99954    ,  0.153105   ])
247707  , -159036     , array([ 0.043635   ,  0.246096   ,  3.69008e-11,  6.99255    ,  0.153258   ])
247715  , -154800     , array([ 0.04464    ,  0.245643   ,  3.68516e-11,  6.98171    ,  0.149941   ])
247716  , -154800     , array([ 0.04464    ,  0.245643   ,  3.68516e-11,  6.98171    ,  0.149941   ])
247717  , -154674     , array([ 0.0446847  ,  0.245643   ,  3.68516e-11,  6.98171    ,  0.149941   ])
247718  , -154830     , array([ 0.04464    ,  0.245888   ,  3.68516e-11,  6.98171    ,  0.149941   ])
247719  , -154800     , array([ 0.04464    ,  0.245643   ,  3.68885e-11,  6.98171    ,  0.149941   ])
247720  , -154784     , array([ 0.04464    ,  0.245643   ,  3.68516e-11,  6.9887     ,  0.149941   ])
247721  , -154859     , array([ 0.04464    ,  0.245643   ,  3.68516e-11,  6.98171    ,  0.150091   ])
247722  , -94990.3    , array([ 0.0670183  ,  0.237686   ,  3.59852e-11,  6.7912     ,  0.103304   ])
247723  , -94990.3    , array([ 0.0670183  ,  0.237686   ,  3.59852e-11,  6.7912     ,  0.103304   ])
247724  , -94909.8    , array([ 0.0670853  ,  0.237686   ,  3.59852e-11,  6.7912     ,  0.103304   ])
247725  , -95014.6    , array([ 0.0670183  ,  0.237924   ,  3.59852e-11,  6.7912     ,  0.103304   ])
247726  , -94990.3    , array([ 0.0670183  ,  0.237686   ,  3.60212e-11,  6.7912     ,  0.103304   ])
247727  , -94988.6    , array([ 0.0670183  ,  0.237686   ,  3.59852e-11,  6.79799    ,  0.103304   ])
247728  , -95028      , array([ 0.0670183  ,  0.237686   ,  3.59852e-11,  6.7912     ,  0.103407   ])
247729  , -172303     , array([ 0.151937   ,  0.0142658  ,  3.96885e-11,  0.215571   ,  0.10122    ])
247730  , -172303     , array([ 0.151937   ,  0.0142658  ,  3.96885e-11,  0.215571   ,  0.10122    ])
247731  , -172277     , array([ 0.152089   ,  0.0142658  ,  3.96885e-11,  0.215571   ,  0.10122    ])
247732  , -172246     , array([ 0.151937   ,  0.0142801  ,  3.96885e-11,  0.215571   ,  0.10122    ])
247733  , -172303     , array([ 0.151937   ,  0.0142658  ,  3.97282e-11,  0.215571   ,  0.10122    ])
247734  , -172272     , array([ 0.151937   ,  0.0142658  ,  3.96885e-11,  0.215787   ,  0.10122    ])
247735  , -172345     , array([ 0.151937   ,  0.0142658  ,  3.96885e-11,  0.215571   ,  0.101321   ])
247736  , -69114.7    , array([ 0.0844599  ,  0.107336   ,  3.69953e-11,  2.56156    ,  0.102711   ])
247737  , -69114.7    , array([ 0.0844599  ,  0.107336   ,  3.69953e-11,  2.56156    ,  0.102711   ])
247738  , -69050      , array([ 0.0845444  ,  0.107336   ,  3.69953e-11,  2.56156    ,  0.102711   ])
247739  , -69119.1    , array([ 0.0844599  ,  0.107443   ,  3.69953e-11,  2.56156    ,  0.102711   ])
247740  , -69114.7    , array([ 0.0844599  ,  0.107336   ,  3.70323e-11,  2.56156    ,  0.102711   ])
247741  , -69106.9    , array([ 0.0844599  ,  0.107336   ,  3.69953e-11,  2.56412    ,  0.102711   ])
247742  , -69156.8    , array([ 0.0844599  ,  0.107336   ,  3.69953e-11,  2.56156    ,  0.102813   ])
247743  , -105012     , array([ 4.80073    ,  33.0601    ,  9.4546e-08 ,  0.00698416 ,  2.68625    ])
247744  , -105012     , array([ 4.80073    ,  33.0601    ,  9.4546e-08 ,  0.00698416 ,  2.68625    ])
247745  , -104978     , array([ 4.80553    ,  33.0601    ,  9.4546e-08 ,  0.00698416 ,  2.68625    ])
247746  , -105026     , array([ 4.80073    ,  33.0932    ,  9.4546e-08 ,  0.00698416 ,  2.68625    ])
247747  , -105012     , array([ 4.80073    ,  33.0601    ,  9.46406e-08,  0.00698416 ,  2.68625    ])
247748  , -105010     , array([ 4.80073    ,  33.0601    ,  9.4546e-08 ,  0.00699114 ,  2.68625    ])
247749  , -105060     , array([ 4.80073    ,  33.0601    ,  9.4546e-08 ,  0.00698416 ,  2.68894    ])
