187222  , -1.00415e+06, array([ 1.59607    ,  0.00374484 ,  5.43642e-12,  2.37749e-11,  0.256426   ])
187223  , -1.00416e+06, array([ 1.59767    ,  0.00374484 ,  5.43642e-12,  2.37749e-11,  0.256426   ])
187224  , -1.00411e+06, array([ 1.59607    ,  0.00374859 ,  5.43642e-12,  2.37749e-11,  0.256426   ])
187225  , -1.00415e+06, array([ 1.59607    ,  0.00374484 ,  5.44186e-12,  2.37749e-11,  0.256426   ])
187226  , -1.00412e+06, array([ 1.59607    ,  0.00374484 ,  5.43642e-12,  2.37987e-11,  0.256426   ])
187227  , -1.00416e+06, array([ 1.59607    ,  0.00374484 ,  5.43642e-12,  2.37749e-11,  0.256683   ])
187228  , -1.00415e+06, array([ 1.59607    ,  0.00374484 ,  5.43642e-12,  2.37749e-11,  0.256426   ])
187229  , -944380     , array([ 1.51019    ,  0.00806775 ,  5.44531e-12,  4.54967e-11,  0.236164   ])
187230  , -944380     , array([ 1.51019    ,  0.00806775 ,  5.44531e-12,  4.54967e-11,  0.236164   ])
187231  , -944381     , array([ 1.5117     ,  0.00806775 ,  5.44531e-12,  4.54967e-11,  0.236164   ])
187232  , -944185     , array([ 1.51019    ,  0.00807582 ,  5.44531e-12,  4.54967e-11,  0.236164   ])
187233  , -944379     , array([ 1.51019    ,  0.00806775 ,  5.45075e-12,  4.54967e-11,  0.236164   ])
187234  , -944351     , array([ 1.51019    ,  0.00806775 ,  5.44531e-12,  4.55422e-11,  0.236164   ])
187235  , -944541     , array([ 1.51019    ,  0.00806775 ,  5.44531e-12,  4.54967e-11,  0.236401   ])
187236  , -23153.9    , array([ 1.21044    ,  0.173791   ,  5.48098e-12,  6.10134e-10,  0.169911   ])
187237  , -23153.9    , array([ 1.21044    ,  0.173791   ,  5.48098e-12,  6.10134e-10,  0.169911   ])
187238  , -23149.2    , array([ 1.21165    ,  0.173791   ,  5.48098e-12,  6.10134e-10,  0.169911   ])
187239  , -23123.9    , array([ 1.21044    ,  0.173965   ,  5.48098e-12,  6.10134e-10,  0.169911   ])
187240  , -23153.9    , array([ 1.21044    ,  0.173791   ,  5.48646e-12,  6.10134e-10,  0.169911   ])
187241  , -23153.9    , array([ 1.21044    ,  0.173791   ,  5.48098e-12,  6.10744e-10,  0.169911   ])
187242  , -23193.9    , array([ 1.21044    ,  0.173791   ,  5.48098e-12,  6.10134e-10,  0.170081   ])
187250  , -17352.6    , array([ 1.21561    ,  0.194183   ,  5.48164e-12,  6.40165e-10,  0.157082   ])
187251  , -17352.6    , array([ 1.21561    ,  0.194183   ,  5.48164e-12,  6.40165e-10,  0.157082   ])
187252  , -17348      , array([ 1.21683    ,  0.194183   ,  5.48164e-12,  6.40165e-10,  0.157082   ])
187253  , -17329.6    , array([ 1.21561    ,  0.194378   ,  5.48164e-12,  6.40165e-10,  0.157082   ])
187254  , -17352.6    , array([ 1.21561    ,  0.194183   ,  5.48713e-12,  6.40165e-10,  0.157082   ])
187255  , -17352.6    , array([ 1.21561    ,  0.194183   ,  5.48164e-12,  6.40806e-10,  0.157082   ])
187256  , -17385.4    , array([ 1.21561    ,  0.194183   ,  5.48164e-12,  6.40165e-10,  0.157239   ])
187257  , -14043.6    , array([ 4.21388    ,  0.0945937  ,  5.49836e-12,  2.14819e-09,  0.0790332  ])
187258  , -14043.6    , array([ 4.21388    ,  0.0945937  ,  5.49836e-12,  2.14819e-09,  0.0790332  ])
187259  , -14044.3    , array([ 4.21809    ,  0.0945937  ,  5.49836e-12,  2.14819e-09,  0.0790332  ])
187260  , -14016.3    , array([ 4.21388    ,  0.0946884  ,  5.49836e-12,  2.14819e-09,  0.0790332  ])
187261  , -14043.6    , array([ 4.21388    ,  0.0945937  ,  5.50386e-12,  2.14819e-09,  0.0790332  ])
187262  , -14043.6    , array([ 4.21388    ,  0.0945937  ,  5.49836e-12,  2.15034e-09,  0.0790332  ])
187263  , -14073.5    , array([ 4.21388    ,  0.0945937  ,  5.49836e-12,  2.14819e-09,  0.0791122  ])
187264  , -17915.4    , array([ 0.129975   ,  0.0077032  ,  5.5338e-12 ,  2.76373e-08,  0.00686159 ])
187265  , -17915.4    , array([ 0.129975   ,  0.0077032  ,  5.5338e-12 ,  2.76373e-08,  0.00686159 ])
187266  , -17913.5    , array([ 0.130105   ,  0.0077032  ,  5.5338e-12 ,  2.76373e-08,  0.00686159 ])
187267  , -17883      , array([ 0.129975   ,  0.00771091 ,  5.5338e-12 ,  2.76373e-08,  0.00686159 ])
187268  , -17915.4    , array([ 0.129975   ,  0.0077032  ,  5.53934e-12,  2.76373e-08,  0.00686159 ])
187269  , -17915.4    , array([ 0.129975   ,  0.0077032  ,  5.5338e-12 ,  2.76649e-08,  0.00686159 ])
187270  , -17948.7    , array([ 0.129975   ,  0.0077032  ,  5.5338e-12 ,  2.76373e-08,  0.00686845 ])
187271  , -13540.7    , array([ 2.02187    ,  0.0557106  ,  5.50582e-12,  3.68356e-09,  0.0471796  ])
187272  , -13540.7    , array([ 2.02187    ,  0.0557106  ,  5.50582e-12,  3.68356e-09,  0.0471796  ])
187273  , -13540.9    , array([ 2.02389    ,  0.0557106  ,  5.50582e-12,  3.68356e-09,  0.0471796  ])
187274  , -13512.1    , array([ 2.02187    ,  0.0557663  ,  5.50582e-12,  3.68356e-09,  0.0471796  ])
187275  , -13540.7    , array([ 2.02187    ,  0.0557106  ,  5.51133e-12,  3.68356e-09,  0.0471796  ])
187276  , -13540.7    , array([ 2.02187    ,  0.0557106  ,  5.50582e-12,  3.68725e-09,  0.0471796  ])
187277  , -13569.5    , array([ 2.02187    ,  0.0557106  ,  5.50582e-12,  3.68356e-09,  0.0472268  ])
187278  , -12548.2    , array([ 2.02215    ,  0.056819   ,  5.50596e-12,  3.72137e-09,  0.0464453  ])
187279  , -12548.2    , array([ 2.02215    ,  0.056819   ,  5.50596e-12,  3.72137e-09,  0.0464453  ])
187280  , -12548.4    , array([ 2.02417    ,  0.056819   ,  5.50596e-12,  3.72137e-09,  0.0464453  ])
187281  , -12520.9    , array([ 2.02215    ,  0.0568759  ,  5.50596e-12,  3.72137e-09,  0.0464453  ])
187282  , -12548.2    , array([ 2.02215    ,  0.056819   ,  5.51147e-12,  3.72137e-09,  0.0464453  ])
187283  , -12548.2    , array([ 2.02215    ,  0.056819   ,  5.50596e-12,  3.7251e-09 ,  0.0464453  ])
187284  , -12575.7    , array([ 2.02215    ,  0.056819   ,  5.50596e-12,  3.72137e-09,  0.0464917  ])
187285  , -9037.99    , array([ 2.02328    ,  0.0614776  ,  5.50653e-12,  3.87654e-09,  0.0436203  ])
187286  , -9037.99    , array([ 2.02328    ,  0.0614776  ,  5.50653e-12,  3.87654e-09,  0.0436203  ])
187287  , -9038.09    , array([ 2.0253     ,  0.0614776  ,  5.50653e-12,  3.87654e-09,  0.0436203  ])
187288  , -9015.86    , array([ 2.02328    ,  0.0615391  ,  5.50653e-12,  3.87654e-09,  0.0436203  ])
187289  , -9037.99    , array([ 2.02328    ,  0.0614776  ,  5.51204e-12,  3.87654e-09,  0.0436203  ])
187290  , -9037.99    , array([ 2.02328    ,  0.0614776  ,  5.50653e-12,  3.88042e-09,  0.0436203  ])
187291  , -9060.38    , array([ 2.02328    ,  0.0614776  ,  5.50653e-12,  3.87654e-09,  0.043664   ])
187292  , -2804.84    , array([ 1.93511    ,  0.072519   ,  5.50918e-12,  4.69363e-09,  0.0342153  ])
187293  , -2804.84    , array([ 1.93511    ,  0.072519   ,  5.50918e-12,  4.69363e-09,  0.0342153  ])
187294  , -2804.89    , array([ 1.93705    ,  0.072519   ,  5.50918e-12,  4.69363e-09,  0.0342153  ])
187295  , -2796.52    , array([ 1.93511    ,  0.0725916  ,  5.50918e-12,  4.69363e-09,  0.0342153  ])
187296  , -2804.84    , array([ 1.93511    ,  0.072519   ,  5.51469e-12,  4.69363e-09,  0.0342153  ])
187297  , -2804.84    , array([ 1.93511    ,  0.072519   ,  5.50918e-12,  4.69833e-09,  0.0342153  ])
187298  , -2813.44    , array([ 1.93511    ,  0.072519   ,  5.50918e-12,  4.69363e-09,  0.0342495  ])
187299  , -1653.03    , array([ 1.76085    ,  0.0759538  ,  5.51164e-12,  5.60525e-09,  0.0278849  ])
187300  , -1653.03    , array([ 1.76085    ,  0.0759538  ,  5.51164e-12,  5.60525e-09,  0.0278849  ])
187301  , -1653.1     , array([ 1.76261    ,  0.0759538  ,  5.51164e-12,  5.60525e-09,  0.0278849  ])
187302  , -1652.44    , array([ 1.76085    ,  0.0760298  ,  5.51164e-12,  5.60525e-09,  0.0278849  ])
187303  , -1653.03    , array([ 1.76085    ,  0.0759538  ,  5.51715e-12,  5.60525e-09,  0.0278849  ])
187304  , -1653.03    , array([ 1.76085    ,  0.0759538  ,  5.51164e-12,  5.61085e-09,  0.0278849  ])
187305  , -1653.76    , array([ 1.76085    ,  0.0759538  ,  5.51164e-12,  5.60525e-09,  0.0279128  ])
187306  , -1636.55    , array([ 1.62668    ,  0.0733759  ,  5.51238e-12,  5.91232e-09,  0.02632    ])
187307  , -1636.55    , array([ 1.62668    ,  0.0733759  ,  5.51238e-12,  5.91232e-09,  0.02632    ])
187308  , -1636.6     , array([ 1.62831    ,  0.0733759  ,  5.51238e-12,  5.91232e-09,  0.02632    ])
187309  , -1636.6     , array([ 1.62668    ,  0.0734493  ,  5.51238e-12,  5.91232e-09,  0.02632    ])
187310  , -1636.55    , array([ 1.62668    ,  0.0733759  ,  5.51789e-12,  5.91232e-09,  0.02632    ])
