Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-393.81	795.62	598.12	32185.03	2.4619,0.2313,11.6104,0.6095
our_model	Round_1_Replicate_2	-397.61	803.22	605.57	5960.48	30.0,1.2405,10.3582,2.7883
our_model	Round_1_Replicate_3	-395.13	798.26	600.22	40081.41	1.5466,0.1857,2.0997,0.4191
our_model	Round_1_Replicate_4	-396.8	801.6	604.08	13578.89	3.1679,0.545,30.0,1.0519
our_model	Round_1_Replicate_5	-395.03	798.06	600.79	54124.72	1.4729,0.1371,0.01,0.3028
our_model	Round_1_Replicate_6	-398.14	804.28	606.53	4205.36	30.0,1.7572,14.9912,3.7887
our_model	Round_1_Replicate_7	-395.55	799.1	600.71	21060.34	2.4134,0.3536,30.0,0.7563
our_model	Round_1_Replicate_8	-393.55	795.1	597.99	5747.07	29.1747,1.2938,29.8805,3.87
our_model	Round_1_Replicate_9	-393.59	795.18	598.06	5549.49	29.7364,1.3398,29.9398,3.9705
our_model	Round_1_Replicate_10	-393.76	795.52	598.39	5007.1	29.9287,1.4845,29.8503,4.2357
our_model	Round_2_Replicate_1	-393.95	795.9	598.09	6985.42	20.7574,1.0667,19.4991,2.9823
our_model	Round_2_Replicate_2	-396.55	801.1	603.61	6324.71	7.1008,1.1705,30.0,2.3025
our_model	Round_2_Replicate_3	-397.02	802.04	604.47	4574.6	9.8438,1.6174,30.0,3.1252
our_model	Round_2_Replicate_4	-395.74	799.48	602.11	9810.24	4.946,0.7554,30.0,1.5665
our_model	Round_2_Replicate_5	-395.33	798.66	601.35	10348.68	4.9782,0.7165,30.0,1.5368
our_model	Round_2_Replicate_6	-395.44	798.88	601.55	4450.71	13.1427,1.6657,30.0,3.6306
our_model	Round_2_Replicate_7	-396.51	801.02	603.54	4184.7	11.8144,1.7692,30.0,3.5517
our_model	Round_2_Replicate_8	-396.64	801.28	603.78	7914.61	5.548,0.9353,30.0,1.8244
our_model	Round_2_Replicate_9	-396.04	800.08	602.2	3146.12	22.9691,2.3593,29.9984,5.1757
our_model	Round_2_Replicate_10	-400.43	808.86	610.69	2142.23	30.0,3.4426,30.0,6.4656
our_model	Round_3_Replicate_1	-393.73	795.46	598.33	26903.8	3.0224,0.2763,30.0,0.737
