17325   , -2336.7     , array([ 4.86067    ,  0.122074   ,  2.35644e-46,  7.3278e-07 ])
17326   , -2336.7     , array([ 4.86553    ,  0.122074   ,  2.35644e-46,  7.3278e-07 ])
17327   , -2336.7     , array([ 4.86067    ,  0.122197   ,  2.35644e-46,  7.3278e-07 ])
17328   , -2336.7     , array([ 4.86067    ,  0.122074   ,  2.3588e-46 ,  7.3278e-07 ])
17329   , -2336.7     , array([ 4.86067    ,  0.122074   ,  2.35644e-46,  7.33513e-07])
17330   , -2336.7     , array([ 4.86067    ,  0.122074   ,  2.35644e-46,  7.3278e-07 ])
17331   , -2336.68    , array([ 4.86067    ,  0.108785   ,  2.35644e-46,  8.1089e-07 ])
17332   , -2336.68    , array([ 4.86067    ,  0.108785   ,  2.35644e-46,  8.1089e-07 ])
17333   , -2336.68    , array([ 4.86553    ,  0.108785   ,  2.35644e-46,  8.1089e-07 ])
17334   , -2336.68    , array([ 4.86067    ,  0.108894   ,  2.35644e-46,  8.1089e-07 ])
17335   , -2336.68    , array([ 4.86067    ,  0.108785   ,  2.3588e-46 ,  8.1089e-07 ])
17336   , -2336.68    , array([ 4.86067    ,  0.108785   ,  2.35644e-46,  8.11701e-07])
17337   , -2336.49    , array([ 4.86067    ,  0.0686043  ,  2.35644e-46,  1.21595e-06])
17338   , -2336.49    , array([ 4.86067    ,  0.0686043  ,  2.35644e-46,  1.21595e-06])
17339   , -2336.49    , array([ 4.86553    ,  0.0686043  ,  2.35644e-46,  1.21595e-06])
17340   , -2336.49    , array([ 4.86067    ,  0.0686729  ,  2.35644e-46,  1.21595e-06])
17341   , -2336.49    , array([ 4.86067    ,  0.0686043  ,  2.3588e-46 ,  1.21595e-06])
17342   , -2336.49    , array([ 4.86067    ,  0.0686043  ,  2.35644e-46,  1.21716e-06])
17343   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.14792e-06])
17344   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.14792e-06])
17345   , -2326.13    , array([ 4.86553    ,  0.0108511  ,  2.35644e-46,  6.14792e-06])
17346   , -2326.14    , array([ 4.86067    ,  0.010862   ,  2.35644e-46,  6.14792e-06])
17347   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.3588e-46 ,  6.14792e-06])
17348   , -2326.12    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.15407e-06])
17355   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.14793e-06])
17356   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.14793e-06])
17357   , -2326.13    , array([ 4.86553    ,  0.0108511  ,  2.35644e-46,  6.14793e-06])
17358   , -2326.14    , array([ 4.86067    ,  0.010862   ,  2.35644e-46,  6.14793e-06])
17359   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.3588e-46 ,  6.14793e-06])
17360   , -2326.12    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.15408e-06])
17361   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.14794e-06])
17362   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.14794e-06])
17363   , -2326.13    , array([ 4.86553    ,  0.0108511  ,  2.35644e-46,  6.14794e-06])
17364   , -2326.14    , array([ 4.86067    ,  0.010862   ,  2.35644e-46,  6.14794e-06])
17365   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.3588e-46 ,  6.14794e-06])
17366   , -2326.12    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.15409e-06])
17373   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.14794e-06])
17374   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.14794e-06])
17375   , -2326.13    , array([ 4.86553    ,  0.0108511  ,  2.35644e-46,  6.14794e-06])
17376   , -2326.14    , array([ 4.86067    ,  0.010862   ,  2.35644e-46,  6.14794e-06])
17377   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.3588e-46 ,  6.14794e-06])
17378   , -2326.12    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.15409e-06])
17379   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.14794e-06])
17380   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.14794e-06])
17381   , -2326.13    , array([ 4.86553    ,  0.0108511  ,  2.35644e-46,  6.14794e-06])
17382   , -2326.14    , array([ 4.86067    ,  0.0108619  ,  2.35644e-46,  6.14794e-06])
17383   , -2326.13    , array([ 4.86067    ,  0.0108511  ,  2.3588e-46 ,  6.14794e-06])
17384   , -2326.12    , array([ 4.86067    ,  0.0108511  ,  2.35644e-46,  6.15409e-06])
17385   , -2069.15    , array([ 4.86067    ,  0.00171632 ,  2.35644e-46,  3.10844e-05])
17386   , -2069.15    , array([ 4.86067    ,  0.00171632 ,  2.35644e-46,  3.10844e-05])
17387   , -2069.15    , array([ 4.86553    ,  0.00171632 ,  2.35644e-46,  3.10844e-05])
17388   , -2069.35    , array([ 4.86067    ,  0.00171804 ,  2.35644e-46,  3.10844e-05])
17389   , -2069.15    , array([ 4.86067    ,  0.00171632 ,  2.3588e-46 ,  3.10844e-05])
17390   , -2068.95    , array([ 4.86067    ,  0.00171632 ,  2.35644e-46,  3.11155e-05])
17391   , -2069.15    , array([ 4.86067    ,  0.00171632 ,  2.35644e-46,  3.10845e-05])
17392   , -2069.15    , array([ 4.86067    ,  0.00171632 ,  2.35644e-46,  3.10845e-05])
17393   , -2069.15    , array([ 4.86553    ,  0.00171632 ,  2.35644e-46,  3.10845e-05])
17394   , -2069.35    , array([ 4.86067    ,  0.00171803 ,  2.35644e-46,  3.10845e-05])
17395   , -2069.15    , array([ 4.86067    ,  0.00171632 ,  2.3588e-46 ,  3.10845e-05])
17396   , -2068.95    , array([ 4.86067    ,  0.00171632 ,  2.35644e-46,  3.11156e-05])
17397   , -2069.15    , array([ 4.86067    ,  0.00171631 ,  2.35644e-46,  3.10845e-05])
17398   , -2069.15    , array([ 4.86067    ,  0.00171631 ,  2.35644e-46,  3.10845e-05])
17399   , -2069.15    , array([ 4.86553    ,  0.00171631 ,  2.35644e-46,  3.10845e-05])
17400   , -2069.35    , array([ 4.86067    ,  0.00171803 ,  2.35644e-46,  3.10845e-05])
17401   , -2069.15    , array([ 4.86067    ,  0.00171631 ,  2.3588e-46 ,  3.10845e-05])
17402   , -2068.95    , array([ 4.86067    ,  0.00171631 ,  2.35644e-46,  3.11156e-05])
17409   , -2069.15    , array([ 4.86067    ,  0.00171631 ,  2.35644e-46,  3.10845e-05])
17410   , -2069.15    , array([ 4.86067    ,  0.00171631 ,  2.35644e-46,  3.10845e-05])
17411   , -2069.15    , array([ 4.86553    ,  0.00171631 ,  2.35644e-46,  3.10845e-05])
17412   , -2069.35    , array([ 4.86067    ,  0.00171803 ,  2.35644e-46,  3.10845e-05])
17413   , -2069.15    , array([ 4.86067    ,  0.00171631 ,  2.3588e-46 ,  3.10845e-05])
17414   , -2068.95    , array([ 4.86067    ,  0.00171631 ,  2.35644e-46,  3.11156e-05])
17415   , -2069.15    , array([ 4.86067    ,  0.00171631 ,  2.35644e-46,  3.10845e-05])
17416   , -2069.15    , array([ 4.86067    ,  0.00171631 ,  2.35644e-46,  3.10845e-05])
17417   , -2069.15    , array([ 4.86553    ,  0.00171631 ,  2.35644e-46,  3.10845e-05])
17418   , -2069.35    , array([ 4.86067    ,  0.00171803 ,  2.35644e-46,  3.10845e-05])
17419   , -2069.15    , array([ 4.86067    ,  0.00171631 ,  2.3588e-46 ,  3.10845e-05])
17420   , -2068.95    , array([ 4.86067    ,  0.00171631 ,  2.35644e-46,  3.11156e-05])
17421   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17422   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17423   , -1876.46    , array([ 4.86553    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17424   , -1876.67    , array([ 4.86067    ,  0.00108346 ,  2.35644e-46,  4.66119e-05])
17425   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.3588e-46 ,  4.66119e-05])
17426   , -1876.25    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66586e-05])
17427   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17428   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17429   , -1876.46    , array([ 4.86553    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17430   , -1876.67    , array([ 4.86067    ,  0.00108346 ,  2.35644e-46,  4.66119e-05])
17431   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.3588e-46 ,  4.66119e-05])
17432   , -1876.25    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66586e-05])
17439   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17440   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17441   , -1876.46    , array([ 4.86553    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17442   , -1876.67    , array([ 4.86067    ,  0.00108346 ,  2.35644e-46,  4.66119e-05])
17443   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.3588e-46 ,  4.66119e-05])
17444   , -1876.25    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66586e-05])
17451   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17452   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17453   , -1876.46    , array([ 4.86553    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17454   , -1876.67    , array([ 4.86067    ,  0.00108346 ,  2.35644e-46,  4.66119e-05])
17455   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.3588e-46 ,  4.66119e-05])
17456   , -1876.25    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66586e-05])
17463   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17464   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17465   , -1876.46    , array([ 4.86553    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17466   , -1876.67    , array([ 4.86067    ,  0.00108346 ,  2.35644e-46,  4.66119e-05])
17467   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.3588e-46 ,  4.66119e-05])
17468   , -1876.25    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66586e-05])
17475   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17476   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17477   , -1876.46    , array([ 4.86553    ,  0.00108238 ,  2.35644e-46,  4.66119e-05])
17478   , -1876.67    , array([ 4.86067    ,  0.00108346 ,  2.35644e-46,  4.66119e-05])
17479   , -1876.46    , array([ 4.86067    ,  0.00108238 ,  2.3588e-46 ,  4.66119e-05])
17480   , -1876.25    , array([ 4.86067    ,  0.00108238 ,  2.35644e-46,  4.66586e-05])
17481   , -1854.5     , array([ 4.86067    ,  0.00102165 ,  2.35644e-46,  4.90379e-05])
17482   , -1854.5     , array([ 4.86067    ,  0.00102165 ,  2.35644e-46,  4.90379e-05])
17483   , -1854.5     , array([ 4.86553    ,  0.00102165 ,  2.35644e-46,  4.90379e-05])
17484   , -1854.69    , array([ 4.86067    ,  0.00102268 ,  2.35644e-46,  4.90379e-05])
17485   , -1854.5     , array([ 4.86067    ,  0.00102165 ,  2.3588e-46 ,  4.90379e-05])
17486   , -1854.3     , array([ 4.86067    ,  0.00102165 ,  2.35644e-46,  4.9087e-05 ])
17487   , -1847.52    , array([ 4.86067    ,  0.00100179 ,  2.35644e-46,  4.98912e-05])
17488   , -1847.52    , array([ 4.86067    ,  0.00100179 ,  2.35644e-46,  4.98912e-05])
17489   , -1847.52    , array([ 4.86553    ,  0.00100179 ,  2.35644e-46,  4.98912e-05])
17490   , -1847.71    , array([ 4.86067    ,  0.0010028  ,  2.35644e-46,  4.98912e-05])
17491   , -1847.52    , array([ 4.86067    ,  0.00100179 ,  2.3588e-46 ,  4.98912e-05])
17492   , -1847.34    , array([ 4.86067    ,  0.00100179 ,  2.35644e-46,  4.99411e-05])
17499   , -1847.52    , array([ 4.86067    ,  0.00100179 ,  2.35644e-46,  4.98912e-05])
17500   , -1847.52    , array([ 4.86067    ,  0.00100179 ,  2.35644e-46,  4.98912e-05])
17501   , -1847.52    , array([ 4.86553    ,  0.00100179 ,  2.35644e-46,  4.98912e-05])
17502   , -1847.71    , array([ 4.86067    ,  0.0010028  ,  2.35644e-46,  4.98912e-05])
17503   , -1847.52    , array([ 4.86067    ,  0.00100179 ,  2.3588e-46 ,  4.98912e-05])
17504   , -1847.34    , array([ 4.86067    ,  0.00100179 ,  2.35644e-46,  4.99411e-05])
17511   , -1847.52    , array([ 4.86067    ,  0.00100179 ,  2.35644e-46,  4.98912e-05])
17512   , -1847.52    , array([ 4.86067    ,  0.00100179 ,  2.35644e-46,  4.98912e-05])
17513   , -1847.52    , array([ 4.86553    ,  0.00100179 ,  2.35644e-46,  4.98912e-05])
17514   , -1847.71    , array([ 4.86067    ,  0.0010028  ,  2.35644e-46,  4.98912e-05])
17515   , -1847.52    , array([ 4.86067    ,  0.00100179 ,  2.3588e-46 ,  4.98912e-05])
17516   , -1847.34    , array([ 4.86067    ,  0.00100179 ,  2.35644e-46,  4.99411e-05])
17523   , -1847.52    , array([ 4.86067    ,  0.00100179 ,  2.35644e-46,  4.98912e-05])
17524   , -1847.52    , array([ 4.86067    ,  0.00100179 ,  2.35644e-46,  4.98912e-05])
17525   , -1847.52    , array([ 4.86553    ,  0.00100179 ,  2.35644e-46,  4.98912e-05])
17526   , -1847.71    , array([ 4.86067    ,  0.0010028  ,  2.35644e-46,  4.98912e-05])
17527   , -1847.52    , array([ 4.86067    ,  0.00100179 ,  2.3588e-46 ,  4.98912e-05])
17528   , -1847.34    , array([ 4.86067    ,  0.00100179 ,  2.35644e-46,  4.99411e-05])
