6944    , -2336.78    , array([ 0.0626294  ,  0.48135    ,  2.54598e-52,  1.0018e-06 ])
6945    , -2336.78    , array([ 0.0626921  ,  0.48135    ,  2.54598e-52,  1.0018e-06 ])
6946    , -2336.78    , array([ 0.0626294  ,  0.481832   ,  2.54598e-52,  1.0018e-06 ])
6947    , -2336.78    , array([ 0.0626294  ,  0.48135    ,  2.54853e-52,  1.0018e-06 ])
6948    , -2336.78    , array([ 0.0626294  ,  0.48135    ,  2.54598e-52,  1.0028e-06 ])
6949    , -2336.78    , array([ 0.0626294  ,  0.48135    ,  2.54598e-52,  1.0018e-06 ])
6950    , -2336.78    , array([ 0.0626294  ,  0.462492   ,  2.54598e-52,  1.0228e-06 ])
6951    , -2336.78    , array([ 0.0626294  ,  0.462492   ,  2.54598e-52,  1.0228e-06 ])
6952    , -2336.78    , array([ 0.0626921  ,  0.462492   ,  2.54598e-52,  1.0228e-06 ])
6953    , -2336.78    , array([ 0.0626294  ,  0.462955   ,  2.54598e-52,  1.0228e-06 ])
6954    , -2336.78    , array([ 0.0626294  ,  0.462492   ,  2.54853e-52,  1.0228e-06 ])
6955    , -2336.78    , array([ 0.0626294  ,  0.462492   ,  2.54598e-52,  1.02383e-06])
6956    , -2336.77    , array([ 0.0626294  ,  0.394164   ,  2.54598e-52,  1.11131e-06])
6957    , -2336.77    , array([ 0.0626294  ,  0.394164   ,  2.54598e-52,  1.11131e-06])
6958    , -2336.77    , array([ 0.0626921  ,  0.394164   ,  2.54598e-52,  1.11131e-06])
6959    , -2336.77    , array([ 0.0626294  ,  0.394558   ,  2.54598e-52,  1.11131e-06])
6960    , -2336.77    , array([ 0.0626294  ,  0.394164   ,  2.54853e-52,  1.11131e-06])
6961    , -2336.77    , array([ 0.0626294  ,  0.394164   ,  2.54598e-52,  1.11243e-06])
6962    , -2336.69    , array([ 0.0626294  ,  0.207953   ,  2.54598e-52,  1.54887e-06])
6963    , -2336.69    , array([ 0.0626294  ,  0.207953   ,  2.54598e-52,  1.54887e-06])
6964    , -2336.69    , array([ 0.0626921  ,  0.207953   ,  2.54598e-52,  1.54887e-06])
6965    , -2336.69    , array([ 0.0626294  ,  0.208161   ,  2.54598e-52,  1.54887e-06])
6966    , -2336.69    , array([ 0.0626294  ,  0.207953   ,  2.54853e-52,  1.54887e-06])
6967    , -2336.69    , array([ 0.0626294  ,  0.207953   ,  2.54598e-52,  1.55042e-06])
