82275   , -79089.4    , array([ 0.393929   ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82276   , -79089.4    , array([ 0.393929   ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82277   , -79089.4    , array([ 1.39393    ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82279   , -79089.4    , array([ 0.393929   ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82281   , -79089.4    , array([ 0.775895   ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82282   , -79089.4    , array([ 0.584912   ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82283   , -79089.4    , array([ 0.157861   ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82284   , -79089.2    , array([ 0.0119626  ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82286   , -79089.4    , array([ 0.0676907  ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82288   , -79089.3    , array([ 0.0332489  ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82290   , -79089.3    , array([ 0.0200933  ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82292   , -79089.2    , array([ 0.0157823  ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82293   , -79089.2    , array([ 0.0119626  ,  7.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82294   , -79089.2    , array([ 0.0119626  ,  8.56122    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82295   , -79089.2    , array([ 0.0119626  ,  5.94319    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82296   , -79089.2    , array([ 0.0119626  ,  3.32516    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82298   , -79089.2    , array([ 0.0119626  ,  3.32516    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82299   , -79089.2    , array([ 0.0119626  ,  1.70712    ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82300   , -79089.2    , array([ 0.0119626  ,  0.707122   ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82301   , -79089.1    , array([ 0.0119626  ,  0.0890884  ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82303   , -79089.1    , array([ 0.0119626  ,  0.325156   ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82305   , -79089.1    , array([ 0.0119626  ,  0.179258   ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82306   , -79089.1    , array([ 0.0119626  ,  0.0890884  ,  0.0228415  ,  8.84345e-63,  4.2085e-09 ])
82307   , -79089.1    , array([ 0.0119626  ,  0.0890884  ,  1.02284    ,  8.84345e-63,  4.2085e-09 ])
82308   , -79089.1    , array([ 0.0119626  ,  0.0890884  ,  2.64088    ,  8.84345e-63,  4.2085e-09 ])
82310   , -79089.1    , array([ 0.0119626  ,  0.0890884  ,  2.64088    ,  8.84345e-63,  4.2085e-09 ])
82314   , -79089.1    , array([ 0.0119626  ,  0.0890884  ,  6.39504    ,  8.84345e-63,  4.2085e-09 ])
82315   , -79089.1    , array([ 0.0119626  ,  0.0890884  ,  4.51796    ,  8.84345e-63,  4.2085e-09 ])
