242255  , -79089.4    , array([ 0.960235   ,  0.00542887 ,  0.95677    ,  1.23417e-32,  1.93775e-11])
242256  , -79089.4    , array([ 0.961196   ,  0.00542887 ,  0.95677    ,  1.23417e-32,  1.93775e-11])
242257  , -79089.4    , array([ 0.960235   ,  0.0054343  ,  0.95677    ,  1.23417e-32,  1.93775e-11])
242258  , -79089.4    , array([ 0.960235   ,  0.00542887 ,  0.957728   ,  1.23417e-32,  1.93775e-11])
242259  , -79089.4    , array([ 0.960235   ,  0.00542887 ,  0.95677    ,  1.2354e-32 ,  1.93775e-11])
242260  , -79089.4    , array([ 0.960235   ,  0.00542887 ,  0.95677    ,  1.23417e-32,  1.93968e-11])
242261  , -79089.4    , array([ 0.960235   ,  0.00542887 ,  0.95677    ,  1.23417e-32,  1.93775e-11])
242262  , -79089.4    , array([ 0.96022    ,  0.00540616 ,  0.956771   ,  1.23417e-32,  1.94593e-11])
242263  , -79089.4    , array([ 0.96022    ,  0.00540616 ,  0.956771   ,  1.23417e-32,  1.94593e-11])
242264  , -79089.4    , array([ 0.96118    ,  0.00540616 ,  0.956771   ,  1.23417e-32,  1.94593e-11])
242265  , -79089.4    , array([ 0.96022    ,  0.00541157 ,  0.956771   ,  1.23417e-32,  1.94593e-11])
242266  , -79089.4    , array([ 0.96022    ,  0.00540616 ,  0.957728   ,  1.23417e-32,  1.94593e-11])
242267  , -79089.4    , array([ 0.96022    ,  0.00540616 ,  0.956771   ,  1.2354e-32 ,  1.94593e-11])
242268  , -79089.4    , array([ 0.96022    ,  0.00540616 ,  0.956771   ,  1.23417e-32,  1.94787e-11])
242269  , -79089.4    , array([ 0.960158   ,  0.00531627 ,  0.956772   ,  1.23417e-32,  1.97899e-11])
242270  , -79089.4    , array([ 0.960158   ,  0.00531627 ,  0.956772   ,  1.23417e-32,  1.97899e-11])
242271  , -79089.4    , array([ 0.961118   ,  0.00531627 ,  0.956772   ,  1.23417e-32,  1.97899e-11])
242272  , -79089.4    , array([ 0.960158   ,  0.00532159 ,  0.956772   ,  1.23417e-32,  1.97899e-11])
242273  , -79089.4    , array([ 0.960158   ,  0.00531627 ,  0.957729   ,  1.23417e-32,  1.97899e-11])
242274  , -79089.4    , array([ 0.960158   ,  0.00531627 ,  0.956772   ,  1.2354e-32 ,  1.97899e-11])
242275  , -79089.4    , array([ 0.960158   ,  0.00531627 ,  0.956772   ,  1.23417e-32,  1.98097e-11])
242276  , -79089.4    , array([ 0.959911   ,  0.00497141 ,  0.956776   ,  1.23417e-32,  2.11698e-11])
