5785    , -79089.4    , array([ 8.46306    ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5786    , -79089.4    , array([ 8.46306    ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5787    , -79089.4    , array([ 9.46306    ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5788    , -79089.4    , array([ 11.0811    ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5789    , -79089.4    , array([ 9.46306    ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5790    , -79089.4    , array([ 10.0811    ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5791    , -79089.4    , array([ 10.4631    ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5792    , -79089.4    , array([ 10.6991    ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5793    , -79089.4    , array([ 10.845     ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5794    , -79089.4    , array([ 10.9352    ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5795    , -79089.4    , array([ 10.9909    ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5796    , -79089.4    , array([ 11.0254    ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5797    , -79089.4    , array([ 11.051     ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5798    , -79089.4    , array([ 11.051     ,  13.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5799    , -79089.4    , array([ 11.051     ,  14.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5800    , -79089.4    , array([ 11.051     ,  15.9259    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5801    , -79089.4    , array([ 11.051     ,  14.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5802    , -79089.4    , array([ 11.051     ,  14.9259    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5803    , -79089.4    , array([ 11.051     ,  15.3078    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5804    , -79089.4    , array([ 11.051     ,  15.5439    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
5805    , -79089.4    , array([ 11.051     ,  15.6898    ,  6.69133e-05,  9.22869e-25,  7.40036e-96])
