Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-397.74	803.48	605.79	36919.02	30.0,0.2003,0.2928,0.409
our_model	Round_1_Replicate_2	-395.54	799.08	600.88	44466.75	1.2204,0.1673,1.6307,0.361
our_model	Round_1_Replicate_3	-395.37	798.74	600.66	23880.3	2.4201,0.3115,5.0787,0.6852
our_model	Round_1_Replicate_4	-399.56	807.12	609.12	10008.23	30.0,0.7374,4.7093,1.5882
our_model	Round_1_Replicate_5	-397.54	803.08	605.43	40483.57	0.6784,0.1827,0.01,0.3378
our_model	Round_1_Replicate_6	-395.9	799.8	602.41	10393.48	30.0,0.7129,6.4731,1.7663
our_model	Round_1_Replicate_7	-393.49	794.98	597.88	39765.9	2.9046,0.187,4.8507,0.5436
our_model	Round_1_Replicate_8	-393.94	795.88	598.06	27020.69	3.7869,0.2758,5.1151,0.7425
our_model	Round_1_Replicate_9	-396.01	800.02	602.61	2912.22	30.0,2.5438,30.0,5.7195
our_model	Round_1_Replicate_10	-398.96	805.92	608.03	24281.66	30.0,0.3041,1.1457,0.6449
our_model	Round_2_Replicate_1	-395.28	798.56	601.24	12415.41	30.0,0.5973,5.8189,1.5452
our_model	Round_2_Replicate_2	-394.66	797.32	600.86	65453.33	0.7264,0.113,0.5729,0.2525
our_model	Round_2_Replicate_3	-398.34	804.68	606.9	7694.26	30.0,0.9602,7.1668,2.131
our_model	Round_2_Replicate_4	-393.31	794.62	597.54	138967.31	0.8155,0.0535,24.257,0.1621
our_model	Round_2_Replicate_5	-395.35	798.7	600.14	30668.77	1.7276,0.2431,30.0,0.5323
our_model	Round_2_Replicate_6	-398.24	804.48	606.71	11124.98	30.0,0.6642,4.5232,1.4902
our_model	Round_2_Replicate_7	-399.62	807.24	609.23	14808.85	30.0,0.4983,2.6944,1.068
our_model	Round_2_Replicate_8	-393.36	794.72	597.63	129540.67	0.8222,0.0574,3.2654,0.1703
our_model	Round_2_Replicate_9	-395.52	799.04	600.8	46785.64	1.9609,0.1591,0.4691,0.3591
our_model	Round_2_Replicate_10	-393.12	794.24	597.16	99590.48	5.3744,0.0747,1.5286,0.2738
our_model	Round_3_Replicate_1	-395.44	798.88	601.55	35185.98	30.0,0.2107,1.0059,0.5221
our_model	Round_3_Replicate_2	-393.3	794.6	597.52	61358.42	29.9998,0.1212,1.816,0.416
our_model	Round_3_Replicate_3	-393.72	795.44	598.31	45095.38	29.9835,0.1648,1.7077,0.5053
our_model	Round_3_Replicate_4	-393.95	795.9	599.59	103976.42	0.4418,0.0712,0.5046,0.1711
our_model	Round_3_Replicate_5	-394.21	796.42	599.24	43937.39	29.9984,0.169,1.149,0.4731
our_model	Round_3_Replicate_6	-393.15	794.3	597.23	145867.64	1.0131,0.051,1.2865,0.1687
our_model	Round_3_Replicate_7	-393.32	794.64	597.62	112362.43	0.4611,0.0662,0.0134,0.1987
our_model	Round_3_Replicate_8	-393.37	794.74	597.65	80329.63	29.9987,0.0926,0.8138,0.303
our_model	Round_3_Replicate_9	-397.62	803.24	605.59	39586.22	30.0,0.1868,0.1084,0.3639
our_model	Round_3_Replicate_10	-393.06	794.12	597.06	132488.61	29.9999,0.0562,1.0527,0.22
our_model	Round_3_Replicate_11	-399.14	806.28	608.36	29746.12	30.0,0.2482,0.6067,0.5044
our_model	Round_3_Replicate_12	-394.21	796.42	598.48	91273.53	0.4909,0.0816,0.5576,0.1899
our_model	Round_3_Replicate_13	-393.35	794.7	597.6	128504.64	0.7657,0.0579,1.0991,0.1709
our_model	Round_3_Replicate_14	-393.76	795.52	598.38	48964.01	29.999,0.1518,1.385,0.4591
our_model	Round_3_Replicate_15	-393.65	795.3	598.18	74498.04	1.208,0.0998,1.8486,0.2732
our_model	Round_3_Replicate_16	-393.12	794.24	597.18	62875.28	30.0,0.1183,2.963,0.4486
our_model	Round_3_Replicate_17	-393.12	794.24	597.16	78566.77	29.9188,0.0947,2.1338,0.3593
our_model	Round_3_Replicate_18	-393.25	794.5	597.43	139446.15	0.8342,0.0534,1.3748,0.1652
our_model	Round_3_Replicate_19	-394.34	796.68	599.48	46618.24	29.9992,0.1593,0.8847,0.4342
our_model	Round_3_Replicate_20	-399.37	806.74	608.77	27413.95	30.0,0.2693,0.7765,0.5519
