Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1344.91	2699.82	68.83	19952.22	0.9748,0.1163,5.3272,1.1834,0.0533
our_model	Round_1_Replicate_2	-2246.92	4503.84	1795.07	4007.15	4.5982,0.6225,0.5932,1.3042,30.0
our_model	Round_1_Replicate_3	-2005.87	4021.74	1332.79	7900.41	2.4804,0.2141,1.1969,3.9594,30.0
our_model	Round_1_Replicate_4	-1367.29	2744.58	113.77	19917.21	0.9648,0.1257,5.4683,1.0382,0.0581
our_model	Round_1_Replicate_5	-1546.31	3102.62	469.78	19609.92	0.9812,0.1602,5.47,0.4195,0.0707
our_model	Round_1_Replicate_6	-2337.09	4684.18	1958.81	4743.6	3.8233,0.569,0.7034,1.4118,30.0
our_model	Round_1_Replicate_7	-1985.96	3981.92	1283.37	6825.15	2.8889,0.2153,1.0202,3.993,30.0
our_model	Round_1_Replicate_8	-1450.38	2910.76	277.15	19190.0	1.2923,0.1375,4.338,1.157,0.0636
our_model	Round_1_Replicate_9	-1324.59	2659.18	27.57	20043.0	0.9658,0.1066,5.3375,1.6126,0.05
our_model	Round_1_Replicate_10	-1339.23	2688.46	57.02	20126.8	0.9086,0.1132,5.5709,1.4025,0.0534
our_model	Round_2_Replicate_1	-1399.69	2809.38	182.62	19902.31	1.2632,0.0689,3.914,3.8625,0.0318
our_model	Round_2_Replicate_2	-1312.49	2634.98	3.12	19947.64	1.0072,0.104,4.9643,2.3792,0.0517
our_model	Round_2_Replicate_3	-1311.29	2632.58	0.72	20012.63	0.9993,0.0992,5.0393,2.6354,0.0503
our_model	Round_2_Replicate_4	-1316.71	2643.42	11.59	20010.67	0.9741,0.1082,5.2482,1.9726,0.0531
our_model	Round_2_Replicate_5	-1311.61	2633.22	1.36	19932.1	1.027,0.1011,4.8639,2.4811,0.0503
our_model	Round_2_Replicate_6	-1323.52	2657.04	25.14	19979.07	0.9694,0.1124,5.243,1.8609,0.0548
our_model	Round_2_Replicate_7	-1352.73	2715.46	82.39	19666.95	1.0656,0.1261,4.9039,1.6542,0.0626
our_model	Round_2_Replicate_8	-1316.36	2642.72	10.96	20026.32	1.0233,0.091,4.9148,2.9157,0.0452
our_model	Round_2_Replicate_9	-1318.55	2647.1	15.39	20057.8	0.9711,0.1052,5.4211,1.8969,0.0508
our_model	Round_2_Replicate_10	-1312.57	2635.14	3.27	20081.02	0.9706,0.0987,5.1938,2.3344,0.0486
our_model	Round_2_Replicate_11	-1315.42	2640.84	8.97	19872.14	1.0589,0.1035,4.9181,2.538,0.0528
our_model	Round_2_Replicate_12	-1311.61	2633.22	1.37	19955.32	1.0172,0.1023,5.0061,2.3883,0.051
our_model	Round_2_Replicate_13	-1312.18	2634.36	2.51	20034.35	0.9961,0.0956,4.9485,2.6866,0.0476
our_model	Round_2_Replicate_14	-1342.8	2695.6	64.93	20102.69	1.0147,0.0793,4.6201,3.066,0.0373
our_model	Round_2_Replicate_15	-1356.41	2722.82	92.72	20113.03	1.0284,0.074,4.4433,3.869,0.0359
our_model	Round_2_Replicate_16	-1339.51	2689.02	57.58	20102.32	1.0021,0.0803,4.6399,3.5901,0.039
our_model	Round_2_Replicate_17	-1388.06	2786.12	151.62	19661.31	1.0335,0.1375,5.1448,1.3998,0.0689
our_model	Round_2_Replicate_18	-1316.32	2642.64	10.75	20033.95	0.9972,0.0918,4.7385,2.8645,0.0452
our_model	Round_2_Replicate_19	-1312.36	2634.72	2.84	19967.74	1.0008,0.1046,5.0332,2.3791,0.0529
our_model	Round_2_Replicate_20	-1363.48	2736.96	107.83	20208.93	0.9784,0.0725,4.7017,3.7866,0.0347
