285757  , -2.97315e+06, array([ 0.00134705 ,  12.1205    ,  1.74494e-31,  1.0826e-18 ,  0.508973   ])
285758  , -2.97305e+06, array([ 0.0013484  ,  12.1205    ,  1.74494e-31,  1.0826e-18 ,  0.508973   ])
285759  , -2.97319e+06, array([ 0.00134705 ,  12.1326    ,  1.74494e-31,  1.0826e-18 ,  0.508973   ])
285760  , -2.97313e+06, array([ 0.00134705 ,  12.1205    ,  1.74668e-31,  1.0826e-18 ,  0.508973   ])
285761  , -2.97314e+06, array([ 0.00134705 ,  12.1205    ,  1.74494e-31,  1.08368e-18,  0.508973   ])
285762  , -2.97319e+06, array([ 0.00134705 ,  12.1205    ,  1.74494e-31,  1.0826e-18 ,  0.509482   ])
285763  , -2.97315e+06, array([ 0.00134705 ,  12.1205    ,  1.74494e-31,  1.0826e-18 ,  0.508973   ])
285764  , -2.84489e+06, array([ 0.00331949 ,  9.18235    ,  2.1568e-31 ,  1.20801e-18,  0.388686   ])
285765  , -2.84489e+06, array([ 0.00331949 ,  9.18235    ,  2.1568e-31 ,  1.20801e-18,  0.388686   ])
285766  , -2.84477e+06, array([ 0.00332281 ,  9.18235    ,  2.1568e-31 ,  1.20801e-18,  0.388686   ])
285767  , -2.84494e+06, array([ 0.00331949 ,  9.19153    ,  2.1568e-31 ,  1.20801e-18,  0.388686   ])
285768  , -2.84487e+06, array([ 0.00331949 ,  9.18235    ,  2.15895e-31,  1.20801e-18,  0.388686   ])
285769  , -2.84488e+06, array([ 0.00331949 ,  9.18235    ,  2.1568e-31 ,  1.20922e-18,  0.388686   ])
285770  , -2.84492e+06, array([ 0.00331949 ,  9.18235    ,  2.1568e-31 ,  1.20801e-18,  0.389075   ])
285771  , -102653     , array([ 0.122412   ,  3.0247     ,  5.03412e-31,  1.87277e-18,  0.132195   ])
285772  , -102653     , array([ 0.122412   ,  3.0247     ,  5.03412e-31,  1.87277e-18,  0.132195   ])
285773  , -102581     , array([ 0.122534   ,  3.0247     ,  5.03412e-31,  1.87277e-18,  0.132195   ])
285774  , -102662     , array([ 0.122412   ,  3.02773    ,  5.03412e-31,  1.87277e-18,  0.132195   ])
285775  , -102653     , array([ 0.122412   ,  3.0247     ,  5.03916e-31,  1.87277e-18,  0.132195   ])
285776  , -102653     , array([ 0.122412   ,  3.0247     ,  5.03412e-31,  1.87464e-18,  0.132195   ])
285777  , -102710     , array([ 0.122412   ,  3.0247     ,  5.03412e-31,  1.87277e-18,  0.132328   ])
285785  , -61431      , array([ 0.181981   ,  3.05033    ,  4.68644e-31,  1.80471e-18,  0.083632   ])
285786  , -61431      , array([ 0.181981   ,  3.05033    ,  4.68644e-31,  1.80471e-18,  0.083632   ])
285787  , -61390      , array([ 0.182163   ,  3.05033    ,  4.68644e-31,  1.80471e-18,  0.083632   ])
285788  , -61437.7    , array([ 0.181981   ,  3.05339    ,  4.68644e-31,  1.80471e-18,  0.083632   ])
285789  , -61431      , array([ 0.181981   ,  3.05033    ,  4.69113e-31,  1.80471e-18,  0.083632   ])
285790  , -61431      , array([ 0.181981   ,  3.05033    ,  4.68644e-31,  1.80651e-18,  0.083632   ])
285791  , -61459      , array([ 0.181981   ,  3.05033    ,  4.68644e-31,  1.80471e-18,  0.0837157  ])
285799  , -61419.5    , array([ 0.182126   ,  3.04822    ,  4.67661e-31,  1.80275e-18,  0.0837089  ])
285800  , -61419.5    , array([ 0.182126   ,  3.04822    ,  4.67661e-31,  1.80275e-18,  0.0837089  ])
285801  , -61378.4    , array([ 0.182308   ,  3.04822    ,  4.67661e-31,  1.80275e-18,  0.0837089  ])
285802  , -61426.1    , array([ 0.182126   ,  3.05127    ,  4.67661e-31,  1.80275e-18,  0.0837089  ])
285803  , -61419.5    , array([ 0.182126   ,  3.04822    ,  4.68129e-31,  1.80275e-18,  0.0837089  ])
285804  , -61419.5    , array([ 0.182126   ,  3.04822    ,  4.67661e-31,  1.80455e-18,  0.0837089  ])
285805  , -61447.4    , array([ 0.182126   ,  3.04822    ,  4.67661e-31,  1.80275e-18,  0.0837926  ])
285806  , -61407.9    , array([ 0.182271   ,  3.04611    ,  4.6668e-31 ,  1.80079e-18,  0.0837859  ])
285807  , -61407.9    , array([ 0.182271   ,  3.04611    ,  4.6668e-31 ,  1.80079e-18,  0.0837859  ])
285808  , -61366.8    , array([ 0.182453   ,  3.04611    ,  4.6668e-31 ,  1.80079e-18,  0.0837859  ])
285809  , -61414.5    , array([ 0.182271   ,  3.04916    ,  4.6668e-31 ,  1.80079e-18,  0.0837859  ])
285810  , -61407.9    , array([ 0.182271   ,  3.04611    ,  4.67147e-31,  1.80079e-18,  0.0837859  ])
285811  , -61407.9    , array([ 0.182271   ,  3.04611    ,  4.6668e-31 ,  1.80259e-18,  0.0837859  ])
285812  , -61435.8    , array([ 0.182271   ,  3.04611    ,  4.6668e-31 ,  1.80079e-18,  0.0838697  ])
285813  , -358387     , array([ 3.19628    ,  0.252005   ,  2.42774e-34,  3.60467e-20,  2.2928     ])
285814  , -358387     , array([ 3.19628    ,  0.252005   ,  2.42774e-34,  3.60467e-20,  2.2928     ])
285815  , -358365     , array([ 3.19948    ,  0.252005   ,  2.42774e-34,  3.60467e-20,  2.2928     ])
285816  , -358069     , array([ 3.19628    ,  0.252257   ,  2.42774e-34,  3.60467e-20,  2.2928     ])
285817  , -358387     , array([ 3.19628    ,  0.252005   ,  2.43017e-34,  3.60467e-20,  2.2928     ])
285818  , -358387     , array([ 3.19628    ,  0.252005   ,  2.42774e-34,  3.60828e-20,  2.2928     ])
285819  , -358753     , array([ 3.19628    ,  0.252005   ,  2.42774e-34,  3.60467e-20,  2.2951     ])
285820  , -47234.6    , array([ 0.416062   ,  1.48548    ,  5.28175e-32,  5.83455e-19,  0.217422   ])
285821  , -47234.6    , array([ 0.416062   ,  1.48548    ,  5.28175e-32,  5.83455e-19,  0.217422   ])
285822  , -47194.6    , array([ 0.416478   ,  1.48548    ,  5.28175e-32,  5.83455e-19,  0.217422   ])
285823  , -47247.5    , array([ 0.416062   ,  1.48697    ,  5.28175e-32,  5.83455e-19,  0.217422   ])
285824  , -47234.6    , array([ 0.416062   ,  1.48548    ,  5.28703e-32,  5.83455e-19,  0.217422   ])
285825  , -47234.6    , array([ 0.416062   ,  1.48548    ,  5.28175e-32,  5.84039e-19,  0.217422   ])
285826  , -47264.9    , array([ 0.416062   ,  1.48548    ,  5.28175e-32,  5.83455e-19,  0.217639   ])
285827  , -50857.6    , array([ 0.922488   ,  0.742996   ,  6.45509e-33,  1.96703e-19,  0.545547   ])
285828  , -50857.6    , array([ 0.922488   ,  0.742996   ,  6.45509e-33,  1.96703e-19,  0.545547   ])
285829  , -50825.8    , array([ 0.923411   ,  0.742996   ,  6.45509e-33,  1.96703e-19,  0.545547   ])
285830  , -50847.9    , array([ 0.922488   ,  0.743739   ,  6.45509e-33,  1.96703e-19,  0.545547   ])
285831  , -50857.6    , array([ 0.922488   ,  0.742996   ,  6.46155e-33,  1.96703e-19,  0.545547   ])
285832  , -50857.6    , array([ 0.922488   ,  0.742996   ,  6.45509e-33,  1.969e-19  ,  0.545547   ])
285833  , -50913.8    , array([ 0.922488   ,  0.742996   ,  6.45509e-33,  1.96703e-19,  0.546093   ])
285834  , -43475.9    , array([ 0.591118   ,  1.09437    ,  2.09004e-32,  3.61198e-19,  0.326224   ])
285835  , -43475.9    , array([ 0.591118   ,  1.09437    ,  2.09004e-32,  3.61198e-19,  0.326224   ])
285836  , -43438.2    , array([ 0.59171    ,  1.09437    ,  2.09004e-32,  3.61198e-19,  0.326224   ])
285837  , -43484.8    , array([ 0.591118   ,  1.09546    ,  2.09004e-32,  3.61198e-19,  0.326224   ])
285838  , -43475.9    , array([ 0.591118   ,  1.09437    ,  2.09213e-32,  3.61198e-19,  0.326224   ])
285839  , -43475.9    , array([ 0.591118   ,  1.09437    ,  2.09004e-32,  3.61559e-19,  0.326224   ])
285840  , -43512.9    , array([ 0.591118   ,  1.09437    ,  2.09004e-32,  3.61198e-19,  0.32655    ])
285841  , -1.77983e+06, array([ 1.27528    ,  0.0021138  ,  2.89375e-35,  1.19963e-20,  1.21064    ])
285842  , -1.77983e+06, array([ 1.27528    ,  0.0021138  ,  2.89375e-35,  1.19963e-20,  1.21064    ])
285843  , -1.77981e+06, array([ 1.27655    ,  0.0021138  ,  2.89375e-35,  1.19963e-20,  1.21064    ])
285844  , -1.77979e+06, array([ 1.27528    ,  0.00211592 ,  2.89375e-35,  1.19963e-20,  1.21064    ])
285845  , -1.77983e+06, array([ 1.27528    ,  0.0021138  ,  2.89664e-35,  1.19963e-20,  1.21064    ])
285846  , -1.77979e+06, array([ 1.27528    ,  0.0021138  ,  2.89375e-35,  1.20083e-20,  1.21064    ])
285847  , -1.77985e+06, array([ 1.27528    ,  0.0021138  ,  2.89375e-35,  1.19963e-20,  1.21185    ])
285848  , -43345.7    , array([ 0.592811   ,  1.06924    ,  2.03951e-32,  3.56655e-19,  0.327818   ])
285849  , -43345.7    , array([ 0.592811   ,  1.06924    ,  2.03951e-32,  3.56655e-19,  0.327818   ])
285850  , -43308.2    , array([ 0.593404   ,  1.06924    ,  2.03951e-32,  3.56655e-19,  0.327818   ])
285851  , -43354.3    , array([ 0.592811   ,  1.07031    ,  2.03951e-32,  3.56655e-19,  0.327818   ])
285852  , -43345.7    , array([ 0.592811   ,  1.06924    ,  2.04155e-32,  3.56655e-19,  0.327818   ])
285853  , -43345.7    , array([ 0.592811   ,  1.06924    ,  2.03951e-32,  3.57012e-19,  0.327818   ])
285854  , -43383      , array([ 0.592811   ,  1.06924    ,  2.03951e-32,  3.56655e-19,  0.328146   ])
285855  , -42641.1    , array([ 0.610648   ,  0.840294   ,  1.58237e-32,  3.12778e-19,  0.344818   ])
285856  , -42641.1    , array([ 0.610648   ,  0.840294   ,  1.58237e-32,  3.12778e-19,  0.344818   ])
285857  , -42604.7    , array([ 0.611259   ,  0.840294   ,  1.58237e-32,  3.12778e-19,  0.344818   ])
285858  , -42645.4    , array([ 0.610648   ,  0.841135   ,  1.58237e-32,  3.12778e-19,  0.344818   ])
285859  , -42641.1    , array([ 0.610648   ,  0.840294   ,  1.58396e-32,  3.12778e-19,  0.344818   ])
285860  , -42641.1    , array([ 0.610648   ,  0.840294   ,  1.58237e-32,  3.13091e-19,  0.344818   ])
285861  , -42682.2    , array([ 0.610648   ,  0.840294   ,  1.58237e-32,  3.12778e-19,  0.345163   ])
285862  , -40981.5    , array([ 0.614578   ,  0.818424   ,  1.57962e-32,  3.12497e-19,  0.333743   ])
285863  , -40981.5    , array([ 0.614578   ,  0.818424   ,  1.57962e-32,  3.12497e-19,  0.333743   ])
285864  , -40946.2    , array([ 0.615193   ,  0.818424   ,  1.57962e-32,  3.12497e-19,  0.333743   ])
285865  , -40985.6    , array([ 0.614578   ,  0.819243   ,  1.57962e-32,  3.12497e-19,  0.333743   ])
285866  , -40981.5    , array([ 0.614578   ,  0.818424   ,  1.58121e-32,  3.12497e-19,  0.333743   ])
285867  , -40981.5    , array([ 0.614578   ,  0.818424   ,  1.57962e-32,  3.1281e-19 ,  0.333743   ])
285868  , -41021.3    , array([ 0.614578   ,  0.818424   ,  1.57962e-32,  3.12497e-19,  0.334077   ])
285869  , -34840.6    , array([ 0.630553   ,  0.73649    ,  1.56868e-32,  3.11375e-19,  0.292889   ])
285870  , -34840.6    , array([ 0.630553   ,  0.73649    ,  1.56868e-32,  3.11375e-19,  0.292889   ])
285871  , -34809.6    , array([ 0.631184   ,  0.73649    ,  1.56868e-32,  3.11375e-19,  0.292889   ])
285872  , -34844.2    , array([ 0.630553   ,  0.737227   ,  1.56868e-32,  3.11375e-19,  0.292889   ])
285873  , -34840.6    , array([ 0.630553   ,  0.73649    ,  1.57025e-32,  3.11375e-19,  0.292889   ])
285874  , -34840.6    , array([ 0.630553   ,  0.73649    ,  1.56868e-32,  3.11687e-19,  0.292889   ])
285875  , -34875.7    , array([ 0.630553   ,  0.73649    ,  1.56868e-32,  3.11375e-19,  0.293182   ])
285876  , -21690.4    , array([ 0.670489   ,  0.55022    ,  1.55939e-32,  3.1042e-19 ,  0.203383   ])
285877  , -21690.4    , array([ 0.670489   ,  0.55022    ,  1.55939e-32,  3.1042e-19 ,  0.203383   ])
285878  , -21669.2    , array([ 0.67116    ,  0.55022    ,  1.55939e-32,  3.1042e-19 ,  0.203383   ])
285879  , -21693.2    , array([ 0.670489   ,  0.55077    ,  1.55939e-32,  3.1042e-19 ,  0.203383   ])
