445     , -55337.9    , array([ 5.9561     ,  0.032255   ,  2.12277    ,  1.40169    ,  0.110521   ])
446     , -55339.5    , array([ 5.96206    ,  0.032255   ,  2.12277    ,  1.40169    ,  0.110521   ])
447     , -55286.9    , array([ 5.9561     ,  0.0322873  ,  2.12277    ,  1.40169    ,  0.110521   ])
448     , -55334.8    , array([ 5.9561     ,  0.032255   ,  2.12489    ,  1.40169    ,  0.110521   ])
449     , -55317.1    , array([ 5.9561     ,  0.032255   ,  2.12277    ,  1.40309    ,  0.110521   ])
450     , -55364.8    , array([ 5.9561     ,  0.032255   ,  2.12277    ,  1.40169    ,  0.110632   ])
451     , -55337.9    , array([ 5.9561     ,  0.032255   ,  2.12277    ,  1.40169    ,  0.110521   ])
452     , -8810.01    , array([ 5.80349    ,  0.0746831  ,  2.23402    ,  1.97425    ,  0.0710981  ])
453     , -8810.01    , array([ 5.80349    ,  0.0746831  ,  2.23402    ,  1.97425    ,  0.0710981  ])
454     , -8810.74    , array([ 5.80929    ,  0.0746831  ,  2.23402    ,  1.97425    ,  0.0710981  ])
455     , -8790.62    , array([ 5.80349    ,  0.0747579  ,  2.23402    ,  1.97425    ,  0.0710981  ])
456     , -8808.69    , array([ 5.80349    ,  0.0746831  ,  2.23626    ,  1.97425    ,  0.0710981  ])
457     , -8805.91    , array([ 5.80349    ,  0.0746831  ,  2.23402    ,  1.97623    ,  0.0710981  ])
458     , -8825.12    , array([ 5.80349    ,  0.0746831  ,  2.23402    ,  1.97425    ,  0.0711692  ])
459     , -78559.1    , array([ 4.73507    ,  0.0899174  ,  2.79709    ,  0.00712395 ,  4.01807e-05])
460     , -78559.1    , array([ 4.73507    ,  0.0899174  ,  2.79709    ,  0.00712395 ,  4.01807e-05])
461     , -78559.1    , array([ 4.73981    ,  0.0899174  ,  2.79709    ,  0.00712395 ,  4.01807e-05])
462     , -78559.6    , array([ 4.73507    ,  0.0900073  ,  2.79709    ,  0.00712395 ,  4.01807e-05])
463     , -78559.1    , array([ 4.73507    ,  0.0899174  ,  2.79989    ,  0.00712395 ,  4.01807e-05])
464     , -78559.1    , array([ 4.73507    ,  0.0899174  ,  2.79709    ,  0.00713108 ,  4.01807e-05])
465     , -78558.6    , array([ 4.73507    ,  0.0899174  ,  2.79709    ,  0.00712395 ,  4.02209e-05])
466     , -2120.44    , array([ 5.64554    ,  0.0765873  ,  2.30317    ,  0.920703   ,  0.0257856  ])
467     , -2120.44    , array([ 5.64554    ,  0.0765873  ,  2.30317    ,  0.920703   ,  0.0257856  ])
468     , -2120.63    , array([ 5.65118    ,  0.0765873  ,  2.30317    ,  0.920703   ,  0.0257856  ])
469     , -2124.85    , array([ 5.64554    ,  0.0766639  ,  2.30317    ,  0.920703   ,  0.0257856  ])
470     , -2120.66    , array([ 5.64554    ,  0.0765873  ,  2.30548    ,  0.920703   ,  0.0257856  ])
471     , -2120.56    , array([ 5.64554    ,  0.0765873  ,  2.30317    ,  0.921624   ,  0.0257856  ])
472     , -2116.54    , array([ 5.64554    ,  0.0765873  ,  2.30317    ,  0.920703   ,  0.0258114  ])
480     , -2120.15    , array([ 5.64205    ,  0.076565   ,  2.30353    ,  0.920997   ,  0.0257788  ])
481     , -2120.15    , array([ 5.64205    ,  0.076565   ,  2.30353    ,  0.920997   ,  0.0257788  ])
482     , -2120.34    , array([ 5.64769    ,  0.076565   ,  2.30353    ,  0.920997   ,  0.0257788  ])
483     , -2124.55    , array([ 5.64205    ,  0.0766416  ,  2.30353    ,  0.920997   ,  0.0257788  ])
484     , -2120.36    , array([ 5.64205    ,  0.076565   ,  2.30584    ,  0.920997   ,  0.0257788  ])
485     , -2120.27    , array([ 5.64205    ,  0.076565   ,  2.30353    ,  0.921918   ,  0.0257788  ])
486     , -2116.25    , array([ 5.64205    ,  0.076565   ,  2.30353    ,  0.920997   ,  0.0258046  ])
487     , -1832.54    , array([ 1.96848    ,  0.046613   ,  3.00985    ,  1.58785    ,  0.016476   ])
488     , -1832.54    , array([ 1.96848    ,  0.046613   ,  3.00985    ,  1.58785    ,  0.016476   ])
489     , -1832.71    , array([ 1.97044    ,  0.046613   ,  3.00985    ,  1.58785    ,  0.016476   ])
490     , -1834.85    , array([ 1.96848    ,  0.0466597  ,  3.00985    ,  1.58785    ,  0.016476   ])
491     , -1832.68    , array([ 1.96848    ,  0.046613   ,  3.01286    ,  1.58785    ,  0.016476   ])
492     , -1832.59    , array([ 1.96848    ,  0.046613   ,  3.00985    ,  1.58944    ,  0.016476   ])
493     , -1829.99    , array([ 1.96848    ,  0.046613   ,  3.00985    ,  1.58785    ,  0.0164925  ])
494     , -5262.83    , array([ 0.192702   ,  0.0566139  ,  4.37942    ,  1.13192    ,  0.0214993  ])
495     , -5262.83    , array([ 0.192702   ,  0.0566139  ,  4.37942    ,  1.13192    ,  0.0214993  ])
496     , -5255.4     , array([ 0.192895   ,  0.0566139  ,  4.37942    ,  1.13192    ,  0.0214993  ])
497     , -5264.13    , array([ 0.192702   ,  0.0566706  ,  4.37942    ,  1.13192    ,  0.0214993  ])
498     , -5261.83    , array([ 0.192702   ,  0.0566139  ,  4.3838     ,  1.13192    ,  0.0214993  ])
499     , -5262.8     , array([ 0.192702   ,  0.0566139  ,  4.37942    ,  1.13305    ,  0.0214993  ])
500     , -5266.49    , array([ 0.192702   ,  0.0566139  ,  4.37942    ,  1.13192    ,  0.0215208  ])
501     , -1692.41    , array([ 1.0651     ,  0.0490703  ,  3.32347    ,  1.45197    ,  0.0176765  ])
502     , -1692.41    , array([ 1.0651     ,  0.0490703  ,  3.32347    ,  1.45197    ,  0.0176765  ])
503     , -1692.49    , array([ 1.06616    ,  0.0490703  ,  3.32347    ,  1.45197    ,  0.0176765  ])
504     , -1694.17    , array([ 1.0651     ,  0.0491194  ,  3.32347    ,  1.45197    ,  0.0176765  ])
505     , -1692.51    , array([ 1.0651     ,  0.0490703  ,  3.32679    ,  1.45197    ,  0.0176765  ])
506     , -1692.45    , array([ 1.0651     ,  0.0490703  ,  3.32347    ,  1.45343    ,  0.0176765  ])
507     , -1690.34    , array([ 1.0651     ,  0.0490703  ,  3.32347    ,  1.45197    ,  0.0176942  ])
515     , -1692.41    , array([ 1.0651     ,  0.0490703  ,  3.32347    ,  1.45197    ,  0.0176765  ])
516     , -1692.41    , array([ 1.0651     ,  0.0490703  ,  3.32347    ,  1.45197    ,  0.0176765  ])
517     , -1692.49    , array([ 1.06616    ,  0.0490703  ,  3.32347    ,  1.45197    ,  0.0176765  ])
518     , -1694.17    , array([ 1.0651     ,  0.0491194  ,  3.32347    ,  1.45197    ,  0.0176765  ])
519     , -1692.51    , array([ 1.0651     ,  0.0490703  ,  3.3268     ,  1.45197    ,  0.0176765  ])
520     , -1692.45    , array([ 1.0651     ,  0.0490703  ,  3.32347    ,  1.45343    ,  0.0176765  ])
521     , -1690.34    , array([ 1.0651     ,  0.0490703  ,  3.32347    ,  1.45197    ,  0.0176942  ])
522     , -1692.41    , array([ 1.0651     ,  0.0490703  ,  3.32348    ,  1.45197    ,  0.0176765  ])
523     , -1692.41    , array([ 1.0651     ,  0.0490703  ,  3.32348    ,  1.45197    ,  0.0176765  ])
524     , -1692.48    , array([ 1.06616    ,  0.0490703  ,  3.32348    ,  1.45197    ,  0.0176765  ])
525     , -1694.17    , array([ 1.0651     ,  0.0491194  ,  3.32348    ,  1.45197    ,  0.0176765  ])
526     , -1692.51    , array([ 1.0651     ,  0.0490703  ,  3.32681    ,  1.45197    ,  0.0176765  ])
527     , -1692.45    , array([ 1.0651     ,  0.0490703  ,  3.32348    ,  1.45342    ,  0.0176765  ])
528     , -1690.34    , array([ 1.0651     ,  0.0490703  ,  3.32348    ,  1.45197    ,  0.0176942  ])
536     , -1692.41    , array([ 1.0651     ,  0.0490703  ,  3.32348    ,  1.45197    ,  0.0176765  ])
537     , -1692.41    , array([ 1.0651     ,  0.0490703  ,  3.32348    ,  1.45197    ,  0.0176765  ])
538     , -1692.48    , array([ 1.06616    ,  0.0490703  ,  3.32348    ,  1.45197    ,  0.0176765  ])
539     , -1694.17    , array([ 1.0651     ,  0.0491194  ,  3.32348    ,  1.45197    ,  0.0176765  ])
540     , -1692.51    , array([ 1.0651     ,  0.0490703  ,  3.32681    ,  1.45197    ,  0.0176765  ])
541     , -1692.45    , array([ 1.0651     ,  0.0490703  ,  3.32348    ,  1.45342    ,  0.0176765  ])
542     , -1690.34    , array([ 1.0651     ,  0.0490703  ,  3.32348    ,  1.45197    ,  0.0176942  ])
543     , -1692.41    , array([ 1.0651     ,  0.0490703  ,  3.32349    ,  1.45197    ,  0.0176765  ])
544     , -1692.41    , array([ 1.0651     ,  0.0490703  ,  3.32349    ,  1.45197    ,  0.0176765  ])
545     , -1692.48    , array([ 1.06616    ,  0.0490703  ,  3.32349    ,  1.45197    ,  0.0176765  ])
546     , -1694.17    , array([ 1.0651     ,  0.0491194  ,  3.32349    ,  1.45197    ,  0.0176765  ])
547     , -1692.51    , array([ 1.0651     ,  0.0490703  ,  3.32681    ,  1.45197    ,  0.0176765  ])
548     , -1692.45    , array([ 1.0651     ,  0.0490703  ,  3.32349    ,  1.45342    ,  0.0176765  ])
549     , -1690.34    , array([ 1.0651     ,  0.0490703  ,  3.32349    ,  1.45197    ,  0.0176942  ])
550     , -1747.73    , array([ 0.950335   ,  0.0510262  ,  7.89163    ,  1.31349    ,  0.0195613  ])
551     , -1747.73    , array([ 0.950335   ,  0.0510262  ,  7.89163    ,  1.31349    ,  0.0195613  ])
552     , -1747.93    , array([ 0.951286   ,  0.0510262  ,  7.89163    ,  1.31349    ,  0.0195613  ])
553     , -1749.14    , array([ 0.950335   ,  0.0510772  ,  7.89163    ,  1.31349    ,  0.0195613  ])
554     , -1748.21    , array([ 0.950335   ,  0.0510262  ,  7.89953    ,  1.31349    ,  0.0195613  ])
555     , -1747.76    , array([ 0.950335   ,  0.0510262  ,  7.89163    ,  1.3148     ,  0.0195613  ])
556     , -1746.07    , array([ 0.950335   ,  0.0510262  ,  7.89163    ,  1.31349    ,  0.0195809  ])
557     , -1677.62    , array([ 1.02433    ,  0.0497312  ,  4.46839    ,  1.403      ,  0.0183003  ])
558     , -1677.62    , array([ 1.02433    ,  0.0497312  ,  4.46839    ,  1.403      ,  0.0183003  ])
559     , -1677.71    , array([ 1.02536    ,  0.0497312  ,  4.46839    ,  1.403      ,  0.0183003  ])
560     , -1679.13    , array([ 1.02433    ,  0.0497809  ,  4.46839    ,  1.403      ,  0.0183003  ])
561     , -1677.78    , array([ 1.02433    ,  0.0497312  ,  4.47286    ,  1.403      ,  0.0183003  ])
562     , -1677.65    , array([ 1.02433    ,  0.0497312  ,  4.46839    ,  1.4044     ,  0.0183003  ])
563     , -1675.78    , array([ 1.02433    ,  0.0497312  ,  4.46839    ,  1.403      ,  0.0183186  ])
564     , -1647.78    , array([ 0.987461   ,  0.0515196  ,  4.43916    ,  1.35441    ,  0.0190909  ])
565     , -1647.78    , array([ 0.987461   ,  0.0515196  ,  4.43916    ,  1.35441    ,  0.0190909  ])
566     , -1647.85    , array([ 0.988449   ,  0.0515196  ,  4.43916    ,  1.35441    ,  0.0190909  ])
567     , -1649.16    , array([ 0.987461   ,  0.0515711  ,  4.43916    ,  1.35441    ,  0.0190909  ])
568     , -1647.92    , array([ 0.987461   ,  0.0515196  ,  4.4436     ,  1.35441    ,  0.0190909  ])
569     , -1647.8     , array([ 0.987461   ,  0.0515196  ,  4.43916    ,  1.35577    ,  0.0190909  ])
570     , -1646.07    , array([ 0.987461   ,  0.0515196  ,  4.43916    ,  1.35441    ,  0.01911    ])
571     , -1556.53    , array([ 0.852776   ,  0.0593397  ,  4.32412    ,  1.17631    ,  0.02261    ])
572     , -1556.53    , array([ 0.852776   ,  0.0593397  ,  4.32412    ,  1.17631    ,  0.02261    ])
573     , -1556.42    , array([ 0.853629   ,  0.0593397  ,  4.32412    ,  1.17631    ,  0.02261    ])
574     , -1557.4     , array([ 0.852776   ,  0.0593991  ,  4.32412    ,  1.17631    ,  0.02261    ])
575     , -1556.58    , array([ 0.852776   ,  0.0593397  ,  4.32845    ,  1.17631    ,  0.02261    ])
576     , -1556.54    , array([ 0.852776   ,  0.0593397  ,  4.32412    ,  1.17749    ,  0.02261    ])
577     , -1555.38    , array([ 0.852776   ,  0.0593397  ,  4.32412    ,  1.17631    ,  0.0226327  ])
578     , -1420.05    , array([ 1.25639    ,  0.08452    ,  3.35267    ,  0.895581   ,  0.0348055  ])
579     , -1420.05    , array([ 1.25639    ,  0.08452    ,  3.35267    ,  0.895581   ,  0.0348055  ])
580     , -1420.16    , array([ 1.25764    ,  0.08452    ,  3.35267    ,  0.895581   ,  0.0348055  ])
581     , -1419.63    , array([ 1.25639    ,  0.0846046  ,  3.35267    ,  0.895581   ,  0.0348055  ])
582     , -1419.97    , array([ 1.25639    ,  0.08452    ,  3.35602    ,  0.895581   ,  0.0348055  ])
583     , -1420       , array([ 1.25639    ,  0.08452    ,  3.35267    ,  0.896477   ,  0.0348055  ])
584     , -1420.27    , array([ 1.25639    ,  0.08452    ,  3.35267    ,  0.895581   ,  0.0348404  ])
585     , -1367.37    , array([ 0.997011   ,  0.107129   ,  5.27093    ,  0.659207   ,  0.0458554  ])
586     , -1367.37    , array([ 0.997011   ,  0.107129   ,  5.27093    ,  0.659207   ,  0.0458554  ])
587     , -1367.38    , array([ 0.998008   ,  0.107129   ,  5.27093    ,  0.659207   ,  0.0458554  ])
588     , -1367.86    , array([ 0.997011   ,  0.107236   ,  5.27093    ,  0.659207   ,  0.0458554  ])
589     , -1367.45    , array([ 0.997011   ,  0.107129   ,  5.2762     ,  0.659207   ,  0.0458554  ])
590     , -1367.36    , array([ 0.997011   ,  0.107129   ,  5.27093    ,  0.659866   ,  0.0458554  ])
591     , -1366.96    , array([ 0.997011   ,  0.107129   ,  5.27093    ,  0.659207   ,  0.0459013  ])
