Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-393.31	794.62	597.54	7139.83	29.7767,1.0419,29.789,3.3656
our_model	Round_1_Replicate_2	-394.64	797.28	599.26	9678.54	9.5393,0.7695,11.9049,1.9101
our_model	Round_1_Replicate_3	-398.05	804.1	606.37	9020.37	30.0,0.8193,6.0248,1.8441
our_model	Round_1_Replicate_4	-394.23	796.46	599.29	4587.27	30.0,1.6191,25.9181,4.3214
our_model	Round_1_Replicate_5	-395.56	799.12	601.77	11427.33	30.0,0.6487,6.1004,1.6438
our_model	Round_1_Replicate_6	-394.0	796.0	598.85	9904.05	29.8679,0.7502,11.3484,2.1717
our_model	Round_1_Replicate_7	-395.16	798.32	600.01	16720.15	11.2281,0.4456,4.464,1.1359
our_model	Round_1_Replicate_8	-393.25	794.5	597.42	7730.06	29.7655,0.9624,29.9194,3.192
our_model	Round_1_Replicate_9	-396.86	801.72	604.18	8662.3	4.9539,0.8543,30.0,1.6443
our_model	Round_1_Replicate_10	-399.08	806.16	608.25	14890.98	30.0,0.4958,2.7891,1.0798
our_model	Round_2_Replicate_1	-400.74	809.48	611.26	2114.98	30.0,3.4861,30.0,6.4917
our_model	Round_2_Replicate_2	-400.24	808.48	610.35	2159.67	30.0,3.4153,30.0,6.4489
our_model	Round_2_Replicate_3	-396.9	801.8	604.26	4876.82	9.2095,1.5174,30.0,2.9434
our_model	Round_2_Replicate_4	-394.86	797.72	600.46	24396.54	2.2949,0.3041,30.0,0.6827
our_model	Round_2_Replicate_5	-398.14	804.28	606.53	3937.2	30.0,1.8769,16.2219,4.0239
our_model	Round_2_Replicate_6	-395.67	799.34	601.97	3198.74	24.9676,2.317,30.0,5.2355
our_model	Round_2_Replicate_7	-396.07	800.14	601.3	3357.35	22.4481,2.2205,28.5808,4.9672
our_model	Round_2_Replicate_8	-398.2	804.4	606.64	4348.7	30.0,1.6992,14.3397,3.6671
our_model	Round_2_Replicate_9	-396.13	800.26	602.82	14486.54	3.1844,0.5113,30.0,1.0303
our_model	Round_2_Replicate_10	-395.35	798.7	600.59	9216.11	6.6122,0.8073,14.0423,1.7952
our_model	Round_3_Replicate_1	-393.49	794.98	597.88	14429.05	6.6888,0.5154,30.0,1.4661
our_model	Round_3_Replicate_2	-395.34	798.68	601.37	4617.94	30.0,1.6056,18.8286,3.9315
our_model	Round_3_Replicate_3	-396.15	800.3	602.87	4400.97	11.6262,1.683,30.0,3.4551
our_model	Round_3_Replicate_4	-393.29	794.58	597.5	10461.65	12.7668,0.7111,29.9305,2.2079
our_model	Round_3_Replicate_5	-398.4	804.8	607.01	6283.81	30.0,1.1757,9.1201,2.5828
our_model	Round_3_Replicate_6	-398.93	805.86	607.97	2301.4	30.0,3.2086,30.0,6.3104
our_model	Round_3_Replicate_7	-396.09	800.18	601.41	4111.42	14.2892,1.8127,28.0119,3.8892
our_model	Round_3_Replicate_8	-397.0	802.0	604.45	3940.23	30.0,1.8778,17.9751,4.1851
our_model	Round_3_Replicate_9	-399.95	807.9	609.82	2187.5	30.0,3.3726,30.0,6.4219
our_model	Round_3_Replicate_10	-396.4	800.8	603.33	4487.81	10.8995,1.6499,30.0,3.3218
our_model	Round_4_Replicate_1	-396.14	800.28	602.84	3159.26	30.0,2.3445,26.3927,5.2931
our_model	Round_4_Replicate_2	-394.12	796.24	599.07	4265.23	30.0,1.7416,29.9997,4.6703
our_model	Round_4_Replicate_3	-398.78	805.56	607.71	2319.85	30.0,3.1835,30.0,6.2922
our_model	Round_4_Replicate_4	-395.32	798.64	600.55	10965.17	5.8241,0.6785,10.8917,1.5226
our_model	Round_4_Replicate_5	-395.84	799.68	602.29	2976.17	30.0,2.4897,30.0,5.661
our_model	Round_4_Replicate_6	-393.97	795.94	598.78	6746.53	30.0,1.1014,18.172,3.132
our_model	Round_4_Replicate_7	-393.58	795.16	598.04	16670.3	5.406,0.446,25.7579,1.2367
our_model	Round_4_Replicate_8	-399.63	807.26	609.26	2219.51	30.0,3.3248,30.0,6.3908
our_model	Round_4_Replicate_9	-394.59	797.18	599.95	14074.22	4.2374,0.5274,30.0,1.2222
our_model	Round_4_Replicate_10	-394.48	796.96	598.86	6253.21	11.3573,1.1919,27.8989,2.8976
our_model	Round_5_Replicate_1	-394.53	797.06	598.93	6501.1	10.9584,1.1465,25.6309,2.7778
our_model	Round_5_Replicate_2	-394.88	797.76	600.5	6056.2	9.8207,1.2251,30.0,2.7744
our_model	Round_5_Replicate_3	-393.3	794.6	597.52	9893.35	18.5231,0.7519,22.941,2.4052
our_model	Round_5_Replicate_4	-393.42	794.84	597.74	7524.21	29.9868,0.9884,23.9963,3.1184
