Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-396.4	800.8	603.5	43443.61	30.0,0.1703,0.1586,0.3595
our_model	Round_1_Replicate_2	-395.54	799.08	601.73	8051.99	30.0,0.9206,9.3892,2.31
our_model	Round_1_Replicate_3	-398.35	804.7	606.91	6985.31	30.0,1.0577,8.0593,2.3383
our_model	Round_1_Replicate_4	-395.86	799.72	602.33	6766.54	30.0,1.095,10.9395,2.674
our_model	Round_1_Replicate_5	-393.41	794.82	597.73	6825.9	29.7676,1.0896,27.4241,3.4136
our_model	Round_1_Replicate_6	-397.48	802.96	605.32	40655.03	0.9981,0.1819,0.01,0.3384
our_model	Round_1_Replicate_7	-396.13	800.26	602.83	10084.6	30.0,0.7345,6.4904,1.7963
our_model	Round_1_Replicate_8	-395.73	799.46	601.16	47045.27	5.4443,0.1582,0.2349,0.3555
our_model	Round_1_Replicate_9	-394.84	797.68	600.42	8856.02	29.9999,0.8379,9.7219,2.2166
our_model	Round_1_Replicate_10	-394.13	796.26	598.56	41944.91	3.0928,0.1775,1.8544,0.4745
our_model	Round_2_Replicate_1	-397.14	802.28	604.7	3516.66	30.0,2.1036,20.348,4.6121
our_model	Round_2_Replicate_2	-395.88	799.76	602.37	7922.88	6.0488,0.9352,30.0,1.9209
our_model	Round_2_Replicate_3	-396.37	800.74	603.28	7172.03	6.3257,1.0324,30.0,2.0504
our_model	Round_2_Replicate_4	-394.59	797.18	599.87	5262.05	13.0846,1.4112,29.9998,3.3454
our_model	Round_2_Replicate_5	-393.21	794.42	597.34	12550.73	28.5667,0.5928,17.8763,2.0619
our_model	Round_2_Replicate_6	-396.48	800.96	603.47	6893.14	6.5242,1.0741,30.0,2.12
our_model	Round_2_Replicate_7	-397.4	802.8	605.18	3077.65	30.0,2.403,23.3797,5.1419
our_model	Round_2_Replicate_8	-394.73	797.46	600.21	4183.8	30.0,1.7738,24.6073,4.4902
our_model	Round_2_Replicate_9	-394.24	796.48	599.29	5693.4	13.4753,1.3045,29.9999,3.2414
our_model	Round_2_Replicate_10	-398.55	805.1	607.29	2351.3	30.0,3.1416,30.0,6.2612
our_model	Round_2_Replicate_11	-394.08	796.16	598.26	6365.04	15.2385,1.1709,24.2841,3.0846
our_model	Round_2_Replicate_12	-398.78	805.56	607.71	2319.95	30.0,3.1833,30.0,6.2921
our_model	Round_2_Replicate_13	-393.72	795.44	598.31	10309.63	8.2032,0.721,30.0,1.9363
our_model	Round_2_Replicate_14	-393.8	795.6	598.46	8987.17	30.0,0.827,14.1791,2.4536
our_model	Round_2_Replicate_15	-394.12	796.24	599.08	5429.47	30.0,1.3682,21.9805,3.7529
our_model	Round_2_Replicate_16	-396.09	800.18	602.76	8007.58	5.8252,0.925,30.0,1.8711
our_model	Round_2_Replicate_17	-397.6	803.2	605.54	2505.56	30.0,2.9511,30.0,6.1088
our_model	Round_2_Replicate_18	-396.54	801.08	603.59	7212.08	6.1783,1.0265,30.0,2.0171
our_model	Round_2_Replicate_19	-394.78	797.56	600.31	5435.51	11.6749,1.3652,30.0,3.1476
our_model	Round_2_Replicate_20	-396.43	800.86	603.4	7625.74	5.8922,0.9709,30.0,1.9195
