138411  , -79089.4    , array([ 9.84116    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138412  , -79089.4    , array([ 9.84116    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138413  , -79089.4    , array([ 10.8412    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138414  , -79089.4    , array([ 12.4592    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138415  , -79089.4    , array([ 10.8412    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138416  , -79089.4    , array([ 11.4592    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138417  , -79089.4    , array([ 11.8412    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138418  , -79089.4    , array([ 12.0772    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138419  , -79089.4    , array([ 12.2231    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138420  , -79089.4    , array([ 12.3133    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138421  , -79089.4    , array([ 12.369     ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138422  , -79089.4    , array([ 12.4035    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138423  , -79089.4    , array([ 12.4291    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138424  , -79089.4    , array([ 12.4291    ,  18.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138425  , -79089.4    , array([ 12.4291    ,  19.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138426  , -79089.4    , array([ 12.4291    ,  20.8946    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138427  , -79089.4    , array([ 12.4291    ,  19.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138428  , -79089.4    , array([ 12.4291    ,  19.8946    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138429  , -79089.4    , array([ 12.4291    ,  20.2766    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138430  , -79089.4    , array([ 12.4291    ,  20.5126    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138431  , -79089.4    , array([ 12.4291    ,  20.6585    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138432  , -79089.4    , array([ 12.4291    ,  20.7487    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138433  , -79089.4    , array([ 12.4291    ,  20.8044    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138434  , -79089.4    , array([ 12.4291    ,  20.8389    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138435  , -79089.4    , array([ 12.4291    ,  20.8645    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138436  , -79089.4    , array([ 12.4291    ,  20.8645    ,  5.68858e-19,  2.3089e-36 ,  1.58951e-26])
138437  , -79089.4    , array([ 12.4291    ,  20.8645    ,  1          ,  2.3089e-36 ,  1.58951e-26])
138438  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.61803    ,  2.3089e-36 ,  1.58951e-26])
138439  , -79089.4    , array([ 12.4291    ,  20.8645    ,  1          ,  2.3089e-36 ,  1.58951e-26])
138440  , -79089.4    , array([ 12.4291    ,  20.8645    ,  1.61803    ,  2.3089e-36 ,  1.58951e-26])
138441  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2          ,  2.3089e-36 ,  1.58951e-26])
138442  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.23607    ,  2.3089e-36 ,  1.58951e-26])
138443  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.38197    ,  2.3089e-36 ,  1.58951e-26])
138444  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.47214    ,  2.3089e-36 ,  1.58951e-26])
138445  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.52786    ,  2.3089e-36 ,  1.58951e-26])
138446  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.56231    ,  2.3089e-36 ,  1.58951e-26])
138447  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.3089e-36 ,  1.58951e-26])
138448  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.3089e-36 ,  1.58951e-26])
138449  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  1          ,  1.58951e-26])
138450  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.61803    ,  1.58951e-26])
138451  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  1          ,  1.58951e-26])
138452  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  1.61803    ,  1.58951e-26])
138453  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2          ,  1.58951e-26])
138454  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.23607    ,  1.58951e-26])
138455  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.38197    ,  1.58951e-26])
138456  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.47214    ,  1.58951e-26])
138457  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.52786    ,  1.58951e-26])
138458  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.56231    ,  1.58951e-26])
138459  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.58793    ,  1.58951e-26])
138460  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.58793    ,  1.58951e-26])
138461  , -110665     , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.58793    ,  1          ])
138463  , -79089.4    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.58793    ,  1.58951e-26])
138465  , -94722      , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.58793    ,  0.381966   ])
138466  , -84585.1    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.58793    ,  0.190856   ])
138468  , -77867.8    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.58793    ,  0.0729007  ])
138469  , -77354      , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.58793    ,  0.0581468  ])
138470  , -77093      , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.58793    ,  0.0458953  ])
138471  , -77120.9    , array([ 12.4291    ,  20.8645    ,  2.58793    ,  2.58793    ,  0.0283648  ])
