Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-393.57	795.14	598.04	5587.92	30.0,1.3306,30.0,3.9603
our_model	Round_1_Replicate_2	-394.59	797.18	599.18	33198.26	1.8314,0.2243,12.4583,0.5261
our_model	Round_1_Replicate_3	-394.34	796.68	600.39	108947.04	0.4407,0.0679,0.7559,0.1562
our_model	Round_1_Replicate_4	-394.41	796.82	599.62	70563.08	0.5261,0.1052,0.3476,0.2328
our_model	Round_1_Replicate_5	-394.7	797.4	599.28	21253.38	3.0288,0.3505,7.7012,0.8237
our_model	Round_1_Replicate_6	-394.66	797.32	599.29	10471.11	8.9112,0.7113,10.7658,1.7651
our_model	Round_1_Replicate_7	-397.1	802.2	604.62	12799.54	30.0,0.578,4.2058,1.3551
our_model	Round_1_Replicate_8	-398.42	804.84	607.05	5424.29	30.0,1.362,10.8504,2.9658
our_model	Round_1_Replicate_9	-393.84	795.68	598.53	6566.9	13.8108,1.1317,29.9973,3.0154
our_model	Round_1_Replicate_10	-394.96	797.92	599.91	39840.51	1.3995,0.1868,29.9953,0.4194
our_model	Round_2_Replicate_1	-394.63	797.26	599.17	8240.34	8.2649,0.9042,19.9985,2.1546
our_model	Round_2_Replicate_2	-395.76	799.52	601.56	12508.3	3.8932,0.5939,25.6278,1.2373
our_model	Round_2_Replicate_3	-399.54	807.08	609.09	2229.23	30.0,3.3106,30.0,6.3813
our_model	Round_2_Replicate_4	-396.96	801.92	604.36	5118.17	8.6387,1.4457,30.0,2.7892
our_model	Round_2_Replicate_5	-401.12	810.24	611.93	2084.5	30.0,3.5363,30.0,6.5212
our_model	Round_2_Replicate_6	-393.56	795.12	598.01	7147.37	15.8354,1.0403,30.0,2.9784
our_model	Round_2_Replicate_7	-393.98	795.96	598.8	4704.65	30.0,1.5793,28.2909,4.3484
our_model	Round_2_Replicate_8	-399.1	806.2	608.29	2279.72	30.0,3.2386,30.0,6.3318
our_model	Round_2_Replicate_9	-396.18	800.36	602.93	12661.58	3.6198,0.585,30.0,1.1741
our_model	Round_2_Replicate_10	-396.97	801.94	604.38	4838.39	9.234,1.5293,30.0,2.956
our_model	Round_3_Replicate_1	-400.32	808.64	610.5	2152.11	30.0,3.4271,30.0,6.4561
our_model	Round_3_Replicate_2	-397.04	802.08	604.52	7279.24	30.0,1.0164,8.6222,2.3574
our_model	Round_3_Replicate_3	-396.07	800.14	602.72	3417.94	18.2538,2.1672,30.0,4.6237
our_model	Round_3_Replicate_4	-393.02	794.04	596.99	46677.39	4.9137,0.1594,30.0,0.6006
our_model	Round_3_Replicate_5	-398.59	805.18	607.36	2345.45	30.0,3.1493,30.0,6.2669
our_model	Round_3_Replicate_6	-393.07	794.14	597.07	34747.37	5.4187,0.2142,30.0,0.7626
our_model	Round_3_Replicate_7	-393.09	794.18	597.12	10749.83	29.8741,0.6923,29.9216,2.5357
our_model	Round_3_Replicate_8	-400.51	809.02	610.84	2135.02	30.0,3.454,30.0,6.4725
our_model	Round_3_Replicate_9	-399.71	807.42	609.39	2211.8	30.0,3.3362,30.0,6.3983
our_model	Round_3_Replicate_10	-396.46	800.92	603.44	3001.24	22.7223,2.4669,30.0,5.2494
our_model	Round_4_Replicate_1	-394.34	796.68	598.79	33067.22	1.9599,0.2252,29.9999,0.5447
our_model	Round_4_Replicate_2	-392.94	793.88	596.84	65025.61	29.758,0.1145,29.7068,0.6278
