199136  , -1.10605e+06, array([ 0.00593548 ,  19.4375    ,  1.09883e-08,  1.34969e-18,  1.83712    ])
199137  , -1.10598e+06, array([ 0.00594141 ,  19.4375    ,  1.09883e-08,  1.34969e-18,  1.83712    ])
199138  , -1.10608e+06, array([ 0.00593548 ,  19.4569    ,  1.09883e-08,  1.34969e-18,  1.83712    ])
199139  , -1.10601e+06, array([ 0.00593548 ,  19.4375    ,  1.09993e-08,  1.34969e-18,  1.83712    ])
199140  , -1.10605e+06, array([ 0.00593548 ,  19.4375    ,  1.09883e-08,  1.35104e-18,  1.83712    ])
199141  , -1.10608e+06, array([ 0.00593548 ,  19.4375    ,  1.09883e-08,  1.34969e-18,  1.83896    ])
199142  , -1.10605e+06, array([ 0.00593548 ,  19.4375    ,  1.09883e-08,  1.34969e-18,  1.83712    ])
199143  , -1.01665e+06, array([ 0.0133513  ,  14.5442    ,  1.69441e-08,  1.34969e-18,  1.35815    ])
199144  , -1.01665e+06, array([ 0.0133513  ,  14.5442    ,  1.69441e-08,  1.34969e-18,  1.35815    ])
199145  , -1.01658e+06, array([ 0.0133647  ,  14.5442    ,  1.69441e-08,  1.34969e-18,  1.35815    ])
199146  , -1.01667e+06, array([ 0.0133513  ,  14.5588    ,  1.69441e-08,  1.34969e-18,  1.35815    ])
199147  , -1.01661e+06, array([ 0.0133513  ,  14.5442    ,  1.69611e-08,  1.34969e-18,  1.35815    ])
199148  , -1.01665e+06, array([ 0.0133513  ,  14.5442    ,  1.69441e-08,  1.35104e-18,  1.35815    ])
199149  , -1.01668e+06, array([ 0.0133513  ,  14.5442    ,  1.69441e-08,  1.34969e-18,  1.35951    ])
199150  , -102359     , array([ 0.341821   ,  4.55925    ,  9.58e-08   ,  1.34969e-18,  0.405689   ])
199151  , -102359     , array([ 0.341821   ,  4.55925    ,  9.58e-08   ,  1.34969e-18,  0.405689   ])
199152  , -102287     , array([ 0.342163   ,  4.55925    ,  9.58e-08   ,  1.34969e-18,  0.405689   ])
199153  , -102372     , array([ 0.341821   ,  4.56381    ,  9.58e-08   ,  1.34969e-18,  0.405689   ])
199154  , -102359     , array([ 0.341821   ,  4.55925    ,  9.58959e-08,  1.34969e-18,  0.405689   ])
199155  , -102359     , array([ 0.341821   ,  4.55925    ,  9.58e-08   ,  1.35104e-18,  0.405689   ])
199156  , -102426     , array([ 0.341821   ,  4.55925    ,  9.58e-08   ,  1.34969e-18,  0.406095   ])
199164  , -99541.5    , array([ 0.351599   ,  4.51347    ,  9.72544e-08,  1.34969e-18,  0.401448   ])
199165  , -99541.5    , array([ 0.351599   ,  4.51347    ,  9.72544e-08,  1.34969e-18,  0.401448   ])
199166  , -99472      , array([ 0.351951   ,  4.51347    ,  9.72544e-08,  1.34969e-18,  0.401448   ])
199167  , -99554.7    , array([ 0.351599   ,  4.51799    ,  9.72544e-08,  1.34969e-18,  0.401448   ])
199168  , -99541.5    , array([ 0.351599   ,  4.51347    ,  9.73517e-08,  1.34969e-18,  0.401448   ])
199169  , -99541.5    , array([ 0.351599   ,  4.51347    ,  9.72544e-08,  1.35104e-18,  0.401448   ])
199170  , -99606.8    , array([ 0.351599   ,  4.51347    ,  9.72544e-08,  1.34969e-18,  0.401849   ])
199178  , -92927.6    , array([ 0.374499   ,  4.42555    ,  9.9659e-08 ,  1.34969e-18,  0.388272   ])
199179  , -92927.6    , array([ 0.374499   ,  4.42555    ,  9.9659e-08 ,  1.34969e-18,  0.388272   ])
199180  , -92862.5    , array([ 0.374874   ,  4.42555    ,  9.9659e-08 ,  1.34969e-18,  0.388272   ])
199181  , -92940.7    , array([ 0.374499   ,  4.42998    ,  9.9659e-08 ,  1.34969e-18,  0.388272   ])
