207995  , -79089.4    , array([ 2.12041    ,  2.38244    ,  2.1825e-42 ,  9.78496e-09,  8.792e-08  ])
207996  , -79089.4    , array([ 2.12253    ,  2.38244    ,  2.1825e-42 ,  9.78496e-09,  8.792e-08  ])
207997  , -79089.4    , array([ 2.12041    ,  2.38482    ,  2.1825e-42 ,  9.78496e-09,  8.792e-08  ])
207998  , -79089.4    , array([ 2.12041    ,  2.38244    ,  2.18469e-42,  9.78496e-09,  8.792e-08  ])
207999  , -79089.4    , array([ 2.12041    ,  2.38244    ,  2.1825e-42 ,  9.79475e-09,  8.792e-08  ])
208000  , -79089.4    , array([ 2.12041    ,  2.38244    ,  2.1825e-42 ,  9.78496e-09,  8.80079e-08])
208001  , -79089.4    , array([ 2.12041    ,  2.38244    ,  2.1825e-42 ,  9.78496e-09,  8.792e-08  ])
208002  , -79089.4    , array([ 2.05138    ,  2.28139    ,  2.1825e-42 ,  9.78496e-09,  9.50496e-08])
208003  , -79089.4    , array([ 2.05138    ,  2.28139    ,  2.1825e-42 ,  9.78496e-09,  9.50496e-08])
208004  , -79089.4    , array([ 2.05343    ,  2.28139    ,  2.1825e-42 ,  9.78496e-09,  9.50496e-08])
208005  , -79089.4    , array([ 2.05138    ,  2.28368    ,  2.1825e-42 ,  9.78496e-09,  9.50496e-08])
208006  , -79089.4    , array([ 2.05138    ,  2.28139    ,  2.18469e-42,  9.78496e-09,  9.50496e-08])
208007  , -79089.4    , array([ 2.05138    ,  2.28139    ,  2.1825e-42 ,  9.79475e-09,  9.50496e-08])
208008  , -79089.4    , array([ 2.05138    ,  2.28139    ,  2.1825e-42 ,  9.78496e-09,  9.51447e-08])
208009  , -79089.3    , array([ 1.79701    ,  1.91829    ,  2.1825e-42 ,  9.78496e-09,  1.29838e-07])
208010  , -79089.3    , array([ 1.79701    ,  1.91829    ,  2.1825e-42 ,  9.78496e-09,  1.29838e-07])
208011  , -79089.3    , array([ 1.79881    ,  1.91829    ,  2.1825e-42 ,  9.78496e-09,  1.29838e-07])
208012  , -79089.3    , array([ 1.79701    ,  1.92021    ,  2.1825e-42 ,  9.78496e-09,  1.29838e-07])
208013  , -79089.3    , array([ 1.79701    ,  1.91829    ,  2.18469e-42,  9.78496e-09,  1.29838e-07])
208014  , -79089.3    , array([ 1.79701    ,  1.91829    ,  2.1825e-42 ,  9.79475e-09,  1.29838e-07])
208015  , -79089.3    , array([ 1.79701    ,  1.91829    ,  2.1825e-42 ,  9.78496e-09,  1.29968e-07])
208016  , -79088.5    , array([ 1.0582     ,  0.958886   ,  2.1825e-42 ,  9.78496e-09,  4.52069e-07])
208017  , -79088.5    , array([ 1.0582     ,  0.958886   ,  2.1825e-42 ,  9.78496e-09,  4.52069e-07])
208018  , -79088.5    , array([ 1.05926    ,  0.958886   ,  2.1825e-42 ,  9.78496e-09,  4.52069e-07])
208019  , -79088.5    , array([ 1.0582     ,  0.959845   ,  2.1825e-42 ,  9.78496e-09,  4.52069e-07])
208020  , -79088.5    , array([ 1.0582     ,  0.958886   ,  2.18469e-42,  9.78496e-09,  4.52069e-07])
208021  , -79088.5    , array([ 1.0582     ,  0.958886   ,  2.1825e-42 ,  9.79475e-09,  4.52069e-07])
208022  , -79088.5    , array([ 1.0582     ,  0.958886   ,  2.1825e-42 ,  9.78496e-09,  4.52522e-07])
208023  , -77395      , array([ 0.127244   ,  0.0598659  ,  2.1825e-42 ,  9.78496e-09,  6.64387e-05])
208024  , -77395      , array([ 0.127244   ,  0.0598659  ,  2.1825e-42 ,  9.78496e-09,  6.64387e-05])
208025  , -77395.4    , array([ 0.127371   ,  0.0598659  ,  2.1825e-42 ,  9.78496e-09,  6.64387e-05])
208026  , -77396.3    , array([ 0.127244   ,  0.0599258  ,  2.1825e-42 ,  9.78496e-09,  6.64387e-05])
208027  , -77395      , array([ 0.127244   ,  0.0598659  ,  2.18469e-42,  9.78496e-09,  6.64387e-05])
208028  , -77395      , array([ 0.127244   ,  0.0598659  ,  2.1825e-42 ,  9.79475e-09,  6.64387e-05])
208029  , -77393.3    , array([ 0.127244   ,  0.0598659  ,  2.1825e-42 ,  9.78496e-09,  6.65051e-05])
208037  , -77390.7    , array([ 0.127153   ,  0.0598098  ,  2.1825e-42 ,  9.78496e-09,  6.65509e-05])
208038  , -77390.7    , array([ 0.127153   ,  0.0598098  ,  2.1825e-42 ,  9.78496e-09,  6.65509e-05])
208039  , -77391.1    , array([ 0.12728    ,  0.0598098  ,  2.1825e-42 ,  9.78496e-09,  6.65509e-05])
208040  , -77392      , array([ 0.127153   ,  0.0598696  ,  2.1825e-42 ,  9.78496e-09,  6.65509e-05])
208041  , -77390.7    , array([ 0.127153   ,  0.0598098  ,  2.18469e-42,  9.78496e-09,  6.65509e-05])
208042  , -77390.7    , array([ 0.127153   ,  0.0598098  ,  2.1825e-42 ,  9.79475e-09,  6.65509e-05])
208043  , -77389      , array([ 0.127153   ,  0.0598098  ,  2.1825e-42 ,  9.78496e-09,  6.66175e-05])
208044  , -77386.4    , array([ 0.127061   ,  0.0597536  ,  2.1825e-42 ,  9.78496e-09,  6.66636e-05])
208045  , -77386.4    , array([ 0.127061   ,  0.0597536  ,  2.1825e-42 ,  9.78496e-09,  6.66636e-05])
208046  , -77386.8    , array([ 0.127189   ,  0.0597536  ,  2.1825e-42 ,  9.78496e-09,  6.66636e-05])
208047  , -77387.7    , array([ 0.127061   ,  0.0598134  ,  2.1825e-42 ,  9.78496e-09,  6.66636e-05])
208048  , -77386.4    , array([ 0.127061   ,  0.0597536  ,  2.18469e-42,  9.78496e-09,  6.66636e-05])
208049  , -77386.4    , array([ 0.127061   ,  0.0597536  ,  2.1825e-42 ,  9.79475e-09,  6.66636e-05])
208050  , -77384.7    , array([ 0.127061   ,  0.0597536  ,  2.1825e-42 ,  9.78496e-09,  6.67303e-05])
208058  , -77385.3    , array([ 0.127039   ,  0.0597395  ,  2.1825e-42 ,  9.78496e-09,  6.66919e-05])
208059  , -77385.3    , array([ 0.127039   ,  0.0597395  ,  2.1825e-42 ,  9.78496e-09,  6.66919e-05])
208060  , -77385.7    , array([ 0.127166   ,  0.0597395  ,  2.1825e-42 ,  9.78496e-09,  6.66919e-05])
208061  , -77386.6    , array([ 0.127039   ,  0.0597993  ,  2.1825e-42 ,  9.78496e-09,  6.66919e-05])
208062  , -77385.3    , array([ 0.127039   ,  0.0597395  ,  2.18469e-42,  9.78496e-09,  6.66919e-05])
208063  , -77385.3    , array([ 0.127039   ,  0.0597395  ,  2.1825e-42 ,  9.79475e-09,  6.66919e-05])
208064  , -77383.6    , array([ 0.127039   ,  0.0597395  ,  2.1825e-42 ,  9.78496e-09,  6.67586e-05])
208065  , -77384.2    , array([ 0.127016   ,  0.0597254  ,  2.1825e-42 ,  9.78496e-09,  6.67202e-05])
208066  , -77384.2    , array([ 0.127016   ,  0.0597254  ,  2.1825e-42 ,  9.78496e-09,  6.67202e-05])
208067  , -77384.6    , array([ 0.127143   ,  0.0597254  ,  2.1825e-42 ,  9.78496e-09,  6.67202e-05])
208068  , -77385.5    , array([ 0.127016   ,  0.0597852  ,  2.1825e-42 ,  9.78496e-09,  6.67202e-05])
208069  , -77384.2    , array([ 0.127016   ,  0.0597254  ,  2.18469e-42,  9.78496e-09,  6.67202e-05])
208070  , -77384.2    , array([ 0.127016   ,  0.0597254  ,  2.1825e-42 ,  9.79475e-09,  6.67202e-05])
208071  , -77382.6    , array([ 0.127016   ,  0.0597254  ,  2.1825e-42 ,  9.78496e-09,  6.6787e-05 ])
208072  , -112684     , array([ 0.0152813  ,  0.00373146 ,  2.1825e-42 ,  9.78496e-09,  0.00979314 ])
208073  , -112684     , array([ 0.0152813  ,  0.00373146 ,  2.1825e-42 ,  9.78496e-09,  0.00979314 ])
208074  , -112648     , array([ 0.0152966  ,  0.00373146 ,  2.1825e-42 ,  9.78496e-09,  0.00979314 ])
208075  , -112589     , array([ 0.0152813  ,  0.00373519 ,  2.1825e-42 ,  9.78496e-09,  0.00979314 ])
