116933  , -78726.9    , array([ 0.0891667  ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116934  , -78726.9    , array([ 0.0891667  ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116935  , -79005.8    , array([ 1.08917    ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116937  , -78726.9    , array([ 0.0891667  ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116939  , -78973      , array([ 0.471133   ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116940  , -78933.7    , array([ 0.280148   ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116943  , -78863.2    , array([ 0.162115   ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116944  , -78537.4    , array([ 0.0547248  ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116945  , -78228.1    , array([ 0.0334386  ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116946  , -77720.6    , array([ 0.020283   ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116947  , -76880.2    , array([ 0.0121524  ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116949  , -77303.4    , array([ 0.015258   ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116950  , -76496.6    , array([ 0.010233   ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116952  , -76669.8    , array([ 0.0110223  ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116953  , -76496.6    , array([ 0.010233   ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116954  , -76529.3    , array([ 0.010233   ,  1.69031    ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116956  , -76496.6    , array([ 0.010233   ,  0.690311   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116957  , -76025.5    , array([ 0.010233   ,  0.072277   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116959  , -76451.8    , array([ 0.010233   ,  0.381292   ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116961  , -76351.4    , array([ 0.010233   ,  0.19031    ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116962  , -74288.1    , array([ 0.010233   ,  0.0165489  ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116964  , -75550.5    , array([ 0.010233   ,  0.0378351  ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116966  , -75023.9    , array([ 0.010233   ,  0.0246795  ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116967  , -74288.1    , array([ 0.010233   ,  0.0165489  ,  2.80387e-33,  5.74337e-60,  3.416e-05  ])
116968  , -74288.1    , array([ 0.010233   ,  0.0165489  ,  1          ,  5.74337e-60,  3.416e-05  ])
