1315    , -15137.9    , array([ 0.369783   ,  0.0310683  ,  1.31868    ,  7.20607    ,  0.0494588  ])
1316    , -15133.4    , array([ 0.370153   ,  0.0310683  ,  1.31868    ,  7.20607    ,  0.0494588  ])
1317    , -15115.2    , array([ 0.369783   ,  0.0310993  ,  1.31868    ,  7.20607    ,  0.0494588  ])
1318    , -15136.7    , array([ 0.369783   ,  0.0310683  ,  1.32       ,  7.20607    ,  0.0494588  ])
1319    , -15126.4    , array([ 0.369783   ,  0.0310683  ,  1.31868    ,  7.21328    ,  0.0494588  ])
1320    , -15149.9    , array([ 0.369783   ,  0.0310683  ,  1.31868    ,  7.20607    ,  0.0495082  ])
1321    , -15137.9    , array([ 0.369783   ,  0.0310683  ,  1.31868    ,  7.20607    ,  0.0494588  ])
1329    , -15136.5    , array([ 0.369785   ,  0.0310695  ,  1.31868    ,  7.20621    ,  0.0494578  ])
1330    , -15136.5    , array([ 0.369785   ,  0.0310695  ,  1.31868    ,  7.20621    ,  0.0494578  ])
1331    , -15132      , array([ 0.370155   ,  0.0310695  ,  1.31868    ,  7.20621    ,  0.0494578  ])
1332    , -15113.8    , array([ 0.369785   ,  0.0311005  ,  1.31868    ,  7.20621    ,  0.0494578  ])
1333    , -15135.3    , array([ 0.369785   ,  0.0310695  ,  1.32       ,  7.20621    ,  0.0494578  ])
1334    , -15125      , array([ 0.369785   ,  0.0310695  ,  1.31868    ,  7.21342    ,  0.0494578  ])
1335    , -15148.5    , array([ 0.369785   ,  0.0310695  ,  1.31868    ,  7.20621    ,  0.0495072  ])
1336    , -15109.8    , array([ 0.36984    ,  0.0310927  ,  1.31874    ,  7.20892    ,  0.0494384  ])
1337    , -15109.8    , array([ 0.36984    ,  0.0310927  ,  1.31874    ,  7.20892    ,  0.0494384  ])
1338    , -15105.3    , array([ 0.37021    ,  0.0310927  ,  1.31874    ,  7.20892    ,  0.0494384  ])
1339    , -15087.1    , array([ 0.36984    ,  0.0311238  ,  1.31874    ,  7.20892    ,  0.0494384  ])
1340    , -15108.6    , array([ 0.36984    ,  0.0310927  ,  1.32006    ,  7.20892    ,  0.0494384  ])
1341    , -15098.4    , array([ 0.36984    ,  0.0310927  ,  1.31874    ,  7.21613    ,  0.0494384  ])
1342    , -15121.8    , array([ 0.36984    ,  0.0310927  ,  1.31874    ,  7.20892    ,  0.0494878  ])
1343    , -5008.92    , array([ 0.400639   ,  0.0464929  ,  1.34677    ,  8.83178    ,  0.0400268  ])
1344    , -5008.92    , array([ 0.400639   ,  0.0464929  ,  1.34677    ,  8.83178    ,  0.0400268  ])
1345    , -5004.76    , array([ 0.40104    ,  0.0464929  ,  1.34677    ,  8.83178    ,  0.0400268  ])
1346    , -5000.74    , array([ 0.400639   ,  0.0465394  ,  1.34677    ,  8.83178    ,  0.0400268  ])
1347    , -5008.24    , array([ 0.400639   ,  0.0464929  ,  1.34812    ,  8.83178    ,  0.0400268  ])
1348    , -5005.34    , array([ 0.400639   ,  0.0464929  ,  1.34677    ,  8.84061    ,  0.0400268  ])
1349    , -5015.33    , array([ 0.400639   ,  0.0464929  ,  1.34677    ,  8.83178    ,  0.0400669  ])
1350    , -15103.2    , array([ 8.00223    ,  0.0288986  ,  1.79293    ,  3.55711    ,  0.00389226 ])
1351    , -15103.2    , array([ 8.00223    ,  0.0288986  ,  1.79293    ,  3.55711    ,  0.00389226 ])
1352    , -15103.2    , array([ 8.01024    ,  0.0288986  ,  1.79293    ,  3.55711    ,  0.00389226 ])
1353    , -15126.3    , array([ 8.00223    ,  0.0289275  ,  1.79293    ,  3.55711    ,  0.00389226 ])
1354    , -15103.3    , array([ 8.00223    ,  0.0288986  ,  1.79472    ,  3.55711    ,  0.00389226 ])
1355    , -15103.5    , array([ 8.00223    ,  0.0288986  ,  1.79293    ,  3.56067    ,  0.00389226 ])
1356    , -15080.5    , array([ 8.00223    ,  0.0288986  ,  1.79293    ,  3.55711    ,  0.00389615 ])
1357    , -1649.03    , array([ 1.10141    ,  0.0395953  ,  1.48341    ,  6.49627    ,  0.018219   ])
1358    , -1649.03    , array([ 1.10141    ,  0.0395953  ,  1.48341    ,  6.49627    ,  0.018219   ])
1359    , -1649       , array([ 1.10251    ,  0.0395953  ,  1.48341    ,  6.49627    ,  0.018219   ])
1360    , -1647.15    , array([ 1.10141    ,  0.0396349  ,  1.48341    ,  6.49627    ,  0.018219   ])
1361    , -1648.99    , array([ 1.10141    ,  0.0395953  ,  1.4849     ,  6.49627    ,  0.018219   ])
1362    , -1648.73    , array([ 1.10141    ,  0.0395953  ,  1.48341    ,  6.50277    ,  0.018219   ])
1363    , -1650.22    , array([ 1.10141    ,  0.0395953  ,  1.48341    ,  6.49627    ,  0.0182372  ])
1364    , -73534.7    , array([ 0.0533953  ,  0.360929   ,  0.88979    ,  0.00798806 ,  0.000334013])
1365    , -73534.7    , array([ 0.0533953  ,  0.360929   ,  0.88979    ,  0.00798806 ,  0.000334013])
1366    , -73538.8    , array([ 0.0534487  ,  0.360929   ,  0.88979    ,  0.00798806 ,  0.000334013])
1367    , -73535.7    , array([ 0.0533953  ,  0.36129    ,  0.88979    ,  0.00798806 ,  0.000334013])
1368    , -73534.7    , array([ 0.0533953  ,  0.360929   ,  0.890681   ,  0.00798806 ,  0.000334013])
1369    , -73534.7    , array([ 0.0533953  ,  0.360929   ,  0.88979    ,  0.00799606 ,  0.000334013])
1370    , -73529.6    , array([ 0.0533953  ,  0.360929   ,  0.88979    ,  0.00798806 ,  0.000334347])
1371    , -1608.61    , array([ 1.05022    ,  0.0409953  ,  1.47154    ,  5.84665    ,  0.0171087  ])
1372    , -1608.61    , array([ 1.05022    ,  0.0409953  ,  1.47154    ,  5.84665    ,  0.0171087  ])
1373    , -1608.58    , array([ 1.05127    ,  0.0409953  ,  1.47154    ,  5.84665    ,  0.0171087  ])
1374    , -1608.69    , array([ 1.05022    ,  0.0410363  ,  1.47154    ,  5.84665    ,  0.0171087  ])
1375    , -1608.6     , array([ 1.05022    ,  0.0409953  ,  1.47301    ,  5.84665    ,  0.0171087  ])
1376    , -1608.61    , array([ 1.05022    ,  0.0409953  ,  1.47154    ,  5.8525     ,  0.0171087  ])
1377    , -1608.2     , array([ 1.05022    ,  0.0409953  ,  1.47154    ,  5.84665    ,  0.0171259  ])
1378    , -1530.35    , array([ 1.21981    ,  0.0513446  ,  1.50576    ,  4.48564    ,  0.0214517  ])
1379    , -1530.35    , array([ 1.21981    ,  0.0513446  ,  1.50576    ,  4.48564    ,  0.0214517  ])
1380    , -1530.36    , array([ 1.22104    ,  0.0513446  ,  1.50576    ,  4.48564    ,  0.0214517  ])
1381    , -1530.52    , array([ 1.21981    ,  0.051396   ,  1.50576    ,  4.48564    ,  0.0214517  ])
1382    , -1530.33    , array([ 1.21981    ,  0.0513446  ,  1.50727    ,  4.48564    ,  0.0214517  ])
1383    , -1530.37    , array([ 1.21981    ,  0.0513446  ,  1.50576    ,  4.49013    ,  0.0214517  ])
1384    , -1529.92    , array([ 1.21981    ,  0.0513446  ,  1.50576    ,  4.48564    ,  0.0214732  ])
1392    , -1530.35    , array([ 1.21981    ,  0.0513446  ,  1.50576    ,  4.48564    ,  0.0214517  ])
1393    , -1530.35    , array([ 1.21981    ,  0.0513446  ,  1.50576    ,  4.48564    ,  0.0214517  ])
1394    , -1530.36    , array([ 1.22104    ,  0.0513446  ,  1.50576    ,  4.48564    ,  0.0214517  ])
1395    , -1530.52    , array([ 1.21981    ,  0.051396   ,  1.50576    ,  4.48564    ,  0.0214517  ])
1396    , -1530.33    , array([ 1.21981    ,  0.0513446  ,  1.50727    ,  4.48564    ,  0.0214517  ])
1397    , -1530.37    , array([ 1.21981    ,  0.0513446  ,  1.50576    ,  4.49013    ,  0.0214517  ])
