127925  , -79089.4    , array([ 0.018398   ,  0.481393   ,  4.34668e-20,  0.000126116,  7.25321e-11])
127926  , -79089.4    , array([ 0.0184164  ,  0.481393   ,  4.34668e-20,  0.000126116,  7.25321e-11])
127927  , -79089.4    , array([ 0.018398   ,  0.481874   ,  4.34668e-20,  0.000126116,  7.25321e-11])
127928  , -79089.4    , array([ 0.018398   ,  0.481393   ,  4.35103e-20,  0.000126116,  7.25321e-11])
127929  , -79089.4    , array([ 0.018398   ,  0.481393   ,  4.34668e-20,  0.000126242,  7.25321e-11])
127930  , -79089.4    , array([ 0.018398   ,  0.481393   ,  4.34668e-20,  0.000126116,  7.26046e-11])
127931  , -79089.4    , array([ 0.018398   ,  0.481393   ,  4.34668e-20,  0.000126116,  7.25321e-11])
127932  , -79089.4    , array([ 0.0183402  ,  0.481308   ,  4.34668e-20,  0.000126116,  7.27739e-11])
127933  , -79089.4    , array([ 0.0183402  ,  0.481308   ,  4.34668e-20,  0.000126116,  7.27739e-11])
127934  , -79089.4    , array([ 0.0183585  ,  0.481308   ,  4.34668e-20,  0.000126116,  7.27739e-11])
127935  , -79089.4    , array([ 0.0183402  ,  0.481789   ,  4.34668e-20,  0.000126116,  7.27739e-11])
127936  , -79089.4    , array([ 0.0183402  ,  0.481308   ,  4.35103e-20,  0.000126116,  7.27739e-11])
127937  , -79089.4    , array([ 0.0183402  ,  0.481308   ,  4.34668e-20,  0.000126242,  7.27739e-11])
127938  , -79089.4    , array([ 0.0183402  ,  0.481308   ,  4.34668e-20,  0.000126116,  7.28467e-11])
127939  , -79089.4    , array([ 0.0181108  ,  0.480967   ,  4.34668e-20,  0.000126116,  7.37493e-11])
127940  , -79089.4    , array([ 0.0181108  ,  0.480967   ,  4.34668e-20,  0.000126116,  7.37493e-11])
127941  , -79089.4    , array([ 0.0181289  ,  0.480967   ,  4.34668e-20,  0.000126116,  7.37493e-11])
127942  , -79089.4    , array([ 0.0181108  ,  0.481449   ,  4.34668e-20,  0.000126116,  7.37493e-11])
127943  , -79089.4    , array([ 0.0181108  ,  0.480967   ,  4.35103e-20,  0.000126116,  7.37493e-11])
127944  , -79089.4    , array([ 0.0181108  ,  0.480967   ,  4.34668e-20,  0.000126242,  7.37493e-11])
127945  , -79089.4    , array([ 0.0181108  ,  0.480967   ,  4.34668e-20,  0.000126116,  7.38231e-11])
127946  , -79089.4    , array([ 0.0172215  ,  0.479609   ,  4.34668e-20,  0.000126116,  7.77836e-11])
127947  , -79089.4    , array([ 0.0172215  ,  0.479609   ,  4.34668e-20,  0.000126116,  7.77836e-11])
127948  , -79089.4    , array([ 0.0172387  ,  0.479609   ,  4.34668e-20,  0.000126116,  7.77836e-11])
127949  , -79089.4    , array([ 0.0172215  ,  0.480089   ,  4.34668e-20,  0.000126116,  7.77836e-11])
127950  , -79089.4    , array([ 0.0172215  ,  0.479609   ,  4.35103e-20,  0.000126116,  7.77836e-11])
127951  , -79089.4    , array([ 0.0172215  ,  0.479609   ,  4.34668e-20,  0.000126242,  7.77836e-11])
127952  , -79089.4    , array([ 0.0172215  ,  0.479609   ,  4.34668e-20,  0.000126116,  7.78614e-11])
127953  , -79089.4    , array([ 0.01408    ,  0.474214   ,  4.34668e-20,  0.000126116,  9.62513e-11])
127954  , -79089.4    , array([ 0.01408    ,  0.474214   ,  4.34668e-20,  0.000126116,  9.62513e-11])
127955  , -79089.4    , array([ 0.0140941  ,  0.474214   ,  4.34668e-20,  0.000126116,  9.62513e-11])
127956  , -79089.4    , array([ 0.01408    ,  0.474689   ,  4.34668e-20,  0.000126116,  9.62513e-11])
127957  , -79089.4    , array([ 0.01408    ,  0.474214   ,  4.35103e-20,  0.000126116,  9.62513e-11])
127958  , -79089.4    , array([ 0.01408    ,  0.474214   ,  4.34668e-20,  0.000126242,  9.62513e-11])
127959  , -79089.4    , array([ 0.01408    ,  0.474214   ,  4.34668e-20,  0.000126116,  9.63476e-11])
127960  , -79089.4    , array([ 0.00629124 ,  0.453236   ,  4.34668e-20,  0.000126116,  2.25674e-10])
127961  , -79089.4    , array([ 0.00629124 ,  0.453236   ,  4.34668e-20,  0.000126116,  2.25674e-10])
127962  , -79089.4    , array([ 0.00629754 ,  0.453236   ,  4.34668e-20,  0.000126116,  2.25674e-10])
127963  , -79089.4    , array([ 0.00629124 ,  0.453689   ,  4.34668e-20,  0.000126116,  2.25674e-10])
127964  , -79089.4    , array([ 0.00629124 ,  0.453236   ,  4.35103e-20,  0.000126116,  2.25674e-10])
127965  , -79089.4    , array([ 0.00629124 ,  0.453236   ,  4.34668e-20,  0.000126242,  2.25674e-10])
127966  , -79089.4    , array([ 0.00629124 ,  0.453236   ,  4.34668e-20,  0.000126116,  2.259e-10  ])
127974  , -79089.4    , array([ 0.00629124 ,  0.453236   ,  4.34668e-20,  0.000126116,  2.25674e-10])
127975  , -79089.4    , array([ 0.00629124 ,  0.453236   ,  4.34668e-20,  0.000126116,  2.25674e-10])
