222231  , -72811.9    , array([ 1.78585    ,  0.927674   ,  1.0832e-73 ,  1.7093e-28 ,  0.00386497 ])
222232  , -72813.4    , array([ 1.78764    ,  0.927674   ,  1.0832e-73 ,  1.7093e-28 ,  0.00386497 ])
222233  , -72816.3    , array([ 1.78585    ,  0.928602   ,  1.0832e-73 ,  1.7093e-28 ,  0.00386497 ])
222234  , -72811.9    , array([ 1.78585    ,  0.927674   ,  1.08428e-73,  1.7093e-28 ,  0.00386497 ])
222235  , -72811.9    , array([ 1.78585    ,  0.927674   ,  1.0832e-73 ,  1.71101e-28,  0.00386497 ])
222236  , -72806      , array([ 1.78585    ,  0.927674   ,  1.0832e-73 ,  1.7093e-28 ,  0.00386884 ])
222237  , -72811.9    , array([ 1.78585    ,  0.927674   ,  1.0832e-73 ,  1.7093e-28 ,  0.00386497 ])
222238  , -59222.8    , array([ 1.45615    ,  0.514988   ,  1.0832e-73 ,  1.7093e-28 ,  0.00855899 ])
222239  , -59222.8    , array([ 1.45615    ,  0.514988   ,  1.0832e-73 ,  1.7093e-28 ,  0.00855899 ])
222240  , -59225.8    , array([ 1.45761    ,  0.514988   ,  1.0832e-73 ,  1.7093e-28 ,  0.00855899 ])
222241  , -59236.1    , array([ 1.45615    ,  0.515503   ,  1.0832e-73 ,  1.7093e-28 ,  0.00855899 ])
222242  , -59222.8    , array([ 1.45615    ,  0.514988   ,  1.08428e-73,  1.7093e-28 ,  0.00855899 ])
222243  , -59222.8    , array([ 1.45615    ,  0.514988   ,  1.0832e-73 ,  1.71101e-28,  0.00855899 ])
222244  , -59206.6    , array([ 1.45615    ,  0.514988   ,  1.0832e-73 ,  1.7093e-28 ,  0.00856755 ])
222245  , -139994     , array([ 0.643654   ,  0.0489106  ,  1.0832e-73 ,  1.7093e-28 ,  0.205838   ])
222246  , -139994     , array([ 0.643654   ,  0.0489106  ,  1.0832e-73 ,  1.7093e-28 ,  0.205838   ])
222247  , -139983     , array([ 0.644298   ,  0.0489106  ,  1.0832e-73 ,  1.7093e-28 ,  0.205838   ])
222248  , -139846     , array([ 0.643654   ,  0.0489595  ,  1.0832e-73 ,  1.7093e-28 ,  0.205838   ])
222249  , -139994     , array([ 0.643654   ,  0.0489106  ,  1.08428e-73,  1.7093e-28 ,  0.205838   ])
222250  , -139994     , array([ 0.643654   ,  0.0489106  ,  1.0832e-73 ,  1.71101e-28,  0.205838   ])
222251  , -140155     , array([ 0.643654   ,  0.0489106  ,  1.0832e-73 ,  1.7093e-28 ,  0.206044   ])
222252  , -9350.01    , array([ 1.03958    ,  0.194888   ,  1.0832e-73 ,  1.7093e-28 ,  0.0318051  ])
222253  , -9350.01    , array([ 1.03958    ,  0.194888   ,  1.0832e-73 ,  1.7093e-28 ,  0.0318051  ])
222254  , -9350.56    , array([ 1.04062    ,  0.194888   ,  1.0832e-73 ,  1.7093e-28 ,  0.0318051  ])
222255  , -9367.28    , array([ 1.03958    ,  0.195083   ,  1.0832e-73 ,  1.7093e-28 ,  0.0318051  ])
222256  , -9350.01    , array([ 1.03958    ,  0.194888   ,  1.08428e-73,  1.7093e-28 ,  0.0318051  ])
222257  , -9350.01    , array([ 1.03958    ,  0.194888   ,  1.0832e-73 ,  1.71101e-28,  0.0318051  ])
222258  , -9332.86    , array([ 1.03958    ,  0.194888   ,  1.0832e-73 ,  1.7093e-28 ,  0.0318369  ])
222259  , -4015.5     , array([ 0.890851   ,  0.124863   ,  1.0832e-73 ,  1.7093e-28 ,  0.0580349  ])
222260  , -4015.5     , array([ 0.890851   ,  0.124863   ,  1.0832e-73 ,  1.7093e-28 ,  0.0580349  ])
