210176  , -79089.4    , array([ 0.902884   ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210177  , -79089.4    , array([ 0.902884   ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210178  , -79089.4    , array([ 1.90288    ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210179  , -79089.4    , array([ 3.52092    ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210180  , -79089.4    , array([ 1.90288    ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210181  , -79089.4    , array([ 2.52092    ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210182  , -79089.4    , array([ 2.90288    ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210183  , -79089.4    , array([ 3.13895    ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210184  , -79089.4    , array([ 3.28485    ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210185  , -79089.4    , array([ 3.37502    ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210186  , -79089.4    , array([ 3.43075    ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210187  , -79089.4    , array([ 3.46519    ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210188  , -79089.4    , array([ 3.49081    ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210189  , -79089.4    , array([ 3.49081    ,  0.767607   ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210190  , -79089.4    , array([ 3.49081    ,  1.76761    ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210191  , -79089.4    , array([ 3.49081    ,  3.38564    ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210192  , -79089.4    , array([ 3.49081    ,  1.76761    ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210193  , -79089.4    , array([ 3.49081    ,  2.38564    ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210194  , -79089.4    , array([ 3.49081    ,  2.76761    ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210195  , -79089.4    , array([ 3.49081    ,  3.00368    ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210196  , -79089.4    , array([ 3.49081    ,  3.14957    ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210197  , -79089.4    , array([ 3.49081    ,  3.23974    ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210198  , -79089.4    , array([ 3.49081    ,  3.29547    ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210199  , -79089.4    , array([ 3.49081    ,  3.32991    ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210200  , -79089.4    , array([ 3.49081    ,  3.35554    ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210201  , -79089.4    , array([ 3.49081    ,  3.35554    ,  1.7699e-12 ,  0.000263798,  9.4248e-22 ])
210202  , -79089.4    , array([ 3.49081    ,  3.35554    ,  1          ,  0.000263798,  9.4248e-22 ])
210203  , -79089.4    , array([ 3.49081    ,  3.35554    ,  2.61803    ,  0.000263798,  9.4248e-22 ])
210204  , -79089.4    , array([ 3.49081    ,  3.35554    ,  1          ,  0.000263798,  9.4248e-22 ])
210205  , -79089.4    , array([ 3.49081    ,  3.35554    ,  1.61803    ,  0.000263798,  9.4248e-22 ])
210206  , -79089.4    , array([ 3.49081    ,  3.35554    ,  2          ,  0.000263798,  9.4248e-22 ])
210207  , -79089.4    , array([ 3.49081    ,  3.35554    ,  2.23607    ,  0.000263798,  9.4248e-22 ])
210208  , -79089.4    , array([ 3.49081    ,  3.35554    ,  2.38197    ,  0.000263798,  9.4248e-22 ])
210209  , -79089.4    , array([ 3.49081    ,  3.35554    ,  2.47214    ,  0.000263798,  9.4248e-22 ])
210210  , -79089.4    , array([ 3.49081    ,  3.35554    ,  2.52786    ,  0.000263798,  9.4248e-22 ])
210211  , -79089.4    , array([ 3.49081    ,  3.35554    ,  2.56231    ,  0.000263798,  9.4248e-22 ])
210212  , -79089.4    , array([ 3.49081    ,  3.35554    ,  2.58793    ,  0.000263798,  9.4248e-22 ])
210213  , -79089.4    , array([ 3.49081    ,  3.35554    ,  2.58793    ,  0.000263798,  9.4248e-22 ])
210214  , -79089.4    , array([ 3.49081    ,  3.35554    ,  2.58793    ,  1.00026    ,  9.4248e-22 ])
210215  , -79089.4    , array([ 3.49081    ,  3.35554    ,  2.58793    ,  2.6183     ,  9.4248e-22 ])
210216  , -79089.4    , array([ 3.49081    ,  3.35554    ,  2.58793    ,  1.00026    ,  9.4248e-22 ])
