21984   , -137300     , array([ 0.0449126  ,  0.651402   ,  1.27487e-18,  1.5429e-12 ,  0.0781282  ])
21985   , -137199     , array([ 0.0449576  ,  0.651402   ,  1.27487e-18,  1.5429e-12 ,  0.0781282  ])
21986   , -137315     , array([ 0.0449126  ,  0.652053   ,  1.27487e-18,  1.5429e-12 ,  0.0781282  ])
21987   , -137300     , array([ 0.0449126  ,  0.651402   ,  1.27615e-18,  1.5429e-12 ,  0.0781282  ])
21988   , -137300     , array([ 0.0449126  ,  0.651402   ,  1.27487e-18,  1.54445e-12,  0.0781282  ])
21989   , -137373     , array([ 0.0449126  ,  0.651402   ,  1.27487e-18,  1.5429e-12 ,  0.0782064  ])
21990   , -137300     , array([ 0.0449126  ,  0.651402   ,  1.27487e-18,  1.5429e-12 ,  0.0781282  ])
21991   , -53701.7    , array([ 0.101438   ,  0.578989   ,  1.27487e-18,  1.5429e-12 ,  0.0435182  ])
21992   , -53701.7    , array([ 0.101438   ,  0.578989   ,  1.27487e-18,  1.5429e-12 ,  0.0435182  ])
21993   , -53658.8    , array([ 0.10154    ,  0.578989   ,  1.27487e-18,  1.5429e-12 ,  0.0435182  ])
21994   , -53714.5    , array([ 0.101438   ,  0.579569   ,  1.27487e-18,  1.5429e-12 ,  0.0435182  ])
21995   , -53701.7    , array([ 0.101438   ,  0.578989   ,  1.27615e-18,  1.5429e-12 ,  0.0435182  ])
21996   , -53701.7    , array([ 0.101438   ,  0.578989   ,  1.27487e-18,  1.54445e-12,  0.0435182  ])
21997   , -53724.4    , array([ 0.101438   ,  0.578989   ,  1.27487e-18,  1.5429e-12 ,  0.0435617  ])
22005   , -53654.1    , array([ 0.101569   ,  0.577712   ,  1.27487e-18,  1.5429e-12 ,  0.0435872  ])
22006   , -53654.1    , array([ 0.101569   ,  0.577712   ,  1.27487e-18,  1.5429e-12 ,  0.0435872  ])
22007   , -53611.2    , array([ 0.101671   ,  0.577712   ,  1.27487e-18,  1.5429e-12 ,  0.0435872  ])
22008   , -53666.9    , array([ 0.101569   ,  0.57829    ,  1.27487e-18,  1.5429e-12 ,  0.0435872  ])
22009   , -53654.1    , array([ 0.101569   ,  0.577712   ,  1.27615e-18,  1.5429e-12 ,  0.0435872  ])
22010   , -53654.1    , array([ 0.101569   ,  0.577712   ,  1.27487e-18,  1.54445e-12,  0.0435872  ])
22011   , -53676.8    , array([ 0.101569   ,  0.577712   ,  1.27487e-18,  1.5429e-12 ,  0.0436308  ])
22012   , -53606.5    , array([ 0.1017     ,  0.576438   ,  1.27487e-18,  1.5429e-12 ,  0.0436563  ])
22013   , -53606.5    , array([ 0.1017     ,  0.576438   ,  1.27487e-18,  1.5429e-12 ,  0.0436563  ])
22014   , -53563.5    , array([ 0.101802   ,  0.576438   ,  1.27487e-18,  1.5429e-12 ,  0.0436563  ])
22015   , -53619.3    , array([ 0.1017     ,  0.577014   ,  1.27487e-18,  1.5429e-12 ,  0.0436563  ])
22016   , -53606.5    , array([ 0.1017     ,  0.576438   ,  1.27615e-18,  1.5429e-12 ,  0.0436563  ])
22017   , -53606.5    , array([ 0.1017     ,  0.576438   ,  1.27487e-18,  1.54445e-12,  0.0436563  ])
22018   , -53629.1    , array([ 0.1017     ,  0.576438   ,  1.27487e-18,  1.5429e-12 ,  0.0436999  ])
22019   , -1.06335e+06, array([ 1.00028    ,  0.0114211  ,  1.27487e-18,  1.5429e-12 ,  0.727119   ])
22020   , -1.06335e+06, array([ 1.00028    ,  0.0114211  ,  1.27487e-18,  1.5429e-12 ,  0.727119   ])
22021   , -1.06334e+06, array([ 1.00128    ,  0.0114211  ,  1.27487e-18,  1.5429e-12 ,  0.727119   ])
22022   , -1.06331e+06, array([ 1.00028    ,  0.0114325  ,  1.27487e-18,  1.5429e-12 ,  0.727119   ])
22023   , -1.06335e+06, array([ 1.00028    ,  0.0114211  ,  1.27615e-18,  1.5429e-12 ,  0.727119   ])
22024   , -1.06331e+06, array([ 1.00028    ,  0.0114211  ,  1.27487e-18,  1.54445e-12,  0.727119   ])
22025   , -1.06336e+06, array([ 1.00028    ,  0.0114211  ,  1.27487e-18,  1.5429e-12 ,  0.727847   ])
22026   , -52391.6    , array([ 0.105048   ,  0.545284   ,  1.27487e-18,  1.5429e-12 ,  0.0454312  ])
22027   , -52391.6    , array([ 0.105048   ,  0.545284   ,  1.27487e-18,  1.5429e-12 ,  0.0454312  ])
22028   , -52348.7    , array([ 0.105153   ,  0.545284   ,  1.27487e-18,  1.5429e-12 ,  0.0454312  ])
22029   , -52404.8    , array([ 0.105048   ,  0.545829   ,  1.27487e-18,  1.5429e-12 ,  0.0454312  ])
22030   , -52391.6    , array([ 0.105048   ,  0.545284   ,  1.27615e-18,  1.5429e-12 ,  0.0454312  ])
22031   , -52391.6    , array([ 0.105048   ,  0.545284   ,  1.27487e-18,  1.54445e-12,  0.0454312  ])
22032   , -52414.1    , array([ 0.105048   ,  0.545284   ,  1.27487e-18,  1.5429e-12 ,  0.0454767  ])
22033   , -51157.3    , array([ 0.108484   ,  0.515993   ,  1.27487e-18,  1.5429e-12 ,  0.0472665  ])
22034   , -51157.3    , array([ 0.108484   ,  0.515993   ,  1.27487e-18,  1.5429e-12 ,  0.0472665  ])
22035   , -51114.4    , array([ 0.108592   ,  0.515993   ,  1.27487e-18,  1.5429e-12 ,  0.0472665  ])
22036   , -51170.8    , array([ 0.108484   ,  0.51651    ,  1.27487e-18,  1.5429e-12 ,  0.0472665  ])
22037   , -51157.3    , array([ 0.108484   ,  0.515993   ,  1.27615e-18,  1.5429e-12 ,  0.0472665  ])
22038   , -51157.3    , array([ 0.108484   ,  0.515993   ,  1.27487e-18,  1.54445e-12,  0.0472665  ])
22039   , -51179.7    , array([ 0.108484   ,  0.515993   ,  1.27487e-18,  1.5429e-12 ,  0.0473138  ])
22040   , -87813.1    , array([ 0.329415   ,  0.0767673  ,  1.27487e-18,  1.5429e-12 ,  0.185387   ])
22041   , -87813.1    , array([ 0.329415   ,  0.0767673  ,  1.27487e-18,  1.5429e-12 ,  0.185387   ])
22042   , -87787.8    , array([ 0.329744   ,  0.0767673  ,  1.27487e-18,  1.5429e-12 ,  0.185387   ])
22043   , -87733.2    , array([ 0.329415   ,  0.0768441  ,  1.27487e-18,  1.5429e-12 ,  0.185387   ])
22044   , -87813.1    , array([ 0.329415   ,  0.0767673  ,  1.27615e-18,  1.5429e-12 ,  0.185387   ])
22045   , -87813.1    , array([ 0.329415   ,  0.0767673  ,  1.27487e-18,  1.54445e-12,  0.185387   ])
22046   , -87918.1    , array([ 0.329415   ,  0.0767673  ,  1.27487e-18,  1.5429e-12 ,  0.185573   ])
22047   , -36340.9    , array([ 0.166701   ,  0.246944   ,  1.27487e-18,  1.5429e-12 ,  0.0801892  ])
22048   , -36340.9    , array([ 0.166701   ,  0.246944   ,  1.27487e-18,  1.5429e-12 ,  0.0801892  ])
22049   , -36301      , array([ 0.166868   ,  0.246944   ,  1.27487e-18,  1.5429e-12 ,  0.0801892  ])
22050   , -36348.7    , array([ 0.166701   ,  0.247191   ,  1.27487e-18,  1.5429e-12 ,  0.0801892  ])
22051   , -36340.9    , array([ 0.166701   ,  0.246944   ,  1.27615e-18,  1.5429e-12 ,  0.0801892  ])
22052   , -36340.9    , array([ 0.166701   ,  0.246944   ,  1.27487e-18,  1.54445e-12,  0.0801892  ])
22053   , -36368.9    , array([ 0.166701   ,  0.246944   ,  1.27487e-18,  1.5429e-12 ,  0.0802695  ])
22061   , -36338.9    , array([ 0.166621   ,  0.246738   ,  1.27487e-18,  1.5429e-12 ,  0.080147   ])
22062   , -36338.9    , array([ 0.166621   ,  0.246738   ,  1.27487e-18,  1.5429e-12 ,  0.080147   ])
22063   , -36298.9    , array([ 0.166788   ,  0.246738   ,  1.27487e-18,  1.5429e-12 ,  0.080147   ])
