31368   , -5686.79    , array([ 0.336365   ,  2.20644    ,  3.73406    ,  0.0439196  ])
31369   , -5682.23    , array([ 0.336701   ,  2.20644    ,  3.73406    ,  0.0439196  ])
31370   , -5687.93    , array([ 0.336365   ,  2.20865    ,  3.73406    ,  0.0439196  ])
31371   , -5686.8     , array([ 0.336365   ,  2.20644    ,  3.7378     ,  0.0439196  ])
31372   , -5690.22    , array([ 0.336365   ,  2.20644    ,  3.73406    ,  0.0439635  ])
31373   , -5686.79    , array([ 0.336365   ,  2.20644    ,  3.73406    ,  0.0439196  ])
31374   , -2757.57    , array([ 0.742667   ,  1.81193    ,  3.73096    ,  0.024226   ])
31375   , -2757.57    , array([ 0.742667   ,  1.81193    ,  3.73096    ,  0.024226   ])
31376   , -2756.68    , array([ 0.74341    ,  1.81193    ,  3.73096    ,  0.024226   ])
31377   , -2757.94    , array([ 0.742667   ,  1.81374    ,  3.73096    ,  0.024226   ])
31378   , -2757.68    , array([ 0.742667   ,  1.81193    ,  3.73469    ,  0.024226   ])
31379   , -2758.05    , array([ 0.742667   ,  1.81193    ,  3.73096    ,  0.0242502  ])
31386   , -2757.51    , array([ 0.742707   ,  1.8117     ,  3.73062    ,  0.0242283  ])
31387   , -2757.51    , array([ 0.742707   ,  1.8117     ,  3.73062    ,  0.0242283  ])
31388   , -2756.63    , array([ 0.74345    ,  1.8117     ,  3.73062    ,  0.0242283  ])
31389   , -2757.88    , array([ 0.742707   ,  1.81351    ,  3.73062    ,  0.0242283  ])
31390   , -2757.63    , array([ 0.742707   ,  1.8117     ,  3.73436    ,  0.0242283  ])
31391   , -2757.99    , array([ 0.742707   ,  1.8117     ,  3.73062    ,  0.0242525  ])
31392   , -2757.45    , array([ 0.742746   ,  1.81147    ,  3.73029    ,  0.0242306  ])
31393   , -2757.45    , array([ 0.742746   ,  1.81147    ,  3.73029    ,  0.0242306  ])
31394   , -2756.57    , array([ 0.743489   ,  1.81147    ,  3.73029    ,  0.0242306  ])
31395   , -2757.82    , array([ 0.742746   ,  1.81328    ,  3.73029    ,  0.0242306  ])
31396   , -2757.57    , array([ 0.742746   ,  1.81147    ,  3.73402    ,  0.0242306  ])
31397   , -2757.93    , array([ 0.742746   ,  1.81147    ,  3.73029    ,  0.0242548  ])
31398   , -2336.8     , array([ 10.7324    ,  0.00270294 ,  0.0396692  ,  3.07856    ])
31399   , -2336.8     , array([ 10.7324    ,  0.00270294 ,  0.0396692  ,  3.07856    ])
31400   , -2336.8     , array([ 10.7432    ,  0.00270294 ,  0.0396692  ,  3.07856    ])
31401   , -2336.8     , array([ 10.7324    ,  0.00270564 ,  0.0396692  ,  3.07856    ])
31402   , -2336.8     , array([ 10.7324    ,  0.00270294 ,  0.0397089  ,  3.07856    ])
31403   , -2336.8     , array([ 10.7324    ,  0.00270294 ,  0.0396692  ,  3.08164    ])
