376     , -14872.3    , array([ 0.0137269  ,  1.9907     ,  0.00554259 ,  0.032302   ])
377     , -14869.4    , array([ 0.0137407  ,  1.9907     ,  0.00554259 ,  0.032302   ])
378     , -14872.2    , array([ 0.0137269  ,  1.99269    ,  0.00554259 ,  0.032302   ])
379     , -14875.1    , array([ 0.0137269  ,  1.9907     ,  0.00554813 ,  0.032302   ])
380     , -14872.2    , array([ 0.0137269  ,  1.9907     ,  0.00554259 ,  0.0323344  ])
381     , -14872.3    , array([ 0.0137269  ,  1.9907     ,  0.00554259 ,  0.032302   ])
382     , -12792.4    , array([ 0.0282571  ,  2.0547     ,  0.00273904 ,  0.0333469  ])
383     , -12792.4    , array([ 0.0282571  ,  2.0547     ,  0.00273904 ,  0.0333469  ])
384     , -12792.1    , array([ 0.0282854  ,  2.0547     ,  0.00273904 ,  0.0333469  ])
385     , -12792.3    , array([ 0.0282571  ,  2.05676    ,  0.00273904 ,  0.0333469  ])
386     , -12792.7    , array([ 0.0282571  ,  2.0547     ,  0.00274178 ,  0.0333469  ])
387     , -12792.6    , array([ 0.0282571  ,  2.0547     ,  0.00273904 ,  0.0333802  ])
388     , -12780      , array([ 0.0582047  ,  43.4152    ,  0.00071333 ,  2.87837e-09])
389     , -12780      , array([ 0.0582047  ,  43.4152    ,  0.00071333 ,  2.87837e-09])
390     , -12780.1    , array([ 0.0582629  ,  43.4152    ,  0.00071333 ,  2.87837e-09])
391     , -12780      , array([ 0.0582047  ,  43.4586    ,  0.00071333 ,  2.87837e-09])
392     , -12779.9    , array([ 0.0582047  ,  43.4152    ,  0.000714043,  2.87837e-09])
393     , -12780      , array([ 0.0582047  ,  43.4152    ,  0.00071333 ,  2.88125e-09])
400     , -12780      , array([ 0.0582047  ,  43.4152    ,  0.00071333 ,  2.87837e-09])
401     , -12780      , array([ 0.0582047  ,  43.4152    ,  0.00071333 ,  2.87837e-09])
402     , -12780.1    , array([ 0.0582629  ,  43.4152    ,  0.00071333 ,  2.87837e-09])
403     , -12780      , array([ 0.0582047  ,  43.4587    ,  0.00071333 ,  2.87837e-09])
404     , -12779.9    , array([ 0.0582047  ,  43.4152    ,  0.000714043,  2.87837e-09])
405     , -12780      , array([ 0.0582047  ,  43.4152    ,  0.00071333 ,  2.88125e-09])
406     , -12780      , array([ 0.0582046  ,  43.4153    ,  0.00071333 ,  2.87838e-09])
407     , -12780      , array([ 0.0582046  ,  43.4153    ,  0.00071333 ,  2.87838e-09])
408     , -12780.1    , array([ 0.0582629  ,  43.4153    ,  0.00071333 ,  2.87838e-09])
409     , -12780      , array([ 0.0582046  ,  43.4587    ,  0.00071333 ,  2.87838e-09])
410     , -12779.9    , array([ 0.0582046  ,  43.4153    ,  0.000714043,  2.87838e-09])
411     , -12780      , array([ 0.0582046  ,  43.4153    ,  0.00071333 ,  2.88126e-09])
418     , -12780      , array([ 0.0582046  ,  43.4153    ,  0.00071333 ,  2.87838e-09])
419     , -12780      , array([ 0.0582046  ,  43.4153    ,  0.00071333 ,  2.87838e-09])
420     , -12780.1    , array([ 0.0582629  ,  43.4153    ,  0.00071333 ,  2.87838e-09])
421     , -12780      , array([ 0.0582046  ,  43.4587    ,  0.00071333 ,  2.87838e-09])
422     , -12779.9    , array([ 0.0582046  ,  43.4153    ,  0.000714043,  2.87838e-09])
423     , -12780      , array([ 0.0582046  ,  43.4153    ,  0.00071333 ,  2.88126e-09])
424     , -12780      , array([ 0.0582046  ,  43.4153    ,  0.000713329,  2.87838e-09])
425     , -12780      , array([ 0.0582046  ,  43.4153    ,  0.000713329,  2.87838e-09])
426     , -12780.1    , array([ 0.0582629  ,  43.4153    ,  0.000713329,  2.87838e-09])
427     , -12780      , array([ 0.0582046  ,  43.4587    ,  0.000713329,  2.87838e-09])
428     , -12779.9    , array([ 0.0582046  ,  43.4153    ,  0.000714043,  2.87838e-09])
429     , -12780      , array([ 0.0582046  ,  43.4153    ,  0.000713329,  2.88126e-09])
430     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60322e-09])
431     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60322e-09])
432     , -12774      , array([ 0.0446248  ,  86.6448    ,  0.000573883,  3.60322e-09])
433     , -12773.9    , array([ 0.0445802  ,  86.7315    ,  0.000573883,  3.60322e-09])
434     , -12773.8    , array([ 0.0445802  ,  86.6448    ,  0.000574457,  3.60322e-09])
435     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60682e-09])
442     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60322e-09])
443     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60322e-09])
444     , -12774      , array([ 0.0446248  ,  86.6448    ,  0.000573883,  3.60322e-09])
445     , -12773.9    , array([ 0.0445802  ,  86.7315    ,  0.000573883,  3.60322e-09])
446     , -12773.8    , array([ 0.0445802  ,  86.6448    ,  0.000574457,  3.60322e-09])
447     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60682e-09])
448     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60322e-09])
449     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60322e-09])
450     , -12774      , array([ 0.0446248  ,  86.6448    ,  0.000573883,  3.60322e-09])
451     , -12773.9    , array([ 0.0445802  ,  86.7315    ,  0.000573883,  3.60322e-09])
452     , -12773.8    , array([ 0.0445802  ,  86.6448    ,  0.000574457,  3.60322e-09])
453     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60682e-09])
460     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60322e-09])
461     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60322e-09])
462     , -12774      , array([ 0.0446248  ,  86.6448    ,  0.000573883,  3.60322e-09])
463     , -12773.9    , array([ 0.0445802  ,  86.7315    ,  0.000573883,  3.60322e-09])
464     , -12773.8    , array([ 0.0445802  ,  86.6448    ,  0.000574457,  3.60322e-09])
465     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60682e-09])
466     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60322e-09])
467     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60322e-09])
468     , -12774      , array([ 0.0446248  ,  86.6448    ,  0.000573883,  3.60322e-09])
469     , -12773.9    , array([ 0.0445802  ,  86.7315    ,  0.000573883,  3.60322e-09])
470     , -12773.8    , array([ 0.0445802  ,  86.6448    ,  0.000574457,  3.60322e-09])
471     , -12773.9    , array([ 0.0445802  ,  86.6448    ,  0.000573883,  3.60682e-09])
472     , -12772.9    , array([ 0.0426611  ,  97.1089    ,  0.000553651,  3.73925e-09])
473     , -12772.9    , array([ 0.0426611  ,  97.1089    ,  0.000553651,  3.73925e-09])
474     , -12773      , array([ 0.0427038  ,  97.1089    ,  0.000553651,  3.73925e-09])
475     , -12772.9    , array([ 0.0426611  ,  97.2061    ,  0.000553651,  3.73925e-09])
476     , -12772.8    , array([ 0.0426611  ,  97.1089    ,  0.000554205,  3.73925e-09])
477     , -12772.9    , array([ 0.0426611  ,  97.1089    ,  0.000553651,  3.74299e-09])
484     , -12772.9    , array([ 0.0426611  ,  97.1089    ,  0.000553651,  3.73925e-09])
485     , -12772.9    , array([ 0.0426611  ,  97.1089    ,  0.000553651,  3.73925e-09])
486     , -12773      , array([ 0.0427038  ,  97.1089    ,  0.000553651,  3.73925e-09])
487     , -12772.9    , array([ 0.0426611  ,  97.2061    ,  0.000553651,  3.73925e-09])
488     , -12772.8    , array([ 0.0426611  ,  97.1089    ,  0.000554205,  3.73925e-09])
