5831    , -2023.75    , array([ 0.301073   ,  0.664653   ,  4.36499e-61,  0.0387277  ])
5832    , -2023.75    , array([ 0.301374   ,  0.664653   ,  4.36499e-61,  0.0387277  ])
5833    , -2024.53    , array([ 0.301073   ,  0.665318   ,  4.36499e-61,  0.0387277  ])
5834    , -2023.75    , array([ 0.301073   ,  0.664653   ,  4.36936e-61,  0.0387277  ])
5835    , -2023.48    , array([ 0.301073   ,  0.664653   ,  4.36499e-61,  0.0387665  ])
5836    , -2023.75    , array([ 0.301073   ,  0.664653   ,  4.36499e-61,  0.0387277  ])
5837    , -1260.62    , array([ 0.301073   ,  0.255614   ,  4.36499e-61,  0.0537083  ])
5838    , -1260.62    , array([ 0.301073   ,  0.255614   ,  4.36499e-61,  0.0537083  ])
5839    , -1260.62    , array([ 0.301374   ,  0.255614   ,  4.36499e-61,  0.0537083  ])
5840    , -1260.75    , array([ 0.301073   ,  0.25587    ,  4.36499e-61,  0.0537083  ])
5841    , -1260.62    , array([ 0.301073   ,  0.255614   ,  4.36936e-61,  0.0537083  ])
5842    , -1260.13    , array([ 0.301073   ,  0.255614   ,  4.36499e-61,  0.0537621  ])
5843    , -2333.43    , array([ 0.301073   ,  0.0972525  ,  4.36499e-61,  0.984231   ])
5844    , -2333.43    , array([ 0.301073   ,  0.0972525  ,  4.36499e-61,  0.984231   ])
5845    , -2333.43    , array([ 0.301374   ,  0.0972525  ,  4.36499e-61,  0.984231   ])
5846    , -2333.4     , array([ 0.301073   ,  0.0973498  ,  4.36499e-61,  0.984231   ])
5847    , -2333.43    , array([ 0.301073   ,  0.0972525  ,  4.36936e-61,  0.984231   ])
5848    , -2333.46    , array([ 0.301073   ,  0.0972525  ,  4.36499e-61,  0.985216   ])
5849    , -1100.96    , array([ 0.301073   ,  0.222752   ,  4.36499e-61,  0.0812653  ])
5850    , -1100.96    , array([ 0.301073   ,  0.222752   ,  4.36499e-61,  0.0812653  ])
5851    , -1100.96    , array([ 0.301374   ,  0.222752   ,  4.36499e-61,  0.0812653  ])
5852    , -1100.48    , array([ 0.301073   ,  0.222974   ,  4.36499e-61,  0.0812653  ])
5853    , -1100.96    , array([ 0.301073   ,  0.222752   ,  4.36936e-61,  0.0812653  ])
5854    , -1100.58    , array([ 0.301073   ,  0.222752   ,  4.36499e-61,  0.0813466  ])
5855    , -729.773    , array([ 0.301073   ,  0.243471   ,  4.36499e-61,  0.170613   ])
5856    , -729.773    , array([ 0.301073   ,  0.243471   ,  4.36499e-61,  0.170613   ])
5857    , -729.773    , array([ 0.301374   ,  0.243471   ,  4.36499e-61,  0.170613   ])
5858    , -729.239    , array([ 0.301073   ,  0.243715   ,  4.36499e-61,  0.170613   ])
5859    , -729.773    , array([ 0.301073   ,  0.243471   ,  4.36936e-61,  0.170613   ])
5860    , -729.272    , array([ 0.301073   ,  0.243471   ,  4.36499e-61,  0.170784   ])
5861    , -2335.58    , array([ 0.301073   ,  0.3475     ,  4.36499e-61,  3.31468    ])
5862    , -2335.58    , array([ 0.301073   ,  0.3475     ,  4.36499e-61,  3.31468    ])
5863    , -2335.58    , array([ 0.301374   ,  0.3475     ,  4.36499e-61,  3.31468    ])
5864    , -2335.57    , array([ 0.301073   ,  0.347848   ,  4.36499e-61,  3.31468    ])
5865    , -2335.58    , array([ 0.301073   ,  0.3475     ,  4.36936e-61,  3.31468    ])
5866    , -2335.59    , array([ 0.301073   ,  0.3475     ,  4.36499e-61,  3.31799    ])
5867    , -538.804    , array([ 0.301073   ,  0.25362    ,  4.36499e-61,  0.23983    ])
5868    , -538.804    , array([ 0.301073   ,  0.25362    ,  4.36499e-61,  0.23983    ])
5869    , -538.804    , array([ 0.301374   ,  0.25362    ,  4.36499e-61,  0.23983    ])
5870    , -538.572    , array([ 0.301073   ,  0.253873   ,  4.36499e-61,  0.23983    ])
5871    , -538.804    , array([ 0.301073   ,  0.25362    ,  4.36936e-61,  0.23983    ])
5872    , -538.31     , array([ 0.301073   ,  0.25362    ,  4.36499e-61,  0.24007    ])
5873    , -442.712    , array([ 0.301073   ,  0.271423   ,  4.36499e-61,  0.422277   ])
5874    , -442.712    , array([ 0.301073   ,  0.271423   ,  4.36499e-61,  0.422277   ])
5875    , -442.712    , array([ 0.301374   ,  0.271423   ,  4.36499e-61,  0.422277   ])
5876    , -442.735    , array([ 0.301073   ,  0.271694   ,  4.36499e-61,  0.422277   ])
5877    , -442.712    , array([ 0.301073   ,  0.271423   ,  4.36936e-61,  0.422277   ])
5878    , -443.133    , array([ 0.301073   ,  0.271423   ,  4.36499e-61,  0.4227     ])
5879    , -418.206    , array([ 0.301073   ,  0.263305   ,  4.36499e-61,  0.327815   ])
5880    , -418.206    , array([ 0.301073   ,  0.263305   ,  4.36499e-61,  0.327815   ])
5881    , -418.206    , array([ 0.301374   ,  0.263305   ,  4.36499e-61,  0.327815   ])
5882    , -418.247    , array([ 0.301073   ,  0.263568   ,  4.36499e-61,  0.327815   ])
5883    , -418.206    , array([ 0.301073   ,  0.263305   ,  4.36936e-61,  0.327815   ])
5884    , -418.021    , array([ 0.301073   ,  0.263305   ,  4.36499e-61,  0.328143   ])
5885    , -1965.91    , array([ 0.301073   ,  0.271215   ,  4.36499e-61,  1.11679    ])
5886    , -1965.91    , array([ 0.301073   ,  0.271215   ,  4.36499e-61,  1.11679    ])
5887    , -1965.91    , array([ 0.301374   ,  0.271215   ,  4.36499e-61,  1.11679    ])
5888    , -1964.99    , array([ 0.301073   ,  0.271486   ,  4.36499e-61,  1.11679    ])
5889    , -1965.91    , array([ 0.301073   ,  0.271215   ,  4.36936e-61,  1.11679    ])
5890    , -1967.29    , array([ 0.301073   ,  0.271215   ,  4.36499e-61,  1.11791    ])
5891    , -412.086    , array([ 0.301073   ,  0.263568   ,  4.36499e-61,  0.341659   ])
5892    , -412.086    , array([ 0.301073   ,  0.263568   ,  4.36499e-61,  0.341659   ])
5893    , -412.086    , array([ 0.301374   ,  0.263568   ,  4.36499e-61,  0.341659   ])
5894    , -412.143    , array([ 0.301073   ,  0.263832   ,  4.36499e-61,  0.341659   ])
5895    , -412.086    , array([ 0.301073   ,  0.263568   ,  4.36936e-61,  0.341659   ])
5896    , -411.977    , array([ 0.301073   ,  0.263568   ,  4.36499e-61,  0.342      ])
5897    , -408.148    , array([ 0.301073   ,  0.259032   ,  4.36499e-61,  0.363992   ])
5898    , -408.148    , array([ 0.301073   ,  0.259032   ,  4.36499e-61,  0.363992   ])
5899    , -408.148    , array([ 0.301374   ,  0.259032   ,  4.36499e-61,  0.363992   ])
5900    , -408.208    , array([ 0.301073   ,  0.259291   ,  4.36499e-61,  0.363992   ])
5901    , -408.148    , array([ 0.301073   ,  0.259032   ,  4.36936e-61,  0.363992   ])
5902    , -408.175    , array([ 0.301073   ,  0.259032   ,  4.36499e-61,  0.364356   ])
