11625   , -2327.96    , array([ 0.616357   ,  1.14426    ,  0.000744651,  3.0831e-28 ])
11626   , -2327.98    , array([ 0.616974   ,  1.14426    ,  0.000744651,  3.0831e-28 ])
11627   , -2327.96    , array([ 0.616357   ,  1.14541    ,  0.000744651,  3.0831e-28 ])
11628   , -2327.95    , array([ 0.616357   ,  1.14426    ,  0.000745396,  3.0831e-28 ])
11629   , -2327.96    , array([ 0.616357   ,  1.14426    ,  0.000744651,  3.08619e-28])
11630   , -2327.96    , array([ 0.616357   ,  1.14426    ,  0.000744651,  3.0831e-28 ])
11631   , -2274.91    , array([ 0.240095   ,  1.14426    ,  0.00106976 ,  3.0831e-28 ])
11632   , -2274.91    , array([ 0.240095   ,  1.14426    ,  0.00106976 ,  3.0831e-28 ])
11633   , -2274.99    , array([ 0.240335   ,  1.14426    ,  0.00106976 ,  3.0831e-28 ])
11634   , -2274.91    , array([ 0.240095   ,  1.14541    ,  0.00106976 ,  3.0831e-28 ])
11635   , -2274.85    , array([ 0.240095   ,  1.14426    ,  0.00107083 ,  3.0831e-28 ])
11636   , -2274.91    , array([ 0.240095   ,  1.14426    ,  0.00106976 ,  3.08619e-28])
11637   , -5992.14    , array([ 0.0055282  ,  1.14426    ,  0.00455637 ,  3.0831e-28 ])
11638   , -5992.14    , array([ 0.0055282  ,  1.14426    ,  0.00455637 ,  3.0831e-28 ])
11639   , -5988.16    , array([ 0.00553373 ,  1.14426    ,  0.00455637 ,  3.0831e-28 ])
11640   , -5992.14    , array([ 0.0055282  ,  1.14541    ,  0.00455637 ,  3.0831e-28 ])
11641   , -5995.73    , array([ 0.0055282  ,  1.14426    ,  0.00456092 ,  3.0831e-28 ])
11642   , -5992.14    , array([ 0.0055282  ,  1.14426    ,  0.00455637 ,  3.08619e-28])
11643   , -2097.15    , array([ 0.0909997  ,  1.14426    ,  0.00155306 ,  3.0831e-28 ])
11644   , -2097.15    , array([ 0.0909997  ,  1.14426    ,  0.00155306 ,  3.0831e-28 ])
11645   , -2097.36    , array([ 0.0910908  ,  1.14426    ,  0.00155306 ,  3.0831e-28 ])
11646   , -2097.15    , array([ 0.0909997  ,  1.14541    ,  0.00155306 ,  3.0831e-28 ])
11647   , -2096.96    , array([ 0.0909997  ,  1.14426    ,  0.00155462 ,  3.0831e-28 ])
11648   , -2097.15    , array([ 0.0909997  ,  1.14426    ,  0.00155306 ,  3.08619e-28])
11649   , -1814.05    , array([ 0.0378992  ,  1.14426    ,  0.00217452 ,  3.0831e-28 ])
11650   , -1814.05    , array([ 0.0378992  ,  1.14426    ,  0.00217452 ,  3.0831e-28 ])
11651   , -1814.24    , array([ 0.0379371  ,  1.14426    ,  0.00217452 ,  3.0831e-28 ])
11652   , -1814.05    , array([ 0.0378992  ,  1.14541    ,  0.00217452 ,  3.0831e-28 ])
11653   , -1813.86    , array([ 0.0378992  ,  1.14426    ,  0.0021767  ,  3.0831e-28 ])
11654   , -1814.05    , array([ 0.0378992  ,  1.14426    ,  0.00217452 ,  3.08619e-28])
11655   , -1789.23    , array([ 0.0239867  ,  1.14426    ,  0.00259239 ,  3.0831e-28 ])
11656   , -1789.23    , array([ 0.0239867  ,  1.14426    ,  0.00259239 ,  3.0831e-28 ])
11657   , -1789.03    , array([ 0.0240107  ,  1.14426    ,  0.00259239 ,  3.0831e-28 ])
11658   , -1789.23    , array([ 0.0239867  ,  1.14541    ,  0.00259239 ,  3.0831e-28 ])
11659   , -1789.37    , array([ 0.0239867  ,  1.14426    ,  0.00259498 ,  3.0831e-28 ])
11660   , -1789.23    , array([ 0.0239867  ,  1.14426    ,  0.00259239 ,  3.08619e-28])
11661   , -1772.57    , array([ 0.0300039  ,  1.14426    ,  0.00237874 ,  3.0831e-28 ])
11662   , -1772.57    , array([ 0.0300039  ,  1.14426    ,  0.00237874 ,  3.0831e-28 ])
11663   , -1772.62    , array([ 0.0300339  ,  1.14426    ,  0.00237874 ,  3.0831e-28 ])
11664   , -1772.57    , array([ 0.0300039  ,  1.14541    ,  0.00237874 ,  3.0831e-28 ])
11665   , -1772.5     , array([ 0.0300039  ,  1.14426    ,  0.00238112 ,  3.0831e-28 ])
11666   , -1772.57    , array([ 0.0300039  ,  1.14426    ,  0.00237874 ,  3.08619e-28])
11667   , -1770.24    , array([ 0.028194   ,  1.14426    ,  0.0024363  ,  3.0831e-28 ])
11668   , -1770.24    , array([ 0.028194   ,  1.14426    ,  0.0024363  ,  3.0831e-28 ])
11669   , -1770.23    , array([ 0.0282222  ,  1.14426    ,  0.0024363  ,  3.0831e-28 ])
11670   , -1770.24    , array([ 0.028194   ,  1.14541    ,  0.0024363  ,  3.0831e-28 ])
11671   , -1770.22    , array([ 0.028194   ,  1.14426    ,  0.00243873 ,  3.0831e-28 ])
11672   , -1770.24    , array([ 0.028194   ,  1.14426    ,  0.0024363  ,  3.08619e-28])
11679   , -1770.24    , array([ 0.0281938  ,  1.14426    ,  0.00243635 ,  3.0831e-28 ])
11680   , -1770.24    , array([ 0.0281938  ,  1.14426    ,  0.00243635 ,  3.0831e-28 ])
11681   , -1770.23    , array([ 0.028222   ,  1.14426    ,  0.00243635 ,  3.0831e-28 ])
11682   , -1770.24    , array([ 0.0281938  ,  1.14541    ,  0.00243635 ,  3.0831e-28 ])
11683   , -1770.22    , array([ 0.0281938  ,  1.14426    ,  0.00243879 ,  3.0831e-28 ])
11684   , -1770.24    , array([ 0.0281938  ,  1.14426    ,  0.00243635 ,  3.08619e-28])
11685   , -1770.23    , array([ 0.0281928  ,  1.14426    ,  0.00243656 ,  3.0831e-28 ])
11686   , -1770.23    , array([ 0.0281928  ,  1.14426    ,  0.00243656 ,  3.0831e-28 ])
11687   , -1770.23    , array([ 0.0282211  ,  1.14426    ,  0.00243656 ,  3.0831e-28 ])
11688   , -1770.23    , array([ 0.0281928  ,  1.14541    ,  0.00243656 ,  3.0831e-28 ])
11689   , -1770.21    , array([ 0.0281928  ,  1.14426    ,  0.002439   ,  3.0831e-28 ])
11690   , -1770.23    , array([ 0.0281928  ,  1.14426    ,  0.00243656 ,  3.08619e-28])
11697   , -1770.23    , array([ 0.0281928  ,  1.14426    ,  0.00243658 ,  3.0831e-28 ])
11698   , -1770.23    , array([ 0.0281928  ,  1.14426    ,  0.00243658 ,  3.0831e-28 ])
11699   , -1770.23    , array([ 0.028221   ,  1.14426    ,  0.00243658 ,  3.0831e-28 ])
11700   , -1770.23    , array([ 0.0281928  ,  1.14541    ,  0.00243658 ,  3.0831e-28 ])
11701   , -1770.21    , array([ 0.0281928  ,  1.14426    ,  0.00243901 ,  3.0831e-28 ])
11702   , -1770.23    , array([ 0.0281928  ,  1.14426    ,  0.00243658 ,  3.08619e-28])
11703   , -1770.23    , array([ 0.0281925  ,  1.14426    ,  0.00243663 ,  3.0831e-28 ])
11704   , -1770.23    , array([ 0.0281925  ,  1.14426    ,  0.00243663 ,  3.0831e-28 ])
11705   , -1770.23    , array([ 0.0282208  ,  1.14426    ,  0.00243663 ,  3.0831e-28 ])
11706   , -1770.23    , array([ 0.0281925  ,  1.14541    ,  0.00243663 ,  3.0831e-28 ])
11707   , -1770.21    , array([ 0.0281925  ,  1.14426    ,  0.00243907 ,  3.0831e-28 ])
11708   , -1770.23    , array([ 0.0281925  ,  1.14426    ,  0.00243663 ,  3.08619e-28])
11709   , -2336.8     , array([ 0.00201193 ,  1.14426    ,  2.44594    ,  3.0831e-28 ])
11710   , -2336.8     , array([ 0.00201193 ,  1.14426    ,  2.44594    ,  3.0831e-28 ])
11711   , -2336.8     , array([ 0.00201395 ,  1.14426    ,  2.44594    ,  3.0831e-28 ])
11712   , -2336.8     , array([ 0.00201193 ,  1.14541    ,  2.44594    ,  3.0831e-28 ])
11713   , -2336.8     , array([ 0.00201193 ,  1.14426    ,  2.44838    ,  3.0831e-28 ])
11714   , -2336.8     , array([ 0.00201193 ,  1.14426    ,  2.44594    ,  3.08619e-28])
11715   , -1799.92    , array([ 0.0259124  ,  1.14426    ,  0.00303864 ,  3.0831e-28 ])
11716   , -1799.92    , array([ 0.0259124  ,  1.14426    ,  0.00303864 ,  3.0831e-28 ])
11717   , -1799.65    , array([ 0.0259384  ,  1.14426    ,  0.00303864 ,  3.0831e-28 ])
11718   , -1799.92    , array([ 0.0259124  ,  1.14541    ,  0.00303864 ,  3.0831e-28 ])
11719   , -1800.13    , array([ 0.0259124  ,  1.14426    ,  0.00304168 ,  3.0831e-28 ])
11720   , -1799.92    , array([ 0.0259124  ,  1.14426    ,  0.00303864 ,  3.08619e-28])
11721   , -1770.1     , array([ 0.0280446  ,  1.14426    ,  0.00247042 ,  3.0831e-28 ])
11722   , -1770.1     , array([ 0.0280446  ,  1.14426    ,  0.00247042 ,  3.0831e-28 ])
11723   , -1770.08    , array([ 0.0280727  ,  1.14426    ,  0.00247042 ,  3.0831e-28 ])
11724   , -1770.1     , array([ 0.0280446  ,  1.14541    ,  0.00247042 ,  3.0831e-28 ])
11725   , -1770.09    , array([ 0.0280446  ,  1.14426    ,  0.00247289 ,  3.0831e-28 ])
11726   , -1770.1     , array([ 0.0280446  ,  1.14426    ,  0.00247042 ,  3.08619e-28])
11727   , -1769.83    , array([ 0.0282885  ,  1.14426    ,  0.00249452 ,  3.0831e-28 ])
11728   , -1769.83    , array([ 0.0282885  ,  1.14426    ,  0.00249452 ,  3.0831e-28 ])
11729   , -1769.81    , array([ 0.0283168  ,  1.14426    ,  0.00249452 ,  3.0831e-28 ])
11730   , -1769.83    , array([ 0.0282885  ,  1.14541    ,  0.00249452 ,  3.0831e-28 ])
11731   , -1769.82    , array([ 0.0282885  ,  1.14426    ,  0.00249702 ,  3.0831e-28 ])
11732   , -1769.83    , array([ 0.0282885  ,  1.14426    ,  0.00249452 ,  3.08619e-28])
11733   , -1768.7     , array([ 0.0292852  ,  1.14426    ,  0.00259332 ,  3.0831e-28 ])
11734   , -1768.7     , array([ 0.0292852  ,  1.14426    ,  0.00259332 ,  3.0831e-28 ])
11735   , -1768.68    , array([ 0.0293145  ,  1.14426    ,  0.00259332 ,  3.0831e-28 ])
11736   , -1768.7     , array([ 0.0292852  ,  1.14541    ,  0.00259332 ,  3.0831e-28 ])
11737   , -1768.69    , array([ 0.0292852  ,  1.14426    ,  0.00259591 ,  3.0831e-28 ])
11738   , -1768.7     , array([ 0.0292852  ,  1.14426    ,  0.00259332 ,  3.08619e-28])
11739   , -1763.69    , array([ 0.033636   ,  1.14426    ,  0.0030292  ,  3.0831e-28 ])
11740   , -1763.69    , array([ 0.033636   ,  1.14426    ,  0.0030292  ,  3.0831e-28 ])
11741   , -1763.67    , array([ 0.0336697  ,  1.14426    ,  0.0030292  ,  3.0831e-28 ])
11742   , -1763.69    , array([ 0.033636   ,  1.14541    ,  0.0030292  ,  3.0831e-28 ])
11743   , -1763.68    , array([ 0.033636   ,  1.14426    ,  0.00303223 ,  3.0831e-28 ])
11744   , -1763.69    , array([ 0.033636   ,  1.14426    ,  0.0030292  ,  3.08619e-28])
11745   , -1733.22    , array([ 0.0585366  ,  1.14426    ,  0.00563924 ,  3.0831e-28 ])
11746   , -1733.22    , array([ 0.0585366  ,  1.14426    ,  0.00563924 ,  3.0831e-28 ])
11747   , -1733.2     , array([ 0.0585952  ,  1.14426    ,  0.00563924 ,  3.0831e-28 ])
11748   , -1733.22    , array([ 0.0585366  ,  1.14541    ,  0.00563924 ,  3.0831e-28 ])
11749   , -1733.17    , array([ 0.0585366  ,  1.14426    ,  0.00564488 ,  3.0831e-28 ])
11750   , -1733.22    , array([ 0.0585366  ,  1.14426    ,  0.00563924 ,  3.08619e-28])
11751   , -1601.96    , array([ 0.536933   ,  1.14426    ,  0.0677311  ,  3.0831e-28 ])
11752   , -1601.96    , array([ 0.536933   ,  1.14426    ,  0.0677311  ,  3.0831e-28 ])
11753   , -1603.01    , array([ 0.53747    ,  1.14426    ,  0.0677311  ,  3.0831e-28 ])
11754   , -1601.96    , array([ 0.536933   ,  1.14541    ,  0.0677311  ,  3.0831e-28 ])
11755   , -1601.43    , array([ 0.536933   ,  1.14426    ,  0.0677988  ,  3.0831e-28 ])
11756   , -1601.96    , array([ 0.536933   ,  1.14426    ,  0.0677311  ,  3.08619e-28])
11757   , -1706.93    , array([ 0.0791982  ,  1.14426    ,  0.00791548 ,  3.0831e-28 ])
11758   , -1706.93    , array([ 0.0791982  ,  1.14426    ,  0.00791548 ,  3.0831e-28 ])
11759   , -1706.94    , array([ 0.0792774  ,  1.14426    ,  0.00791548 ,  3.0831e-28 ])
11760   , -1706.93    , array([ 0.0791982  ,  1.14541    ,  0.00791548 ,  3.0831e-28 ])
11761   , -1706.84    , array([ 0.0791982  ,  1.14426    ,  0.0079234  ,  3.0831e-28 ])
11762   , -1706.93    , array([ 0.0791982  ,  1.14426    ,  0.00791548 ,  3.08619e-28])
11763   , -1522.49    , array([ 0.304221   ,  1.14426    ,  0.0358134  ,  3.0831e-28 ])
11764   , -1522.49    , array([ 0.304221   ,  1.14426    ,  0.0358134  ,  3.0831e-28 ])
11765   , -1522.97    , array([ 0.304526   ,  1.14426    ,  0.0358134  ,  3.0831e-28 ])
11766   , -1522.49    , array([ 0.304221   ,  1.14541    ,  0.0358134  ,  3.0831e-28 ])
11767   , -1521.99    , array([ 0.304221   ,  1.14426    ,  0.0358493  ,  3.0831e-28 ])
11768   , -1522.49    , array([ 0.304221   ,  1.14426    ,  0.0358134  ,  3.08619e-28])
11769   , -1517.25    , array([ 0.351231   ,  1.14426    ,  0.0420765  ,  3.0831e-28 ])
